name,islands,area,height,type,longitude,latitude
Сумбава,Острова Санду,15448.0,2850.0,,116.1,-8.8
Маврикий,,1860.0,828.0,вулканический,57.0,-20.0
Арран,Внутренние Геберные,430.0,874.0,,-5.5,55.3
Скай,Внутренние Геберные,1385.0,993.0,,-6.3,57.3
Борнхольм,,588.0,162.0,,14.9,55.1
Тэ Вака-а-Мауи (Южный остров),Новая Зеландия,151757.0,3754.0,,170.4,-44.0
Лолланд,,1241.0,,,11.5,54.4
Боркум,Острова Остфрисия,31.0,6.0,,6.7,53.6
Остров Ометепе,,270.0,1700.0,,-85.6,11.5
Кипр,,9251.0,1952.0,,33.2,35.4
Мужской,Мальдивы,2.74,1.0,атолл,72.0,2.0
Великий Тёрк,Турция и Каймановы острова,14.0,20.0,,-71.08,21.28
Тристан да Куна,,104.0,,вулканический,-12.3,-37.1
Сахалин,,76400.0,1609.0,вулканический,143.0,50.0
Тершеллинг,Западные Фрисландские острова,88.0,,,5.3,53.4
Авст-Вагоеи,Лофоты,526.0,1146.0,,14.6,68.3
Олхор,,730.0,1276.0,,107.4,53.15
Хайнань,,34380.0,1897.0,,109.6,19.1
Остров Норфолк,,34.0,318.0,вулканический,168.0,-29.0
Восточная Фолклендская остров,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Невис,Малые Антильские острова,93.0,985.0,вулканический,-62.3,17.0
Лансароте,Канареи,846.0,671.0,вулканический,-13.6,29.0
Великая Земля,Новая Каледония,16372.0,1628.0,,166.27,-22.16
Ванкувер-Айленд,,31285.0,2195.0,,-125.65,49.6
Ява,Острова Санду,126650.0,3676.0,,111.25,-7.5
Нордернхёй,Острова Остфрисия,26.3,5.0,,7.9,53.7
Рота,Маршальные острова,85.0,495.0,,145.2,15.15
Лесбос,Спорады,1636.0,968.0,,26.3,39.2
Джэчу,,1845.0,1950.0,вулканический,126.5,33.4
Вануа-Леву,Острова Фиджи,5500.0,,вулканический,179.25,-16.35
Самосир,,852.0,,вулканический,98.85,2.6
Науру,,21.0,60.0,Корал,167.0,-1.0
Леви и Харрис,Внешние Херцоги,2170.0,,,-6.8,57.9
Филичиуди,Липари,9.5,774.0,вулканический,14.55,38.6
Вулкано,Липари,21.2,499.0,вулканический,15.0,38.4
Изабелла,Галапагосские острова,5436.0,1707.0,вулканический,-91.3,-1.0
Антигуа,Малые Антильские острова,281.0,400.0,,-61.8,17.05
Великая Британия,Британские острова,229850.0,1344.0,,-1.5,53.0
Шереметевог,Западные Фрисландские острова,40.0,,,6.2,53.5
Амбон,Молуккские острова,775.0,1225.0,,128.2,-3.7
Сантьяго,Кабо-Верде,991.0,1394.0,вулканический,-23.6,15.1
Амрун,Северные фризы острова,20.5,32.0,,8.3,54.65
Лусон,Филиппины,108172.0,2928.0,,121.0,16.1
Харков,,20.5,,,50.2,29.1
Питкэрн,Острова Питкэрн,4.5,347.0,вулканический,-130.05,-25.04
