driverid,driverref,number,code,forename,surname,dob,nationality,url
691,Ланг,,,Германн,Лэнг,1909-04-06,Немецкий,http://en.wikipedia.org/wiki/Hermann_Lang
711,Крах,,,Освальд,Карч,1917-03-06,Немецкий,http://en.wikipedia.org/wiki/Oswald_Karch
719,Шеррер,,,Альберт,Шеррер,1908-02-28,Швейцария,http://en.wikipedia.org/wiki/Albert_Scherrerer
742,Бедняжка,,,Дэннис,Бедняжка,1916-08-19,Британские,http://en.wikipedia.org/wiki/Dennis_Poore
749,Эстон,,,Билл,Астон,1900-03-29,Британские,http://en.wikipedia.org/wiki/Bill_Aston
778,Шау_тайлор,,,Брайан,Шоу Тейлор,1915-01-28,Британские,http://en.wikipedia.org/wiki/Brian_Shawe_Taylor
784,Хэмпшир,,,Дэвид,Гэмпшир,1917-12-29,Британские,http://en.wikipedia.org/wiki/David_Hampshire
787,Харрисон,,,Кут,Харрисон,1906-07-06,Британские,http://en.wikipedia.org/wiki/Cuth_Harrison
801,Поцци,,,Чарльз,Поцци,1909-08-27,Французский,http://en.wikipedia.org/wiki/Charles_Pozzi
836,yhrlein,94.0,Ух ты!,Паскаль,Верлин,1994-10-18,Немецкий,http://en.wikipedia.org/wiki/Passcal_Wehrlein
839,Окон,31.0,ОКО,Эстебан,Экономия,1996-09-17,Французский,http://en.wikipedia.org/wiki/Esteban_Ocon
