year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1980,NBA,DET,DET,EC,CD,6,11,,Детройт Пистоны,3236,6986,1689,2330,13,84,1201,2111,3312,1819,2125,884,1759,492,8174,3499,6869,1663,31,127,2217,1090,2396,3486,2033,2095,793,1797,585,8692,0,0,14,27,7,34,0,0,16,42,9,21,0,21,61,82,19755.0,Понтиак Серебряный Дом,32767,DET
1950,NBA,BOS,BOS,,ED,2,0,DS,Бостонская кельтика,2065,5607,1751,2415,0,0,0,0,3499,1579,1881,0,0,0,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899,210,0,26,6,9,22,4,2,0,0,21,19,0,39,30,69,16885.0,Бостонский сад,32767,BOS
1989,NBA,ATL,ATL,EC,CD,6,9,,Атланта Ястребы,3417,7019,1943,2544,124,411,1273,2187,3460,1820,1871,717,1270,353,8901,3438,6935,1760,181,533,2279,1151,2236,3387,2144,1961,672,1294,389,8817,0,0,25,16,16,25,0,0,27,27,15,15,0,41,41,82,19730.0,Омни Колизей,32767,ATL
2010,NBA,DAL,DAL,WC,SW,2,0,НС,&lt; &lt; Даллас маверики &gt; &gt;,3069,6463,1437,1850,645,1768,780,2618,3398,1954,1575,557,1145,352,8220,2996,6656,1373,1830,508,1480,880,2459,3339,1689,1650,623,1114,303,7873,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,0,,,0,
1993,NBA,CHI,CHI,EC,CD,2,3,CS,Чикаго Буллз,3245,6815,1310,1859,233,659,1143,2391,3534,2102,1750,740,1306,354,8033,3029,6542,1470,252,780,1987,985,2240,3225,1840,1725,730,1335,374,7780,0,0,31,10,24,17,0,0,38,18,21,7,0,55,27,82,19780.0,Чикагский стадион,32767,CHI
1998,NBA,MIL,MIL,EC,CD,4,7,C1,Милуоки Бакс,1753,3818,847,1155,231,619,570,1369,1939,1030,1142,442,719,202,4584,1600,3746,1029,272,814,1369,657,1398,2055,1018,1020,399,830,194,4501,0,0,17,8,11,14,0,0,25,20,13,11,0,28,22,50,12050.0,Центр Брэдли,32767,MIL
1997,NBA,TOR,TOR,EC,CD,8,15,,Торонто Рапторс,2965,6813,1479,2060,372,1086,1187,2149,3336,1746,1851,769,1371,663,7781,3271,6826,1603,396,1034,2289,1270,2506,3776,2219,1748,737,1370,514,8541,0,0,9,32,7,34,0,0,7,47,2,26,0,16,66,82,19930.0,SkyDome,32767,TOR
1994,NBA,HOU,HOU,WC,MW,3,6,НС,Хьюстонские ракеты,3159,6579,1527,2039,646,1757,880,2440,3320,2060,1714,721,1322,514,8491,3202,7061,1407,506,1345,1874,1165,2386,3551,1940,1779,744,1274,365,8317,0,0,25,16,22,19,0,0,27,27,13,13,0,47,35,82,19730.0,Встреча на высшем уровне,32767,HOU
1993,NBA,ORL,ORL,EC,AT,2,4,C1,Волшебство Орландо,3341,6883,1590,2346,394,1137,1177,2356,3533,2070,1713,683,1327,456,8666,3263,7125,1525,296,847,2047,1197,2305,3502,2103,1844,756,1228,442,8347,0,0,31,10,19,22,0,0,35,21,20,8,0,50,32,82,19730.0,Орландо Арена,32767,ORL
1988,NBA,CLE,CLE,EC,CD,2,3,C1,Кливленд Кавальеры,3466,6904,1821,2438,170,474,1033,2475,3508,2260,1592,791,1323,586,8923,3385,7346,1358,172,508,1748,1214,2283,3497,2043,1970,685,1429,363,8300,0,0,37,4,20,21,0,0,38,18,19,11,0,57,25,82,19755.0,Колизей в Ричфилде,32767,CLE
2011,NBA,ATL,ATL,EC,SE,2,0,C1,Атланта Ястребы,2429,5348,1025,1385,492,1330,652,2066,2718,1481,1178,536,921,303,6375,2380,5366,997,1324,391,1137,712,2079,2791,1354,1263,494,999,313,6148,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,,,0,
1985,NBA,UTA,UTA,WC,MW,4,5,C1,Юта Джаз,3453,7083,1930,2694,35,169,1068,2479,3547,2199,2038,717,1518,666,8871,3470,7339,1896,65,251,2483,1208,2510,3718,1977,2221,752,1531,464,8901,0,0,27,14,15,26,0,0,30,30,15,15,0,42,40,82,19780.0,Соленый дворец,32767,UTA
1984,NBA,BOS,BOS,EC,AT,1,1,F,Бостонская кельтика,3721,7325,1860,2307,110,309,1116,2630,3746,2287,1781,645,1332,414,9412,3642,7642,1512,71,269,1922,1105,2287,3392,2041,1964,641,1222,315,8867,0,0,35,6,28,13,0,0,43,15,19,5,0,63,19,82,19705.0,Бостонский сад,32767,BOS
1941,NBL,FTW,DET,,,2,0,ЛК,Форт Уэйн Золлнер Пистоны,434,0,259,0,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,11,3,4,6,0,0,0,0,0,0,0,15,9,24,,,0,FWZ
1999,NBA,WAS,WAS,EC,AT,7,13,,Вашингтонские волшебники,3010,6681,1566,2107,335,890,1064,2438,3502,1771,2149,593,1320,383,7921,3005,6547,1790,390,1052,2405,962,2418,3380,1793,1967,686,1225,503,8190,0,0,17,24,12,29,0,0,19,35,7,17,0,29,53,82,19805.0,Центр МКИ,32767,WSW
1961,ABL1,KCS,KCS,,WE,1,0,ЛК,Канзас Сити Стритерс,3101,7275,1836,2482,220,707,0,0,4179,1501,2029,0,0,0,8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888,153,0,0,0,0,0,0,0,0,0,0,0,0,54,25,79,18910.0,Муниципальная аудитория,0,
2006,NBA,CHA,CHA,EC,SE,4,11,,Шарлотта Бобкотс,2960,6643,1568,2136,457,1280,920,2346,3266,1836,1985,638,1224,369,7945,2999,6450,1802,452,1245,2404,929,2562,3491,1717,1786,603,1296,437,8252,0,0,20,21,13,28,0,0,24,28,9,7,0,33,49,82,20005.0,Шарлотта Бобкатс Арена,32767,
1979,NBA,DEN,DEN,WC,MW,3,8,,Денвер Наггетс,3462,7470,1871,2539,83,255,1311,2524,3835,2079,1917,746,1533,404,8878,3736,7591,1698,70,214,2235,1197,2587,3784,2289,2033,812,1438,455,9240,0,0,24,17,6,35,0,0,21,39,10,14,0,30,52,82,19830.0,McNichols Sports Arena,32767,DEN
1993,NBA,UTA,UTA,WC,MW,3,5,CF,Юта Джаз,3207,6729,1761,2379,179,559,1059,2385,3444,2179,1988,751,1191,364,8354,2973,6641,1773,289,967,2444,1100,2327,3427,1806,1922,593,1318,459,8008,0,0,33,8,20,21,0,0,36,18,21,5,0,53,29,82,19830.0,Центр &lt; &lt; Дельта &gt; &gt;,32767,UTA
2007,NBA,WAS,WAS,EC,SE,2,5,C1,Вашингтонские волшебники,2986,6695,1557,1991,575,1614,1007,2404,3411,1607,1606,632,1032,391,8104,3015,6537,1418,683,1768,1880,900,2478,3378,1958,1656,529,1102,360,8131,0,0,25,16,18,23,0,0,29,23,10,6,92,43,39,82,19905.0,Центр Verizon,32767,
1946,NBA,TRH,TRH,,ED,5,0,,Торонто-Хуски,1515,5672,966,1552,0,0,0,0,0,463,1271,0,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262,0,0,15,15,7,23,0,0,0,0,10,20,0,22,38,60,14600.0,Сада с кленовым листьем,0,TRH
2005,NBA,LAL,LAL,WC,PC,3,7,C1,Лос-Анджелес Лейкерс,2992,6607,1618,2172,552,1583,970,2488,3458,1734,1894,628,1143,350,8154,2945,6547,1585,474,1342,2123,893,2399,3292,1730,1925,536,1158,354,7949,0,0,27,14,18,23,0,0,27,25,9,7,0,45,37,82,19855.0,Стейплс-центр,32767,LAL
1994,NBA,CHI,CHI,EC,CD,3,5,CS,Чикаго Буллз,3191,6710,1500,2065,443,1187,1106,2294,3400,1970,1962,797,1297,352,8325,2923,6399,1682,401,1150,2280,1068,2252,3320,1713,1892,687,1485,369,7929,0,0,28,13,19,22,0,0,35,21,16,12,0,47,35,82,19830.0,Объединенный центр,32767,CHI
