hofid,yearid,votedby,ballots,needed,votes,inducted,category
vernomi01h,1974,BBWAA,365.0,274.0,27.0,N,Player
suttebr01h,1997,BBWAA,473.0,353.0,130.0,N,Player
hoopeha01h,1971,Veterans,,,,Y,Player
koscoan01h,1980,BBWAA,385.0,289.0,0.0,N,Player
adamsba01h,1950,BBWAA,168.0,126.0,6.0,N,Player
bondsbo01h,1995,BBWAA,460.0,345.0,35.0,N,Player
newsobo01h,1969,BBWAA,340.0,255.0,32.0,N,Player
dinnebi01h,1942,BBWAA,233.0,175.0,1.0,N,Player
tayloto02h,1982,BBWAA,415.0,312.0,0.0,N,Player
schoere01h,1983,BBWAA,374.0,281.0,146.0,N,Player
bartedi01h,1958,BBWAA,266.0,200.0,1.0,N,Player
raineti01h,2010,BBWAA,539.0,405.0,164.0,N,Player
ruperja99h,2013,Veterans,,,,Y,Pioneer/Executive
martipe01h,1962,BBWAA,160.0,120.0,6.0,N,Player
brechha01h,1972,BBWAA,396.0,297.0,5.0,N,Player
duffyhu01h,1936,Veterans,78.0,59.0,3.0,N,Player
careyma01h,1948,BBWAA,121.0,91.0,9.0,N,Player
stahlja01h,1939,BBWAA,274.0,206.0,1.0,N,Player
hoytwa01h,1952,BBWAA,234.0,176.0,12.0,N,Player
wittmi01h,1999,BBWAA,497.0,373.0,0.0,N,Player
klingjo01h,1937,BBWAA,201.0,151.0,20.0,N,Player
mcmulke01h,1983,BBWAA,374.0,281.0,0.0,N,Player
pruethu01h,1951,BBWAA,226.0,170.0,1.0,N,Player
