schoolid,schoolname,schoolcity,schoolstate,schoolnick
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,Corsairs
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
ohvalley,Ohio Valley University,Vienna,WV,Fighting Scots
baylor,Baylor University,Waco,TX,Bears
santaclara,Santa Clara University,Santa Clara,CA,Broncos
ptparkpa,Point Park University,Pittsburgh,PA,Pioneers
pennst,Pennsylvania State University,State College,PA,Nittany Lions
gatech,Georgia Institute of Technology,Atlanta,GA,Yellow Jackets
gacollege,Georgia College and State University,Milledgeville,GA,Bobcats
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
tnwesleyan,Tennessee Wesleyan College,Athens,TN,Bulldogs
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,The Rock
georgewash,George Washington University,Washington,DC,Colonials
purdue,Purdue University,West Lafayette,IN,Boilermakers
tamucc,Texas A&M University-Corpus Christi,Corpus Christi,TX,Islanders
furman,Furman University,Greenville,SC,Paladins
morganst,Morgan State University,Baltimore,MD,Bears
drexel,Drexel University,Philadelphia,PA,Dragons
brewparker,Brewton-Parker College,Mount Vernon,GA,Barons
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
stxavieril,Saint Xavier University,Chicago,IL,Cougars
stfranny,St. Francis College,Brooklyn Heights,NY,Terriers
