year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1937,NHL,MTL,3,1,2,0,8,11,24,,,,,,,
1986,NHL,TOR,13,7,6,0,33,32,345,0,9,51,0,8,53,0
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1987,NHL,BOS,23,12,10,1,85,72,813,6,20,131,,24,125,6
1994,NHL,TOR,7,3,4,0,20,22,89,0,7,36,1,2,27,0
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1989,NHL,BOS,21,13,8,0,62,59,421,12,15,93,1,9,88,3
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
1993,NHL,SJS,14,7,7,0,42,53,224,6,9,74,5,13,61,2
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
2006,NHL,VAN,12,5,7,0,21,26,190,4,4,67,0,8,76,0
1925,NHL,PIP,2,0,1,1,4,6,10,,,,,,,
1940,NHL,NYR,3,1,2,0,6,6,41,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1925,NHL,OTS,2,0,1,1,1,2,42,,,,,,,
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1997,NHL,MTL,10,4,6,0,28,32,148,0,6,50,3,9,58,0
1996,NHL,BUF,12,5,7,0,27,34,226,6,8,53,0,11,60,2
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
2007,NHL,SJS,13,6,7,0,30,32,100,0,8,56,0,11,44,2
2009,NHL,LAK,6,2,4,0,18,25,70,2,10,26,0,6,24,0
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1975,NHL,BOS,12,5,7,0,38,33,209,0,14,54,0,6,52,2
1985,NHL,HAR,10,6,4,0,29,23,260,4,7,39,3,9,41,1
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
1988,NHL,MTL,21,14,7,0,67,51,456,6,16,97,,9,88,2
1988,NHL,HAR,4,0,4,0,11,18,111,0,1,15,,4,18,1
1973,WHA,WIJ,4,0,4,0,9,23,,,,,,,,
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1924,WCHL,VIC,4,2,0,2,9,5,,,,,,,,
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
2011,NHL,STL,9,4,5,0,20,23,212,0,6,35,2,3,38,0
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
2000,NHL,DAL,10,4,6,0,22,26,116,2,5,43,1,6,47,0
1979,NHL,EDM,3,0,3,0,6,12,55,0,1,16,0,2,11,0
1999,NHL,OTT,6,2,4,0,10,17,81,0,2,22,0,2,23,0
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
2010,NHL,PHO,4,0,4,0,10,18,41,0,6,18,0,4,15,0
1998,NHL,STL,13,6,7,0,31,33,179,2,11,61,2,8,71,0
1983,NHL,QUE,9,5,4,0,26,25,344,2,4,35,1,3,43,2
1946,NHL,DET,5,1,4,0,14,18,72,,,,,,,
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
1984,NHL,DET,3,0,3,0,8,23,101,0,2,16,0,7,16,0
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
1979,NHL,PIT,5,2,3,0,14,21,125,4,5,18,2,4,18,0
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1995,NHL,BOS,5,1,4,0,16,22,147,0,7,27,0,5,30,2
1965,NHL,CHI,6,2,4,0,10,22,75,,,,,,,
1988,NHL,PHI,19,10,9,0,64,60,612,2,20,96,,26,119,8
1979,NHL,CHI,7,3,4,0,19,20,120,0,7,23,0,7,26,0
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1987,NHL,TOR,6,2,4,0,20,32,189,0,6,41,,11,32,2
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1962,NHL,DET,11,5,6,0,35,36,170,,,,,,,
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
2011,NHL,PHO,16,9,7,0,37,35,224,0,7,50,1,6,65,0
1945,NHL,CHI,4,0,4,0,7,26,68,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1936,NHL,DET,10,6,4,0,22,16,57,,,,,,,
1987,NHL,WAS,14,7,7,0,54,50,529,0,14,99,,13,77,4
1998,NHL,OTT,4,0,4,0,6,12,46,0,3,27,0,4,18,0
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1973,NHL,TOR,4,0,4,0,9,17,45,,1,,1,2,,0
1934,NHL,NYR,4,1,1,2,10,10,27,,,,,,,
1928,NHL,DTC,2,0,2,0,2,7,24,,,,,,,
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1996,NHL,FLO,5,1,4,0,10,13,50,0,6,25,0,2,21,0
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1969,NHL,BOS,14,12,2,0,65,33,330,,14,,0,14,,5
1957,NHL,DET,4,0,4,0,6,19,68,,,,,,,
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1974,WHA,SDM,10,4,6,0,34,44,,,,,,,,
1926,NHL,MTM,2,0,1,1,1,2,18,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
2003,NHL,NYI,5,1,4,0,5,12,50,4,2,16,1,2,23,0
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1996,NHL,OTT,7,3,4,0,13,14,91,2,7,35,1,2,27,0
1972,WHA,LAS,6,2,4,0,16,23,,,4,25,0,9,20,1
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1981,NHL,EDM,5,2,3,0,23,27,178,2,3,18,0,9,26,3
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1986,NHL,WAS,7,3,4,0,19,19,199,0,2,36,0,4,30,0
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
1999,NHL,TOR,12,6,6,0,26,26,154,0,2,43,1,7,47,1
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1997,NHL,DAL,17,10,7,0,36,32,300,4,10,100,2,11,93,1
2008,NHL,CHI,17,9,8,0,54,54,297,6,19,68,1,14,65,1
1963,NHL,DET,14,7,7,0,41,40,211,,,,,,,
1987,NHL,CHI,5,1,4,0,17,21,188,0,8,29,,10,38,1
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
2003,NHL,BOS,7,3,4,0,14,19,72,2,2,25,0,3,30,0
1993,NHL,STL,4,0,4,0,10,16,81,0,3,20,0,6,23,1
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1980,NHL,MTL,3,0,3,0,6,15,62,0,2,17,0,1,12,0
1994,NHL,BUF,5,1,4,0,13,18,80,0,3,26,1,3,26,1
1980,NHL,STL,11,5,6,0,42,50,281,4,14,53,3,10,47,0
2005,NHL,CAL,7,3,4,0,16,17,129,4,6,43,1,6,44,2
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
1986,NHL,CHI,4,0,4,0,6,15,104,0,0,17,1,4,15,0
1987,NHL,HAR,6,2,4,0,20,23,81,0,5,26,,6,26,0
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
1982,NHL,STL,4,1,3,0,10,16,116,0,5,22,0,3,23,0
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
2005,NHL,COL,9,4,5,0,22,31,166,2,5,52,1,7,50,2
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1982,NHL,MTL,3,0,3,0,2,8,51,0,1,13,0,2,7,0
1986,NHL,QUE,13,7,6,0,48,45,504,2,15,70,2,11,63,1
2011,NHL,OTT,7,3,4,0,13,14,107,0,4,26,0,5,32,0
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1988,NHL,LAK,11,4,7,0,36,42,270,2,15,54,,11,57,1
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
2003,NHL,COL,11,6,5,0,26,24,154,4,9,48,0,9,47,2
1987,NHL,BUF,6,2,4,0,22,28,286,2,11,36,,6,42,0
1982,NHL,NYI,20,15,5,0,94,53,329,0,20,81,3,13,100,3
1927,NHL,NYR,9,5,3,1,16,12,152,,,,,,,
1933,NHL,MTM,4,1,2,1,4,7,26,,,,,,,
1917,NHL,TOA,2,1,1,0,10,7,68,,,,,,,
1974,NHL,TOR,7,2,5,0,13,21,108,0,4,36,0,5,20,0
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
1994,NHL,STL,7,3,4,0,27,27,210,2,6,45,6,11,43,1
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1979,NHL,MNS,15,8,7,0,49,56,206,0,17,86,4,17,56,3
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1985,NHL,PHI,5,2,3,0,15,18,145,0,3,29,2,5,21,0
1954,NHL,MTL,12,7,5,0,36,36,174,,,,,,,
1998,NHL,SJS,6,2,4,0,17,19,102,0,7,41,1,7,42,2
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
1976,WHA,QUN,17,12,5,0,79,56,,,,,,,,
1972,NHL,MTL,17,12,5,0,73,52,179,,15,,2,12,,1
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1995,NHL,PIT,18,11,7,0,57,52,351,2,16,100,0,14,96,2
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1990,NHL,PIT,24,16,8,0,95,68,571,12,26,137,4,25,120,3
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
2001,NHL,BOS,6,2,4,0,18,20,106,0,5,20,0,6,27,2
1933,NHL,MTL,2,0,1,1,3,4,8,,,,,,,
1949,NHL,DET,14,8,6,0,32,28,148,,,,,,,
1953,NHL,DET,12,8,4,0,29,20,120,,,,,,,
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1977,NHL,TOR,13,6,7,0,33,32,265,4,7,44,0,7,51,0
1995,NHL,MTL,6,2,4,0,17,19,72,2,3,31,1,8,31,2
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1974,NHL,BOS,3,1,2,0,15,12,47,0,2,14,0,4,14,1
2011,NHL,BOS,7,3,4,0,15,16,52,0,2,23,0,3,19,0
1968,NHL,PHI,4,0,4,0,3,17,83,,1,,0,3,,1
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
2007,NHL,DAL,18,10,8,0,45,41,218,0,18,90,4,13,76,0
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1951,NHL,MTL,11,4,7,0,20,23,97,,,,,,,
1989,NHL,NJD,6,2,4,0,18,21,225,2,5,31,0,4,29,1
1973,NHL,PHI,17,12,5,0,54,36,578,,14,,1,9,,2
1976,WHA,HOU,11,6,5,0,43,40,,,,,,,,
2010,NHL,PIT,7,3,4,0,14,22,82,0,1,35,1,8,27,0
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1936,NHL,NYR,9,6,3,0,18,10,68,,,,,,,
1983,NHL,WIN,3,0,3,0,7,18,76,0,2,10,0,0,8,1
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1934,NHL,CHI,2,0,1,1,0,1,16,,,,,,,
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1989,NHL,MNS,7,3,4,0,18,21,274,14,8,43,2,5,43,0
1987,NHL,MTL,11,5,6,0,33,35,219,4,6,52,,5,50,1
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
2010,NHL,WAS,9,4,5,0,23,24,84,4,5,35,0,5,38,0
1940,NHL,TOR,7,3,4,0,17,15,52,,,,,,,
1990,NHL,LAK,12,6,6,0,46,37,306,2,12,53,1,8,56,1
1980,NHL,QUE,5,2,3,0,17,22,221,4,5,24,2,2,13,0
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1991,NHL,CHI,18,12,6,0,65,48,340,4,18,108,2,13,90,1
1919,PCHA,SEA,2,1,1,0,7,3,,,,,,,,
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1951,NHL,TOR,4,0,4,0,3,13,90,,,,,,,
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
1946,NHL,MTL,11,6,5,0,29,23,171,,,,,,,
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
2005,NHL,ANA,16,9,7,0,46,36,267,4,11,102,4,11,96,1
1998,NHL,CAR,6,2,4,0,10,16,62,0,2,21,0,4,24,0
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1974,NHL,STL,2,0,2,0,6,9,56,2,2,6,1,3,10,0
1987,NHL,NJD,20,11,9,0,67,71,871,10,23,117,,22,128,4
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1973,WHA,EDO,5,1,4,0,14,22,,,,,,,,
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1973,NHL,NYR,13,7,6,0,38,39,245,,7,,1,8,,0
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
2000,NHL,VAN,4,0,4,0,9,16,50,0,4,16,0,5,19,0
1969,NHL,DET,4,0,4,0,8,16,44,,3,,0,5,,1
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
2007,NHL,DET,22,16,6,0,72,41,243,4,20,106,0,14,98,6
1961,NHL,MTL,6,2,4,0,13,19,83,,,,,,,
1984,NHL,MTL,12,6,6,0,43,41,320,0,13,51,0,8,49,1
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
1938,NHL,TOR,10,5,5,0,22,20,86,,,,,,,
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1991,NHL,WIN,7,3,4,0,17,29,167,4,7,38,1,5,39,0
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
