year,lgid,tmid,oppid,w,l,t,otl
2008,NHL,COL,NJD,0,1,,0
1976,WHA,HOU,NEW,2,3,1.0,
1992,NHL,MTL,CAL,1,1,0.0,
1975,WHA,MFS,EDO,1,2,0.0,
2001,NHL,NJD,CAL,1,0,0.0,0
1989,NHL,HAR,BOS,3,4,1.0,
1999,NHL,DAL,BOS,0,0,1.0,0
1977,NHL,COR,STL,1,4,1.0,
1997,NHL,NYR,TBL,2,3,1.0,
2000,NHL,FLO,MTL,1,1,2.0,0
1983,NHL,QUE,HAR,3,1,4.0,
1993,NHL,WIN,WAS,1,1,0.0,
2000,NHL,NYI,VAN,0,1,0.0,0
2000,NHL,BUF,COL,1,0,0.0,0
1977,WHA,IND,EDO,2,9,0.0,
2005,NHL,MIN,DET,1,3,,0
1986,NHL,HAR,EDM,1,2,0.0,
2009,NHL,AND,MIN,2,0,,2
1979,NHL,HAR,MNS,0,4,0.0,
1993,NHL,STL,WIN,3,3,0.0,
1998,NHL,TOR,NYI,3,1,0.0,
1990,NHL,NYI,NJD,4,1,2.0,
2001,NHL,NYI,SJS,0,1,1.0,0
1931,NHL,MTL,DTF,3,2,1.0,
2009,NHL,LAK,NYR,1,1,,0
2000,NHL,TBL,CAL,0,1,0.0,0
1991,NHL,NYR,LAK,2,1,0.0,
2002,NHL,BOS,OTT,1,2,1.0,1
1992,NHL,NJD,HAR,3,1,0.0,
2006,NHL,MIN,DET,1,3,,0
2001,NHL,STL,EDM,2,1,1.0,0
1948,NHL,BOS,CHI,6,5,1.0,
2010,NHL,FLO,PIT,0,3,,1
1943,NHL,CHI,DET,5,5,0.0,
1993,NHL,FLO,VAN,2,0,0.0,
2010,NHL,ATL,NJD,1,2,,1
1973,NHL,PHI,BUF,5,0,0.0,
2000,NHL,BUF,LAK,1,1,0.0,0
1992,NHL,SJS,OTT,1,1,0.0,
1917,NHL,MTW,MTL,0,2,0.0,
1970,NHL,DET,VAN,4,2,0.0,
1976,NHL,NYR,WAS,2,2,0.0,
2006,NHL,MTL,FLO,1,3,,0
2006,NHL,STL,CBS,4,4,,0
2001,NHL,NYI,DET,0,1,0.0,1
2002,NHL,OTT,STL,0,0,1.0,0
2009,NHL,EDM,STL,1,3,,0
2005,NHL,NAS,ANA,1,3,,0
1919,NHL,TRS,MTL,3,5,0.0,
1996,NHL,TOR,PHI,0,2,0.0,
2000,NHL,NYR,TOR,1,3,0.0,0
1922,WCHL,CAT,SAC,5,3,0.0,
1970,NHL,BOS,LAK,5,1,0.0,
2009,NHL,MTL,CBS,1,0,,0
2003,NHL,COL,DET,1,2,0.0,1
1979,NHL,MTL,ATF,3,0,1.0,
1976,NHL,DET,ATF,1,2,1.0,
2006,NHL,BOS,COL,0,1,,0
1986,NHL,HAR,CAL,1,2,0.0,
2002,NHL,CAR,BUF,2,2,0.0,0
1997,NHL,PHI,TBL,5,0,1.0,
1941,NHL,NYR,DET,7,1,0.0,
1934,NHL,NYR,STE,5,1,0.0,
2010,NHL,DAL,TOR,0,1,,0
2002,NHL,COL,BOS,1,1,0.0,0
2008,NHL,SJS,NYR,1,0,,0
1976,NHL,PIT,NYR,2,1,1.0,
2001,NHL,ATL,MTL,0,3,1.0,0
2000,NHL,VAN,LAK,1,3,0.0,0
1935,NHL,NYA,TOR,4,3,1.0,
2001,NHL,STL,PHO,2,2,0.0,0
1983,NHL,NJD,MTL,1,2,0.0,
1990,NHL,TOR,CHI,1,6,1.0,
1991,NHL,EDM,STL,1,1,1.0,
2007,NHL,OTT,WAS,0,4,,0
1982,NHL,BUF,PIT,1,1,1.0,
2010,NHL,CHI,DAL,1,2,,1
1999,NHL,ANA,CHI,3,1,1.0,0
1920,NHL,HAM,TRS,2,6,0.0,
1979,NHL,EDM,MTL,1,3,0.0,
1999,NHL,PIT,DAL,0,1,0.0,0
1999,NHL,OTT,MTL,3,1,1.0,0
1981,NHL,EDM,NYI,1,1,1.0,
1950,NHL,CHI,TOR,2,8,4.0,
2002,NHL,NAS,SJS,2,1,1.0,0
1968,NHL,NYR,MTL,4,3,1.0,
2000,NHL,NYI,DET,0,1,0.0,0
2009,NHL,SJS,TOR,1,0,,0
2009,NHL,OTT,BOS,2,2,,2
1990,NHL,LAK,NJD,2,1,0.0,
2005,NHL,SJS,CAR,1,0,,0
1971,NHL,DET,CLF,2,2,2.0,
1997,NHL,CHI,EDM,0,1,3.0,
2005,NHL,OTT,PIT,4,0,,0
2001,NHL,FLO,COL,0,1,0.0,0
1993,NHL,ANA,CAL,1,4,1.0,
2005,NHL,LAK,WAS,0,1,,0
1985,NHL,MTL,NJD,2,1,0.0,
1990,NHL,BOS,MTL,5,2,1.0,
2005,NHL,ATL,OTT,2,2,,0
2008,NHL,MTL,TBL,2,2,,0
2000,NHL,NJD,TOR,1,1,1.0,0
1985,NHL,TOR,EDM,1,2,0.0,
1995,NHL,HAR,WIN,1,1,0.0,
1989,NHL,PHI,CHI,0,3,0.0,
1985,NHL,TOR,MNS,0,7,1.0,
2006,NHL,PIT,BUF,2,2,,0
1976,WHA,HOU,QUN,3,3,0.0,
1999,NHL,NAS,DET,1,4,0.0,1
2010,NHL,STL,NYR,1,1,,0
2011,NHL,CBS,LAK,2,2,,0
1968,NHL,BOS,LAK,5,1,0.0,
2009,NHL,ATL,NYI,1,2,,1
1995,NHL,TBL,OTT,2,2,0.0,
1971,NHL,PIT,NYR,1,3,2.0,
2007,NHL,OTT,NAS,0,1,,0
1991,NHL,WAS,STL,2,1,0.0,
2001,NHL,FLO,VAN,0,0,1.0,0
1991,NHL,PIT,CAL,2,1,0.0,
1990,NHL,MNS,BUF,1,1,1.0,
1927,NHL,CHI,DTC,2,3,1.0,
2008,NHL,OTT,DAL,1,0,,0
1982,NHL,PHI,CHI,1,1,1.0,
1944,NHL,CHI,DET,3,7,0.0,
1990,NHL,CAL,MTL,3,0,0.0,
1977,WHA,NEW,IND,7,2,2.0,
2011,NHL,MIN,BUF,0,1,,0
1933,NHL,OTS,NYA,2,4,0.0,
1992,NHL,LAK,DET,2,1,1.0,
2011,NHL,VAN,BOS,1,0,,0
1992,NHL,HAR,SJS,2,0,0.0,
1946,NHL,CHI,BOS,5,6,1.0,
1975,NHL,STL,BOS,1,2,1.0,
1913,PCHA,NWR,VA1,3,5,0.0,
2010,NHL,NJD,NYR,2,4,,0
1976,WHA,CIN,IND,4,5,1.0,
2009,NHL,PHO,AND,4,2,,0
1992,NHL,TBL,SJS,3,1,0.0,
1922,NHL,OTS,HAM,6,2,0.0,
2008,NHL,PHO,WAS,1,0,,0
1952,NHL,NYR,CHI,3,10,1.0,
1993,NHL,CHI,PIT,1,1,0.0,
1998,NHL,SJS,DET,1,2,1.0,
1979,NHL,EDM,QUE,2,2,0.0,
1999,NHL,OTT,TBL,2,2,0.0,0
2001,NHL,CHI,MTL,1,1,0.0,0
1998,NHL,COL,NAS,2,1,1.0,
1983,NHL,TOR,BOS,2,1,0.0,
1983,NHL,WIN,HAR,2,0,1.0,
2010,NHL,TOR,DET,0,1,,0
1968,NHL,MNS,OAK,3,4,1.0,
2010,NHL,MIN,NJD,1,0,,0
2011,NHL,PHI,AND,1,0,,0
1980,NHL,PIT,PHI,0,4,0.0,
1995,NHL,EDM,CHI,0,3,1.0,
2010,NHL,CBS,BUF,0,2,,0
1993,NHL,DAL,MTL,0,1,1.0,
1993,NHL,ANA,MTL,0,2,0.0,
1999,NHL,NYR,FLO,1,3,0.0,0
2008,NHL,PHO,TOR,1,0,,0
1981,NHL,CHI,LAK,3,0,0.0,
2011,NHL,LAK,MTL,0,1,,0
1913,NHA,QU1,TBS,1,3,0.0,
1981,NHL,BUF,NYI,2,1,0.0,
2008,NHL,MTL,NYR,2,1,,1
2010,NHL,NYI,LAK,1,1,,0
1977,NHL,CHI,VAN,2,3,1.0,
1999,NHL,LAK,TOR,0,1,0.0,0
1980,NHL,NYI,PHI,1,2,1.0,
2000,NHL,PHI,LAK,1,0,0.0,0
1971,NHL,DET,MTL,3,3,0.0,
1982,NHL,CHI,LAK,2,0,1.0,
1999,NHL,WAS,PIT,1,2,0.0,1
1968,NHL,CHI,STL,3,2,1.0,
2003,NHL,PHO,BOS,0,0,1.0,0
1984,NHL,NJD,PHI,2,5,0.0,
1989,NHL,CHI,VAN,2,1,0.0,
1975,NHL,ATF,DET,1,3,0.0,
2002,NHL,NJD,NYR,2,0,3.0,0
1971,NHL,MTL,MNS,4,1,1.0,
2001,NHL,PHO,CBS,3,1,0.0,0
2007,NHL,CHI,OTT,1,0,,0
2002,NHL,MTL,DET,1,0,0.0,0
1989,NHL,TOR,VAN,2,1,0.0,
1983,NHL,EDM,HAR,2,1,0.0,
2001,NHL,VAN,PHI,1,1,0.0,0
1990,NHL,PHI,BOS,1,2,0.0,
1999,NHL,NYI,COL,2,0,0.0,0
1996,NHL,NYI,STL,0,1,1.0,
1987,NHL,MTL,EDM,3,0,0.0,
2006,NHL,MTL,EDM,1,0,,0
1930,NHL,BOS,OTS,4,0,0.0,
1979,NHL,BOS,MTL,1,3,0.0,
2006,NHL,TOR,CBS,1,0,,0
1922,NHL,HAM,MTL,2,6,0.0,
1976,NHL,DET,NYR,1,3,0.0,
1991,NHL,NJD,QUE,3,0,0.0,
1972,WHA,NRA,PHB,4,4,0.0,
2000,NHL,PHI,EDM,2,0,0.0,0
2008,NHL,WAS,CBS,0,2,,0
1973,NHL,VAN,BUF,4,2,0.0,
2000,NHL,ATL,STL,0,1,0.0,0
1982,NHL,DET,EDM,1,2,0.0,
2011,NHL,DAL,EDM,4,0,,0
1983,NHL,PHI,LAK,2,1,0.0,
2003,NHL,WAS,TOR,0,2,2.0,0
1995,NHL,MTL,DET,0,2,0.0,
1995,NHL,STL,HAR,2,0,0.0,
1977,NHL,PHI,BUF,0,3,1.0,
1979,NHL,MNS,ATF,1,1,2.0,
1991,NHL,LAK,WIN,4,2,1.0,
1997,NHL,ANA,NYR,1,0,1.0,
2006,NHL,LAK,VAN,1,3,,0
2011,NHL,STL,MTL,1,0,,0
2010,NHL,BUF,DAL,0,1,,0
2011,NHL,COL,EDM,3,3,,0
1983,NHL,NYI,QUE,1,2,0.0,
1989,NHL,BUF,QUE,7,0,1.0,
1995,NHL,ANA,TBL,0,1,1.0,
2006,NHL,TBL,MTL,1,3,,0
1999,NHL,SJS,BOS,0,1,0.0,0
1994,NHL,WAS,NYI,4,0,0.0,
2005,NHL,FLO,TBL,6,2,,0
1997,NHL,STL,CHI,3,3,0.0,
2002,NHL,STL,NAS,3,0,1.0,1
