name,id,award,year,lgid,note
Боби Кларк,clarkbo01,Патрик,1979,NHL,
Стива Йзермана,yzermst01,Патрик,2005,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Уэстон Адамс,adamswe01h,Патрик,1973,NHL,потерянный
Роберт Риддер,,Патрик,1993,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,потерянный
Фил Эспосито,esposph01,Патрик,1977,NHL,
Брайан Берк,,Патрик,2007,NHL,
Билл Кливли,,Патрик,1996,NHL,
Джон Девидсон,davidjo01,Патрик,2003,NHL,
Брайан Литч,leetcbr01,Патрик,2006,NHL,
Лари Плю,pleaula01,Патрик,2001,NHL,
Джо Муллен,mullejo01,Патрик,1994,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,потерянный
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Марсель Дьонне,dionnma01,Патрик,2005,NHL,
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,потерянный
Боб Нейгеле,,Патрик,2007,NHL,
Джон Майясич,,Патрик,1997,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Джон Холлиган,,Патрик,2006,NHL,
Чарльз М. Шутц,,Патрик,1980,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Боби Орр,orrbo01,Патрик,1978,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Красный Доттон,duttore01,Патрик,1992,NHL,
Питер Карманос,,Патрик,1997,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Вильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Тони Росси,,Патрик,2010,NHL,
Фред Кусик,,Патрик,1987,NHL,
Мэтью Армстронг,armstmu01,Патрик,1976,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Кам Нелли,neelyca01,Патрик,2009,NHL,
Джордж Гунд,,Патрик,1995,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Тед Линздейл,lindste01,Патрик,2007,NHL,
Камми Гранато,,Патрик,2006,NHL,
Лу Вайро,,Патрик,1999,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Стан Микита,mikitst01,Патрик,1975,NHL,
Майк Ричтер,richtmi01,Патрик,2008,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Аль Арбор,arboual01,Патрик,1991,NHL,
Гарри Бетман,,Патрик,2000,NHL,
Вэйн Грецки,gretzwa01,Патрик,1993,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,потерянный
Франк Матерз,mathefr01,Патрик,1986,NHL,
Майк Эмерик,,Патрик,2003,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Мильт Шмидт,schmimi01,Патрик,1995,NHL,
Билл Тёрри,torrebi01h,Патрик,1982,NHL,
"Джон А. ""Сноуки"" Келли",,Патрик,1971,NHL,
Гарри Синдерн,sindeha01c,Патрик,1998,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,потерянный
Сборная США по хоккею среди женщин на Олимпийских играх 1998 года,,Патрик,1998,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,потерянный
Джон МакИннес,,Патрик,1985,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,потерянный
Горди Хоу,howego01,Патрик,1966,NHL,
