abbreviation,name,city,country,province,established
WEU,Western European Union,Brussels,B,Brabant,1954-10-23
CERN,European Organization for Nuclear Research,Geneva,CH,GE,1953-07-01
SACU,Southern African Customs Union,Pretoria,RSA,Gauteng,1969-12-11
ESA,European Space Agency,Paris,F,Ile de France,1973-07-31
MTCR,Missile Technology Control Regime,,,,1987-04-16
CP,Colombo Plan,Colombo,CL,Sri Lanka,1951-07-01
UNMOGIP,United Nations Military Observer Group in India and Pakistan,New York,USA,New York,1948-08-13
NSG,Nuclear Suppliers Group,Vienna,A,Vienna,
ICFTU,International Confederation of Free Trade Unions,Brussels,B,Brabant,1949-12-01
BCIE,Central American Bank for Economic Integration,Tegucigalpa,HCA,Francisco Morazan,1960-12-13
NAM,Nonaligned Movement,Jakarta,RI,Indonesia,1961-09-01
IBRD,International Bank for Reconstruction and Development,Washington,USA,Distr. Columbia,1944-07-22
Intelsat,International Telecommunications Satellite Organization,Washington,USA,Distr. Columbia,1971-08-20
IOC,International Olympic Committee,Lausanne,CH,VD,1894-06-23
G-8,Group of 8,,,,1975-10-01
G-15,Group of 15,Geneva,CH,GE,
G-2,Group of 2,,,,
ISO,International Organization for Standardization,Geneva,CH,GE,1947-02-01
Caricom,Caribbean Community and Common Market,Georgetown,GUY,Guyana,1973-07-04
OAS,Organization of American States,Washington,USA,Distr. Columbia,1948-04-30
WTrO,World Trade Organization,,,,1994-04-15
SAARC,South Asian Association for Regional Cooperation,Kathmandu,NEP,Nepal,1985-12-08
SPF,South Pacific Forum,Suva,FJI,Fiji,1971-08-05
CACM,Central American Common Market,Guatemala City,GCA,Guatemala,1960-12-13
UNPREDEP,United Nations Preventive Deployment Force,,,,1995-03-31
C,Commonwealth,London,GB,Greater London,1931-12-31
ASEAN,Association of Southeast Asian Nations,Jakarta,RI,Indonesia,1967-08-09
G-3,Group of 3,,,,1990-10-01
WCL,World Confederation of Labor,Brussels,B,Brabant,1920-06-19
G-6,Group of 6,,,,1984-05-22
AMU,Arab Maghreb Union,Rabat,MA,Morocco,1989-02-17
CEPGL,Economic Community of the Great Lakes Countries,,,,1976-09-26
UNHCR,United Nations Office of the High Commissioner for Refugees,Geneva,CH,GE,1949-12-03
UNAMIR,United Nations Assistance Mission for Rwanda,New York,USA,New York,1993-10-05
EU,European Union,Brussels,B,Brabant,1992-02-07
UNCRO,United Nations Confidence Restoration Operation in Croatia,New York,USA,New York,1995-03-31
ECE,Economic Commission for Europe,Geneva,CH,GE,1947-03-28
APEC,Asia Pacific Economic Cooperation,Singapore,SGP,Singapore,1989-11-07
ITU,International Telecommunication Union,Geneva,CH,GE,1932-12-09
CE,Council of Europe,Strasbourg,F,Alsace,1949-05-05
WIPO,World Intellectual Property Organization,Geneva,CH,GE,1967-07-14
NC,Nordic Council,Stockholm,S,Stockholm,1952-03-16
IEA,International Energy Agency,Paris,F,Ile de France,1974-11-15
Inmarsat,International Mobile Satellite Organization,London,GB,Greater London,1976-09-03
ECOWAS,Economic Community of West African States,Lagos,WAN,Nigeria,1975-05-28
