playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
mingya01,Минг,Яо,2005,Западный,NBA,1,19,5.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
onealsh01,О'Нил,Шакиль,1996,Западный,NBA,1,99,,,,,,,,,,,,,,,
jonessa01,Джонс,Сэм,1964,Восточный,NBA,1,24,6.0,,,5.0,3.0,,,,,12.0,2.0,2.0,2.0,,
hillty01,Холм,Тайрон,1994,Восточный,NBA,1,6,2.0,,,4.0,0.0,,,,,1.0,1.0,0.0,0.0,,
combsgl01,Комбс,Глен,1971,Западный,ABA,1,18,2.0,0.0,0.0,0.0,3.0,,,2.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0
willigu01,Уильямс,Гас,1981,Западный,NBA,1,26,22.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,1.0,19.0,9.0,4.0,4.0,1.0,0.0
wickssi01,Виксы,Сидни,1972,Западный,NBA,1,24,13.0,,,5.0,1.0,,,,,10.0,4.0,5.0,5.0,,
yardlge01,Ярдли,Джордж,1957,Западный,NBA,1,32,19.0,,,9.0,1.0,,,,,15.0,8.0,5.0,3.0,,
ewingpa01,Ювинг,Патрик,1995,Восточный,NBA,1,12,8.0,,,3.0,1.0,,,,,7.0,3.0,2.0,2.0,,
dantlad01,Дантли,Эдриан,1980,Западный,NBA,1,21,8.0,,,5.0,0.0,,,,,9.0,3.0,2.0,2.0,,
huntele01,Охотник,Лес,1967,Восточный,ABA,1,21,7.0,6.0,2.0,8.0,1.0,,,4.0,4.0,7.0,2.0,5.0,3.0,0.0,0.0
wilkido01,Уилкинс,Доминик,1988,Восточный,NBA,1,15,9.0,,,2.0,0.0,,,,,8.0,3.0,3.0,3.0,,
wintebr01,Зимы,Брайан,1975,Западный,NBA,1,16,2.0,,,2.0,1.0,,,,,5.0,1.0,0.0,0.0,,
dukeswa01,Дюки,Уолтер,1960,Западный,NBA,1,17,8.0,,,4.0,1.0,,,,,6.0,3.0,2.0,2.0,,
hudsolo01,Хадсон,Лу,1970,Восточный,NBA,1,17,14.0,,,3.0,1.0,,,,,13.0,6.0,3.0,2.0,,
stockjo01,Стоктон,Джон,1995,Западный,NBA,1,18,4.0,,,1.0,3.0,,,,,9.0,2.0,0.0,0.0,,
mingya01,Минг,Яо,2003,Западный,NBA,1,18,16.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,2.0,0.0
olajuha01,Оладжувон,Хаким,1991,Западный,NBA,1,20,7.0,,,4.0,2.0,,,,,6.0,3.0,1.0,1.0,,
dumarjo01,Думы,Джо,1989,Восточный,NBA,1,18,9.0,,,1.0,5.0,,,,,4.0,3.0,2.0,1.0,,
lovelcl01,Лоулетт,Клайд,1955,Западный,NBA,1,20,7.0,,,10.0,0.0,,,,,10.0,3.0,3.0,1.0,,
arizipa01,Аризин,Пол,1959,Восточный,NBA,1,99,,,,,,,,,,,,,,,
phillan01,Филипп,Энди,1953,Западный,NBA,1,19,2.0,,,3.0,3.0,,,,,4.0,1.0,1.0,0.0,,
thomais01,Томас,Исия,1987,Восточный,NBA,1,28,8.0,,,2.0,15.0,,,,,10.0,4.0,0.0,0.0,,
stokema01,Стоукс,Морис,1956,Западный,NBA,1,31,19.0,,,12.0,7.0,,,,,19.0,8.0,3.0,3.0,,
ervinju01,Редактирование,Юлий,1984,Восточный,NBA,1,23,12.0,,,4.0,3.0,,,,,15.0,5.0,2.0,2.0,,
petrige01,Петри,Джефф,1970,Западный,NBA,1,5,0.0,,,0.0,1.0,,,,,3.0,0.0,0.0,0.0,,
johnsne02,Джонстон,Нил,1957,Восточный,NBA,1,22,14.0,,,8.0,1.0,,,,,13.0,6.0,2.0,2.0,,
westje01,Западный,Джерри,1970,Западный,NBA,1,20,5.0,,,1.0,9.0,,,,,4.0,2.0,3.0,1.0,,
malonmo01,Мэлоун,Моисей,1980,Западный,NBA,1,22,8.0,,,6.0,3.0,,,,,8.0,3.0,4.0,2.0,,
yardlge01,Ярдли,Джордж,1955,Западный,NBA,1,19,8.0,,,6.0,1.0,,,,,7.0,3.0,3.0,2.0,,
barryri01,Барри,Рик,1972,Западный,NBA,1,99,,,,,,,,,,,,,,,
brownro02,Коричневый,Вас понял.,1975,Денвер,ABA,1,9,4.0,,,3.0,3.0,,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0
mcguidi01,МакГуайр,Дик,1951,Восточный,NBA,1,18,11.0,,,1.0,4.0,,,,,0.0,0.0,3.0,1.0,,
sprewla01,Спревелл,Латрелл,2000,Восточный,NBA,1,15,7.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0
haywosp01,Хейвуд,Спенсер,1972,Западный,NBA,1,22,12.0,,,10.0,0.0,,,,,10.0,5.0,2.0,2.0,,
millebr01,Миллер,Брэд,2003,Западный,NBA,1,10,8.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
jacksma01,Джексон,Марк,1988,Восточный,NBA,1,16,9.0,,,2.0,4.0,,,,,5.0,3.0,4.0,2.0,,
russebi01,Рассел,Билл,1963,Восточный,NBA,1,42,13.0,,,21.0,2.0,,,,,13.0,6.0,2.0,1.0,,
barklch01,Баркли,Чарльз,1988,Восточный,NBA,1,20,17.0,,,5.0,0.0,,,,,11.0,6.0,8.0,5.0,,
jamesle01,Джеймс,Леброн,2008,Восточный,NBA,1,27,20.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,19.0,8.0,2.0,2.0,5.0,2.0
mournal01,Гореть,Алонзо,1999,Восточный,NBA,1,27,15.0,2.0,5.0,7.0,1.0,3.0,4.0,1.0,4.0,11.0,7.0,2.0,1.0,0.0,0.0
grantho01,Грант,Гораций,1993,Восточный,NBA,1,17,4.0,,,8.0,2.0,,,,,8.0,2.0,0.0,0.0,,
hayesel01,Хэйс,Элвин,1973,Восточный,NBA,1,35,12.0,,,15.0,6.0,,,,,13.0,5.0,3.0,2.0,,
richmmi01,Ричмонд,Митч,1997,Западный,NBA,1,17,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,2.0,0.0
onealje01,О'Нил,Джермин,2004,Восточный,NBA,1,19,15.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,4.0,3.0,0.0,0.0
brianfr01,Брайан,Фрэнк,1951,Западный,NBA,1,25,13.0,,,7.0,4.0,,,,,10.0,4.0,6.0,5.0,,
parisro01,Церковный приход,Роберт,1982,Восточный,NBA,1,18,13.0,,,3.0,0.0,,,,,6.0,5.0,4.0,3.0,,
thomais01,Томас,Исия,1983,Восточный,NBA,1,39,21.0,,,5.0,15.0,,,,,17.0,9.0,3.0,3.0,,
cousybo01,Кузина,Боб,1959,Восточный,NBA,1,26,2.0,,,5.0,8.0,,,,,7.0,1.0,0.0,0.0,,
dumarjo01,Думы,Джо,1996,Восточный,NBA,1,10,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0
macaued01,Макаоли,Эд,1951,Восточный,NBA,1,28,15.0,,,7.0,3.0,,,,,7.0,3.0,9.0,9.0,,
mikkeve01,Миккельсен,Верн,1955,Западный,NBA,1,22,16.0,,,9.0,2.0,,,,,13.0,5.0,7.0,6.0,,
fulksjo01,Фулки,Джо,1950,Восточный,NBA,1,0,19.0,,,7.0,3.0,,,,,15.0,6.0,9.0,7.0,,
fraziwa01,Фрейзер,Уолт,1972,Восточный,NBA,1,26,10.0,,,6.0,2.0,,,,,15.0,5.0,0.0,0.0,,
abdulka01,Абдул-Джаббар,Карим,1985,Западный,NBA,1,32,21.0,,,7.0,2.0,,,,,15.0,9.0,4.0,3.0,,
masonan01,Мейсон,Энтони,2000,Восточный,NBA,1,20,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
bridgbi01,Мосты,Билл,1966,Западный,NBA,1,17,8.0,,,3.0,3.0,,,,,5.0,4.0,2.0,0.0,,
monroea01,Монро,Эрл,1970,Восточный,NBA,1,18,6.0,,,5.0,2.0,,,,,9.0,3.0,0.0,0.0,,
francst01,Фрэнсис,Стив,2001,Западный,NBA,1,18,3.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,0.0
mcgratr01,МакГради,Трейси,2002,Восточный,NBA,1,36,29.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,17.0,10.0,6.0,5.0,7.0,4.0
barklch01,Баркли,Чарльз,1989,Восточный,NBA,1,22,17.0,,,4.0,0.0,,,,,12.0,7.0,3.0,2.0,,
govange01,Гован,Джеральд,1969,Западный,ABA,1,11,2.0,,,4.0,0.0,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0
onealsh01,Томпсон,Дэвид,1982,Западный,NBA,1,17,10.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0
malonka01,Мэлоун,Карл,1999,Западный,NBA,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
birdsot01,Птица,Отис,1978,Западный,NBA,1,14,9.0,,,2.0,0.0,,,,,6.0,4.0,2.0,1.0,,
debusda01,ДеБуссхере,Дэйв,1972,Восточный,NBA,1,25,9.0,,,7.0,2.0,,,,,8.0,4.0,2.0,1.0,,
onealsh01,О'Нил,Шакиль,1995,Восточный,NBA,1,28,25.0,,,10.0,1.0,,,,,16.0,10.0,11.0,5.0,,
simonwa01,Саймон,Уолтер,1968,Восточный,ABA,1,21,18.0,3.0,1.0,4.0,1.0,,,2.0,3.0,11.0,8.0,3.0,2.0,0.0,0.0
rosede01,Роза,Деррик,2009,Восточный,NBA,1,15,8.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0
rodgegu01,Роджеры,Парень,1965,Западный,NBA,1,34,8.0,,,7.0,11.0,,,,,11.0,4.0,0.0,0.0,,
archina01,Арчибальд,Нейт,1972,Западный,NBA,1,27,17.0,,,1.0,5.0,,,,,12.0,6.0,5.0,5.0,,
haywosp01,Хейвуд,Спенсер,1971,Западный,NBA,1,25,11.0,,,7.0,1.0,,,,,10.0,4.0,4.0,3.0,,
dandrbo01,Дондридж,Боб,1974,Западный,NBA,1,18,4.0,,,2.0,1.0,,,,,6.0,2.0,0.0,0.0,,
mutomdi01,Мутомбо,Дикембе,1994,Западный,NBA,1,20,12.0,,,8.0,1.0,,,,,8.0,6.0,0.0,0.0,,
iversal01,Айверсон,Аллен,2000,Восточный,NBA,1,27,25.0,0.0,2.0,2.0,5.0,4.0,0.0,4.0,0.0,21.0,9.0,6.0,6.0,1.0,1.0
dumarjo01,Думы,Джо,1990,Восточный,NBA,1,15,2.0,,,2.0,1.0,,,,,4.0,1.0,0.0,0.0,,
maravpe01,Маравич,Пит,1978,Восточный,NBA,1,14,10.0,,,2.0,2.0,,,,,8.0,5.0,0.0,0.0,,
hutchme01,Хатчины,Мэл,1952,Западный,NBA,1,30,2.0,,,6.0,5.0,,,,,8.0,1.0,1.0,0.0,,
cowenda01,Коуэнс,Дэйв,1977,Восточный,NBA,1,28,14.0,,,14.0,5.0,,,,,9.0,7.0,0.0,0.0,,
walkean01,Уолкер,Антуан,2002,Восточный,NBA,1,9,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0
reedwi01,Рид,Уиллис,1970,Восточный,NBA,1,27,14.0,,,13.0,1.0,,,,,16.0,5.0,6.0,4.0,,
eddledi01,Эддлмэн,Дайк,1950,Западный,NBA,1,0,7.0,,,0.0,3.0,,,,,9.0,2.0,5.0,3.0,,
vanardi01,Ван Арсдейл,Дик,1970,Западный,NBA,1,12,4.0,,,5.0,3.0,,,,,4.0,2.0,1.0,0.0,,
mcginge01,МакГиннис,Джордж,1973,Западный,ABA,1,30,14.0,7.0,4.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
hagancl01,Хаган,Клифф,1960,Западный,NBA,1,13,2.0,,,2.0,0.0,,,,,2.0,0.0,2.0,2.0,,
schrede01,Шремпф,Детлеф,1994,Западный,NBA,1,18,9.0,,,4.0,5.0,,,,,11.0,4.0,0.0,0.0,,
boozebo01,Букер,Боб,1967,Западный,NBA,1,19,4.0,,,5.0,0.0,,,,,5.0,2.0,0.0,0.0,,
majerda01,Майерл,Дэн,1992,Западный,NBA,1,26,18.0,,,7.0,3.0,,,,,11.0,6.0,4.0,3.0,,3.0
allenra02,Аллен,Рэй,1999,Восточный,NBA,1,17,14.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,13.0,4.0,6.0,5.0,6.0,1.0
mcgratr01,МакГради,Трейси,2004,Западный,NBA,1,24,8.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,13.0,4.0,0.0,0.0,4.0,0.0
schaufr01,Шоу,Фред,1950,Западный,NBA,1,0,8.0,,,4.0,2.0,,,,,9.0,2.0,4.0,4.0,,
willich02,Уильямс,Чак,1975,Денвер,ABA,1,22,7.0,,,1.0,4.0,,,,2.0,6.0,2.0,5.0,3.0,0.0,0.0
mullich01,Маллин,Крис,1989,Западный,NBA,1,16,3.0,,,3.0,1.0,,,,,5.0,1.0,2.0,1.0,,
abdulka01,Абдул-Джаббар,Карим,1969,Восточный,NBA,1,18,10.0,,,11.0,4.0,,,,,8.0,4.0,2.0,2.0,,
abdulka01,Абдул-Джаббар,Карим,1970,Западный,NBA,1,30,19.0,,,14.0,1.0,,,,,16.0,8.0,4.0,3.0,,
abdulka01,Абдул-Джаббар,Карим,1971,Западный,NBA,1,19,12.0,,,7.0,2.0,,,,,10.0,5.0,2.0,2.0,,
abdulka01,Абдул-Джаббар,Карим,1972,Западный,NBA,1,98,,,,,,,,,,,,,,,
abdulka01,Абдул-Джаббар,Карим,1973,Западный,NBA,1,23,14.0,,,8.0,6.0,,,,,11.0,7.0,0.0,0.0,,
abdulka01,Абдул-Джаббар,Карим,1974,Западный,NBA,1,19,7.0,,,10.0,3.0,,,,,10.0,3.0,2.0,1.0,,
abdulka01,Абдул-Джаббар,Карим,1975,Западный,NBA,1,36,22.0,,,5.0,3.0,,,,,16.0,9.0,4.0,4.0,,
abdulka01,Абдул-Джаббар,Карим,1976,Западный,NBA,1,23,21.0,,,4.0,2.0,,,,,14.0,8.0,6.0,5.0,,
abdulka01,Абдул-Джаббар,Карим,1978,Западный,NBA,1,28,11.0,,,8.0,3.0,,,,,12.0,5.0,2.0,1.0,,
abdulka01,Абдул-Джаббар,Карим,1979,Западный,NBA,1,30,17.0,,,16.0,9.0,,,,,17.0,6.0,6.0,5.0,,
abdulka01,Абдул-Джаббар,Карим,1980,Западный,NBA,1,23,15.0,,,6.0,4.0,,,,,9.0,6.0,3.0,3.0,,
abdulka01,Абдул-Джаббар,Карим,1981,Западный,NBA,1,22,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0
abdulka01,Абдул-Джаббар,Карим,1982,Западный,NBA,1,32,20.0,,,6.0,5.0,,,,,12.0,9.0,3.0,2.0,,
abdulka01,Абдул-Джаббар,Карим,1983,Западный,NBA,1,37,25.0,,,13.0,2.0,,,,,19.0,11.0,4.0,3.0,,
abdulka01,Абдул-Джаббар,Карим,1984,Западный,NBA,1,23,11.0,,,6.0,1.0,,,,,10.0,5.0,2.0,1.0,,
abdulka01,Абдул-Джаббар,Карим,1986,Западный,NBA,1,27,10.0,,,8.0,3.0,,,,,9.0,4.0,2.0,2.0,,
abdulka01,Абдул-Джаббар,Карим,1987,Западный,NBA,1,14,10.0,,,4.0,0.0,,,,,9.0,4.0,2.0,2.0,,
abdulka01,Абдул-Джаббар,Карим,1988,Западный,NBA,1,13,4.0,,,3.0,0.0,,,,,6.0,1.0,2.0,2.0,,
abdursh01,А-Рахим,Ареф,2001,Восточный,NBA,1,21,9.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0
adamsal01,Адамс,Альван,1975,Западный,NBA,1,11,4.0,,,3.0,0.0,,,,,4.0,2.0,0.0,0.0,,
adamsmi01,Адамс,Майкл,1991,Восточный,NBA,1,14,9.0,,,1.0,1.0,,,,,8.0,4.0,0.0,0.0,,
aguirma01,Агирр,Марк,1983,Западный,NBA,1,13,13.0,,,1.0,2.0,,,,,8.0,5.0,4.0,3.0,,
aguirma01,Агирр,Марк,1986,Западный,NBA,1,17,9.0,,,2.0,1.0,,,,,6.0,3.0,3.0,2.0,,
aguirma01,Агирр,Марк,1987,Западный,NBA,1,12,14.0,,,1.0,1.0,,,,,10.0,5.0,3.0,3.0,,
aingeda01,Ainge,Дэнни,1987,Восточный,NBA,1,19,12.0,,,3.0,2.0,,,,,11.0,4.0,2.0,1.0,,
allenra02,Аллен,Рэй,2000,Восточный,NBA,1,19,15.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,15.0,7.0,0.0,0.0,7.0,1.0
allenra02,Аллен,Рэй,2001,Восточный,NBA,1,25,15.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,3.0,17.0,6.0,0.0,0.0,10.0,3.0
allenra02,Аллен,Рэй,2003,Западный,NBA,1,23,16.0,2.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,13.0,6.0,4.0,3.0,4.0,1.0
allenra02,Аллен,Рэй,2004,Западный,NBA,1,22,17.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,16.0,6.0,0.0,0.0,11.0,5.0
allenra02,Аллен,Рэй,2005,Западный,NBA,1,18,8.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,13.0,4.0,0.0,0.0,7.0,0.0
allenra02,Аллен,Рэй,2006,Западный,NBA,1,21,12.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,7.0,4.0
allenra02,Аллен,Рэй,2007,Восточный,NBA,1,19,28.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,14.0,10.0,5.0,3.0,9.0,5.0
allenra02,Аллен,Рэй,2008,Восточный,NBA,1,18,8.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0
anderke01,Андерсон,Кенни,1993,Восточный,NBA,1,16,6.0,,,4.0,3.0,,,,,10.0,3.0,0.0,0.0,,
anthoca01,Энтони,Кармело,2007,Западный,NBA,1,21,18.0,2.0,5.0,7.0,1.0,0.0,0.0,2.0,0.0,17.0,8.0,3.0,2.0,0.0,0.0
anthoca01,Энтони,Кармело,2009,Западный,NBA,1,29,27.0,4.0,6.0,10.0,2.0,0.0,0.0,2.0,0.0,22.0,13.0,1.0,0.0,4.0,1.0
archina01,Арчибальд,Нейт,1974,Западный,NBA,1,36,27.0,,,2.0,6.0,,,,,15.0,10.0,8.0,7.0,,
archina01,Арчибальд,Нейт,1975,Западный,NBA,1,30,13.0,,,15.0,7.0,,,,,13.0,5.0,3.0,3.0,,
archina01,Арчибальд,Нейт,1979,Восточный,NBA,1,21,2.0,,,3.0,6.0,,,,,8.0,0.0,3.0,2.0,,
archina01,Арчибальд,Нейт,1980,Восточный,NBA,1,25,9.0,,,5.0,9.0,,,,,7.0,4.0,3.0,1.0,,
archina01,Арчибальд,Нейт,1981,Восточный,NBA,1,23,6.0,1.0,1.0,2.0,7.0,1.0,0.0,2.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0
