year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1983,NBA,LAL,LAL,WC,PC,1,1,F,Лос-Анджелес Лейкерс,3854,7250,1712,2272,58,226,1095,2499,3594,2455,2054,726,1578,478,9478,3672,7600,1763,63,223,2346,1253,2154,3407,2261,1973,797,1443,376,9170,0,0,28,13,26,15,0,0,39,21,18,12,0,54,28,82,19780.0,Форум,32767,LAL
2005,NBA,DET,DET,EC,CD,1,1,CF,Детройт Пистоны,2983,6558,1418,1950,557,1451,975,2347,3322,1971,1513,580,931,490,7941,2915,6450,1235,329,1012,1677,951,2399,3350,1541,1726,481,1145,285,7394,0,0,37,4,27,14,0,0,39,13,13,3,0,64,18,82,19830.0,Дворец Обернских холмов,32767,DET
1941,NBL,TCH,TCH,,,7,0,,Толедо Джим Уайт Шевролетс,323,0,228,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,2,4,0,16,0,0,0,0,0,0,0,3,21,24,,,0,TCH
2003,NBA,UTA,UTA,WC,MW,7,9,,Юта Джаз,2690,6172,1639,2196,252,786,1103,2272,3375,1671,2096,583,1365,494,7271,2541,5879,1874,415,1209,2431,868,2131,2999,1528,1999,666,1262,530,7371,0,0,28,13,14,27,0,0,25,27,10,14,0,42,40,82,19780.0,Центр &lt; &lt; Дельта &gt; &gt;,32767,UTA
1960,NBA,LAL,LAL,,WD,2,0,DF,Лос-Анджелес Лейкерс,3401,8430,2204,2999,0,0,0,0,5816,1728,2043,0,0,0,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9010,639,0,16,12,8,20,12,11,0,0,19,20,0,36,43,79,19035.0,Лос-Анджелесская мемориальная спортивная арена,32767,LAL
1970,NBA,PHI,PHI,EC,AT,2,2,CS,Филадельфия 76 лет,3608,8026,2199,2967,0,0,0,0,4437,1976,2168,0,0,0,9415,3514,7806,2260,0,0,3076,0,0,4372,1970,2089,0,0,0,9288,0,0,24,15,21,18,2,2,23,15,10,6,0,47,35,82,19755.0,Спектр,32767,PHI
1949,NBA,PHW,GSW,,ED,4,0,DS,Воины Филадельфии,1779,5711,1425,2037,0,0,0,0,0,1142,1768,0,0,0,4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,0,0,15,15,8,23,3,4,0,0,9,17,0,26,42,68,16570.0,Филадельфия Арена,32767,PHW
1969,NBA,CIN,SAC,,ED,5,0,,Королевские власти Цинциннати,3767,8271,2082,2841,0,0,0,0,4163,1992,2215,0,0,0,9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,0,0,19,13,14,25,3,8,0,0,18,22,0,36,46,82,19880.0,Сада Цинциннати,32767,CIN
1944,NBL,OSH,OSH,,WE,3,0,,Все звезды Ошкоша,523,0,360,0,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,10,6,2,12,0,0,0,0,0,0,0,12,18,30,,,0,OSH
2000,NBA,NYK,NYK,EC,AT,3,4,C1,Нью-Йорк Никс,2755,6198,1374,1727,391,1115,773,2524,3297,1520,1863,545,1189,346,7275,2568,6159,1478,445,1266,2015,872,2418,3290,1573,1754,596,1216,338,7059,0,0,30,11,18,23,0,0,32,22,16,9,0,48,34,82,19905.0,Скверный сад Мэдисон (IV),32767,NYK
1974,ABA,KEN,KEN,,ED,1,0,АС,Полковники Кентукки,3733,7785,1631,2233,54,191,1401,2888,4289,2177,2017,727,1580,511,9151,3425,7687,1593,99,315,2012,1276,2605,3881,1846,2011,734,1546,382,8542,0,0,39,3,19,23,0,0,0,0,33,11,0,58,26,84,20360.0,Зал свободы,0,KEN
2003,NBA,DEN,DEN,WC,MW,6,8,C1,Денвер Наггетс,2993,6763,1655,2159,331,985,1083,2387,3470,1794,1804,745,1278,520,7972,3019,6662,1470,376,1056,2020,1056,2465,3521,1931,1895,664,1399,479,7884,0,0,29,12,14,27,0,0,29,23,11,13,0,43,39,82,19730.0,Центр &lt; &lt; Пепси &gt; &gt;,32767,DEN
1998,NBA,MIL,MIL,EC,CD,4,7,C1,Милуоки Бакс,1753,3818,847,1155,231,619,570,1369,1939,1030,1142,442,719,202,4584,1600,3746,1029,272,814,1369,657,1398,2055,1018,1020,399,830,194,4501,0,0,17,8,11,14,0,0,25,20,13,11,0,28,22,50,12050.0,Центр Брэдли,32767,MIL
1991,NBA,NJN,NJN,EC,AT,3,6,C1,Нью-Джерси Nets,3473,7580,1471,2009,224,670,1512,2392,3904,1937,1834,736,1392,615,8641,3422,7175,1775,161,508,2318,1215,2355,3570,1789,1722,806,1343,484,8780,0,0,25,16,15,26,0,0,29,27,15,13,0,40,42,82,19780.0,Брендан Бёрн Арена,32767,NJN
1997,NBA,DAL,DAL,WC,MW,5,10,,&lt; &lt; Даллас маверики &gt; &gt;,2882,6754,1308,1738,422,1183,1007,2281,3288,1535,1643,646,1182,466,7494,3138,6819,1333,386,1130,1868,1223,2644,3867,1882,1608,658,1240,374,7995,0,0,13,28,7,34,0,0,13,39,9,15,0,20,62,82,19905.0,Воссоединение Арены,32767,DAL
2009,NBA,UTA,UTA,WC,NW,2,0,CS,Юта Джаз,3227,6575,1654,2233,439,1207,872,2588,3460,2187,1859,675,1246,400,8547,2908,6471,1741,552,1559,2286,837,2376,3213,1628,1818,632,1238,445,8109,0,0,0,0,0,0,0,0,0,0,0,0,96,53,29,0,,,0,
1948,NBA,FTW,DET,,WD,5,0,,Форт Уэйн Пистоны,1536,5370,1385,1979,0,0,0,0,0,1082,1722,0,0,0,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651,0,0,15,14,5,23,2,1,0,0,8,22,0,22,38,60,14600.0,Спортзал в средней школе Нортсайд,0,FWP
1976,NBA,BOS,BOS,EC,AT,2,4,CS,Бостонская кельтика,3462,7775,1648,2181,0,0,1241,2966,4207,2010,2039,506,1673,263,8572,3559,7904,1616,0,0,2180,1110,2753,3863,1918,1954,699,1369,349,8734,0,0,28,13,16,25,0,0,22,18,9,7,0,44,38,82,19830.0,Бостонский сад,32767,BOS
1966,NBA,LAL,LAL,,WD,3,0,DS,Лос-Анджелес Лейкерс,3786,8466,2192,2917,0,0,0,0,5415,1906,2168,0,0,0,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736,604,0,21,18,12,20,3,7,0,0,14,22,0,36,45,81,19565.0,Лос-Анджелесская мемориальная спортивная арена,32767,LAL
1985,NBA,SEA,SEA,WC,PC,5,11,,Сиэтл Суперзоника,3335,7059,1815,2331,79,300,1145,2256,3401,1977,2168,745,1435,295,8564,3301,6774,1913,57,224,2491,1027,2308,3335,2038,2008,654,1467,406,8572,0,0,24,17,7,34,0,0,23,37,11,19,0,31,51,82,19930.0,Центр Сиэтла &lt; &lt; Колизей &gt; &gt;,32767,SEA
1987,NBA,NJN,NJN,EC,AT,5,11,,Нью-Джерси Nets,3208,6857,1682,2308,137,455,1075,2262,3337,1795,2042,727,1503,385,8235,3437,6918,1895,131,363,2419,1034,2461,3495,1993,1942,809,1433,522,8900,0,0,16,25,3,38,0,0,11,47,6,18,0,19,63,82,19780.0,Брендан Бёрн Арена,32767,NJN
2005,NBA,MIA,MIA,EC,SE,1,2,НС,Отопление в Майами,3039,6355,1616,2310,497,1441,858,2675,3533,1692,1871,522,1186,442,8191,2871,6529,1642,490,1359,2223,826,2359,3185,1596,1937,560,1063,298,7874,0,0,31,10,21,20,0,0,35,17,13,3,0,52,30,82,19755.0,Американские авиалинии &lt; &lt; Арена &gt; &gt;,32767,MIA
1962,NBA,DET,DET,,WD,3,0,DS,Детройт Пистоны,3534,8188,2044,2852,0,0,0,0,5315,1731,2181,0,0,0,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9408,790,0,14,16,8,19,12,11,0,0,19,27,0,34,46,80,19300.0,Кобо Арена,32767,DET
2009,NBA,NOH,NOH,WC,SW,5,0,,Новый Орлеан Шершень,3178,6842,1293,1661,571,1572,852,2450,3302,1828,1606,625,1103,300,8220,3250,6730,1383,539,1517,1841,870,2586,3456,1925,1597,574,1177,367,8422,0,0,0,0,0,0,0,0,0,0,0,0,95,37,45,0,,,0,
2004,NBA,MIN,MIN,WC,NW,3,9,,Миннесота Тимберволы,3045,6629,1449,1820,395,1145,947,2580,3527,1918,1774,460,1079,447,7934,2967,6777,1413,468,1291,1880,1032,2359,3391,1783,1629,540,963,323,7815,0,0,24,17,20,21,0,0,30,22,10,6,0,44,38,82,19755.0,Целенаправленный центр,32767,MIN
1987,NBA,IND,IND,EC,CD,6,9,,Индиана Пасерс,3436,7154,1546,1982,163,485,1078,2457,3535,1977,2038,619,1318,345,8581,3335,7060,1858,118,368,2446,1160,2500,3660,1933,1859,700,1269,407,8646,0,0,25,16,13,28,0,0,25,33,13,17,0,38,44,82,19705.0,Рыночная площадь Арена,32767,IND
1985,NBA,HOU,HOU,WC,MW,1,2,F,Хьюстонские ракеты,3759,7671,1776,2434,85,310,1316,2434,3750,2318,1991,745,1374,551,9379,3638,7402,1802,87,268,2406,1190,2389,3579,2196,1977,683,1464,386,9165,0,0,36,5,15,26,0,0,38,22,20,10,0,51,31,82,19755.0,Встреча на высшем уровне,32767,HOU
2003,NBA,MEM,MEM,WC,MW,4,6,C1,Мемфис Гризли,2963,6657,1557,2143,447,1314,1047,2381,3428,1915,1903,795,1226,565,7930,2859,6550,1643,369,1091,2150,1099,2508,3607,1674,1891,673,1395,461,7730,0,0,31,10,19,22,0,0,28,24,12,12,0,50,32,82,19880.0,Пирамидная Арена,32767,MEM
1993,NBA,DET,DET,EC,CD,6,14,,Детройт Пистоны,3169,7017,1253,1715,358,1041,1027,2320,3347,1767,1935,602,1236,309,7949,3255,6878,1805,272,814,2451,1191,2590,3781,2097,1602,721,1169,368,8587,0,0,10,31,10,31,0,0,12,44,4,24,0,20,62,82,19730.0,Дворец Обернских холмов,32767,DET
1987,NBA,PHO,PHO,WC,PC,4,9,,Солнце Феникса,3551,7302,1681,2200,118,357,1113,2379,3492,2332,2045,675,1413,353,8901,3609,7248,1922,128,421,2506,1104,2416,3520,2225,1901,710,1296,441,9268,0,0,22,19,6,35,0,0,21,39,11,19,0,28,54,82,19730.0,Мемориал &lt; &lt; Колизей &gt; &gt; &lt; &lt; Аризона ветеранз &gt; &gt;,32767,PHO
2004,NBA,LAL,LAL,WC,PC,4,11,,Лос-Анджелес Лейкерс,2895,6629,1661,2137,644,1813,1028,2511,3539,1672,1794,508,1176,344,8095,3141,6928,1507,549,1522,1931,1023,2453,3476,2001,1814,627,965,420,8338,0,0,22,19,12,29,0,0,21,31,6,10,0,34,48,82,19780.0,Стейплс-центр,32767,LAL
1984,NBA,DEN,DEN,WC,MW,1,2,CF,Денвер Наггетс,3876,7976,2016,2568,73,235,1331,2303,3634,2266,2152,894,1382,424,9841,3775,7379,2027,64,254,2648,1181,2628,3809,2154,2178,670,1744,589,9641,0,0,34,7,18,23,0,0,37,23,17,13,0,52,30,82,19830.0,McNichols Sports Arena,32767,DEN
1999,NBA,DAL,DAL,WC,MW,4,9,,&lt; &lt; Даллас маверики &gt; &gt;,3195,7047,1407,1751,519,1326,931,2444,3375,1810,1770,592,1124,416,8316,3225,7053,1484,429,1244,2005,1251,2719,3970,1901,1814,604,1318,416,8363,0,0,22,19,18,23,0,0,28,24,12,12,0,40,42,82,19730.0,Воссоединение Арены,32767,DAL
2001,NBA,MIA,MIA,EC,AT,6,11,,Отопление в Майами,2801,6382,1236,1708,312,899,902,2544,3446,1664,1846,547,1217,448,7150,2666,6279,1565,379,1109,2127,894,2484,3378,1461,1709,620,1134,353,7276,0,0,18,23,18,23,0,0,22,32,10,14,0,36,46,82,19930.0,Американские авиалинии &lt; &lt; Арена &gt; &gt;,32767,MIA
2007,NBA,POR,POR,WC,NW,3,10,,Портлендские шоссейные блейзеры,2935,6545,1412,1841,538,1425,900,2438,3338,1733,1642,455,995,360,7820,2983,6616,1401,533,1499,1828,957,2465,3422,1714,1656,488,991,301,7900,0,0,28,13,13,28,0,0,26,26,11,5,90,41,41,82,19905.0,Розовый сад Арена,32767,
1971,ABA,DLC,SAS,,WD,3,0,DS,Замки Далласа,3362,7502,1943,2498,103,307,1331,2660,3991,1486,2315,0,1216,0,8770,3267,7255,2105,121,426,2781,1347,2761,4108,1631,2087,0,1454,0,8760,0,0,25,15,15,25,2,2,0,0,25,23,0,42,42,84,20410.0,Муди Колизей,32767,DLC
1984,NBA,IND,IND,EC,CD,6,11,,Индиана Пасерс,3489,7324,1871,2516,30,155,1198,2623,3821,1945,2237,625,1622,366,8879,3628,7332,2068,64,200,2707,1098,2583,3681,2242,2072,777,1424,523,9388,0,0,16,25,6,35,0,0,14,44,7,23,0,22,60,82,19780.0,Рыночная площадь Арена,32767,IND
2002,NBA,DAL,DAL,WC,MW,1,3,CF,&lt; &lt; Даллас маверики &gt; &gt;,3161,6982,1486,1793,636,1668,912,2544,3456,1837,1730,665,949,449,8444,2926,6687,1477,477,1401,2032,1045,2682,3727,1781,1746,546,1316,322,7806,0,0,33,8,27,14,0,0,34,18,18,6,0,60,22,82,19780.0,Центр американских авиалиний,32767,DAL
1950,NBA,FTW,DET,,WD,3,0,DS,Форт Уэйн Пистоны,2002,5927,1718,2387,0,0,0,0,3725,1142,1961,0,0,0,5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849,223,0,27,7,5,27,0,2,0,0,18,16,0,32,36,68,16545.0,Спортзал в средней школе Нортсайд,32767,FWP
1992,NBA,HOU,HOU,WC,MW,1,2,CS,Хьюстонские ракеты,3280,6744,1584,2090,387,1073,985,2532,3517,2115,1699,682,1295,543,8531,3255,7129,1432,242,730,1877,1167,2295,3462,1965,1793,717,1228,327,8184,0,0,31,10,24,17,0,0,36,18,19,7,0,55,27,82,19780.0,Встреча на высшем уровне,32767,HOU
1999,NBA,PHI,PHI,EC,AT,3,5,CS,Филадельфия 76 лет,2993,6776,1577,2226,208,643,1147,2468,3615,1817,1939,791,1284,386,7771,2867,6595,1510,417,1172,2001,1065,2501,3566,1828,1977,631,1444,531,7661,0,0,29,12,20,21,0,0,36,18,13,11,0,49,33,82,19830.0,Первый союзный центр,32767,PHI
1980,NBA,ATL,ATL,EC,CD,4,8,,Атланта Ястребы,3291,6866,2012,2590,10,82,1201,2224,3425,1846,2276,749,1605,469,8604,3401,6867,2024,32,152,2641,1207,2318,3525,1935,2209,748,1685,555,8858,0,0,20,21,11,30,0,0,18,40,9,21,0,31,51,82,19930.0,Омни Колизей,32767,ATL
1971,NBA,GSW,GSW,WC,PC,2,4,CS,&quot; Золотые государственные войны &quot;,3477,7923,1917,2500,0,0,0,0,4450,1854,1840,0,0,0,8871,3560,8082,1688,0,0,2265,0,0,4381,1968,1912,0,0,0,8808,0,0,27,8,21,20,3,3,26,18,14,10,0,51,31,82,19705.0,Окленд-Аламеда Округ Колизей Арена,32767,GSW
1947,PBLA,GRR,GRR,,NO,3,0,,Рейнджеры Гранд-Рапидс,125,0,67,108,0,0,0,0,0,0,96,0,0,0,317,115,0,78,122,0,0,0,0,0,0,86,0,0,0,308,0,0,2,1,1,2,0,0,0,0,0,0,0,3,3,6,,Общественная аудитория,0,
2006,NBA,WAS,WAS,EC,SE,2,7,C1,Вашингтонские волшебники,3070,6820,1855,2425,561,1614,998,2379,3377,1660,1823,635,1133,375,8556,3166,6700,1668,598,1585,2146,973,2551,3524,1942,1927,519,1291,380,8598,0,0,26,15,15,26,0,0,27,25,8,8,0,41,41,82,19830.0,Центр Verizon,32767,
1992,NBA,GSW,GSW,WC,PC,6,10,,&quot; Золотые государственные войны &quot;,3474,7212,1768,2465,298,852,1219,2384,3603,2010,2056,693,1451,383,9014,3471,7197,1881,272,794,2492,1174,2345,3519,2098,1993,824,1350,457,9095,0,0,19,22,15,26,0,0,25,29,9,21,0,34,48,82,19905.0,Окленд-Аламеда Округ Колизей Арена,32767,GSW
1962,NBA,SFW,GSW,,WD,4,0,,Сан-Франциско Воины,3805,8449,1870,2797,0,0,0,0,5359,1906,1882,0,0,0,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9647,599,0,13,20,11,25,7,4,0,0,18,28,0,31,49,80,19425.0,Коровский дворец,32767,SFW
1980,NBA,LAL,LAL,WC,PC,2,3,C1,Лос-Анджелес Лейкерс,3780,7382,1540,2113,17,94,1165,2491,3656,2363,1955,808,1557,551,9117,3581,7701,1598,42,184,2158,1378,2274,3652,2280,1869,754,1473,357,8802,0,0,30,11,24,17,0,0,39,21,19,11,0,54,28,82,19805.0,Форум,32767,LAL
2008,NBA,MIL,MIL,EC,CD,5,12,,Милуоки Бакс,3009,6755,1613,2067,511,1408,973,2367,3340,1802,1986,609,1154,308,8142,2854,6233,1961,562,1486,2480,831,2527,3358,1730,1842,616,1350,376,8231,0,0,22,19,12,29,0,0,21,31,4,12,95,34,48,82,19780.0,Центр Брэдли,32767,
1977,NBA,DEN,DEN,WC,MW,1,2,CF,Денвер Наггетс,3548,7441,2068,2705,0,0,1177,2736,3913,2187,2116,824,1748,422,9164,3678,7799,1740,0,0,2365,1267,2546,3813,2248,2220,877,1620,524,9096,0,0,33,8,15,26,0,0,22,18,11,9,0,48,34,82,19830.0,McNichols Sports Arena,32767,DEN
1986,NBA,WSB,WAS,EC,AT,3,6,C1,Вашингтонские пули,3356,7397,1935,2531,43,218,1305,2315,3620,1750,1775,755,1301,685,8690,3522,7453,1654,104,358,2183,1334,2483,3817,2144,1938,699,1439,548,8802,0,0,27,14,15,26,0,0,26,32,13,11,0,42,40,82,19705.0,Капитальный центр,32767,WAS
2001,NBA,BOS,BOS,EC,AT,2,3,CF,Бостонская кельтика,2852,6731,1498,1960,699,1946,891,2570,3461,1722,1776,793,1114,292,7901,2797,6579,1612,514,1511,2091,954,2806,3760,1802,1734,623,1335,476,7720,0,0,27,14,22,19,0,0,35,19,17,7,0,49,33,82,19830.0,FleetCenter,32767,BOS
1971,NBA,HOU,HOU,WC,PC,4,7,,Хьюстонские ракеты,3590,8277,1813,2424,0,0,0,0,4433,1777,1992,0,0,0,8993,3542,7817,2037,0,0,2737,0,0,4298,1945,1944,0,0,0,9121,0,0,15,20,14,23,5,5,14,31,9,15,0,34,48,82,19730.0,Павильон Хофхейнц,32767,HOU
1981,NBA,DEN,DEN,WC,MW,2,4,C1,Денвер Наггетс,3980,7656,2371,2978,40,149,1149,2443,3592,2272,2131,664,1470,368,10371,4265,8142,1734,64,227,2354,1358,2459,3817,2516,2453,749,1476,569,10328,0,0,29,12,17,24,0,0,34,26,19,11,0,46,36,82,19830.0,McNichols Sports Arena,32767,DEN
1946,NBL,OSH,OSH,,WE,1,0,CF,Все звезды Ошкоша,950,0,654,952,0,0,0,0,0,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,19,3,9,13,0,0,0,0,0,0,0,28,16,44,,,0,OSH
1946,NBA,WSC,WSC,,ED,1,0,SF,Вашингтон Капиталс,1723,5794,982,1391,0,0,0,0,0,378,1144,0,0,0,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836,0,0,29,1,20,10,0,0,0,0,25,5,0,49,11,60,14600.0,Улин Арена,0,WSC
1989,NBA,CHH,NOH,WC,MW,7,14,,Шарлотта Шерлотта,3270,7183,1487,1967,205,611,962,2211,3173,2080,1889,778,1226,262,8232,3438,6922,1865,132,421,2380,1063,2723,3786,2066,1754,638,1376,384,8873,0,0,13,28,6,35,0,0,13,43,7,21,0,19,63,82,19755.0,Шарлотта Колизей,32767,CHA
1978,NBA,POR,POR,WC,PC,4,6,C1,Портлендские шоссейные блейзеры,3541,7338,1806,2362,0,0,1256,2435,3691,1946,2187,776,1658,512,8888,3448,7059,1889,0,0,2501,1080,2350,3430,1963,2206,797,1650,422,8785,0,0,33,8,12,29,0,0,17,23,8,12,0,45,37,82,19780.0,Мемориал &lt; &lt; Колизей &gt; &gt;,32767,POR
2010,NBA,DAL,DAL,WC,SW,2,0,НС,&lt; &lt; Даллас маверики &gt; &gt;,3069,6463,1437,1850,645,1768,780,2618,3398,1954,1575,557,1145,352,8220,2996,6656,1373,1830,508,1480,880,2459,3339,1689,1650,623,1114,303,7873,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,0,,,0,
2007,NBA,NYK,NYK,EC,AT,5,14,,Нью-Йорк Никс,2967,6757,1524,2095,490,1454,1029,2457,3486,1530,1761,521,1132,213,7948,3184,6711,1535,587,1592,2078,924,2573,3497,1773,1665,621,1012,429,8490,0,0,15,26,8,33,0,0,20,32,5,11,94,23,59,82,19880.0,Скверный сад Мэдисон (IV),32767,
