name,islands,area,height,type,longitude,latitude
Shikoku,Japan,18000.0,1965.0,volcanic,134.0,34.0
Saint Thomas,Lesser Antilles,31.0,,,-64.9,18.3
Manitoulin,,2766.0,,,-82.2,45.75
Olkhon,,730.0,1276.0,,107.4,53.15
Malta,Malta,246.0,252.0,,14.5,35.9
Savaii,Samoan Islands,1707.0,1858.0,volcanic,-172.4,-13.6
Seeland,,7439.0,,,12.0,55.3
Panarea,Lipari Islands,3.4,421.0,volcanic,15.05,38.65
Saint Kitts,Lesser Antilles,164.0,1156.0,volcanic,-62.75,17.3
Saint Helena,,122.0,,volcanic,-5.44,-15.56
Saint Lucia,Lesser Antilles,616.0,950.0,volcanic,-60.5,14.0
Majuro,Marshall Islands,9.2,,atoll,171.4,7.1
Vlieland,Westfriesische Inseln,40.0,,,5.0,53.25
Gomera,Canares,369.0,1487.0,volcanic,-17.3,28.1
Sri Lanka,,65610.0,,,80.0,7.0
Isle of Man,British Isles,588.0,621.0,,-4.5,54.1
Sumbawa,Sunda Islands,15448.0,2850.0,,116.1,-8.8
Paramuschir,Curiles,2042.0,1816.0,volcanic,155.75,50.5
Lampedusa,,20.0,113.0,volcanic,13.2,35.4
Santa Maria,Azores,97.0,,volcanic,-25.1,37.0
Rene Levasseur Island,,2020.0,952.0,,-68.7,51.4
Tongatapu,Tonga Islands,260.0,65.0,coral,-175.15,-21.2
Sumatra,Sunda Islands,473000.0,3805.0,,102.0,0.0
Vancouver Island,,31285.0,2195.0,,-125.65,49.6
Panay,Phillipines,12297.0,2117.0,,122.5,11.15
Ameland,Westfriesische Inseln,57.6,,,5.75,53.5
La Palma,Canares,708.0,2426.0,volcanic,-17.9,28.7
Linosa,,5.0,195.0,volcanic,13.85,35.85
Spiekeroog,Ostfriesische Inseln,18.2,3.0,,7.6,53.8
