name,country,province,population,longitude,latitude
Americana,BR,Sao Paulo,167901.0,,
Engels,R,Saratovskaya oblast,186000.0,,
Loudi,TJ,Hunan,128418.0,,
Padang,RI,Indonesia,631543.0,,
Cluj Napoca,RO,Cluj,318000.0,,
Meihekou,TJ,Jilin,209038.0,,
Cascavel,BR,Parana,219623.0,,
Manama,BRN,Bahrain,145000.0,50.5,26.0
Talara,PE,Piura,82228.0,,
Shymkent,KAZ,Ongtustik Qazaqstan,397600.0,,
Peterborough,GB,Cambridgeshire,156400.0,,
Panama City,PA,Panama,594800.0,-79.55,8.96667
Mito,J,Ibaraki,,,
Grozny,R,Chechen Rep.,364000.0,,
Adiyaman,TR,Adiyaman,128000.0,,
Gorgan,IR,Mazandaran,162468.0,,
Jerez de la Frontera,E,Andalusia,190390.0,,
Naogaon,BD,Bangladesh,110000.0,,
Ulaanbaatar,MNG,Mongolia,479500.0,107.0,48.0
Loikaw,MYA,Kayah,,,
Gary,USA,Indiana,116646.0,,
Ciudad Victoria,MEX,Tamaulipas,194996.0,-99.1,23.4
Barcelona,E,Catalonia,1630867.0,2.15,41.4
Yazd,IR,Yazd,306268.0,,
Richmond,USA,Virginia,202798.0,-77.3333,37.5
Chongju,ROK,South Korea,531195.0,,
Cardiff,GB,Cardiff,300000.0,-3.16667,51.4667
Palmas,BR,Tocantins,,,
Utsonomiya,J,Tochigi,,,
Alicante,E,Valencia,274964.0,,
Stavanger,N,Rogaland,95089.0,5.5,59.0
Albacete,E,Castile La Mancha,141179.0,,
Jiaonan,TJ,Shandong,121397.0,,
Monrovia,LB,Liberia,,-10.8,6.3
Jhang,PK,Pakistan,195558.0,,
Guatemala City,GCA,Guatemala,823301.0,-90.5167,14.6167
Nukualofa,TO,Tonga,28899.0,-175.2,-21.1
Monterrey,MEX,Nuevo Leon,1068996.0,-100.3,25.6667
Rudny,KAZ,Qostanay,125700.0,,
Uberaba,BR,Minas Gerais,232134.0,,
Ukhta,R,Rep. of Komi,106000.0,,
Tebessa,DZ,Algeria,107559.0,,
Zahedan,IR,Sistan e Baluchestan,419886.0,,
Abuja,WAN,Nigeria,182418.0,7.5,9.05
Salt Lake City,USA,Utah,159928.0,-112.0,40.4
Kanpur,IND,Uttar Pradesh,1879420.0,,
Piatra Neamt,RO,Neamt,,,
Huaiyin,TJ,Jiangsu,239675.0,,
Pingdingshan,TJ,Henan,410775.0,,
Nuneaton,GB,Warwickshire,118500.0,,
Montpelier,USA,Vermont,8241.0,-72.4,44.2
Nueva San Salvador,ES,El Salvador,116575.0,,
Tianjin,TJ,Tianjin (munic.),5770000.0,117.2,39.1
Tirgu Jiu,RO,Gorj,,,
Barbacena,BR,Minas Gerais,107843.0,,
Wichita Falls,USA,Texas,96259.0,-98.4833,33.9667
Rostov no Donu,R,Rostovskaya oblast,,,
Xingtai,TJ,Hebei,302789.0,,
Guliston,UZB,Sirdare,,,
Fukuoka,J,Fukuoka,1273000.0,130.45,33.5833
Libreville,G,Gabon,,9.3,0.3
Yongan,TJ,Fujian,111762.0,,
Riverside,USA,California,226546.0,,
Mariestad,S,Skaraborg,24255.0,13.5,58.4
Kikwit,ZRE,Bandundu,182142.0,,
Sirjan,IR,Kerman,107887.0,,
Ufa,R,Rep. of Bashkortostan,1094000.0,,
Bengkulu,RI,Indonesia,170327.0,,
Kalmar,S,Kalmar,54554.0,16.3,56.4
Naperville,USA,Illinois,85806.0,,
Moyobamba,PE,San Martin,,,
Vitoria Gasteiz,E,Basque Country,214148.0,,
Joensuu,SF,Pohjols-Karjala,44000.0,29.5,62.4
Perpignan,F,Languedoc Roussillon,105983.0,,
Daqing,TJ,Heilongjiang,657297.0,,
Rajahmundry,IND,Andhra Pradesh,324881.0,,
Arendal,N,Aust Agder,12174.0,8.4,58.3
Lafayette,USA,Louisiana,101852.0,-92.0,30.2
Malaga,E,Andalusia,531443.0,,
Ipoh,MAL,Perak,382633.0,,
Blumenau,BR,Santa Catarina,230988.0,,
Noumea,NCA,New Caledonia,,166.27,-22.16
Toledo,E,Castile La Mancha,,,
Novocherkassk,R,Rostovskaya oblast,190000.0,,
Xichang,TJ,Sichuan,134419.0,,
Benxi,TJ,Liaoning,768778.0,,
Concord,USA,California,111308.0,-121.983,37.9667
Krosno,PL,Krosnienskie,,,
Bhavnagar,IND,Gujarat,402338.0,,
Odintsovo,R,Moskovskaya oblast,129000.0,,
Temirtau,KAZ,Qaraghandy,206100.0,,
NDjamena,TCH,Chad,,15.0,12.0
Norwich,GB,Norfolk,128100.0,,
Calgary,CDN,Alberta,710677.0,-114.017,51.1
Kananga,ZRE,Kasai Occidental,393030.0,,
Alcala de Henares,E,Madrid,166250.0,,
Jakarta,RI,Indonesia,8259266.0,106.5,-6.1
Las Tablas,PA,Los Santos,21100.0,,
Rawalpindi,PK,Pakistan,1290000.0,,
Heidelberg,D,Baden Wurttemberg,138964.0,,
Inverness,GB,Highland,,,
Maseru,LS,Lesotho,75000.0,27.5,-29.3
Gavle,S,Gavleborg,87431.0,17.0,60.4
Arapiraca,BR,Sergipe,173351.0,,
Mejicanos,ES,El Salvador,145000.0,,
Jiangyin,TJ,Jiangsu,213659.0,,
Prokopyevsk,R,Kemerovskaya oblast,253000.0,,
Jaboatao dos Guararapes,BR,Pernambuco,528973.0,,
Pachuca de Soto,MEX,Hidalgo,83892.0,-98.4,20.1
Ankara,TR,Ankara,2782200.0,32.8833,39.95
Yaren,NAU,Nauru,,167.0,-1.0
Xiamen,TJ,Fujian,368786.0,,
Mongu,Z,Western,,,
Teofilo Otoni,BR,Minas Gerais,127214.0,,
Maebashi,J,Gumma,,,
Lecce,I,Puglia,102344.0,,
Zug,CH,ZG,,,
Cabinda,ANG,Cabinda,,,
Vicente Lopez,RA,Buenos Aires,289142.0,,
Cambridge,GB,Cambridgeshire,113800.0,,
Porto,P,Porto,327368.0,,
Ostroleka,PL,Ostroleckie,,,
Bregenz,A,Vorarlberg,,9.45,47.3
Victoria,CDN,British Columbia,263180.0,-123.317,48.4167
Valledupar,CO,Cesar,265505.0,,
Shiyan,TJ,Hubei,273786.0,,
Tumaco,CO,Narino,114802.0,,
Lagos,WAN,Nigeria,5686000.0,3.4,6.45
Barueri,BR,Sao Paulo,176740.0,,
Chungli,RC,Taiwan,295825.0,,
Kuala Lumpur,MAL,Fed. Terr. of Kuala Lumpur,1145075.0,101.7,3.11667
Cabo de Santo Agostinho,BR,Pernambuco,137295.0,,
Saint Catharines,CDN,Ontario,129300.0,,
s Hertogenbosch,NL,Noord Brabant,199127.0,,
Reno,USA,Nevada,133850.0,-119.783,39.5
Catanzaro,I,Calabria,103802.0,16.35,38.55
Obninsk,R,Kaluzhskaya oblast,108000.0,,
Birmingham,USA,Alabama,265347.0,-86.75,33.5667
Antakya,TR,Hatay,137200.0,,
Soyapango,ES,El Salvador,251811.0,,
Xiangtan,TJ,Hunan,441968.0,,
Angren,UZB,Toshkent,132000.0,,
Juazeiro do Norte,BR,Ceara,186490.0,,
Hyderabad,IND,Andhra Pradesh,3145939.0,78.2,17.1
Knowsley,GB,Merseyside,155300.0,,
Tlaquepaque,MEX,Jalisco,328031.0,,
Leninsk,KAZ,Leninsk (munic.),,,
Eastleigh,GB,Hampshire,109600.0,,
Tirgu Mures,RO,Mures,165000.0,,
Santa Fe,RA,Santa Fe,406388.0,-60.5,-31.5
Thunder Bay,CDN,Ontario,113746.0,-89.3167,48.3667
El Progreso,HCA,Yoro,70000.0,,
Tianshui,TJ,Gansu,244974.0,,
Bandar Seri Begawan,BRU,Brunei,56300.0,115.0,5.0
Urganch,UZB,Khorazm,135000.0,,
Tangail,BD,Bangladesh,114000.0,,
Bandundu,ZRE,Bandundu,,17.4,3.3
Bandar Lampung,RI,Indonesia,636706.0,,
Amsterdam,NL,Noord Holland,1101407.0,4.91667,52.3833
San Pedro Garza Garcia,MEX,Nuevo Leon,113017.0,,
Bur Said,ET,Bur Said (munic.),382000.0,,
Port Louis,MS,Mauritius,,57.3,-20.3
Sidi bel Abbes,DZ,Algeria,152778.0,,
Fort Wayne,USA,Indiana,191839.0,-85.2,41.0
Sefton,GB,Merseyside,292400.0,,
Eindhoven,NL,Noord Brabant,395612.0,,
Santa Luzia,BR,Paraiba,152682.0,,
Singapore,SGP,Singapore,2558000.0,103.833,1.3
Rennes,F,Bretagne,197536.0,-1.4,48.1
Granada,NIC,Nicaragua,79418.0,-86.0,11.9
Memphis,USA,Tennessee,618652.0,-90.0,35.05
Ogbomosho,WAN,Nigeria,644000.0,,
Gomez Palacio,MEX,Durango,164092.0,,
Sao Leopoldo,BR,Rio Grande do Sul,180741.0,,
Nampula,MOC,Nampula,250473.0,,
Newtown St. Boswells,GB,Borders,,,
Barnaul,R,Altayskiy kray,596000.0,,
Zurich,CH,ZH,343106.0,,
Rybinsk,R,Yaroslavskaya oblast,248000.0,,
Taipei,RC,Taiwan,2626138.0,121.517,25.0333
Deba Habe,WAN,Nigeria,122000.0,,
Clearwater,USA,Florida,98669.0,,
Mwanza,EAT,Mwanza,223013.0,,
Torrance,USA,California,133107.0,,
Taegu,ROK,South Korea,2449139.0,,
Sao Jose do Rio Preto,BR,Sao Paulo,323418.0,,
Merida,E,Estremadura,,,
Probolinggo,RI,Indonesia,177120.0,,
Ndola,Z,Copperbelt,376311.0,,
Winterthur,CH,ZH,86340.0,,
Garland,USA,Texas,180635.0,,
Criciuma,BR,Santa Catarina,159033.0,,
Ouagadougou,BF,Burkina Faso,,-2.0,12.0
Granada,E,Andalusia,271180.0,,
Lelystad,NL,Flevoland,,,
Newport News,USA,Virginia,171439.0,,
Arauca,CO,Arauca,,,
Anda,TJ,Heilongjiang,136446.0,,
Colatina,BR,Espirito Santo,103621.0,,
Pingxiang,TJ,Jiangxi,425579.0,,
Binjai,RI,Indonesia,181904.0,,
Carmarthen,GB,Carmarthenshire,,,
Jiaxing,TJ,Zhejiang,211526.0,,
Ponta Delgada,P,Azores,46102.0,-27.1,38.35
Jamshedpur,IND,Bihar,478950.0,,
Antsirabe,RM,Antananarivo,100000.0,,
Hamm,D,Nordrhein Westfalen,184020.0,,
Mostoles,E,Madrid,199141.0,,
Dhaka,BD,Bangladesh,3839000.0,90.5,24.0
Zagorsk,R,Moskovskaya oblast,114000.0,,
Shuangcheng,TJ,Heilongjiang,142659.0,,
Worcester,GB,Hereford and Worcester,,,
Multan,PK,Pakistan,1257000.0,,
Valencia,E,Valencia,764293.0,-0.383333,39.4667
Brugge,B,West Flanders,117799.0,3.2,51.1
Pamplona,E,Navarre,182465.0,,
Newport,GB,Newport,137000.0,,
Lima,PE,Lima,6321173.0,-77.05,-12.0833
Linz,A,Upper Austria,203000.0,14.18,48.18
Chake Cahke,EAT,Kusini Pemba,,,
Potsdam,D,Brandenburg,138268.0,13.1,52.4
Rochdale,GB,Greater Manchester,207100.0,,
Porto-Novo,BEN,Benin,,2.4,6.3
Kamensk Uralskiy,R,Sverdlovskaya oblast,197000.0,,
