country,name,percentage
SK,Roman Catholic,60.3
WAL,Christian,10.0
PNG,Presbyterian,8.0
SP,Muslim,100.0
ES,Roman Catholic,75.0
AXA,Protestant,30.2
SYR,Christian,10.0
GBZ,Jewish,2.0
TN,Jewish,1.0
KIR,Mormon,6.0
MK,Muslim,30.0
BG,Muslim,13.0
HR,Christian Orthodox,11.1
VU,Presbyterian,36.7
MACX,Buddhist,45.0
B,Roman Catholic,75.0
DZ,Jewish,0.5
Z,Christian,60.0
MW,Roman Catholic,20.0
CDN,Anglican,8.0
FJI,Hindu,38.0
J,Buddhist,84.0
GNB,Christian,5.0
RG,Christian,8.0
AUS,Christian,24.3
XMAS,Buddhist,36.0
