city,province,country,river,lake,sea
Helsinki,Uusimaa,SF,,,Baltic Sea
Reynosa,Tamaulipas,MEX,Rio Grande,,
Le Havre,Haute Normandie,F,Seine,,The Channel
Bonn,Nordrhein Westfalen,D,Rhein,,
Puerto Carreno,Vichada,CO,Orinoco,,
Hamhung Hungnam,North Korea,NOK,,,Sea of Japan
Augsburg,Bayern,D,Lech,,
Bolzano,Trentino Alto Adige,I,Etsch,,
Mannheim,Baden Wurttemberg,D,Rhein,,
Portland,Oregon,USA,Columbia River,,
Wiesbaden,Hessen,D,Main,,
Athens,Attiki,GR,,,Mediterranean Sea
Regensburg,Bayern,D,Donau,,
Bridgetown,Barbados,BDS,,,Atlantic Ocean
Kansas City,Missouri,USA,Missouri,,
Khartoum North,al Khartum,SUD,Nile,,
Pare Pare,Indonesia,RI,,,Sunda Sea
Baku,Azerbaijan,AZ,,Caspian Sea,
Miyazaki,Miyazaki,J,,,Pacific Ocean
Stanley,Falkland Islands,FALK,,,Atlantic Ocean
La Plata,Buenos Aires,RA,,,Atlantic Ocean
Tetouan,Morocco,MA,,,Mediterranean Sea
Algier,Algeria,DZ,,,Mediterranean Sea
Goteborg,Goteborg och Bohus,S,Goetaaelv,,Kattegat
Genua,Liguria,I,,,Mediterranean Sea
Tongling,Anhui,TJ,Jangtse,,
London,Greater London,GB,Thames,,
Sevilla,Andalusia,E,Guadalquivir,,
Serpukhov,Moskovskaya oblast,R,Oka,,
Marigot,Saint Martin,SMAR,,,Caribbean Sea
Dalian,Liaoning,TJ,,,Yellow Sea
Bangui,Central African Republic,RCA,Ubangi,,
Verona,Veneto,I,Etsch,,
Nancy,Lorraine,F,Mosel,,
Hualien,Taiwan,RC,,,Pacific Ocean
Asuncion,Paraguay,PY,Paraguay,,
Brisbane,Queensland,AUS,,,Pacific Ocean
St. Louis,Missouri,USA,Missouri,,
Haeju,North Korea,NOK,,,Yellow Sea
Pori,Turku-Pori,SF,Kokemaeenjoki,,
Omdurman,al Khartum,SUD,Nile,,
Tromsoe,Troms,N,,,Norwegian Sea
Kotka,Kymi,SF,Kymijoki,,Baltic Sea
Dundee,Tayside,GB,,,North Sea
Mosul,Ninawa,IRQ,Tigris,,
Sanya,Hainan,TJ,,,South China Sea
Zhenjiang,Jiangsu,TJ,Jangtse,,
Hamilton,Bermuda,BERM,,,Atlantic Ocean
Nijmegen,Gelderland,NL,Rhein,,
Puerto Lempira,Gracias a Dios,HCA,,,Caribbean Sea
Pekalongan,Indonesia,RI,,,Sunda Sea
Baku,Azerbaijan,AZ,,Caspian Sea,
Kazan,Rep. of Tatarstan,R,Volga,,
El Tur,Sina al Janubiyah,ET,,,Red Sea
Tbilisi,Georgia,GE,Kura,,
Hamburg,Hamburg,D,Elbe,,
Los Angeles,California,USA,,,Pacific Ocean
Yonkers,New York,USA,Hudson River,,
Napoli,Campania,I,,,Mediterranean Sea
Cleveland,Ohio,USA,,Lake Erie,
Manama,Bahrain,BRN,,,Persian Gulf
La Spezia,Liguria,I,,,Mediterranean Sea
Stornoway,Outer Hebrides,GB,,,Atlantic Ocean
Pierre,South Dakota,USA,Missouri,Lake Oahe,
Pisa,Toscana,I,Arno,,
Dar es Salaam,Daressalam,EAT,,,Indian Ocean
Tolyatti,Samarskaya oblast,R,Volga,,
Porto,Porto,P,Douro,,Atlantic Ocean
Kita Kyushu,Fukuoka,J,,,Sea of Japan
Kananga,Kasai Occidental,ZRE,Lulua,,
Chicago,Illinois,USA,,Lake Michigan,
Cuzco,Cuzco,PE,Amazonas,,
Samarra,Salah ad Din,IRQ,Tigris,,
Naha,Okinawa,J,,,East China Sea
Saint-Pierre,Saint Pierre and Miquelon,SPMI,,,Atlantic Ocean
Mokpo,South Korea,ROK,,,Yellow Sea
Nizhniy Novgorod,Nizhegorodskaya oblast,R,Volga,,
Shashi,Hubei,TJ,Jangtse,,
Honolulu,Hawaii,USA,,,Pacific Ocean
Xianning,Hubei,TJ,Jangtse,,
Mannheim,Baden Wurttemberg,D,Rhein,,
Thessaloniki,Kedriki Makedhonia,GR,,,Mediterranean Sea
Yichang,Hubei,TJ,Jangtse,,
Cagliari,Sardegna,I,,,Mediterranean Sea
Portsmouth,Hampshire,GB,,,The Channel
Nukualofa,Tonga,TO,,,Pacific Ocean
Hobart,Tasmania,AUS,,,Pacific Ocean
Casablanca,Morocco,MA,,,Atlantic Ocean
Munich,Bayern,D,Isar,,
Okayama,Okayama,J,,,Pacific Ocean
Szolnok,Szolnok,H,Theiss,,
Cherkasy,Cherkaska,UA,Dnepr,,
Goma,Kivu,ZRE,,Lake Kivu,
Agadir,Morocco,MA,,,Atlantic Ocean
Bergen,Hordaland,N,,,North Sea
Maastricht,Limburg,NL,Maas,,
Hammerfest,Finnmark,N,,,Barents Sea
Haeju,North Korea,NOK,,,Yellow Sea
Canberra,Australia Capital Territory,AUS,Murrumbidgee River,Lake Burley Griffin,
Knoxville,Tennessee,USA,Tennessee,,
Libreville,Gabon,G,,,Atlantic Ocean
Natal,Rio Grande do Norte,BR,,,Atlantic Ocean
Ciudad Bolivar,Bolivar,YV,Orinoco,,
Nantong,Jiangsu,TJ,Jangtse,,
Vanersborg,Alvsborg,S,Goetaaelv,Vaenern,
Krasnoyarsk,Krasnoyarskiy kray,R,Jenissej,,
Vlore,Albania,AL,,,Mediterranean Sea
Shishou,Hubei,TJ,Jangtse,,
Lerwick,Shetland,GB,,,North Sea
Nuuk,Greenland,GROX,,,Atlantic Ocean
Belfast,Northern Ireland,GB,,,Irish Sea
Independence,Missouri,USA,Missouri,,
Valencia,Valencia,E,,,Mediterranean Sea
Malmo,Malmohus,S,,,Baltic Sea
Augsburg,Bayern,D,Lech,,
Genua,Liguria,I,,,Mediterranean Sea
Providence,Rhode Island,USA,,,Atlantic Ocean
Dundee,Tayside,GB,,,North Sea
Campeche,Campeche,MEX,,,Gulf of Mexico
Arkhangelsk,Arkhangelskaya oblast,R,Northern Dwina,,Barents Sea
Ust Ilimsk,Irkutskaya oblast,R,Angara,,
Sao Luis,Maranhao,BR,,,Atlantic Ocean
Mannheim,Baden Wurttemberg,D,Neckar,,
Mainz,Rheinland Pfalz,D,Rhein,,
Yosu,South Korea,ROK,,,East China Sea
Resistencia,Chaco,RA,Parana,,
Tetouan,Morocco,MA,,,Mediterranean Sea
Dhaka,Bangladesh,BD,Ganges,,
Rostock,Mecklenburg Vorpommern,D,,,Baltic Sea
Yinchuan,Ningxia Huizu,TJ,Hwangho,,
Mus,Mus,TR,Murat,,
Abu Dhabi,Abu Dhabi,UAE,,,Persian Gulf
Kobe,Hyogo,J,,,Pacific Ocean
Toronto,Ontario,CDN,,Lake Ontario,
Verona,Veneto,I,Etsch,,
Montreal,Quebec,CDN,Saint Lawrence River,,
Barrancabermeja,Santander del Sur,CO,Rio Magdalena,,
Koror,Palau,PAL,,,Pacific Ocean
Jamestown,Saint Helena,HELX,,,Atlantic Ocean
Hamburg,Hamburg,D,Elbe,,
Wuhu,Anhui,TJ,Jangtse,,
Malakal,Aali an Nil,SUD,White Nile,,
Hualien,Taiwan,RC,,,Pacific Ocean
As Samawah,Al Muthanna,IRQ,Euphrat,,
Miyazaki,Miyazaki,J,,,Pacific Ocean
Szeged,Szeged (munic.),H,Theiss,,
Viana do Castelo,Viana do Castelo,P,,,Atlantic Ocean
Heidelberg,Baden Wurttemberg,D,Neckar,,
Oslo,Oslo,N,,,Skagerrak
Toledo,Ohio,USA,,Lake Erie,
