name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Rio Madeira,Amazonas,,,1450.0,-65.4,-10.4,,,-58.76,-3.4
Saluen,,,Andaman Sea,2980.0,91.9,32.5,,5450.0,97.5,17.0
Mur,Drau,,,453.0,13.35,47.13,Alps,1898.0,16.88,46.3
Werra,Weser,,,292.0,10.96,50.5,Thueringer Wald,797.0,9.65,51.4
Tobol,Ob,,,1591.0,60.8,51.2,Ural,,68.25,58.2
Oesterdalaelv,Dalaelv,Siljan,,241.0,12.6,62.2,,,15.1,60.7
Limpopo,,,Indian Ocean,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Missouri,Mississippi,Fort Peck Lake,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Weichsel,,,Baltic Sea,1047.0,19.01,49.61,Beskides,1100.0,18.95,54.36
Sanaga,,Barrage de Mbakaou,Atlantic Ocean,918.0,,,,,9.65,3.55
Lukenie,Fimi,,,900.0,24.5,-6.8,,,16.9,3.0
Po,,,Mediterranean Sea,652.0,7.09,44.7,Alps,2022.0,12.43,44.95
Saskatchewan River,,Lake Winnipeg,,1392.0,-123.0,52.5,,1920.0,-97.97,52.77
Bahr el-Ghasal,White Nile,,,716.0,,,,,30.43,9.5
Swir,,Ozero Ladoga,,224.0,35.49,60.99,,33.0,32.79,60.51
Kemijoki,,,Baltic Sea,550.0,28.9525,67.96,,230.0,24.45,65.77
Paraguay,Parana,,,2549.0,-56.5,-14.5,,,-58.4,-27.3
Neckar,Rhein,,,367.0,8.5,48.05,,706.0,8.44,49.51
Ticino,Po,Lago Maggiore,,248.0,8.42,46.475,Alps,2400.0,9.235,45.14
Limmat,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Karasu,,Lake Keban,,720.0,41.3,49.9,Kurdistan,1950.0,38.75,38.8
Sanga,Zaire,,,530.0,15.0,6.0,,,17.0,-2.0
Murrumbidgee River,Murray River,Lake Burley Griffin,,1579.0,148.5,-37.0,Snowy Mountains,,143.22,-34.73
Cuilo,Kwa,,,970.0,14.7,-11.3,,,17.4,3.3
Ural,,Caspian Sea,,2428.0,59.0,54.0,Ural,,51.9,47.1
Karun,Schatt al Arab,,,950.0,50.1,32.35,Zagros,,48.17,30.43
Oder,,,Baltic Sea,866.0,17.52,49.61,Sudety Mountains,634.0,14.59,53.6
Goetaaelv,,,Kattegat,93.0,12.34,58.4,,44.0,11.9,57.7
Dnjestr,,,Black Sea,1352.0,23.0,49.0,Karpaten,1000.0,30.23,46.35
Columbia River,,Franklin. D. Roosevelt Lake,Pacific Ocean,1953.0,-115.85,50.2,,808.0,-124.06,46.24
Elbe,,,North Sea,1091.0,15.54,50.78,Sudety Mountains,1.386,8.71,53.89
Alz,Inn,Chiemsee,,150.0,12.35,47.3,Alps,,12.8,48.3
Nelson River,,,Arctic Ocean,664.0,-97.97,52.77,,218.0,-92.33,57.15
Colorado,,Lake Powell,Pacific Ocean,2330.0,-105.7,40.35,,2700.0,-114.8,31.81
Pibor,Sobat,,,,,,,,,
Paatsjoki,,,Barents Sea,145.0,28.3,68.95,,119.0,30.05,60.75
Leine,Aller,,,281.0,10.32,51.39,,340.0,9.59,52.72
Chire,Zambezi,,,402.0,35.2,-14.2,East African Rift,474.0,35.5,-18.0
Busira,Ruki,,,830.0,20.8,-0.2,,,19.0,-0.3
Drau,Donau,,,749.0,12.26,46.73,Alps,1450.0,18.93,45.54
Breg,Donau,,,45.9,8.16,48.1,Black Forest,1078.0,8.52,47.95
Mackenzie River,,,Arctic Ocean,1903.0,-113.9,61.7,,156.0,-135.02,69.2
Ubangi,Zaire,,,1120.0,22.5,4.0,,,17.7,-0.8
Joekulsa a Fjoellum,,,Norwegian Sea,206.0,-16.5,64.8,,,-16.6,66.2
Moldau,Elbe,,,440.0,13.56,48.97,Bohemian Mountains,1174.0,14.47,50.35
Zambezi,,Lake Kariba,Indian Ocean,2574.0,24.2,-11.0,,1500.0,36.0,-19.0
Klaraelv,,Vaenern,,460.0,11.9,62.2,,662.0,13.5,59.4
Detroit River,,Lake Erie,,200.0,-82.6,42.1,,176.0,-82.2,43.0
Loire,,,Atlantic Ocean,1013.0,4.22,44.84,Cevennes,1408.0,-2.18,47.27
Sobat,White Nile,,,740.0,,,,,31.65,9.63
Thjorsa,,,Atlantic Ocean,230.0,-18.0,65.0,,,-20.8,63.9
White Nile,Nile,,,,30.43,9.5,,,32.5,15.6
Schari,,Chad Lake,,1400.0,21.0,8.0,,,14.0,13.2
Cuango,Kwa,,,1100.0,14.2,-11.5,,,17.4,3.3
Orinoco,,,Atlantic Ocean,2140.0,-63.5,2.0,Sierra Parima,,-62.0,9.0
Rio Magdalena,,,Caribbean Sea,1538.0,-77.0,2.0,Andes,,-74.8,10.95
Theiss,Donau,,,1308.0,24.25,48.1,Karpaten,460.0,20.3,45.05
Western Dwina,,,Baltic Sea,1020.0,34.0,56.0,Waldai Hills,228.0,24.1,57.0
Saone,Rhone,,,480.0,6.2,48.1,Vogesen,451.0,4.8,45.7
Guadalquivir,,,Atlantic Ocean,657.0,-3.0,37.8,Cordillera Betica,1400.0,-6.35,36.8
Rio Sao Francisco,,Lago de Sobradinho,Atlantic Ocean,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Southern Morava,Morava,,,295.0,21.4,42.1,,,21.4,43.7
Kura,,Caspian Sea,,1364.0,42.76,40.7,Kurdistan,2650.0,49.43,39.28
Western Morava,Morava,,,308.0,20.2,43.85,,,21.4,43.7
Newa,,,Baltic Sea,74.0,31.53,60.82,,4.0,30.17,59.95
Mosel,Rhein,,,544.0,6.89,47.89,Vogesen,715.0,7.61,50.37
Indus,,,Arabian Sea,3180.0,79.7,32.45,,5300.0,67.4,24.0
Nile,,Lake Nasser,Mediterranean Sea,,32.5,15.6,,,31.0,31.5
White Drin,Drin,,,175.0,20.2,42.7,,,20.4,42.1
Narva,,,Baltic Sea,78.0,27.49,58.68,,30.0,28.04,59.46
Blue Nile,Nile,,,1783.0,37.3,12.0,Ethiopian Highlands,1830.0,32.5,15.6
Olt,Donau,,,615.0,25.8,46.65,Karpaten,1280.0,24.8,43.7
Rhein,,Bodensee,North Sea,1324.0,8.7,46.6,Alps,2345.0,4.0,51.9
Petschora,,,Barents Sea,1809.0,59.0,62.0,Ural,,54.0,68.5
Northern Dwina,,,Barents Sea,740.0,60.9,46.3,,180.0,40.5333,64.55
Rhone,,Lac Leman,Mediterranean Sea,812.0,8.38,46.57,Alps,1753.0,4.84,43.33
Seine,,,The Channel,776.0,4.71,47.48,,470.0,0.1,49.42
Oka,Volga,,,1480.0,36.1,52.5,,,44.0,56.3
Asahan,,,Malakka Strait,150.0,98.7,2.7,,905.0,99.2,3.1
Pjandsh,Amudarja,,,1125.0,73.0,37.0,Pamir,4130.0,68.3,37.1
Dnepr,,,Black Sea,2201.0,34.0,55.5,Waldai Hills,220.0,32.252,46.5257
Irtysch,Ob,,,4248.0,90.0,47.9,Altai,2930.0,68.93,61.07
Douro,,,Atlantic Ocean,897.0,-3.0,42.0,Cordillera Iberica,2160.0,-8.66,41.15
Fulda,Weser,,,221.0,9.9,50.5,Rhoen,850.0,9.65,51.4
Garonne,,,Atlantic Ocean,647.0,0.8,42.73,Pyrenees,,-0.6,45.0
Naryn,Syrdarja,,,807.0,78.0,42.0,Tien Shan,,71.7,41.0
