river,country,province
Euphrat,TR,Adiyaman
Donau,RO,Braila
Oder,D,Mecklenburg Vorpommern
Pruth,UA,Chernivetska
Weichsel,PL,Bielskie
Mekong,THA,Thailand
Maas,NL,Limburg
Paatsjoki,R,Murmanskaya oblast
Saar,F,Lorraine
Oesterdalaelv,S,Dalarna
Southern Morava,MK,Macedonia
Rio Lerma,MEX,Michoacan
White Drin,AL,Albania
Save,HR,Croatia
Mekong,TJ,Tibet
Cuango,ANG,Malanje
Oder,PL,Legnickie
Irtysch,KAZ,Semey
Dnjestr,UA,Khmelnytska
Rhein,D,Baden Wurttemberg
Thames,GB,Wiltshire
Zambezi,MOC,Tete
Oder,D,Brandenburg
Zambezi,MOC,Zambezia
Tigris,TR,Sirnak
Weichsel,PL,Lubelskie
Limpopo,MOC,Gaza
Marne,F,Ile de France
Hwangho,TJ,Shandong
Donau,RO,Mehedinti
Raab,H,Veszprem
Irtysch,KAZ,Pavlodar
White Nile,SUD,al Khartum
Missouri,USA,Missouri
Volga,R,Penzenskaya oblast
Ebro,E,Rioja
Marne,F,Champagne Ardenne
Luapula,ZRE,Shaba/Katanga
Dnjestr,UA,Ivano Frankivska
Chire,MOC,Tete
Guadiana,E,Estremadura
Ganges,IND,Bihar
Tiber,I,Umbria
Thames,GB,Essex
Aare,CH,AG
Po,I,Veneto
Parana,BR,Goias
Orinoco,YV,Delta Amacuro
Jangtse,TJ,Hunan
Tennessee,USA,Tennessee
Schari,TCH,Chad
Luvua,ZRE,Shaba/Katanga
Ganges,BD,Bangladesh
Syrdarja,UZB,Toshkent
Cuilo,ZRE,Bandundu
Columbia River,USA,Oregon
Shabelle,ETH,Ethiopia
Rhone,F,Rhone Alpes
Theiss,H,Szeged (munic.)
Irtysch,R,Tyumenskaya oblast
Lena,R,Irkutskaya oblast
Theiss,UA,Zakarpatska
Lulua,ZRE,Kasai Occidental
Maas,NL,Noord Brabant
Donau,H,Tolna
Connecticut River,USA,New Hampshire
Lagen,N,Hedmark
Rhein,NL,Gelderland
Saluen,MYA,Kayin
Saluen,TJ,Tibet
Maas,F,Lorraine
Rio Madeira,BR,Amazonas
Irawaddy,MYA,Ayeyarwady
Rio Grande,MEX,Nuevo Leon
Euphrat,TR,Sanliurfa
Luapula,Z,Luapula
March,SK,Slovakia
Mekong,VN,Vietnam
Southern Morava,SRB,Serbia
