city,province,country,island
Plymouth,Devon,GB,Great Britain
Ambon,Indonesia,RI,Ambon
Swansea,Swansea,GB,Great Britain
Chungho,Taiwan,RC,Taiwan
Tokushima,Tokushima,J,Shikoku
Hafnarfjoerdur,Iceland,IS,Iceland
Longyearbyen,Svalbard,SVAX,Svalbard
Stanley,Falkland Islands,FALK,East Falkland
Epping Forest,Essex,GB,Great Britain
Changhua,Taiwan,RC,Taiwan
Bandar Seri Begawan,Brunei,BRU,Borneo
Oxford,Oxfordshire,GB,Great Britain
Kumamoto,Kumamoto,J,Kyushu
Ebbw Vale,Blaenau Gwent,GB,Great Britain
Kawasaki,Kanagawa,J,Honshu
Yuzhno Sakhalinsk,Sakhalinskaya oblast,R,Sachalin
Road Town,British Virgin Islands,BVIR,Tortola
Sanchuung,Taiwan,RC,Taiwan
Birmingham,West Midlands,GB,Great Britain
Portsmouth,Hampshire,GB,Great Britain
Cambridge,Cambridgeshire,GB,Great Britain
Aylesbury,Buckinghamshire,GB,Great Britain
Ipswich,Suffolk,GB,Great Britain
Stockton on Tees,Cleveland,GB,Great Britain
Scarborough,North Yorkshire,GB,Great Britain
Camaguey,Camaguey,C,Cuba
Flying Fish Cove,Christmas Island,XMAS,Christmas Island
Medan,Indonesia,RI,Sumatra
Nueva Gerona,Isla de la Juventud,C,Cuba
Papeete,French Polynesia,FPOL,Tahiti
Iraklion,Kriti,GR,Kreta
Chiba,Chiba,J,Honshu
Eastleigh,Hampshire,GB,Great Britain
Castries,Saint Lucia,WL,Saint Lucia
Batam,Indonesia,RI,Batam
Tebing Tinggi,Indonesia,RI,Sumatra
Dorchester,Dorset,GB,Great Britain
Taunton,Somerset,GB,Great Britain
Preston,Lancashire,GB,Great Britain
Hsinchu,Taiwan,RC,Taiwan
Norwich,Norfolk,GB,Great Britain
Tamatave,Toamasina,RM,Madagaskar
Palembang,Indonesia,RI,Sumatra
Odense,Denmark,DK,Fuenen
Hsintien,Taiwan,RC,Taiwan
Poole,Dorset,GB,Great Britain
Wakefield,West Yorkshire,GB,Great Britain
Osaka,Osaka,J,Honshu
Sibu,Sarawak,MAL,Borneo
Shizuoka,Shizuoka,J,Honshu
Surabaya,Indonesia,RI,Java
Swale,Kent,GB,Great Britain
Sefton,Merseyside,GB,Great Britain
Southend on Sea,Essex,GB,Great Britain
Yamaguchi,Yamaguchi,J,Honshu
Koror,Palau,PAL,Koror
Newark on Trent,Nottinghamshire,GB,Great Britain
Sancti Spiritus,Sancti Spiritus,C,Cuba
Aberdeen,Grampian,GB,Great Britain
Toliara,Toliara,RM,Madagaskar
Melekeok,Palau,PAL,Babelthuap
Roseau,Dominica,WD,Dominica
Nagoya,Aichi,J,Honshu
Edinburgh,Lothian,GB,Great Britain
Ruthin,Denbighshire,GB,Great Britain
Urawa,Saitama,J,Honshu
Samarinda,Indonesia,RI,Borneo
Luton,Bedfordshire,GB,Great Britain
Cardiff,Cardiff,GB,Great Britain
Sassari,Sardegna,I,Sardegna
Panchiao,Taiwan,RC,Taiwan
Cebu,Philippines,RP,Cebu
Manama,Bahrain,BRN,Bahrain
Kalookan,Philippines,RP,Luzon
Carmarthen,Carmarthenshire,GB,Great Britain
Fort-de-France,Martinique,MART,Martinique
Leeds,West Yorkshire,GB,Great Britain
Stirling,Central,GB,Great Britain
Chelmsford,Essex,GB,Great Britain
Mold,Flintshire,GB,Great Britain
Horsham,West Sussex,GB,Great Britain
Reykjavik,Iceland,IS,Iceland
Rochester upon Medway,Kent,GB,Great Britain
Kyoto,Kyoto,J,Honshu
The Valley,Anguilla,AXA,Anguilla
Saint Peter Port,Guernsey,GBG,Guernsey
Llandrindod Wells,Powys,GB,Great Britain
Saint-Pierre,Saint Pierre and Miquelon,SPMI,Saint Pierre
Matsuyama,Ehime,J,Shikoku
Brighton,East Sussex,GB,Great Britain
Chester,Cheshire,GB,Great Britain
Nukualofa,Tonga,TO,Tongatapu
Reigate,Surrey,GB,Great Britain
Chichester,West Sussex,GB,Great Britain
Llangefni,Anglesey,GB,Anglesey
Pingtung,Taiwan,RC,Taiwan
Akureyri,Iceland,IS,Iceland
Plymouth,Montserrat,MNTS,Montserrat
Pinar del Rio,Pinar del Rio,C,Cuba
Majunga,Mahajanga,RM,Madagaskar
Manado,Indonesia,RI,Sulawesi
Valletta,Malta,M,Malta
Blackburn,Lancashire,GB,Great Britain
Copenhagen,Denmark,DK,Seeland
Auckland,New Zealand,NZ,Te Ika-a-Maui (North Island)
Bridgend,Bridgend,GB,Great Britain
Tawai,Sabah,MAL,Borneo
Hertford,Hertfordshire,GB,Great Britain
Yungho,Taiwan,RC,Taiwan
Dundee,Tayside,GB,Great Britain
Bracknell,Berkshire,GB,Great Britain
Praia,Cape Verde,CV,Santiago
Gifu,Gifu,J,Honshu
Milton Keynes,Buckinghamshire,GB,Great Britain
Bolton,Greater Manchester,GB,Great Britain
Inverness,Highland,GB,Great Britain
Port-au-Prince,Haiti,RH,Hispaniola
Kings Lynn,Norfolk,GB,Great Britain
Antsiranana,Antsiranana,RM,Madagaskar
Oita,Oita,J,Kyushu
Kobe,Hyogo,J,Honshu
Salisbury,Wiltshire,GB,Great Britain
Tottori,Tottori,J,Honshu
Gateshead,Tyne and Wear,GB,Great Britain
Kirklees,West Yorkshire,GB,Great Britain
Ponta Delgada,Azores,P,Sao Miguel
Lincoln,Lincolnshire,GB,Great Britain
Fukushima,Fukushima,J,Honshu
Tsu,Mie,J,Honshu
Crewe,Cheshire,GB,Great Britain
Jamestown,Saint Helena,HELX,Saint Helena
Colchester,Essex,GB,Great Britain
Taoyuan,Taiwan,RC,Taiwan
Naha,Okinawa,J,Okinawa
Majuro,Marshall Islands,MH,Majuro
Kanazawa,Ishikawa,J,Honshu
Bogor,Indonesia,RI,Java
West Island,Cocos Islands,COCO,Pulau Panjang
Hsinchuang,Taiwan,RC,Taiwan
Victoria,British Columbia,CDN,Vancouver Island
Taipei,Taiwan,RC,Taiwan
Banda Aceh,Indonesia,RI,Sumatra
Toyama,Toyama,J,Honshu
Agana,Guam,GUAM,Guam
Christchurch,New Zealand,NZ,Te Waka-a-Maui (South Island)
Kediri,Indonesia,RI,Java
Warrington,Cheshire,GB,Great Britain
Nuuk,Greenland,GROX,Greenland
Port Talbot,Neath and Port Talbot,GB,Great Britain
