river,country,province
Swir,R,Leningradskaya oblast
Enns,A,Upper Austria
Arkansas,USA,Arkansas
Niagara River,CDN,Ontario
Riviere Richelieu,CDN,Quebec
Asahan,RI,Indonesia
Etsch,I,Veneto
Pjandsh,TAD,Khatlon
Shabelle,SP,Somalia
Rio Sao Francisco,BR,Alagoas
Lech,D,Bayern
Darling River,AUS,New South Wales
Tocantins,BR,Para
Connecticut River,USA,Connecticut
Amudarja,UZB,Qaraqalpoghiston
Vaal,RSA,Northern Cape
Colorado,MEX,Baja California
Ammer,D,Bayern
Limpopo,MOC,Gaza
Ural,KAZ,Atyrau
Tiber,I,Lazio
Isere,F,Rhone Alpes
Rio Grande,USA,Texas
Enns,A,Salzburg
March,A,Lower Austria
Busira,ZRE,Equateur
Rio Magdalena,CO,Atlantico
Chatanga,R,Krasnoyarskiy kray
Maas,NL,Zuid Holland
Lagen,N,Akershus
Merrimack River,USA,Massachusetts
Yukon River,USA,Alaska
Dnjestr,UA,Odeska
