year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1993,NHL,DAL,9,5,4,0,27,28,149,4,10,49,1,7,41,0
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1998,NHL,PHO,7,3,4,0,16,19,95,0,5,41,0,9,33,0
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
2009,NHL,PHI,23,14,9,0,76,61,253,10,23,105,2,14,95,1
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1956,NHL,BOS,10,5,5,0,21,29,127,,,,,,,
1971,NHL,PIT,4,0,4,0,8,14,71,,1,,1,0,,1
2002,NHL,NYI,5,1,4,0,7,13,108,0,3,31,0,4,30,0
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1985,NHL,CAL,22,12,10,0,81,69,805,2,25,109,5,15,103,5
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
2008,NHL,AND,13,7,6,0,35,32,220,6,13,50,0,11,55,0
2011,NHL,WAS,14,7,7,0,29,30,122,2,7,39,0,6,48,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
1934,NHL,NYR,4,1,1,2,10,10,27,,,,,,,
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
2007,NHL,PHI,17,9,8,0,52,54,232,4,15,67,2,18,75,2
1985,NHL,HAR,10,6,4,0,29,23,260,4,7,39,3,9,41,1
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
1992,NHL,DET,7,3,4,0,30,24,163,2,10,30,0,4,34,4
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
2009,NHL,OTT,6,2,4,0,19,24,123,6,7,22,1,7,28,0
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
1944,NHL,MTL,6,2,4,0,21,15,45,,,,,,,
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
