coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
crawfma01c,1996,COL,NHL,1,,82,49,24,9,17,10,7,0
irvindi01c,1941,MTL,NHL,1,,48,18,27,3,3,1,2,0
anderji01c,1974,WAS,NHL,1,,54,4,45,5,,,,
nykolmi01c,1982,TOR,NHL,1,,80,28,40,12,4,1,3,0
patrifr01c,1935,BOS,NHL,1,,48,22,20,6,2,1,1,0
arboual01c,1973,NYI,NHL,1,,78,19,41,18,,,,
trembma02c,1996,MTL,NHL,1,,82,31,36,15,5,1,4,0
neilsro01c,1983,VAN,NHL,1,,48,17,26,5,,,,
demerja01c,1993,MTL,NHL,1,,84,41,29,14,7,3,4,0
pleaula01c,1982,HAR,NHL,2,,18,4,13,1,,,,
patrile01c,1935,NYR,NHL,1,,48,19,17,12,,,,
martija02c,2001,OTT,NHL,1,,80,38,33,9,,,,
suttebr01c,1991,STL,NHL,1,,80,36,33,11,6,2,4,0
guidobe01c,1975,KCS,NHL,1,,45,11,30,4,,,,
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
martija02c,2011,MTL,NHL,1,,32,13,12,7,,,,
iversem01c,1932,CHI,NHL,2,,21,8,7,6,,,,
clancki01c,1937,MTM,NHL,1,,18,6,11,1,,,,
mauripa01c,1999,CAR,NHL,1,,82,37,35,10,,,,
patrily01c,1953,BOS,NHL,1,,70,32,28,10,4,0,4,0
lalonne01c,1918,MTL,NHL,1,,18,10,8,0,10,6,3,1
sutteda01c,1993,CHI,NHL,1,,84,39,36,9,6,2,4,0
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
reaybi01c,1965,CHI,NHL,1,,70,37,25,8,6,2,4,0
talboje01c,1972,STL,NHL,2,,65,30,28,7,5,1,4,0
mcvieto01c,1977,WAS,NHL,1,,80,17,49,14,,,,
mckenke01c,1924,EDE,WCHL,1,,28,14,13,1,,,,
leyri01c,1995,VAN,NHL,1,,76,29,32,15,,,,
goodfeb01c,1951,CHI,NHL,1,,70,17,44,9,,,,
bowmasc01c,1978,MTL,NHL,1,,80,52,17,11,16,12,4,0
lepinpi01c,1939,MTL,NHL,1,,48,10,33,5,,,,
patrily01c,1951,BOS,NHL,1,,70,25,29,16,7,3,4,0
chambda01c,1990,QUE,NHL,1,,80,16,50,14,,,,
campbco01c,1994,NYR,NHL,1,,48,22,23,3,10,4,6,0
gardihe01c,1924,CAT,WCHL,1,,28,17,11,0,2,0,1,1
quinnmi01c,1916,QU1,NHA,1,,20,10,10,0,,,,
johnsma01c,1981,COR,NHL,2,,56,15,32,9,,,,
