playerid,year,stint,tmid,w,l,sa,ga
quickjo01,2009,1,LAK,8,6,51,17
luongro01,2010,1,VAN,3,5,26,12
conklty01,2008,1,DET,2,2,13,4
bironma01,2006,2,PHI,0,1,3,2
sanfocu01,2007,1,VAN,0,1,4,2
thomati01,2008,1,BOS,4,4,28,9
grahajo01,2005,1,TBL,4,1,16,4
andercr01,2010,1,COL,1,0,3,0
rinnepe01,2011,1,NAS,4,5,30,9
toskave01,2007,1,TOR,2,3,15,6
bernijo01,2010,1,LAK,0,2,5,3
turcoma01,2006,1,DAL,8,4,46,11
gigueje01,2011,1,COL,1,2,7,5
clemmsc01,2010,1,FLO,2,6,23,12
bishobe01,2011,1,OTT,0,2,6,3
enrotjh01,2011,1,BUF,2,3,22,8
gerbema01,2007,1,OTT,2,2,16,5
eschero01,2006,1,PHI,0,1,2,2
elliobr01,2009,1,OTT,2,4,21,7
hasekdo01,2007,1,DET,3,2,12,3
