season,daynum,wteam,wscore,lteam,lscore,wloc,numot
1990,40,1234,87,1314,74,H,0
1991,38,1428,95,1332,81,H,0
2003,130,1358,69,1372,66,H,1
1985,53,1390,67,1258,59,H,0
2006,108,1434,70,1152,64,H,0
1995,103,1428,92,1161,57,H,0
2005,63,1209,76,1416,63,H,0
1986,96,1447,85,1265,81,A,0
2013,125,1438,61,1268,58,H,1
1988,94,1172,76,1441,74,A,0
2008,96,1172,81,1158,56,H,0
2013,96,1463,69,1343,65,A,0
1986,80,1149,77,1144,61,A,0
1997,129,1238,82,1380,77,N,0
1989,82,1243,80,1304,68,A,0
2006,107,1317,84,1410,45,H,0
1995,68,1383,98,1447,87,H,0
1994,68,1307,80,1102,54,A,0
1995,100,1298,78,1221,52,H,0
1992,65,1173,60,1266,57,H,0
1994,115,1353,89,1221,65,H,0
1998,94,1453,75,1156,63,H,0
2005,58,1382,80,1108,66,N,0
2005,50,1154,65,1441,60,H,0
1990,25,1418,94,1279,83,N,0
1999,107,1266,62,1153,58,H,0
2013,56,1240,64,1404,54,A,0
2006,30,1245,77,1464,69,A,0
2008,61,1340,80,1319,66,H,0
2014,5,1440,71,1102,63,H,0
1995,108,1454,74,1260,56,H,0
2011,69,1396,57,1387,53,H,0
1997,110,1122,86,1398,74,H,0
2009,103,1106,87,1105,43,H,0
1988,96,1243,65,1304,63,H,0
2014,10,1125,96,1232,95,H,0
2003,40,1330,82,1271,62,H,0
2009,122,1390,74,1113,64,A,0
1994,117,1453,80,1460,46,H,0
1987,105,1423,80,1456,58,A,0
1997,43,1119,75,1463,72,H,0
2007,15,1199,59,1374,52,H,0
2006,68,1322,81,1419,68,A,0
2000,129,1181,94,1155,63,N,0
1997,103,1142,72,1225,51,H,0
1996,115,1170,82,1381,70,H,0
2005,72,1155,56,1199,54,A,0
2011,86,1131,71,1127,66,H,0
2008,93,1107,80,1306,59,H,0
1988,70,1437,80,1393,78,H,0
1988,86,1206,86,1110,85,H,0
2005,33,1393,68,1159,55,H,0
1987,91,1103,96,1292,78,H,0
1993,100,1293,100,1404,74,A,0
2011,107,1397,73,1376,67,H,0
1992,29,1113,69,1226,59,H,0
1994,110,1102,91,1428,89,H,0
1993,124,1256,63,1239,62,N,0
1992,105,1222,105,1147,81,A,0
1994,105,1398,95,1184,91,A,0
2003,106,1444,67,1405,64,H,0
1985,86,1405,68,1141,67,H,0
1986,82,1243,77,1160,69,A,0
2005,96,1107,81,1306,68,H,0
1985,65,1267,90,1175,62,H,0
1990,88,1389,66,1119,59,A,0
2004,124,1354,78,1299,56,H,0
2001,25,1333,60,1111,37,N,0
2004,99,1183,89,1369,85,A,0
2006,82,1261,68,1104,57,H,0
2005,82,1283,87,1179,76,A,0
1999,39,1266,68,1165,51,H,0
1994,26,1206,129,1407,119,H,0
1989,47,1434,71,1323,68,H,0
2014,123,1232,75,1260,62,N,0
1991,37,1238,71,1114,66,H,0
1999,51,1261,84,1341,62,H,0
2014,110,1372,70,1322,68,H,0
1999,33,1173,81,1266,49,H,0
2010,73,1363,76,1129,74,H,0
1996,96,1135,73,1217,70,H,0
1993,33,1451,61,1183,51,N,0
1997,50,1155,58,1376,39,A,0
1993,125,1241,70,1110,61,N,0
2003,96,1360,78,1365,66,A,0
2000,19,1177,105,1224,61,H,0
2002,72,1220,77,1433,62,H,0
2014,17,1269,96,1304,90,N,0
2000,129,1385,75,1437,70,H,0
2001,65,1326,73,1321,56,H,0
1997,36,1335,80,1406,74,H,0
2003,77,1254,76,1420,64,A,0
2009,29,1278,66,1438,56,H,0
1994,124,1285,70,1286,55,H,0
2007,76,1200,71,1182,59,A,0
1997,82,1307,69,1349,61,A,0
1994,25,1277,83,1334,64,N,0
2004,113,1277,72,1276,69,A,0
1999,82,1266,60,1387,51,H,0
1989,58,1179,94,1227,89,H,0
2006,70,1163,70,1153,59,H,0
2007,12,1361,74,1388,73,A,0
2012,82,1313,80,1214,75,A,0
2006,130,1143,91,1332,87,N,2
2014,69,1453,93,1454,86,A,1
2006,77,1360,75,1365,69,H,0
1996,96,1368,78,1273,62,A,0
2013,45,1272,62,1252,56,H,0
2011,75,1187,76,1408,67,H,0
2013,33,1326,89,1253,55,H,0
2001,103,1106,71,1105,63,H,2
2014,82,1461,64,1305,62,H,1
1999,110,1464,61,1434,60,H,0
1993,63,1317,79,1419,77,H,0
1999,55,1181,88,1299,53,H,0
1989,85,1177,85,1133,82,A,0
1996,106,1221,81,1119,69,A,0
1992,82,1419,80,1358,63,A,0
2014,45,1388,59,1110,44,H,0
2014,36,1303,93,1167,88,H,0
1986,61,1363,70,1225,67,N,0
1997,115,1161,66,1363,64,A,0
1986,40,1310,58,1159,36,H,0
1992,82,1330,80,1187,72,A,0
1989,93,1403,74,1124,66,A,0
1997,117,1277,71,1336,57,H,0
2007,19,1317,71,1349,69,A,0
1995,115,1460,83,1139,79,H,0
1987,68,1331,87,1106,78,H,0
2002,66,1427,75,1368,54,H,0
2008,82,1290,98,1411,66,A,0
2006,91,1354,56,1313,44,A,0
2000,18,1349,70,1298,64,H,1
1990,61,1117,71,1317,66,N,0
2011,14,1344,58,1463,55,H,0
2009,75,1360,70,1258,59,H,0
2013,66,1398,80,1404,48,H,0
1996,117,1194,88,1416,71,H,0
1990,64,1112,71,1143,70,H,0
2011,64,1323,73,1163,70,H,0
2001,97,1113,99,1332,72,A,0
2005,94,1334,71,1414,61,H,0
2004,122,1204,82,1459,69,N,0
2005,26,1423,57,1421,54,A,0
1997,35,1330,95,1398,85,H,0
2012,66,1107,89,1420,72,A,0
2011,86,1140,71,1361,58,H,0
1991,86,1122,85,1114,77,H,0
2000,59,1358,84,1402,79,H,2
2005,75,1402,71,1419,67,A,0
2013,53,1211,94,1124,87,H,0
1986,123,1423,75,1187,54,H,0
2006,124,1423,69,1174,56,N,0
2007,96,1233,69,1351,57,H,0
1990,89,1314,83,1155,60,H,0
2009,130,1305,77,1256,68,H,0
2006,75,1348,71,1382,66,A,0
1996,61,1116,86,1238,77,H,0
1997,29,1217,89,1248,68,A,0
1990,87,1114,84,1215,77,A,0
2002,93,1180,78,1456,61,H,0
2005,65,1412,83,1379,75,H,0
2013,125,1233,79,1310,73,N,0
2012,52,1112,100,1136,60,H,0
2003,18,1298,68,1416,56,H,0
2003,55,1181,85,1173,74,H,0
2001,30,1344,74,1198,55,H,0
2012,31,1418,78,1270,56,H,0
1989,65,1338,81,1393,76,A,0
2002,51,1338,62,1326,55,A,0
2001,70,1192,66,1384,54,H,0
2009,40,1328,70,1428,52,H,0
2001,84,1161,73,1428,65,H,0
2012,82,1243,66,1329,58,A,0
1999,68,1270,61,1402,54,H,0
1993,66,1349,83,1193,72,H,0
1997,96,1293,88,1404,69,H,0
2005,110,1206,78,1264,66,H,0
1997,54,1267,109,1421,82,H,0
2006,124,1253,93,1414,73,A,0
2010,94,1323,83,1153,65,H,0
1985,101,1270,70,1117,60,H,0
1996,117,1298,73,1250,59,H,0
2012,17,1269,79,1312,58,H,0
2013,15,1242,73,1387,59,N,0
2012,91,1164,87,1313,82,A,0
2007,75,1208,85,1435,73,H,0
1990,117,1384,58,1284,56,H,0
1994,28,1330,89,1197,51,H,0
2007,27,1163,86,1107,55,H,0
1989,57,1462,93,1310,70,H,0
2011,30,1180,62,1386,50,H,0
1989,43,1123,63,1434,56,A,0
1994,96,1461,60,1428,55,H,0
1990,70,1308,83,1424,82,H,0
1985,36,1192,61,1134,46,A,0
1999,123,1151,77,1190,65,N,0
1991,31,1456,73,1119,71,H,0
1992,49,1362,91,1201,82,H,0
2006,26,1133,68,1152,58,H,0
1985,49,1374,90,1144,70,H,0
1990,49,1104,63,1149,32,H,0
2009,82,1136,57,1254,55,H,0
2007,94,1373,61,1233,60,H,0
1987,124,1384,85,1284,59,H,0
1992,84,1398,78,1122,59,H,0
1995,37,1395,92,1256,82,H,0
1997,54,1130,92,1221,76,A,0
2010,128,1285,66,1451,65,A,0
1998,125,1362,85,1365,83,A,0
2012,90,1375,68,1407,66,H,0
2004,114,1280,84,1261,58,H,0
2007,101,1309,64,1317,62,A,0
1999,117,1429,63,1129,62,H,0
2005,33,1374,74,1402,57,H,0
2014,117,1228,53,1277,46,A,0
2002,82,1433,79,1330,77,A,1
2008,130,1401,63,1243,60,N,0
1987,103,1243,87,1235,75,A,0
1990,89,1320,89,1434,80,A,0
2008,15,1114,72,1147,64,H,0
2007,33,1124,89,1402,64,H,0
2012,52,1439,71,1185,50,H,0
2004,56,1181,88,1172,54,H,0
1988,33,1234,124,1414,88,H,0
1989,89,1267,83,1111,76,A,0
1990,64,1281,84,1122,48,H,0
1993,82,1463,60,1135,52,A,0
1990,47,1191,93,1293,69,H,0
2009,71,1185,84,1141,77,H,2
2014,86,1125,76,1287,73,A,0
2001,82,1409,87,1431,75,A,0
2010,13,1243,82,1442,50,H,0
1989,77,1256,70,1270,64,A,0
2010,72,1455,84,1232,73,A,0
1991,122,1106,104,1290,98,N,2
1999,117,1322,97,1372,70,H,0
1997,68,1442,84,1407,77,A,0
2006,124,1417,75,1390,54,A,0
2013,75,1234,70,1458,66,H,0
2007,96,1272,88,1374,52,H,0
2009,49,1266,68,1301,65,A,0
2005,35,1354,65,1164,56,A,0
2014,100,1457,76,1255,59,A,0
2012,75,1250,78,1159,56,A,0
1987,25,1272,70,1156,66,H,0
1989,25,1356,63,1405,51,N,0
2006,87,1220,82,1406,70,H,0
2010,80,1117,76,1198,61,A,0
2003,19,1209,76,1299,44,H,0
2005,59,1328,104,1197,45,H,0
1993,131,1123,79,1444,64,N,0
1999,35,1448,75,1440,61,A,0
2011,110,1256,51,1209,45,H,0
1997,101,1292,68,1122,65,H,0
2006,47,1180,54,1192,49,A,0
2009,55,1388,76,1288,60,H,0
2001,108,1286,98,1170,82,H,0
2013,103,1335,67,1171,57,A,0
2002,93,1172,72,1459,61,H,0
2011,21,1181,82,1266,77,N,0
2004,27,1150,92,1421,65,A,0
2011,25,1409,65,1390,53,N,0
1994,117,1112,75,1332,71,A,0
2010,86,1431,84,1408,71,H,0
2010,68,1131,84,1216,70,A,0
1987,35,1306,51,1130,49,H,0
1992,124,1437,76,1393,56,A,0
1985,100,1173,67,1177,63,A,0
2009,73,1291,80,1254,54,H,0
1995,96,1229,83,1455,82,A,0
1994,78,1345,83,1231,76,H,1
1986,63,1133,86,1448,72,N,0
1996,68,1427,81,1358,78,A,0
1993,110,1406,75,1421,60,A,0
2005,62,1356,51,1179,45,H,0
2003,31,1439,71,1440,66,H,0
2009,107,1421,81,1219,78,A,1
2003,21,1397,88,1440,56,H,0
2010,49,1429,79,1287,72,H,0
2003,40,1139,59,1275,42,A,0
1996,103,1364,65,1424,57,H,0
1999,114,1267,73,1138,63,A,0
2012,82,1335,84,1386,80,H,0
1991,80,1353,80,1203,75,A,0
1985,117,1113,65,1332,64,H,0
2010,24,1222,100,1328,93,N,0
2008,68,1110,71,1250,54,A,0
1996,86,1122,71,1287,65,A,0
2011,79,1130,70,1438,67,H,0
2011,18,1278,72,1314,67,N,0
1992,40,1277,91,1178,75,H,0
2008,66,1116,76,1120,70,A,0
2009,103,1376,75,1104,73,A,0
1997,50,1208,73,1187,60,H,0
2010,96,1253,65,1169,51,H,0
2008,26,1135,73,1413,57,H,0
1995,70,1273,77,1144,57,A,0
2009,124,1106,65,1212,58,A,0
2005,18,1233,73,1382,49,H,0
2010,80,1219,81,1251,53,H,0
1992,54,1201,74,1133,53,N,0
2006,103,1257,57,1378,54,H,0
1995,115,1332,73,1113,72,A,0
1997,35,1442,79,1183,78,A,0
2007,65,1102,81,1161,75,A,0
1994,59,1263,101,1416,97,N,0
1997,34,1448,80,1350,55,A,0
1994,16,1314,101,1443,87,H,0
2010,94,1331,71,1236,68,A,1
1986,89,1452,69,1269,61,A,0
2011,82,1444,82,1296,80,H,0
1999,78,1443,71,1198,66,A,0
2003,75,1201,61,1256,60,A,0
1993,29,1433,103,1306,68,H,0
1987,117,1307,62,1161,61,A,0
2013,31,1435,66,1462,64,A,1
1997,26,1456,69,1422,57,H,0
2007,26,1330,69,1350,52,H,0
2001,117,1365,77,1339,65,H,0
1999,40,1143,71,1348,64,H,0
1995,17,1308,86,1104,69,H,0
2012,49,1314,99,1311,49,H,0
2005,124,1168,72,1169,70,H,0
2005,40,1208,76,1333,74,N,1
1991,130,1242,82,1160,76,N,0
2002,104,1438,85,1155,71,H,0
2012,112,1366,67,1126,44,H,0
1994,101,1145,75,1193,63,H,0
2001,82,1159,86,1250,79,H,0
2002,72,1234,70,1321,60,H,0
2014,55,1390,79,1142,62,H,0
2003,40,1124,65,1286,56,H,0
2012,99,1329,69,1235,67,H,0
2004,23,1133,83,1274,82,N,0
2007,19,1180,59,1436,46,A,0
1986,75,1210,68,1268,67,H,0
1987,40,1135,81,1271,59,N,0
1998,89,1337,70,1258,67,A,0
1995,25,1132,72,1339,67,N,0
2010,116,1165,50,1343,47,H,0
1993,119,1308,90,1424,88,H,0
2004,33,1112,68,1387,67,A,0
2014,124,1171,69,1463,61,A,0
2003,63,1341,88,1380,86,A,0
2013,4,1208,68,1239,62,H,0
1996,88,1286,89,1226,65,A,0
2014,89,1239,95,1297,77,H,0
2005,77,1159,69,1171,61,A,0
2001,86,1444,90,1138,72,H,0
1996,28,1376,92,1354,70,H,0
1997,105,1407,91,1152,74,A,0
1989,98,1373,109,1159,54,H,0
1987,70,1292,114,1399,79,A,0
1998,18,1345,119,1254,95,H,0
2013,23,1426,72,1317,59,A,0
2006,80,1156,87,1227,83,A,0
1998,61,1461,84,1311,69,N,0
2012,109,1463,70,1171,61,A,0
2004,124,1338,59,1437,45,H,0
2008,18,1375,77,1360,55,N,0
2014,75,1409,69,1267,52,A,0
2006,77,1335,105,1248,73,H,0
2009,89,1401,76,1329,64,H,0
2005,79,1408,76,1412,73,H,1
2000,40,1274,97,1216,61,H,0
2003,33,1464,63,1138,48,H,0
2000,57,1278,66,1208,65,A,0
2013,24,1375,77,1194,66,A,0
1987,115,1223,63,1204,54,H,0
1993,82,1117,79,1249,74,A,0
1998,115,1172,68,1111,58,H,0
2001,23,1279,71,1358,65,H,0
1996,89,1228,74,1321,62,A,0
1992,82,1140,79,1161,74,A,0
1991,82,1288,90,1126,84,H,0
2014,94,1153,63,1163,58,H,0
2002,125,1114,71,1309,67,A,0
2011,61,1393,70,1323,58,H,0
1988,80,1151,77,1154,63,A,0
1993,107,1349,84,1124,77,H,0
2006,58,1374,76,1217,55,H,0
1995,52,1227,89,1204,73,H,0
2005,96,1157,75,1440,70,H,0
2002,23,1130,80,1306,77,H,0
1995,124,1361,78,1161,58,H,0
1987,57,1207,94,1197,65,H,0
2012,112,1380,55,1106,53,A,0
2004,107,1228,65,1458,57,H,0
1996,54,1130,106,1216,67,H,0
2011,41,1379,80,1143,78,A,0
1995,37,1250,67,1220,66,H,0
2002,36,1201,75,1362,65,H,0
1995,61,1133,84,1320,63,N,0
1989,80,1140,89,1102,88,A,0
2012,117,1175,63,1224,46,H,0
2013,122,1139,73,1269,62,A,0
2003,96,1260,71,1460,69,A,0
2001,98,1392,72,1259,54,H,0
1995,105,1122,76,1287,72,H,0
2006,18,1268,111,1192,85,H,0
1996,101,1368,91,1209,86,H,0
1991,54,1257,85,1206,80,A,0
1995,102,1135,66,1217,62,A,0
2007,122,1440,91,1219,81,N,0
2003,95,1135,91,1217,86,H,0
2005,47,1181,78,1328,67,N,0
1989,112,1181,91,1210,66,H,0
1991,124,1452,93,1382,86,N,0
1985,62,1281,81,1314,76,N,0
2011,89,1143,85,1332,77,H,0
1998,89,1283,61,1320,59,A,0
1996,97,1242,72,1243,62,H,0
1990,82,1406,68,1248,65,H,0
1988,110,1453,62,1320,50,A,0
2010,14,1323,95,1384,72,H,0
1992,47,1375,107,1120,87,N,0
1990,40,1117,92,1408,80,H,0
2008,40,1113,77,1462,55,H,0
1992,73,1319,80,1186,71,H,0
2008,89,1157,85,1149,78,H,1
1996,77,1122,82,1369,69,H,0
1996,131,1336,86,1326,70,H,0
1998,103,1351,93,1259,72,H,0
2010,70,1293,75,1183,59,H,0
1994,33,1279,98,1249,70,H,0
1997,82,1311,83,1419,76,H,0
1988,114,1174,71,1248,66,H,0
1993,84,1232,74,1133,70,A,0
1998,89,1192,90,1291,77,A,0
2008,7,1199,92,1204,67,H,0
2010,110,1281,74,1304,59,A,0
2002,60,1227,79,1220,71,N,0
2005,79,1313,74,1271,56,H,0
2009,118,1317,73,1176,59,A,0
1985,82,1121,69,1144,63,A,0
1989,101,1333,89,1113,83,H,0
1994,85,1344,96,1393,82,H,0
1997,120,1338,77,1163,74,A,0
1991,80,1400,90,1222,84,H,0
2008,129,1278,55,1321,52,N,0
1985,66,1450,86,1143,67,H,0
1991,30,1249,95,1363,67,H,0
2010,118,1413,66,1415,43,H,0
2014,120,1185,72,1123,58,H,0
1996,37,1422,80,1111,64,H,0
1994,23,1345,74,1453,69,N,0
2013,18,1308,79,1418,57,H,0
1995,65,1395,91,1193,82,H,0
2000,18,1371,91,1346,55,H,0
2002,51,1359,59,1416,58,H,0
2011,130,1377,72,1430,70,A,0
2000,89,1190,75,1440,64,A,0
2014,61,1150,88,1299,72,H,0
1986,107,1314,79,1155,64,A,0
2002,72,1119,69,1250,62,H,0
1995,98,1356,66,1320,65,A,0
2009,33,1179,89,1300,46,H,0
1997,73,1266,75,1177,50,H,0
2005,61,1403,97,1362,53,H,0
1994,119,1391,74,1368,71,H,0
2003,96,1264,79,1145,65,H,0
2003,113,1267,80,1245,67,H,0
1997,64,1193,78,1381,51,A,0
1990,33,1191,85,1351,58,H,0
1998,41,1163,59,1353,44,A,0
1993,116,1217,77,1135,74,A,0
1995,77,1280,98,1322,58,H,0
2014,131,1246,70,1208,58,N,0
2004,75,1211,75,1388,61,H,0
2009,50,1227,65,1405,55,A,0
1991,75,1139,76,1178,62,A,0
1997,68,1330,76,1350,69,A,0
1996,129,1120,68,1435,65,N,0
1985,30,1330,56,1440,50,H,0
1997,124,1197,66,1126,58,H,0
1991,45,1232,73,1302,48,H,0
2014,75,1211,82,1258,72,A,0
2003,59,1458,80,1396,67,A,0
2010,131,1278,69,1345,42,N,0
1994,27,1269,84,1328,83,A,0
2013,103,1396,83,1269,82,A,0
2001,93,1251,65,1219,61,A,0
1994,82,1416,96,1391,91,A,0
1987,80,1276,74,1277,70,H,0
2012,121,1307,86,1102,56,H,0
1997,91,1133,74,1455,57,H,0
1988,86,1243,68,1160,60,A,0
2007,68,1111,77,1151,63,A,0
2009,15,1360,65,1305,51,H,0
2009,122,1440,78,1251,58,N,0
2004,57,1202,92,1252,56,H,0
1998,97,1159,80,1137,75,H,0
1987,35,1329,86,1124,79,H,0
2005,82,1458,72,1276,61,A,0
2012,117,1190,84,1195,71,H,0
2009,35,1325,62,1232,50,N,0
1989,75,1320,105,1183,98,A,0
1988,89,1330,73,1239,64,H,0
2009,40,1364,81,1258,61,H,0
2011,18,1227,57,1405,51,A,0
2003,96,1292,80,1176,68,A,0
1994,58,1158,82,1104,60,H,0
2005,96,1156,69,1178,62,H,0
2012,86,1322,74,1249,62,H,0
2004,129,1225,66,1415,58,N,0
2001,47,1207,123,1224,90,H,0
1992,26,1359,51,1102,44,H,0
2003,80,1178,57,1464,49,A,0
2003,67,1264,88,1310,71,H,0
1988,117,1157,74,1144,60,A,0
1996,69,1257,81,1177,71,A,0
2012,72,1394,50,1427,49,A,0
1992,103,1326,67,1458,63,A,0
1989,68,1110,70,1206,68,H,0
2012,87,1192,66,1136,63,A,0
2014,101,1257,82,1396,58,A,0
2010,26,1171,68,1216,56,H,0
2003,110,1260,77,1156,72,A,0
2000,95,1310,65,1259,60,A,0
2001,26,1290,76,1179,74,H,0
2011,67,1193,59,1265,44,A,0
2013,95,1252,76,1297,58,H,0
2007,75,1422,67,1151,57,H,0
2010,72,1229,70,1191,56,H,0
1996,130,1396,64,1348,52,H,0
2009,115,1404,74,1184,55,H,0
2014,61,1308,84,1213,62,A,0
2001,37,1185,67,1237,64,H,0
2010,103,1225,68,1201,59,A,0
2010,110,1255,68,1366,54,H,0
2013,89,1362,86,1337,78,A,0
1986,120,1323,70,1177,59,H,0
1998,80,1428,65,1161,51,H,0
2001,93,1378,73,1257,67,H,0
1999,40,1385,74,1130,55,A,0
1990,128,1177,69,1296,51,H,0
1994,112,1175,92,1197,87,A,0
1998,78,1182,89,1200,79,H,0
2004,116,1284,87,1383,82,H,0
1995,72,1191,79,1232,66,A,0
1987,40,1334,82,1388,68,H,0
1986,87,1310,65,1306,59,H,0
2008,103,1246,67,1261,63,A,0
2008,54,1243,101,1447,59,H,0
2014,14,1198,75,1391,66,H,0
2012,34,1293,75,1173,58,H,0
1988,82,1387,50,1139,40,H,0
2013,33,1287,71,1232,63,H,0
1991,61,1454,95,1282,88,H,0
2005,105,1204,115,1154,81,H,0
2010,82,1142,73,1169,72,H,0
1987,108,1260,103,1178,75,A,0
1995,103,1145,63,1259,55,A,0
1986,124,1220,77,1351,68,N,0
2000,41,1301,80,1421,58,H,0
2003,47,1163,117,1421,67,H,0
1991,40,1141,112,1460,85,H,0
1990,96,1284,73,1447,70,A,0
2013,79,1387,73,1182,64,A,0
1996,33,1326,75,1156,52,H,0
1996,95,1263,75,1220,57,H,0
2002,82,1206,64,1406,52,A,0
2008,111,1323,94,1393,87,H,0
1996,96,1163,77,1385,63,A,0
1987,105,1350,62,1187,60,H,0
1988,128,1192,90,1284,75,H,0
2002,76,1233,68,1259,63,A,0
1993,73,1247,80,1178,73,H,0
1988,96,1329,80,1235,78,A,0
2004,119,1402,61,1311,37,A,0
1986,71,1375,63,1433,62,H,0
2009,79,1439,78,1448,71,A,0
2007,71,1283,106,1191,54,H,0
1992,40,1243,99,1106,81,H,0
2002,123,1293,89,1287,75,N,0
2002,33,1275,67,1460,61,H,0
2009,103,1290,89,1108,71,H,0
2006,129,1305,68,1225,55,H,0
2011,82,1377,89,1430,85,H,0
2002,19,1148,66,1135,60,H,0
2001,47,1451,88,1129,80,H,1
2000,92,1277,82,1276,62,A,0
1992,32,1391,91,1421,88,H,0
2008,80,1442,65,1236,50,H,0
2002,28,1224,99,1169,65,H,0
2002,99,1123,86,1296,81,A,0
2008,20,1275,67,1280,60,N,0
1990,87,1296,51,1227,50,H,0
2002,74,1135,72,1165,59,H,0
2011,91,1411,73,1106,59,H,0
1997,76,1283,87,1179,82,A,0
2002,82,1341,76,1115,63,H,0
