season,seed,team
1989,W05,1301
2002,Y09,1150
2003,Z02,1242
2005,Z09,1235
1989,X06,1333
1993,Z02,1112
1986,X12,1449
2004,X15,1436
2001,Z09,1201
2002,W05,1266
1990,W03,1181
2006,Z11,1206
2013,Y02,1181
1999,X15,1117
1988,W07,1374
1992,Z05,1104
1989,Z05,1438
1993,Z12,1203
1988,X16,1192
2000,W03,1329
2012,W11,1400
2004,Y16,1251
2005,W12,1203
2006,Y10,1320
2001,Z07,1336
2003,Z06,1166
1996,Y10,1328
1990,Z13,1225
2002,Z12,1281
2002,X07,1448
2011,Y14,1459
2011,W06,1462
1991,Z12,1453
1994,Y10,1268
1992,Z15,1204
1996,X08,1453
1997,Z14,1388
2003,X11,1423
1985,X16,1380
1992,Z02,1329
1992,Y07,1210
2007,Y06,1323
1996,X11,1409
2005,Y12,1330
2012,Z12,1253
2007,X03,1401
2008,Z14,1208
1998,Z14,1172
2004,W13,1190
1995,Y01,1242
2001,Z10,1344
2006,Z05,1449
2009,W09,1397
2003,W11,1335
1991,X15,1157
2000,Y09,1387
2007,X14,1335
2013,Y09,1281
2000,Z13,1369
1993,W07,1308
2003,X03,1462
2005,Y08,1390
1988,W14,1299
1998,X10,1452
1998,Y13,1434
1996,X14,1339
1989,Z07,1417
1986,Y07,1439
1991,Y08,1210
2008,Z09,1401
2010,X13,1373
1997,W16,1193
2009,W10,1278
2010,Z03,1338
1990,X07,1208
1985,Y07,1412
2001,X01,1390
1998,X11,1304
2009,Y08,1326
1988,X10,1429
2009,Z05,1345
2013,X14,1322
1986,Z03,1314
1998,X02,1153
2014,Y04,1257
2007,W02,1207
2000,Z16,1238
1988,Y05,1257
2013,Y16a,1251
1990,X15,1419
2009,W08,1329
2012,Y13,1308
1996,W06,1314
1995,W08,1278
1989,X02,1231
2010,Y01,1242
1992,X11,1378
2009,Z10,1268
1990,W15,1352
1996,X06,1257
1985,Z07,1323
2014,Y02,1276
2004,Z05,1344
1991,Z16,1285
2008,W13,1457
2000,W07,1332
1997,Y03,1153
1989,Y06,1210
1997,W03,1307
1993,X10,1374
1994,W07,1412
1989,W12,1376
1985,Y09,1229
2005,X02,1329
1996,Z15,1354
2002,Z13,1172
1990,Y09,1364
2006,Z02,1397
2008,Z02,1181
1998,Y04,1279
1992,W05,1281
2004,W05,1228
2013,Y08,1161
1995,W14,1330
2014,W07,1163
1992,W07,1150
1993,W12,1403
2001,Y16b,1457
2014,W01,1438
1998,Y01,1242
1990,W04,1247
2013,W10,1160
1999,Y09,1329
2003,Y07,1231
1995,Z02,1314
1993,Y14,1191
1989,Z14,1462
2000,X04,1397
1992,Z03,1112
2002,Y03,1338
2012,X01,1314
2007,Z12,1228
1999,Z10,1211
2010,X16b,1457
1992,Y04,1153
1994,W08,1450
1992,X05,1177
1996,X03,1437
2000,Y02,1235
2010,Y09,1320
1986,Y10,1437
1988,Y10,1364
2000,Z08,1458
1990,W16,1131
1985,X13,1361
2008,X16,1340
2010,X09,1257
1988,Y02,1246
2012,Y15,1250
2001,Z14,1443
1989,Y13,1114
1995,Z04,1328
1997,X09,1348
2006,Y12,1285
1997,Y14,1139
2009,X07,1155
1995,Y03,1345
2010,Y10,1210
1996,W07,1307
2007,W04,1400
1986,X11,1234
2010,X06,1323
2007,W13,1308
1991,Y07,1234
2006,Z10,1371
2011,W13,1343
1991,X13,1293
1998,Z08,1329
1999,Y11,1203
1985,W05,1374
1993,X01,1231
2001,X02,1235
2013,Y07,1166
1989,W08,1435
1997,Y07,1462
1995,Z06,1207
1989,Y02,1393
2010,W10,1281
1990,X06,1462
1994,Z13,1218
1987,Y02,1396
2000,X03,1326
2011,Y09,1330
2008,Y02,1400
1995,Y02,1116
2013,Z13b,1247
2008,Z07,1452
2009,X04,1211
1999,Z11,1335
2014,Z11,1304
1990,Y11,1431
1996,Z02,1242
1987,Y13,1462
1985,X08,1234
2014,W16,1157
1989,W01,1207
2010,Y14,1325
2011,Y10,1277
1997,X06,1228
1986,Y01,1246
2012,X07,1388
2003,X06,1268
2011,X04,1400
2001,Z16,1106
1987,Z08,1208
1992,X10,1140
2001,Y11,1462
2007,X05,1397
2010,Z09,1199
1991,X14,1309
2012,Z08,1272
1988,W16,1250
2011,Z06,1207
1997,Y04,1155
1999,Y01,1120
1985,W15,1273
2002,W16b,1373
1994,Y08,1228
2003,Y06,1281
2010,Y12,1308
1993,Z01,1276
2005,Z08,1278
1986,X07,1235
1991,Z09,1435
2012,W07,1211
1993,W10,1304
1996,Z16,1441
1993,Y01,1246
2001,Z11,1396
1996,W09,1390
2000,Z10,1211
1985,Z05,1268
2012,W12,1217
2011,X09,1397
2008,W16b,1291
2005,Y06,1428
1998,Z03,1276
1986,Z02,1257
1998,Z06,1417
1991,X05,1448
1985,Y16,1299
1985,Z12,1275
2001,W14,1381
1994,Y06,1400
1988,X15,1185
2013,Z07,1323
2002,Z01,1153
2012,Z16,1254
1995,Z03,1277
2013,X16,1443
2002,X04,1228
1988,Y15,1380
2001,Z02,1314
1989,X01,1112
2003,W05,1280
1994,Z09,1458
1990,X03,1207
2007,Z03,1338
2000,X15,1423
2001,Y05,1393
2007,X12,1253
2002,W07,1301
2001,X16,1422
2005,X10,1388
1989,X03,1371
1994,W15,1351
2009,Y02,1277
2003,Z12,1454
1994,X09,1104
1985,W08,1396
1990,X09,1283
1998,X16,1311
2002,Y13,1423
2002,X09,1443
1986,Y08,1443
1991,W02,1393
1991,Z15,1384
2000,W08,1242
1991,Y01,1326
2002,Z10,1218
2004,Y03,1338
2011,Y16b,1421
2013,W03,1266
2004,Y14,1416
1991,X02,1231
1991,Y11,1163
1987,Z07,1431
2014,X11,1173
1986,Y16,1172
1987,Z10,1112
1986,W02,1393
2010,Z02,1243
2005,X13,1335
2003,Y09,1428
2006,X02,1417
1987,Z13,1141
2005,Y10,1234
1993,Z04,1210
1994,Z11,1356
1989,W07,1452
2001,Z13,1232
1997,X16,1238
1993,Y15,1398
1997,Z15,1298
2010,Z08,1211
1991,Y15,1419
2007,Z13,1221
1993,Y02,1371
2009,W06,1417
2010,Y04,1268
2001,Z03,1196
2011,Y01,1338
2009,Y14,1295
2002,Z05,1274
2010,W14,1285
2002,W03,1208
2007,Y04,1268
1985,W16,1250
1995,Z14,1451
1993,Z14,1129
1991,Z06,1308
2011,X03,1163
2002,W13,1434
2004,W06,1314
2014,Y07,1400
1995,Z07,1235
1997,Y06,1235
1989,X08,1388
1991,Z13,1375
2000,Y15,1148
2014,X15,1184
2006,Z14,1293
2000,X12,1429
1999,Y14,1359
2011,Z02,1323
1989,Z06,1104
2000,Z12,1232
2014,X09,1338
2007,Z11,1433
2005,W04,1257
1986,Y12,1462
1999,X02,1428
2002,Y12,1428
1990,Z02,1112
1998,X08,1397
1987,X01,1207
1990,Y14,1320
1997,W07,1458
2000,Z01,1112
2001,X09,1386
2011,W16b,1427
2001,X06,1458
2013,Y11a,1292
1997,Y13,1275
2007,Y14,1275
1998,X13,1429
1991,W07,1345
1985,Z02,1314
1998,Z13,1139
1996,W08,1133
2013,X11,1278
1995,Z08,1140
1992,Y14,1293
1995,W16,1299
1995,X16,1198
1996,Z03,1112
2000,Y13,1359
1999,Y08,1393
1987,W11,1301
1996,Z07,1268
2004,X07,1177
2012,X03,1207
1995,X12,1365
2010,W11,1449
1998,Y09,1293
1997,X04,1112
1998,Y05,1395
2012,Y16b,1443
1986,X13,1403
2014,X07,1307
1985,X04,1424
1986,Z05,1268
2011,Z11a,1425
2004,Y11,1350
1993,W15,1164
2000,Y05,1246
1992,X12,1308
2011,W05,1452
1994,X06,1266
2013,Z05,1458
2008,Y12,1396
2009,Y09,1373
2004,W08,1371
2014,X04,1417
2011,W12a,1155
