resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
1201,74,25,1,10,7,3.0,3,3,6.0,62,+27.554,5289475.0,24.0,3.0,1:23.023,213.902,1
2559,141,22,6,2,2,3.0,3,3,4.0,58,+33.491,5940024.0,,,,,1
9590,411,172,27,26,11,6.0,6,6,1.0,79,,,,,,,11
19970,830,680,154,93,22,10.0,10,10,0.0,18,,,,,,,12
14882,602,182,6,12,1,,R,13,0.0,32,,,,,,,5
8179,363,114,39,41,0,,F,35,0.0,0,,,,,,,97
11830,492,152,51,23,17,15.0,15,15,0.0,43,,,,,,,12
4293,220,35,3,3,1,1.0,1,1,10.0,71,1:27:35.999,5255999.0,,,,,1
18253,754,476,6,22,6,5.0,5,5,2.0,48,,,,,,,12
4200,215,30,6,5,4,,R,18,0.0,38,,,,,,,36
15024,607,305,63,10,12,,R,25,0.0,2,,,,,,,3
19985,831,697,51,40,7,3.0,3,3,2.0,79,,,,,,,11
3285,174,57,1,1,2,4.0,4,4,3.0,56,+35.269,5789504.0,,,,,1
3598,188,44,20,18,5,9.0,9,9,0.0,65,,,,,,,11
6890,317,90,17,32,21,10.0,10,10,0.0,70,,,,,,,11
19117,794,656,113,99,24,,R,17,0.0,168,,,,,,,5
20548,346,807,3,10,13,10.0,10,10,1.0,52,+42.012,5120212.0,48.0,13.0,1:33.989,225.639,1
17052,702,328,66,12,2,2.0,2,2,6.0,40,+26.3,9724700.0,,,,,1
15855,641,223,6,5,18,,R,22,0.0,7,,,,,,,3
4234,217,77,22,8,7,8.0,8,8,0.0,77,+1:16.409,6423558.0,,,,,1
21434,868,155,15,14,17,11.0,11,11,0.0,52,+45.370,5156658.0,48.0,9.0,1:35.478,222.120,1
