yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1998,Алдс1,oleartr01,BOS,AL,4,16,0,1,0,0,0,0,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1995,НЛЦС,portuma01,CIN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,Алдс1,bellda01,SEA,AL,5,16,2,5,1,0,1,2,0,0.0,1,6,0.0,0.0,0.0,1.0,0.0
2006,ВВС,molinya01,SLN,NL,5,17,3,7,2,0,0,1,0,0.0,3,1,1.0,0.0,0.0,0.0,0.0
1948,ВВС,mccormi02,BSN,NL,6,23,1,6,0,0,0,2,0,0.0,0,4,0.0,0.0,1.0,0.0,0.0
1985,НЛЦС,hortori01,SLN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1970,НЛЦС,wilcomi01,CIN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2004,АЛКС,millake01,BOS,AL,7,24,4,6,3,0,0,2,0,0.0,5,4,0.0,0.0,0.0,0.0,1.0
1966,ВВС,palmeji01,BAL,AL,1,4,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2001,АЛД2,byrneer01,OAK,AL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1979,НЛЦС,robindo01,PIT,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,NLDS1,lockhke01,ATL,NL,3,8,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2012,НЛЦС,scutama01,SFN,NL,7,28,6,14,3,0,0,4,0,0.0,2,1,,,,,
1986,ВВС,mcdowro01,NYN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1970,АЛКС,etchean01,BAL,AL,2,9,1,1,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,1.0
1936,ВВС,bartedi01,NY1,NL,6,21,5,8,3,0,1,3,0,0.0,4,4,0.0,0.0,2.0,0.0,0.0
2008,НЛДС2,torresa01,MIL,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1978,НЛЦС,sizemte01,PHI,NL,4,13,3,5,0,1,0,1,0,0.0,1,0,1.0,0.0,1.0,0.0,1.0
1981,ВВС,thomade01,LAN,NL,5,7,2,0,0,0,0,1,0,0.0,1,2,0.0,0.0,0.0,0.0,1.0
2002,НЛЦС,snowjt01,SFN,NL,5,20,1,5,1,1,0,2,0,0.0,1,4,0.0,0.0,0.0,0.0,1.0
2003,Алдс1,lecroma01,MIN,AL,3,11,1,1,0,0,0,0,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1923,ВВС,pennohe01,NYA,AL,3,6,0,0,0,0,0,0,0,0.0,0,2,0.0,1.0,0.0,0.0,1.0
2009,НЛДС2,giambja01,COL,NL,3,3,1,1,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2011,ВВС,theriry01,SLN,NL,5,13,1,1,0,0,0,2,0,0.0,1,3,,,,,
1912,ВВС,mccormo01,NY1,NL,5,4,0,1,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0
2004,Алдс1,erstada01,ANA,AL,3,10,2,5,1,0,1,2,0,0.0,3,1,0.0,1.0,0.0,0.0,0.0
1984,НЛЦС,gossari01,SDN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1972,ВВС,campabe01,OAK,AL,7,28,1,5,0,0,0,0,0,1.0,1,4,0.0,0.0,2.0,0.0,0.0
1975,АЛКС,tenacge01,OAK,AL,3,9,0,0,0,0,0,0,0,0.0,3,2,0.0,0.0,0.0,0.0,1.0
1992,ВВС,warddu01,TOR,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2006,НЛДС2,gilesbr02,SDN,NL,4,14,1,4,1,0,0,1,0,0.0,2,3,0.0,0.0,0.0,1.0,1.0
1981,НЕДИВ,wallati01,MON,NL,4,4,1,1,1,0,0,0,0,0.0,4,0,1.0,0.0,0.0,0.0,0.0
1988,ВВС,davisst02,OAK,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2004,АЛД2,stewash01,MIN,AL,4,20,1,4,0,0,0,2,0,0.0,0,2,0.0,0.0,0.0,1.0,0.0
1991,НЛЦС,bellja01,PIT,NL,7,29,2,12,2,0,1,1,0,1.0,0,10,0.0,0.0,1.0,0.0,0.0
2011,ВВС,chaveen01,TEX,AL,3,1,0,0,0,0,0,0,0,0.0,0,0,,,,,
1964,ВВС,treshto01,NYA,AL,7,22,4,6,2,0,2,7,0,0.0,6,7,2.0,0.0,0.0,1.0,1.0
1999,НЛЦС,leiteal01,NYN,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1999,НЛДС2,bonilbo01,NYN,NL,2,1,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1997,NLDS1,javiest01,SFN,NL,3,12,2,5,1,0,0,1,1,1.0,0,2,0.0,0.0,0.0,0.0,0.0
1949,ВВС,brancra01,BRO,NL,1,3,0,0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1972,АЛКС,frymawo01,DET,AL,2,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,АЛКС,leyriji01,NYA,AL,3,8,1,2,0,0,1,2,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1975,НЛЦС,ellisdo01,PIT,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,АЛКС,spencji01,OAK,AL,2,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2010,НЛЦС,uribeju01,SFN,NL,5,14,1,3,0,0,1,3,0,0.0,0,2,0.0,1.0,0.0,1.0,0.0
1927,ВВС,moorewi01,NYA,AL,2,5,0,1,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1921,ВВС,pippwa01,NYA,AL,8,26,1,4,1,0,0,2,1,1.0,2,3,0.0,0.0,3.0,0.0,0.0
2001,ВВС,oneilpa01,NYA,AL,5,15,1,5,1,0,0,0,1,0.0,2,2,0.0,0.0,0.0,0.0,2.0
1998,НЛДС2,clarkda05,HOU,NL,2,0,0,0,0,0,0,0,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
1937,ВВС,ripplji01,NY1,NL,5,17,2,5,0,0,0,0,0,1.0,3,1,0.0,0.0,0.0,0.0,0.0
2008,АЛД2,konerpa01,CHA,AL,4,16,3,5,0,0,2,2,0,0.0,1,1,0.0,0.0,0.0,0.0,2.0
2004,ВВС,martipe02,BOS,AL,1,2,0,0,0,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1969,АЛКС,olivato01,MIN,AL,3,13,3,5,2,0,1,2,1,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1935,ВВС,carlete01,CHN,NL,1,1,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1932,ВВС,malonpa02,CHN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1965,ВВС,fairlro01,LAN,NL,7,29,7,11,3,0,2,6,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1969,ВВС,dyerdu01,NYN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1986,НЛЦС,backmwa01,NYN,NL,6,21,5,5,0,0,0,2,1,0.0,2,4,1.0,0.0,0.0,0.0,0.0
1953,ВВС,gilliji01,BRO,NL,6,27,4,8,3,0,2,4,0,1.0,0,2,0.0,1.0,0.0,0.0,0.0
1986,НЛЦС,cruzjo01,HOU,NL,6,26,0,5,0,0,0,2,0,0.0,1,8,0.0,0.0,0.0,0.0,0.0
1980,НЛЦС,leonaje01,HOU,NL,3,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1993,ВВС,duncama01,PHI,NL,6,29,5,10,0,1,0,2,3,0.0,1,7,0.0,0.0,0.0,0.0,1.0
2002,ВВС,rodrife01,SFN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1920,ВВС,jamiech01,CLE,AL,6,15,2,5,1,0,0,1,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0
1998,НЛЦС,sheetan01,SDN,NL,3,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1886,ВВС,gleasbi01,SL4,AA,6,24,3,5,0,0,0,5,0,,1,3,0.0,,,,
2007,НЛДС2,hawkila01,COL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2010,NLDS1,victosh01,PHI,NL,3,13,2,3,1,0,0,3,1,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2003,NLDS1,ponsosi01,SFN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,Алдс1,frymatr01,CLE,AL,5,15,2,4,0,0,1,4,1,0.0,3,2,0.0,1.0,0.0,1.0,2.0
2009,Алдс1,rodrial01,NYA,AL,3,11,4,5,0,0,2,6,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1938,ВВС,dimagjo01,NYA,AL,4,15,4,4,0,0,1,2,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1938,ВВС,hoagmy01,NYA,AL,2,5,3,2,1,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1998,NLDS1,lockhke01,ATL,NL,3,12,2,4,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1951,ВВС,ostrojo02,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1988,НЛЦС,hatchmi01,LAN,NL,6,21,4,5,2,0,0,3,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
1919,ВВС,jamesbi01,CHA,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1959,ВВС,hodgegi01,LAN,NL,6,23,2,9,0,1,1,2,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1984,НЛЦС,durhale01,CHN,NL,5,20,2,3,0,0,2,4,0,0.0,1,4,1.0,0.0,0.0,0.0,1.0
1970,ВВС,helmsto01,CIN,NL,5,18,1,4,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
2012,НЛПЧ,mccanbr01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,1,0,,,,,
2009,АЛКС,cabreme01,NYA,AL,6,23,3,9,2,0,0,4,0,0.0,3,6,0.0,0.0,2.0,0.0,0.0
1969,НЛЦС,tayloro01,NYN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1915,ВВС,stockmi01,PHI,NL,5,17,1,2,1,0,0,0,0,0.0,1,0,0.0,1.0,1.0,0.0,0.0
1990,АЛКС,randowi01,OAK,AL,4,8,1,3,0,0,0,3,0,0.0,1,0,0.0,0.0,0.0,0.0,1.0
2006,НЛДС2,johnsty01,SLN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1990,ВВС,oneilpa01,CIN,NL,4,12,2,1,0,0,0,1,1,0.0,5,2,0.0,0.0,1.0,0.0,0.0
1916,ВВС,janvrha01,BOS,AL,5,23,2,5,3,0,0,1,0,1.0,0,6,0.0,0.0,1.0,0.0,0.0
1945,ВВС,primra01,CHN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
2004,NLDS1,desseel01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,АЛКС,aldremi01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,ВВС,heredfe01,FLO,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1916,ВВС,daubeja01,BRO,NL,4,17,1,3,0,1,0,0,0,0.0,2,3,0.0,0.0,0.0,0.0,0.0
1947,ВВС,hattejo01,BRO,NL,4,3,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1924,ВВС,ogdencu01,WS1,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2007,NLDS1,fontemi01,CHN,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2002,НЛЦС,marreel01,SLN,NL,4,16,1,3,1,0,1,1,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1996,НЛДС2,gwynnch01,SDN,NL,2,2,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1963,ВВС,tracedi01,LAN,NL,4,13,1,2,0,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1999,ВВС,weisswa01,ATL,NL,3,9,1,2,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1950,ВВС,joneswi01,PHI,NL,4,14,1,4,1,0,0,0,0,0.0,0,3,0.0,0.0,1.0,0.0,0.0
2003,NLDS1,cabremi01,FLO,NL,4,14,1,4,2,0,0,3,0,0.0,1,6,0.0,0.0,1.0,0.0,0.0
2008,Алдс1,anderga01,LAA,AL,4,19,1,3,0,0,0,0,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
2004,ВВС,rolensc01,SLN,NL,4,15,0,0,0,0,0,1,0,0.0,1,1,0.0,0.0,0.0,1.0,1.0
2003,NLDS1,redmama01,FLO,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1966,ВВС,olivena01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,АЛКС,mcgwima01,OAK,AL,6,20,1,3,0,0,1,3,0,0.0,5,4,2.0,1.0,1.0,0.0,0.0
1999,НЛДС2,cedenro01,NYN,NL,4,7,1,2,0,0,0,2,1,0.0,1,1,0.0,0.0,0.0,1.0,1.0
1979,АЛКС,bumbral01,BAL,AL,4,16,5,4,0,1,0,0,2,0.0,4,3,1.0,0.0,0.0,0.0,0.0
1962,ВВС,richabo01,NYA,AL,7,27,3,4,0,0,0,0,0,0.0,3,1,0.0,0.0,0.0,0.0,1.0
1965,ВВС,kennejo03,LAN,NL,4,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2008,NLDS1,ramirar01,CHN,NL,3,11,1,2,1,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,1.0
2011,ВВС,pujolal01,SLN,NL,7,25,8,6,1,0,3,6,0,0.0,6,3,,,,,
1975,ВВС,rosepe01,CIN,NL,7,27,3,10,1,1,0,2,0,0.0,5,1,1.0,1.0,0.0,0.0,0.0
1970,АЛКС,kaatji01,MIN,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1919,ВВС,gandich01,CHA,AL,8,30,1,7,0,1,0,5,1,1.0,1,3,0.0,0.0,0.0,0.0,0.0
1990,АЛКС,hendeda01,OAK,AL,2,6,0,1,0,0,0,1,1,0.0,0,2,0.0,1.0,0.0,1.0,1.0
1990,ВВС,nelsoge01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1990,ВВС,charlno01,CIN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1970,НЛЦС,paganjo01,PIT,NL,1,3,0,1,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1973,ВВС,mcgratu01,NYN,NL,5,3,1,1,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
2000,Алдс1,chaveer01,OAK,AL,5,21,4,7,3,0,0,4,0,0.0,0,5,0.0,0.0,0.0,0.0,1.0
1978,НЛЦС,carltst01,PHI,NL,1,4,2,2,0,0,1,4,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1967,ВВС,gagliph01,SLN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1960,ВВС,cervbo01,NYA,AL,4,14,1,5,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1973,ВВС,manguan01,OAK,AL,5,6,0,0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1996,NLDS1,dreifda01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1939,ВВС,bongini01,CIN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1890,ВВС,hambuch01,LS2,AA,7,26,3,7,1,0,0,2,0,,0,3,0.0,,,,
2003,НЛЦС,cabremi01,FLO,NL,7,30,9,10,0,0,3,6,0,0.0,2,6,0.0,1.0,0.0,0.0,1.0
2001,Алдс1,javiest01,SEA,AL,4,8,2,2,1,0,0,0,0,0.0,2,1,0.0,0.0,2.0,0.0,0.0
1999,ВВС,ledeeri01,NYA,AL,3,10,0,2,1,0,0,1,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1929,ВВС,foxxji01,PHA,AL,5,20,5,7,1,0,2,5,0,0.0,1,1,1.0,0.0,0.0,0.0,1.0
1999,NLDS1,maddugr01,ATL,NL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1955,ВВС,turlebo01,NYA,AL,3,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2007,НЛДС2,howarry01,PHI,NL,3,12,1,3,0,0,1,1,0,0.0,0,7,0.0,1.0,0.0,0.0,0.0
1972,ВВС,heganmi01,OAK,AL,6,5,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1982,АЛКС,downibr01,CAL,AL,5,19,4,3,1,0,0,0,0,0.0,3,2,0.0,0.0,1.0,0.0,1.0
2005,АЛКС,cabreor01,LAA,AL,5,20,1,4,1,0,1,3,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1996,НЛДС2,worreti01,SDN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1989,АЛКС,hassero01,OAK,AL,2,6,0,1,0,0,0,1,0,0.0,1,2,0.0,0.0,0.0,1.0,1.0
1997,NLDS1,counscr01,FLO,NL,3,5,0,2,1,0,0,1,0,0.0,1,0,0.0,0.0,1.0,0.0,0.0
1992,НЛЦС,lindjo01,PIT,NL,7,27,5,6,2,1,1,5,0,0.0,1,4,1.0,0.0,0.0,0.0,0.0
1975,НЛЦС,parkeda01,PIT,NL,3,10,2,0,0,0,0,0,0,0.0,1,3,0.0,1.0,0.0,0.0,1.0
2006,НЛДС2,embreal01,SDN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2005,АЛКС,izturma01,LAA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1944,ВВС,chartmi01,SLA,AL,2,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1971,НЛЦС,alleyge01,PIT,NL,1,2,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1967,ВВС,mccarti01,SLN,NL,7,24,3,3,1,0,0,2,0,0.0,2,2,0.0,0.0,0.0,1.0,0.0
1910,ВВС,kanejo01,CHN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1989,ВВС,mcgwima01,OAK,AL,4,17,0,5,1,0,0,1,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
