playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
lansfca01,1992,1,OAK,AL,С,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
drabomo01,1965,1,KC1,AL,"Пожалуйста, предоставьте текст для перевода:",14,5.0,116.0,2.0,5.0,0.0,1.0,,,,,
landera01,1980,1,HOU,NL,Ф,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
patteco01,2011,2,SLN,NL,Ф,10,3.0,132.0,12.0,0.0,0.0,0.0,,,,,
spaldal01,1875,1,BS1,NA,"Пожалуйста, предоставьте текст для перевода:",72,,,51.0,133.0,19.0,10.0,,,,,
saboch01,1995,1,CHA,AL,ДХ,15,,,,,,,,,,,
russejo02,1992,1,TEX,AL,RF,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
ruthvdi01,1980,1,PHI,NL,"Пожалуйста, предоставьте текст для перевода:",33,33.0,670.0,21.0,33.0,6.0,3.0,,,,,
tanneje01,1909,1,WS1,AL,"Пожалуйста, предоставьте текст для перевода:",3,,,2.0,9.0,0.0,1.0,,,,,
wardjo01,1891,1,BRO,NL,С,87,,,180.0,296.0,66.0,28.0,,,,,
fitzped01,1917,1,BSN,NL,ОФ,19,,,33.0,2.0,2.0,1.0,,,,,
thomage01,1969,1,BOS,AL,1В,10,9.0,240.0,75.0,5.0,2.0,9.0,,,,,
suderpe01,1955,1,KC1,AL,Два Б,24,18.0,528.0,51.0,44.0,1.0,17.0,,,,,
merceor01,2001,1,HOU,NL,RF,21,12.0,330.0,28.0,0.0,1.0,0.0,,,,,
sewarge01,1882,1,SL4,AA,С,5,,,18.0,5.0,4.0,1.0,4.0,,,,
mcconra01,1914,1,IND,FL,"Пожалуйста, предоставьте текст для перевода:",7,,,0.0,7.0,0.0,1.0,,,,,
lewisbu01,1936,1,WS1,AL,3В,139,,,152.0,297.0,32.0,24.0,,,,,
leonadu02,1934,1,BRO,NL,"Пожалуйста, предоставьте текст для перевода:",44,,,11.0,42.0,0.0,4.0,,,,,
thompsc01,1985,1,SFN,NL,1В,24,14.0,445.0,168.0,16.0,1.0,13.0,,,,,
theriry01,2010,2,LAN,NL,Два Б,53,50.0,1341.0,103.0,125.0,1.0,25.0,0.0,,0.0,0.0,
milnejo01,1973,1,NYN,NL,1В,95,93.0,2496.0,771.0,47.0,9.0,66.0,,,,,
obriesy01,1972,1,CAL,AL,С,4,3.0,84.0,1.0,9.0,1.0,0.0,,,,,
howarji01,1971,1,SFN,NL,Ф,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
stubbfr01,1992,1,ML4,AL,1В,68,59.0,1650.0,525.0,63.0,8.0,44.0,,,,,
hernaan01,2009,1,WAS,NL,Два Б,66,57.0,1491.0,132.0,174.0,6.0,33.0,0.0,,0.0,0.0,
martisp01,1919,1,CHN,NL,"Пожалуйста, предоставьте текст для перевода:",35,,,9.0,53.0,3.0,3.0,,,,,
hanseda01,1999,1,LAN,NL,ДХ,2,,,,,,,,,,,
marsosa01,2004,1,NYA,AL,"Пожалуйста, предоставьте текст для перевода:",1,0.0,4.0,0.0,0.0,0.0,0.0,,,,,
barnela01,2001,1,ANA,AL,ОФ,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
gallada01,1991,1,CAL,AL,ОФ,87,73.0,2037.0,180.0,8.0,0.0,1.0,,,,,
magooge01,1902,1,CIN,NL,С,3,,,9.0,8.0,3.0,3.0,,,,,
mayele01,1960,1,ML1,NL,ОФ,19,17.0,451.0,29.0,1.0,1.0,0.0,,,,,
hickeke01,1991,1,BAL,AL,"Пожалуйста, предоставьте текст для перевода:",19,0.0,42.0,1.0,1.0,0.0,0.0,,,,,
grichbo01,1973,1,BAL,AL,Два Б,162,162.0,4253.0,431.0,509.0,5.0,130.0,,,,,
dunstsh01,2002,1,SFN,NL,ДХ,3,,,,,,,,,,,
youngdm01,1996,1,SLN,NL,1В,10,4.0,167.0,39.0,1.0,1.0,5.0,,,,,
mckeola01,1886,2,KCN,NL,"Пожалуйста, предоставьте текст для перевода:",3,,,2.0,5.0,0.0,0.0,,,,,
anderke01,1989,1,CAL,AL,ДХ,1,,,,,,,,,,,
scrivch01,1975,1,DET,AL,3В,3,2.0,60.0,0.0,4.0,0.0,0.0,,,,,
ramirho01,2008,2,CHA,AL,"Пожалуйста, предоставьте текст для перевода:",17,0.0,39.0,1.0,2.0,0.0,0.0,,,,,
whistle01,1893,2,SLN,NL,ОФ,9,,,11.0,1.0,1.0,0.0,,,,,
wenslbu01,1948,1,CLE,AL,"Пожалуйста, предоставьте текст для перевода:",1,,,0.0,0.0,0.0,0.0,,,,,
muldomi01,1885,1,BL2,AA,3В,101,,,103.0,184.0,43.0,16.0,,,,,
rodriri02,1994,1,SLN,NL,"Пожалуйста, предоставьте текст для перевода:",56,0.0,181.0,1.0,3.0,1.0,0.0,,,,,
reevebo01,1927,1,WS1,AL,3В,12,,,6.0,11.0,4.0,0.0,,,,,
hallmbi01,1903,1,PHI,NL,Два Б,22,,,45.0,65.0,8.0,5.0,,,,,
stanked01,1946,1,BRO,NL,Два Б,141,,,356.0,359.0,17.0,88.0,,,,,
abbotku01,1998,1,OAK,AL,ОФ,5,1.0,63.0,6.0,0.0,0.0,0.0,,,,,
phillto02,1984,1,OAK,AL,ОФ,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
riverru01,1995,1,NYA,AL,LF,4,0.0,15.0,2.0,0.0,0.0,0.0,,,,,
runneto01,1985,1,CIN,NL,Два Б,1,1.0,24.0,2.0,2.0,0.0,0.0,,,,,
stankan01,1995,1,HOU,NL,С,14,12.0,328.0,15.0,51.0,1.0,6.0,,,,,
ottbi01,1962,1,CHN,NL,ОФ,7,6.0,152.0,9.0,1.0,0.0,0.0,,,,,
owensji01,1960,1,PHI,NL,"Пожалуйста, предоставьте текст для перевода:",31,22.0,450.0,6.0,22.0,2.0,0.0,,,,,
kenneed01,1884,1,NY4,AA,ОФ,100,,,138.0,13.0,14.0,4.0,,,,,
stonero02,1966,1,KC1,AL,RF,1,0.0,6.0,1.0,0.0,0.0,0.0,,,,,
petrori01,1966,1,BOS,AL,3В,5,5.0,147.0,5.0,9.0,0.0,3.0,,,,,
hanebha01,1958,1,ML1,NL,LF,24,22.0,529.0,36.0,1.0,0.0,0.0,,,,,
heskejo01,1984,1,MON,NL,"Пожалуйста, предоставьте текст для перевода:",11,5.0,135.0,2.0,6.0,1.0,1.0,,,,,
oquismi01,1996,1,SDN,NL,"Пожалуйста, предоставьте текст для перевода:",8,0.0,23.0,0.0,1.0,0.0,0.0,,,,,
reccijo01,1882,1,LS2,AA,ОФ,65,,,87.0,15.0,17.0,3.0,,,,,
portehe01,1887,1,BR3,AA,"Пожалуйста, предоставьте текст для перевода:",40,,,8.0,63.0,12.0,1.0,,,,,
maniocl01,1922,1,DET,AL,1В,1,,,0.0,1.0,0.0,0.0,,,,,
evansja01,1883,1,CL2,NL,3В,3,,,3.0,4.0,3.0,0.0,,,,,
kieltbo01,2006,1,OAK,AL,ОФ,73,67.0,1772.0,136.0,3.0,1.0,1.0,,,,,
minahco01,1907,1,CIN,NL,"Пожалуйста, предоставьте текст для перевода:",2,,,0.0,2.0,1.0,0.0,,,,,
shemost01,1945,1,BSN,NL,Два Б,12,,,20.0,15.0,3.0,1.0,,,,,
wadderu01,1899,1,LS3,NL,"Пожалуйста, предоставьте текст для перевода:",10,,,4.0,14.0,2.0,1.0,,,,,
scottro01,1980,1,MON,NL,С,21,21.0,537.0,52.0,52.0,6.0,15.0,,,,,
mordemi01,2000,1,MON,NL,3В,58,33.0,967.0,21.0,68.0,6.0,9.0,,,,,
hessmmi01,2003,1,ATL,NL,ОФ,8,0.0,46.0,4.0,0.0,1.0,0.0,,,,,
alusige01,1962,2,KC1,AL,1В,1,0.0,3.0,2.0,0.0,0.0,0.0,,,,,
wagneho01,1909,1,PIT,NL,С,136,,,344.0,430.0,49.0,58.0,,,,,
jordabu01,1934,1,BSN,NL,1В,117,,,1165.0,66.0,14.0,85.0,,,,,
moralje01,1973,1,SDN,NL,Ф,52,50.0,1232.0,126.0,2.0,1.0,1.0,,,,,
torreru01,1979,1,CHA,AL,Ф,18,11.0,356.0,32.0,2.0,0.0,0.0,,,,,
bailebi01,1911,1,SLA,AL,"Пожалуйста, предоставьте текст для перевода:",7,,,2.0,11.0,1.0,1.0,,,,,
malonpa02,1929,1,CHN,NL,"Пожалуйста, предоставьте текст для перевода:",40,,,10.0,35.0,1.0,5.0,,,,,
yountro01,1986,1,ML4,AL,Ф,131,127.0,3390.0,353.0,11.0,1.0,4.0,,,,,
thomair01,1915,1,PHA,AL,С,1,,,0.0,1.0,0.0,0.0,0.0,,,,
mcclell01,1988,1,CIN,NL,RF,6,4.0,120.0,11.0,0.0,0.0,0.0,,,,,
bookero01,1989,1,SLN,NL,3В,1,0.0,2.0,0.0,0.0,0.0,0.0,,,,,
lowenjo01,1981,1,BAL,AL,ОФ,73,54.0,1402.0,100.0,3.0,1.0,0.0,,,,,
gainede01,1914,1,DET,AL,1В,1,,,4.0,0.0,0.0,0.0,,,,,
tayloro01,1970,1,NYN,NL,"Пожалуйста, предоставьте текст для перевода:",57,0.0,199.0,5.0,12.0,0.0,0.0,,,,,
snyderu01,1961,1,BAL,AL,LF,76,43.0,1254.0,91.0,2.0,4.0,0.0,,,,,
swindgr01,2002,1,ARI,NL,"Пожалуйста, предоставьте текст для перевода:",34,0.0,99.0,1.0,3.0,0.0,1.0,,,,,
warnejo01,1907,1,WS1,AL,С,64,,,271.0,64.0,10.0,4.0,1.0,,,,
watkibi01,1884,1,IN2,AA,Два Б,9,,,23.0,29.0,5.0,3.0,,,,,
pellaed01,1953,1,PIT,NL,3В,12,,,6.0,23.0,2.0,1.0,,,,,
gorbogl01,1955,1,CIN,NL,LF,5,4.0,108.0,12.0,0.0,2.0,0.0,,,,,
teufeti01,1993,1,SDN,NL,3В,9,4.0,131.0,3.0,5.0,0.0,0.0,,,,,
blombro01,1974,1,NYA,AL,RF,17,15.0,375.0,31.0,2.0,0.0,0.0,,,,,
jordaji01,1935,1,BRO,NL,3В,5,,,3.0,6.0,2.0,0.0,,,,,
mercewi01,1899,1,WAS,NL,"Пожалуйста, предоставьте текст для перевода:",23,,,9.0,59.0,3.0,1.0,,,,,
woodke01,1948,1,SLA,AL,ОФ,5,,,10.0,1.0,0.0,0.0,,,,,
hartnga01,1941,1,NY1,NL,С,34,,,138.0,15.0,1.0,1.0,3.0,,,,
stevele01,1997,1,TEX,AL,RF,19,18.0,414.0,27.0,0.0,0.0,0.0,,,,,
bragggl01,1992,1,CIN,NL,LF,56,44.0,1205.0,65.0,2.0,1.0,0.0,,,,,
kahlege01,1914,1,CLE,AL,"Пожалуйста, предоставьте текст для перевода:",2,,,0.0,3.0,0.0,0.0,,,,,
nelsoda01,1971,1,WS2,AL,3В,84,80.0,2143.0,63.0,149.0,14.0,15.0,,,,,
donahre01,1902,1,SLA,AL,"Пожалуйста, предоставьте текст для перевода:",35,,,15.0,130.0,8.0,3.0,,,,,
bacsimi01,1976,1,TEX,AL,"Пожалуйста, предоставьте текст для перевода:",23,0.0,165.0,3.0,6.0,1.0,0.0,,,,,
macdobi01,1953,1,PIT,NL,"Пожалуйста, предоставьте текст для перевода:",4,,,0.0,1.0,0.0,0.0,,,,,
minosmi01,1957,1,CHA,AL,LF,152,152.0,4043.0,295.0,9.0,5.0,2.0,,,,,
landibi01,1968,1,BOS,AL,"Пожалуйста, предоставьте текст для перевода:",38,1.0,180.0,2.0,3.0,0.0,0.0,,,,,
arroyfe01,1979,1,DET,AL,"Пожалуйста, предоставьте текст для перевода:",6,0.0,36.0,1.0,2.0,0.0,0.0,,,,,
reichda01,2000,1,KCA,AL,"Пожалуйста, предоставьте текст для перевода:",44,18.0,460.0,14.0,16.0,0.0,1.0,,,,,
galehde01,1934,1,CLE,AL,"Пожалуйста, предоставьте текст для перевода:",1,,,0.0,0.0,1.0,0.0,,,,,
robinfl01,1967,1,CIN,NL,RF,34,30.0,736.0,46.0,1.0,1.0,0.0,,,,,
vailmi01,1983,1,SFN,NL,ОФ,2,1.0,24.0,1.0,0.0,0.0,0.0,,,,,
oglivbe01,1978,1,ML4,AL,ОФ,89,84.0,2224.0,187.0,5.0,4.0,0.0,,,,,
lacocpe01,1976,1,CHN,NL,LF,7,2.0,91.0,3.0,2.0,0.0,0.0,,,,,
arciajo01,1969,1,SDN,NL,3В,8,2.0,73.0,1.0,6.0,1.0,3.0,,,,,
bondsba01,2004,1,SFN,NL,ОФ,133,132.0,3392.0,214.0,11.0,4.0,0.0,,,,,
lecroma01,2002,1,MIN,AL,1В,8,5.0,135.0,39.0,1.0,1.0,8.0,,,,,
sewellu01,1934,1,WS1,AL,Два Б,1,,,1.0,1.0,0.0,0.0,,,,,
gintema01,2003,1,CHA,AL,"Пожалуйста, предоставьте текст для перевода:",3,0.0,10.0,1.0,0.0,0.0,0.0,,,,,
kennejo04,2006,1,OAK,AL,"Пожалуйста, предоставьте текст для перевода:",39,0.0,105.0,1.0,3.0,0.0,1.0,,,,,
nettlji01,1974,1,DET,AL,Ф,4,3.0,104.0,8.0,0.0,0.0,0.0,,,,,
mcbripe01,1899,1,SLN,NL,"Пожалуйста, предоставьте текст для перевода:",11,,,3.0,13.0,6.0,0.0,,,,,
morame01,2002,1,BAL,AL,RF,5,3.0,90.0,6.0,0.0,0.0,0.0,,,,,
lyonsst01,1989,1,CHA,AL,Два Б,70,60.0,1606.0,142.0,185.0,6.0,46.0,,,,,
recciph01,1887,1,LS2,AA,С,1,,,1.0,2.0,0.0,0.0,,,,,
griffal01,1980,1,TOR,AL,С,155,152.0,4094.0,295.0,489.0,37.0,126.0,,,,,
newcodo01,1958,1,LAN,NL,"Пожалуйста, предоставьте текст для перевода:",11,8.0,103.0,2.0,6.0,0.0,0.0,,,,,
grimsro02,1972,1,CIN,NL,"Пожалуйста, предоставьте текст для перевода:",30,28.0,593.0,3.0,34.0,0.0,0.0,,,,,
wertsjo01,1927,1,BSN,NL,"Пожалуйста, предоставьте текст для перевода:",42,,,8.0,32.0,3.0,1.0,,,,,
becklja01,1894,1,PIT,NL,1В,131,,,1227.0,84.0,30.0,80.0,,,,,
johnsti01,1977,1,ML4,AL,ДХ,4,,,,,,,,,,,
lankfra01,1994,1,SLN,NL,Ф,104,103.0,2706.0,261.0,5.0,6.0,1.0,,,,,
schuljo04,1923,1,SLA,AL,1В,1,,,1.0,0.0,0.0,0.0,,,,,
silveda01,1994,1,NYA,AL,Два Б,9,3.0,114.0,10.0,10.0,0.0,2.0,,,,,
scottdo01,1984,1,TEX,AL,С,80,71.0,1893.0,400.0,41.0,12.0,9.0,18.0,32.0,35.0,23.0,3.0
adamsgl01,1979,1,MIN,AL,LF,46,42.0,874.0,58.0,2.0,3.0,0.0,,,,,
murphdw01,1987,1,OAK,AL,Ф,79,70.0,1808.0,183.0,1.0,3.0,0.0,,,,,
santama01,1999,1,BOS,AL,"Пожалуйста, предоставьте текст для перевода:",3,0.0,12.0,0.0,1.0,0.0,0.0,,,,,
mayle01,1968,1,CIN,NL,RF,23,17.0,530.0,38.0,3.0,0.0,0.0,,,,,
adamssp01,1929,1,PIT,NL,Два Б,20,,,33.0,48.0,5.0,5.0,,,,,
lepcite01,1961,2,MIN,AL,Два Б,22,22.0,475.0,39.0,51.0,1.0,18.0,,,,,
johnsre02,2008,1,CHN,NL,ОФ,99,77.0,2135.0,183.0,3.0,1.0,1.0,,,,,
sprined01,1889,1,LS2,AA,"Пожалуйста, предоставьте текст для перевода:",1,,,1.0,0.0,2.0,0.0,,,,,
wiliede01,1912,1,SLN,NL,ОФ,16,,,21.0,1.0,2.0,0.0,,,,,
bautida01,1997,1,ATL,NL,RF,10,5.0,189.0,13.0,0.0,0.0,0.0,,,,,
erstada01,1998,1,ANA,AL,LF,70,67.0,1720.0,109.0,4.0,1.0,2.0,,,,,
newsowa01,1992,1,CHA,AL,RF,33,25.0,652.0,48.0,2.0,0.0,0.0,,,,,
stroued01,1968,1,WS2,AL,ОФ,84,69.0,1891.0,139.0,2.0,3.0,1.0,,,,,
johnsho01,1988,1,NYN,NL,С,52,34.0,889.0,45.0,87.0,5.0,21.0,,,,,
gallemi01,1994,1,NYA,AL,С,72,69.0,1830.0,108.0,245.0,11.0,53.0,,,,,
dillhpi01,1919,1,SLN,NL,С,39,,,111.0,35.0,5.0,6.0,9.0,,,,
germaes01,2011,1,TEX,AL,Два Б,2,1.0,30.0,0.0,3.0,0.0,1.0,,,,,
mongesi01,1978,1,CLE,AL,"Пожалуйста, предоставьте текст для перевода:",48,2.0,254.0,4.0,11.0,2.0,1.0,,,,,
reilljo01,1889,1,CN2,AA,ОФ,2,,,2.0,0.0,0.0,0.0,,,,,
northbi01,1974,1,OAK,AL,ДХ,8,,,,,,,,,,,
turnech01,1994,1,CAL,AL,С,57,44.0,1168.0,268.0,29.0,1.0,5.0,2.0,20.0,34.0,12.0,0.0
zernigu01,1959,1,DET,AL,ОФ,1,0.0,6.0,1.0,0.0,0.0,0.0,,,,,
briggjo02,1964,1,PHI,NL,LF,9,1.0,81.0,5.0,0.0,1.0,0.0,,,,,
hickmch01,1904,2,DET,AL,1В,39,,,396.0,23.0,13.0,18.0,,,,,
hernajo01,1996,1,CHN,NL,ОФ,1,0.0,9.0,1.0,0.0,0.0,0.0,,,,,
donnech01,1991,1,NYN,NL,3В,11,8.0,225.0,8.0,22.0,2.0,3.0,,,,,
johnslo01,1962,1,ML1,NL,ОФ,55,22.0,807.0,61.0,1.0,0.0,1.0,,,,,
whitema01,1993,1,SLN,NL,Ф,22,18.0,449.0,49.0,1.0,1.0,0.0,,,,,
lowenjo01,1985,1,BAL,AL,LF,4,4.0,66.0,7.0,0.0,0.0,0.0,,,,,
uptonto01,1950,1,SLA,AL,С,115,,,198.0,328.0,30.0,65.0,,,,,
ibanera01,2011,1,PHI,NL,LF,134,131.0,3590.0,208.0,5.0,1.0,0.0,,,,,
lindeji01,1993,1,HOU,NL,1В,9,4.0,132.0,40.0,5.0,0.0,6.0,,,,,
averiea02,1956,1,CLE,AL,С,34,25.0,675.0,157.0,15.0,1.0,2.0,2.0,6.0,16.0,9.0,0.0
tayloed01,1903,1,SLN,NL,"Пожалуйста, предоставьте текст для перевода:",1,,,0.0,1.0,0.0,0.0,,,,,
hickmer01,1884,1,KCU,UA,ОФ,3,,,5.0,1.0,3.0,1.0,,,,,
bradyst01,1884,1,NY4,AA,1В,5,,,35.0,1.0,2.0,1.0,,,,,
mcjamdo01,1896,1,WAS,NL,"Пожалуйста, предоставьте текст для перевода:",37,,,9.0,66.0,9.0,2.0,,,,,
hatchmi01,1984,1,MIN,AL,3В,1,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
konerpa01,2005,1,CHA,AL,ДХ,11,,,,,,,,,,,
grothjo01,1955,2,WS1,AL,RF,1,0.0,9.0,1.0,0.0,0.0,0.0,,,,,
mitchcl01,1916,1,CIN,NL,"Пожалуйста, предоставьте текст для перевода:",29,,,10.0,55.0,1.0,5.0,,,,,
bolicfr01,1993,1,MON,NL,3В,24,11.0,341.0,5.0,30.0,5.0,3.0,,,,,
weeksri01,2003,1,MIL,NL,Два Б,4,2.0,63.0,1.0,1.0,1.0,0.0,,,,,
orsater01,1929,1,SLN,NL,1В,10,,,83.0,2.0,1.0,4.0,,,,,
bradlph01,1983,1,SEA,AL,ОФ,21,18.0,473.0,36.0,1.0,1.0,0.0,,,,,
ryanmi03,2005,1,MIN,AL,RF,10,7.0,228.0,17.0,1.0,0.0,1.0,,,,,
huhnem01,1916,1,CIN,NL,1В,14,,,103.0,6.0,0.0,6.0,,,,,
moutoly01,1999,1,MIL,NL,ОФ,3,2.0,51.0,1.0,0.0,0.0,0.0,,,,,
mcdonda02,2012,2,NYA,AL,LF,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
raineti01,1985,1,MON,NL,ОФ,146,143.0,3875.0,284.0,8.0,2.0,4.0,,,,,
abbotji01,1998,1,CHA,AL,"Пожалуйста, предоставьте текст для перевода:",5,5.0,95.0,2.0,10.0,0.0,1.0,,,,,
brosisc01,1991,1,OAK,AL,RF,10,8.0,195.0,16.0,1.0,0.0,1.0,,,,,
moorera01,1933,1,BSN,NL,ОФ,122,,,275.0,11.0,6.0,1.0,,,,,
allenjo02,1937,1,CLE,AL,"Пожалуйста, предоставьте текст для перевода:",24,,,7.0,37.0,1.0,1.0,,,,,
mclauby01,1977,1,SEA,AL,"Пожалуйста, предоставьте текст для перевода:",1,0.0,4.0,0.0,0.0,0.0,0.0,,,,,
stockot01,1894,1,WAS,NL,С,1,,,0.0,0.0,0.0,0.0,,,,,
killied01,1909,1,DET,AL,"Пожалуйста, предоставьте текст для перевода:",25,,,11.0,49.0,1.0,1.0,,,,,
martida01,1994,1,SFN,NL,ОФ,58,34.0,1012.0,87.0,3.0,0.0,1.0,,,,,
germaes01,2003,1,OAK,AL,Два Б,5,0.0,39.0,5.0,6.0,0.0,1.0,,,,,
hamilbi01,1891,1,PHI,NL,ОФ,133,,,287.0,17.0,31.0,7.0,,,,,
bellicl01,2002,1,ANA,AL,1В,2,0.0,9.0,2.0,0.0,0.0,0.0,,,,,
prothdo01,1923,1,WS1,AL,3В,6,,,5.0,11.0,0.0,0.0,,,,,
mooreba01,1966,1,WS2,AL,"Пожалуйста, предоставьте текст для перевода:",12,11.0,187.0,2.0,13.0,0.0,0.0,,,,,
watsomu01,1920,2,PIT,NL,"Пожалуйста, предоставьте текст для перевода:",5,,,0.0,3.0,0.0,1.0,,,,,
steinir01,1932,1,PHA,AL,"Пожалуйста, предоставьте текст для перевода:",1,,,0.0,2.0,0.0,0.0,,,,,
nichore01,1986,1,CHA,AL,Ф,14,10.0,266.0,25.0,1.0,0.0,0.0,,,,,
griggar01,1909,1,SLA,AL,1В,49,,,454.0,32.0,9.0,20.0,,,,,
valdema02,1997,1,CHA,AL,ДХ,2,,,,,,,,,,,
grayga01,1980,1,CLE,AL,ОФ,6,1.0,49.0,2.0,0.0,0.0,0.0,,,,,
ojedabo01,1982,1,BOS,AL,"Пожалуйста, предоставьте текст для перевода:",22,14.0,235.0,2.0,7.0,1.0,0.0,,,,,
leeca01,2012,2,MIA,NL,1В,80,80.0,2087.0,643.0,60.0,3.0,68.0,,,,,
robinbr02,1980,1,NYA,AL,С,3,1.0,27.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pendlji01,1959,1,CIN,NL,LF,24,9.0,295.0,32.0,1.0,1.0,0.0,,,,,
dowdto01,1899,1,CL4,NL,ОФ,147,,,341.0,10.0,17.0,2.0,,,,,
parroto01,1896,1,SLN,NL,"Пожалуйста, предоставьте текст для перевода:",7,,,7.0,6.0,1.0,0.0,,,,,
roweja01,1884,1,BFN,NL,С,6,,,3.0,14.0,3.0,1.0,,,,,
incavpe01,1987,1,TEX,AL,ОФ,132,130.0,3275.0,216.0,8.0,13.0,0.0,,,,,
ringofr01,1886,1,PT1,AA,1В,9,,,69.0,2.0,5.0,6.0,,,,,
