playerid,awardid,yearid,lgid,tie,notes
wagneho01,Baseball Magazine All-Star,1909,NL,,С
cobbty01,Triple Crown,1909,AL,,
bushjo01,Baseball Magazine All-Star,1922,AL,,П1
cobbty01,Baseball Magazine All-Star,1922,AL,,ОФ
collied01,Baseball Magazine All-Star,1922,AL,,Два Б
duganjo01,Baseball Magazine All-Star,1922,AL,,3В
oneilst01,Baseball Magazine All-Star,1922,AL,,С
rommeed01,Baseball Magazine All-Star,1922,AL,,П3
scottev01,Baseball Magazine All-Star,1922,AL,,С
shockur01,Baseball Magazine All-Star,1922,AL,,П2
sislege01,Baseball Magazine All-Star,1922,AL,,1В
speaktr01,Baseball Magazine All-Star,1922,AL,,ОФ
willicy01,Baseball Magazine All-Star,1922,AL,,ОФ
bushjo01,Baseball Magazine All-Star,1922,ML,,П1
careyma01,Baseball Magazine All-Star,1922,ML,,ОФ
cobbty01,Baseball Magazine All-Star,1922,ML,,ОФ
duganjo01,Baseball Magazine All-Star,1922,ML,,3В
holloch01,Baseball Magazine All-Star,1922,ML,,С
hornsro01,Baseball Magazine All-Star,1922,ML,,Два Б
oneilst01,Baseball Magazine All-Star,1922,ML,,С
rixeyep01,Baseball Magazine All-Star,1922,ML,,П2
rommeed01,Baseball Magazine All-Star,1922,ML,,П3
sislege01,Baseball Magazine All-Star,1922,ML,,1В
speaktr01,Baseball Magazine All-Star,1922,ML,,ОФ
bigbeca01,Baseball Magazine All-Star,1922,NL,,ОФ
careyma01,Baseball Magazine All-Star,1922,NL,,ОФ
coopewi01,Baseball Magazine All-Star,1922,NL,,П1
holloch01,Baseball Magazine All-Star,1922,NL,,С
hornsro01,Baseball Magazine All-Star,1922,NL,,Два Б
kellyge01,Baseball Magazine All-Star,1922,NL,,1В
rixeyep01,Baseball Magazine All-Star,1922,NL,,П2
ruethdu01,Baseball Magazine All-Star,1922,NL,,П3
snydefr01,Baseball Magazine All-Star,1922,NL,,С
stockmi01,Baseball Magazine All-Star,1922,NL,,3В
youngro01,Baseball Magazine All-Star,1922,NL,,ОФ
sislege01,Most Valuable Player,1922,AL,,
hornsro01,Triple Crown,1922,NL,,
bluegos01,Baseball Magazine All-Star,1925,AL,,3В
cochrmi01,Baseball Magazine All-Star,1925,AL,,С2
collied01,Baseball Magazine All-Star,1925,AL,,Два Б
covelst01,Baseball Magazine All-Star,1925,AL,,П3
gosligo01,Baseball Magazine All-Star,1925,AL,,LF
bellbu01,TSN All-Star,1981,AL,,3В
gehrilo01,Baseball Magazine All-Star,1931,ML,,1В
shantbo01,Gold Glove,1964,NL,,"Пожалуйста, предоставьте текст для перевода:"
teahema01,Hutch Award,2009,ML,,
moseswa01,Baseball Magazine All-Star,1936,AL,,RF
bagweje01,Rookie of the Year,1991,NL,,
dickebi01,TSN All-Star,1932,ML,,С
munsoth01,Most Valuable Player,1976,AL,,
fellebo01,Baseball Magazine All-Star,1939,AL,,П1
roberro01,TSN All-Star,1955,ML,,"Пожалуйста, предоставьте текст для перевода:"
voisebi01,TSN Pitcher of the Year,1944,NL,,
barremi01,Silver Slugger,2005,NL,,С
alexape01,Baseball Magazine All-Star,1925,NL,,П2
melilsk01,Baseball Magazine All-Star,1931,AL,,Два Б
foxxji01,Baseball Magazine All-Star,1939,AL,,1В
finlech01,TSN All-Star,1989,AL,,ЛХП
hernake01,TSN All-Star,1979,NL,,1В
terrybi01,Baseball Magazine All-Star,1934,NL,,1В
torrejo01,TSN Player of the Year,1971,NL,,
riceji01,Silver Slugger,1984,AL,,ОФ
moyerja01,Hutch Award,2003,ML,,
varitja01,TSN All-Star,2005,AL,,С
cochrmi01,TSN All-Star,1925,ML,,С
riceji01,TSN All-Star,1975,AL,,ОФ
mathech01,Baseball Magazine All-Star,1914,ML,,П2
nichobi01,TSN All-Star,1943,ML,,ОФ
speaktr01,Baseball Magazine All-Star,1917,AL,,ОФ
johnsda02,TSN All-Star,1970,AL,,Два Б
camparo01,TSN All-Star,1955,ML,,С
hayesfr01,Baseball Magazine All-Star,1940,AL,,С
smithoz01,Gold Glove,1991,NL,,С
grovele01,Baseball Magazine All-Star,1932,ML,,П1
mathemi01,Gold Glove,2004,NL,,С
alomaro01,Gold Glove,1993,AL,,Два Б
howarel01,TSN All-Star,1961,AL,,С
bluevi01,Cy Young Award,1971,AL,,
verbaem01,Baseball Magazine All-Star,1945,NL,,Два Б
hinespa01,Triple Crown,1878,NL,,
bedrost01,Cy Young Award,1987,NL,,
drewjd01,TSN All-Star,2004,NL,,ОФ
biggicr01,Hutch Award,2005,ML,,
kellge01,TSN All-Star,1947,ML,,3В
glavito02,TSN All-Star,1992,NL,,ЛХП
berrayo01,Baseball Magazine All-Star,1949,AL,,С
brocklo01,Hutch Award,1979,ML,,
hughste01,TSN All-Star,1942,ML,,"Пожалуйста, предоставьте текст для перевода:"
grichbo01,Gold Glove,1974,AL,,Два Б
grichbo01,Gold Glove,1973,AL,,Два Б
