lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
34,acevejo01,,,1977.0,12.0,18.0,Д.Р.,,Санто-Доминго,,,,,,,Жозе,Асе́ведо,,,,185.0,72.0,r,r,6/19/2001,9/29/2005,,acevejo01,acevejo01,acevj002,acevejo01,acevejo01
35,aceveju01,,,1970.0,5.0,5.0,Мексика,6,Сидьес-Крус,,,,,,,Хуан,Асе́ведо,,Хуан Карлос,,195.0,74.0,r,r,4/30/1995,8/5/2003,Паркленд ДжК,aceveju01,aceveju01,acevj001,aceveju01,aceveju01
36,ackerji01,,,1958.0,9.0,24.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Фреер,,,,,,,Джим,Акер,,Джеймс Джастин,,210.0,74.0,r,r,4/7/1983,6/14/1992,Техас,ackerji01,ackerji01,ackej001,ackerji01,ackerji01
37,ackerto01,,,1930.0,3.0,7.0,США,НУ,Пейтсон,,,,,,,Том,Акер,,Томас Джеймс,,215.0,76.0,r,r,4/20/1956,9/20/1959,Техас,ackerto01,ackerto01,acket101,ackerto01,ackerto01
38,acklefr01,,,1937.0,4.0,10.0,США,ВИ,Хейвард,2002.0,5.0,22.0,США,МН,Дулут,Фритц,Акли,,Флориан Фредерик,,202.0,73.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,9/21/1963,5/9/1964,,acklefr01,acklefr01,acklf101,acklefr01,acklefr01
39,acostcy01,,,1946.0,11.0,22.0,Мексика,25,Эль Сабино,,,,,,,Ци,Акоса,,Цецилио (Мирандa),,165.0,70.0,r,r,6/4/1972,5/5/1975,,acostcy01,acostcy01,acosc101,acostcy01,acostcy01
40,acosted01,,,1944.0,3.0,9.0,Панама,,Боκέта,,,,,,,Эд,Акоса,,Эдуардо Эликсбет,,215.0,77.0,В,r,9/7/1970,10/4/1972,,acosted01,acosted01,acose101,acosted01,acosted01
41,acostjo01,,,1891.0,3.0,4.0,Куба,,Хавана,1977.0,11.0,16.0,Куба,,Хавана,Жозе,Акоса,,Жозе,Акостика,134.0,66.0,r,r,7/28/1920,5/12/1922,,acostjo01,acostjo01,acosj101,acostjo01,acostjo01
42,acostme01,,,1896.0,5.0,19.0,Куба,,Батута,1963.0,11.0,17.0,США,ФЛ,Майами,Мерито,Акоса,,Балдомеро Педро ( Фернандес ),,140.0,67.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",6/15/1913,9/2/1918,,acostme01,acostme01,acosm101,acostme01,acostme01
43,acrema01,,,1968.0,9.0,16.0,США,Калифорния,Корд,,,,,,,Марк,акр,,Марк Роберт,,235.0,80.0,r,r,5/13/1994,5/10/1997,Нью-Мексико,acrema01,acrema01,acrem001,acrema01,acrema01
45,adairje01,,,1936.0,12.0,17.0,США,Добро,Песчаные Springs,1987.0,5.0,31.0,США,Добро,Тульса,Жери,Адэр,,Кеннет Джерри,Привид Каспер,175.0,72.0,r,r,9/2/1958,5/3/1970,,adairje01,adairje01,adaij101,adairje01,adairje01
46,adairji01,,,1907.0,1.0,25.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Ваксахайи,1982.0,12.0,9.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Даллас,Джимми,Адэр,,Джеймс О'Брайен,Чоппи,154.0,70.0,r,r,8/24/1931,9/7/1931,,adairji01,adairji01,adaij102,adairji01,adairji01
47,adamsac01,,,1910.0,3.0,2.0,США,Калифорния,Вилли,2006.0,2.0,26.0,США,А,Альбани,Аэс,Адамс,,Ац Дженсон Тэнсвуд,,182.0,70.0,r,r,4/15/1941,4/24/1946,,adamsac01,adamsac01,adama101,adamsac01,adamsac01
48,adamsba01,,adamsba01h,1882.0,5.0,18.0,США,В,Типтон,1968.0,7.0,27.0,США,МД,Серебряная Весна,Коля,Адамс,,Чарльз Бенджамин,,185.0,71.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,4/18/1906,8/11/1926,,adamsba01,adamsba01,adamb104,adamsba01,adamsba01
49,adamsbe01,,,1891.0,6.0,21.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Уортон,1940.0,6.0,24.0,США,Калифорния,Лос-Анджелес,Берτ,Адамс,,Джон Бертрам,,185.0,73.0,В,r,8/30/1910,9/28/1919,,adamsbe01,adamsbe01,adamb106,adamsbe01,adamsbe01
50,adamsbo01,,,1901.0,7.0,24.0,США,МА,Холиок,1996.0,10.0,17.0,США,ПА,Лемойен,Боб,Адамс,,Роберт Бёрдетт,,168.0,71.0,r,r,9/22/1925,9/23/1925,,adamsbo01,adamsbo01,adamb107,adamsbo01,adamsbo01
51,adamsbo02,,,1907.0,1.0,20.0,США,АЛ,Бирмингем,1970.0,3.0,6.0,США,ФЛ,Джексонвилл,Боб,Адамс,,Роберт Эндрю,,165.0,72.0,r,r,9/27/1931,9/17/1932,,adamsbo02,adamsbo02,adamb102,adamsbo02,adamsbo02
52,adamsbo04,,,1952.0,1.0,6.0,США,ПА,Питтсбург,,,,,,,Боб,Адамс,,Роберт Мелвин,,200.0,74.0,r,r,7/10/1977,9/29/1977,Калифорнийский университет в Лос-Анджелесе,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
53,adamsbo03,,adamsbo03h,1921.0,12.0,14.0,США,Калифорния,Туолумне,1997.0,2.0,13.0,США,Ва,Гиг-Харбор,Боби,Адамс,,Роберт Генри,,160.0,70.0,r,r,4/16/1946,4/22/1959,,adamsbo03,adamsbo03,adamb103,adamsbo03,adamsbo03
54,adamsbu01,,,1915.0,6.0,24.0,США,К,Тринидад,1990.0,9.0,1.0,США,Калифорния,Ранчо-Мираж,Бэстер,Адамс,,Элвин Кларк,,180.0,72.0,r,r,4/27/1939,9/21/1947,,adamsbu01,adamsbu01,adamb101,adamsbu01,adamsbu01
55,adamsda01,,,1887.0,6.0,19.0,США,МО,Сент-Луис,1964.0,10.0,6.0,США,МО,Сент-Луис,Дэн,Адамс,,Даниэль Лесли,Рубе,165.0,71.0,r,r,5/22/1914,9/26/1915,,adamsda01,adamsda01,adamd103,adamsda01,adamsda01
56,adamsdi01,,,1920.0,4.0,8.0,США,Калифорния,Туолумне,,,,,,,Дик,Адамс,,Ричард Лерои,,185.0,72.0,r,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5/20/1947,9/28/1947,,adamsdi01,adamsdi01,adamd102,adamsdi01,adamsdi01
57,adamsdo01,,,1943.0,1.0,27.0,США,ВИ,Синяя река,,,,,,,Дуг,Адамс,,Гарольд Дуглас,,185.0,75.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,9/8/1969,10/1/1969,,adamsdo01,adamsdo01,adamd101,adamsdo01,adamsdo01
58,adamsge01,,,,,,,,,,,,,,,Джордж,Адамс,,Джордж,,175.0,66.0,r,r,6/14/1879,,,adamsge01,adamsge01,adamg102,adamsge01,adamsge01
59,adamsgl01,,,1947.0,10.0,4.0,США,МА,Северный мост,,,,,,,Гленн,Адамс,,Гленн Чарльз,,180.0,73.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,5/4/1975,10/3/1982,Спрингфилд,adamsgl01,adamsgl01,adamg101,adamsgl01,adamsgl01
60,adamshe01,,,1928.0,4.0,14.0,США,Калифорния,Голливуд,,,,,,,Герб,Адамс,,Герберт Лорон,,160.0,69.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",9/17/1948,8/30/1950,,adamshe01,adamshe01,adamh101,adamshe01,adamshe01
61,adamsji01,,,1868.0,,,США,ИЛ,Восточный Сент-Луис,,,,,,,Джим,Адамс,,Джеймс Дж.,,,,,r,4/21/1890,4/21/1890,,adamsji01,adamsji01,adamj101,adamsji01,adamsji01
62,adamsjo01,,,1877.0,10.0,28.0,США,ИЛ,Ковден,1952.0,10.0,8.0,США,МО,Бакалавр,Джо,Адамс,,Ио́сеф Эдвар́д,Вагон-язычник,190.0,72.0,r,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4/26/1902,4/26/1902,,adamsjo01,adamsjo01,adamj102,adamsjo01,adamsjo01
63,adamska01,,,1891.0,8.0,11.0,США,А,Колумбус,1967.0,9.0,17.0,США,Ва,Эверетт,Карл,Адамс,,Карл Тутвieler,Бунтарь,170.0,74.0,r,r,4/19/1914,9/23/1915,,adamska01,adamska01,adamk101,adamska01,adamska01
64,adamsmi02,,,1948.0,7.0,24.0,США,О,Цинциннати,,,,,,,Майк,Адамс,,Роберт Майкл,,180.0,69.0,r,r,9/10/1972,7/25/1978,,adamsmi02,adamsmi02,adamm102,adamsmi02,adamsmi02
65,adamsre01,,,1921.0,10.0,7.0,США,Калифорния,Парлер,,,,,,,красный,Адамс,,Чарльз Двайт,,185.0,72.0,r,r,5/5/1946,7/2/1946,,adamsre01,adamsre01,adamr101,adamsre01,adamsre01
66,adamsri01,,,1878.0,12.0,23.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Париж,1955.0,3.0,10.0,США,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Париж,Рик,Адамс,,Ребен Александр,,165.0,72.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",7/13/1905,9/29/1905,,adamsri01,adamsri01,adamr102,adamsri01,adamsri01
67,adamsri02,,,1959.0,1.0,21.0,США,Калифорния,Верхнеднепровск,,,,,,,Рики,Адамс,,Рики Ли,,180.0,74.0,r,r,9/15/1982,10/5/1985,Калифорнийский университет в Лос-Анджелесе,adamsri02,adamsri02,adamr001,adamsri02,adamsri02
68,adamssp01,,adamssp01h,1894.0,8.0,26.0,США,ПА,Зербе,1989.0,2.0,24.0,США,ПА,Поттсвилл,Спарки,Адамс,,Эшфорд,,151.0,65.0,r,r,9/18/1922,9/30/1934,,adamssp01,adamssp01,adams101,adamssp01,adamssp01
69,adamssp02,,,1898.0,6.0,21.0,США,УТ,Лэйтон,1970.0,11.0,24.0,США,УТ,Солт-Лейк-Сити,Спенсер,Адамс,,Спенсер Деуэй,,158.0,69.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,5/8/1923,10/2/1927,,adamssp02,adamssp02,adams102,adamssp02,adamssp02
70,adamste01,,,1973.0,3.0,6.0,США,АЛ,Мобильный,,,,,,,Терри,Адамс,,Тери Уэйн,,180.0,75.0,r,r,8/10/1995,5/23/2005,,adamste01,adamste01,adamt001,adamste01,adamste01
71,adamswi01,,,1890.0,9.0,27.0,США,ПА,Кляриффилд,1937.0,6.0,18.0,США,Нью-Йорк,Альбани,Уилли,Адамс,,Джеймс Ирвин,,180.0,76.0,r,r,6/30/1912,9/6/1919,,adamswi01,adamswi01,adamw101,adamswi01,adamswi01
72,adamswi02,,,1972.0,10.0,8.0,США,НМ,Галуп,,,,,,,Уилли,Адамс,,Уильям Эдвард,,215.0,79.0,r,r,6/11/1996,8/14/1997,Стэнфорд,adamswi02,adamswi02,adamw001,adamswi02,adamswi02
73,adamsjo02,,,1971.0,7.0,2.0,США,Калифорния,Лейквуд,,,,,,,Йоэль,Адамсон,,Джоэл Ли,,185.0,76.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4/10/1996,4/26/1998,Церритос ЖК,adamsjo02,adamsjo02,adamj001,adamsjo02,adamsjo02
74,adamsmi01,,,1947.0,9.0,13.0,США,Калифорния,Сан-Диего,,,,,,,Майк,Адамсон,,Джон Майкл,,185.0,74.0,r,r,7/1/1967,5/7/1969,,adamsmi01,adamsmi01,adamm101,adamsmi01,adamsmi01
75,adcocjo01,adcocjo01m,,1927.0,10.0,30.0,США,Лос-Анджелес,Кушата,1999.0,5.0,3.0,США,Лос-Анджелес,Кушата,Джо,Адкок,,Иосиф Уилбур,,210.0,76.0,r,r,4/23/1950,10/1/1966,,adcocjo01,adcocjo01,adcoj101,adcocjo01,adcocjo01
76,addisbo01,,,1925.0,11.0,6.0,США,О,Минерал,,,,,,,Боб,Аддис,,Роберт Гордон,,175.0,72.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,9/1/1950,6/12/1953,,addisbo01,addisbo01,addib101,addisbo01,addisbo01
77,adducji01,,,1959.0,8.0,9.0,США,ИЛ,Чикаго,,,,,,,Джим,Добавить,,Джеймс Дэвид,,200.0,77.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",9/12/1983,7/26/1989,Южный Иллинойс,adducji01,adducji01,adduj001,adducji01,adducji01
78,addybo01,addybo01m,,1845.0,2.0,,США,Нью-Йорк,Рочестер,1910.0,4.0,9.0,США,ID,Покацелло,Боб,Адди,,Роберт Эдвард,Магнит,160.0,68.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",5/6/1871,,,addybo01,addybo01,addyb101,addybo01,addybo01
79,aderhmo01,,,1915.0,9.0,13.0,США,НГ,Гора Олива,1955.0,3.0,18.0,США,ФЛ,Сарасота,Морри,Адерхольт,,Моррис Вудроу,,188.0,73.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,9/13/1939,9/30/1945,,aderhmo01,aderhmo01,aderm101,aderhmo01,aderhmo01
80,adkinde01,,,1918.0,5.0,11.0,США,KS,Норватур,1998.0,12.0,26.0,США,Калифорния,Санта-Моника,Дэви,Адкинс,,Джон Дьюи,,195.0,74.0,r,r,9/19/1942,10/2/1949,,adkinde01,adkinde01,adkid103,adkinde01,adkinde01
89,ageeto01,,ageeto01h,1942.0,8.0,9.0,США,АЛ,Магнолия,2001.0,1.0,22.0,США,Нью-Йорк,Нью-Йорк,Томми,Агри,,Томми Ли,,195.0,71.0,r,r,9/14/1962,9/30/1973,,ageeto01,ageeto01,ageet101,ageeto01,ageeto01
153,allendi01,,allendi01h,1942.0,3.0,8.0,США,ПА,Вампум,,,,,,,Дик,Аллен,Ричи Аллен,Ричард Энтони,"Вампум Волоппер, Ричи",187.0,71.0,r,r,9/3/1963,6/19/1977,,allendi01,allendi01,alled101,allendi01,allendi01
182,allisbo01,,,1934.0,7.0,11.0,США,МО,Рейттаун,1995.0,4.0,9.0,США,АЗ,Рио-Верде,Боб,Аллисон,,Уильям Роберт,,205.0,75.0,r,r,9/16/1958,9/29/1970,,allisbo01,allisbo01,allib103,allisbo01,allisbo01
202,aloumo01,,,1966.0,7.0,3.0,США,А,Атланта,,,,,,,Моисей,Алу,Моисес Рохас,Моисей Рохас,,185.0,75.0,r,r,7/26/1990,6/10/2008,Канада,aloumo01,aloumo01,aloum001,aloumo01,aloumo01
212,altmage01,,,1933.0,3.0,20.0,США,НГ,Голсборо,,,,,,,Джордж,Альтман,,Джордж Ли,Большой Джордж,200.0,76.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",r,4/11/1959,10/1/1967,,altmage01,altmage01,altmg101,altmage01,altmage01
246,anderbr01,,anderbr01h,1964.0,1.0,18.0,США,МД,Серебряная Весна,,,,,,,Бради,Андерсон,,Брэди Кевин,,170.0,73.0,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4/4/1988,5/20/2002,Каль-Ирвин,anderbr01,anderbr01,andeb001,anderbr01,anderbr01
