schoolid,schoolname,schoolcity,schoolstate,schoolnick
fordham,Фордхэмский университет,Брукс,Нью-Йорк,Рэмсы
centenary,Стоун-Хиллский колледж,Шревпорт,Лос-Анджелес,Господа
shepherdwv,Колледж Шерпард,Шеппардстаун,Западная Вирджиния,Рэмсы
wminstermo,Западно-Эстонский колледж,Фултон,МО,Блю Джейс
idaho,Университет Айдахо,Москва,ID,Вандалы
wlmcarey,Колледж Уильяма Кэри,Хаттиспург,Мएस,Крестоносцы
batesme,Бэтс Колледж,Левенстон,Я,Бобры
wchester,Западный Честерский Университет Пенсильвании,Западный Честер,ПА,Золотые рои
providence,Провиденсский колледж,Провиденс,Ри,Монахи
whitmanwa,Уитманский колледж,Вала-Вала,Ва,Миссионеры
concordny,Конкордский колледж,Бруклвилл,Нью-Йорк,Клипперы
amerintl,Международный колледж Америки,Спрингфилд,МА,Желтые жакеты
monmouth,Университет Монмута,Западный Лонг-Бранч,НУ,Сыры
loyolamary,Университет Лойолы Мэримаунт,Лос-Анджелес,Калифорния,Львы
azusapac,Азуса-Пакнистикий университет,Азуса,Калифорния,Пума
fresnost,Калифорнийский университет в Фресно,Фресно,Калифорния,Бульдоги
biolaca,Университет Биола,La Миражда,Калифорния,Орлы
charlsouth,Университет Charleston Southern,Чарльстон,СЦ,Буйные пираты
fltech,Флоридский технологический институт,Мельбурн,ФЛ,Пантеры
austinpeay,Университет штата Остин-Пей,Кларксвилл,ТН,Губернаторы
ntexas,Университет Северной Техася,Дентон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Зелёные парни
thomasmore,Колледж Томаса Мора,Крествью-Хиллз,KY,Святые
ohiost,Огайо-Сент-Эндрюсский университет,Колумбус,О,Ореховые дыни
trnsylvnia,Трансильванский университет,Лексингтон,KY,Пионеры
jksonvilst,Джексонвилл Стейт Университет,Джексонвилл,АЛ,Птица цапли
calstfull,Калифорнийский государственный университет в Фулертоне,Фуллертон,Калифорния,Титаники
hartwickny,Колледж Хартуик,Онеонта,Нью-Йорк,Сыры
iowast,Государственный университет Айовы,Амесь,АЯ,Циклоны
roanokeva,Колледж Роанок,Салем,Да,Мараны
stthomasfl,Университет Сент-Томаса,Майами,ФЛ,Бобры
mcneese,Макнеси Стейт Университет,Озеро Чарльз,Лос-Анджелес,Кочевники
hillsdale,Колледж Хиллсдейл,Гиллсдейл,М,Заряники
erskine,Колледж Эрскина,Западный край,СЦ,Летучий флот
mtstmarys,Колледж и семинарии Святого Марии,Эммитсбург,МД,Гора
ilwesleyan,Иллинойс Вэлликский Университет,Блумингтон,ИЛ,Титаники
waynestne,Вэйнский государственный колледж,Вэйн,НЕ,Дикие кошки
iawesleyan,Иоуэский университетский колледж,Пустыня Плейс,АЯ,Тигры
marist,Колледж Марист,Пкипси,Нью-Йорк,Красные лисы
florida,Университет Флориды,Гейнсвилл,ФЛ,Загадчики
scarolina,Университет Южной Каролины,Колумбия,СЦ,Птица цапли
sprngfldma,Колледж Спрингфилд,Спрингфилд,МА,Гордость
wrightst,Университет Вайт-Стейт,Деньтон,О,Бандиты
baconeok,Колледж Бэкон,Мускоги,Добро,Воины
ewashington,Восточно-Вашингтонский университет,Чейни,Ва,Орлы
marquette,Маркетский университет,Милуоки,ВИ,Золотые орлы
schreiner,Университет Шрайнера,Кэррівилл,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Гора
siena,Университет Сиены,Лоудонвилл,Нью-Йорк,Святые
bostoncoll,Бостонский колледж,Кастанье́й-Хилл,МА,Орлы
staugustne,Колледж Святого Августина,Рали,НГ,Соколы
stambrseia,Университет святого Амброджа,Дэвенпорт,АЯ,Борьба с пчелами
csstanisl,Калифорнийский государственный университет в Стэнисле,Турлок,Калифорния,Воины
uncwilm,Университет Северной Каролины в Уилмингтоне,Вильямингтон,НГ,Сиэтл Сихокс
hardinsimm,Университет Хардина-Симмонса,Абилен,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Кочевники
carsnewm,Колледж Карсон-Ньюман,Джеймсон-Сити,ТН,Орлы
tulsa,Тульский университет,Тульса,Добро,Золотой Грик
randmacon,Колледж Рэндольф-Макон,Ашленд,Да,Желтые жакеты
calutheran,Калифорнийский лутеранский университет,Тысяча дубов,Калифорния,Кингсмены
nalabama,Университет Северной Альянсы,Флоренция,АЛ,Львы
duquesne,Университет Дьюка,Питтсбург,ПА,Дюксы
walabama,Университет Западной Алабамы,Ливингстон,АЛ,Тигры
morehouse,Моорхаусский колледж,Атланта,А,Марун Тайгерс
centok,Университет центрального Оклахомы,Эдмон,Добро,Бронхос
utep,Университет Техаса в Эль-Пасо,Эль-Пасо,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Минеры
utsa,Университет Техаса в Сан-Антонио,Сан-Антонио,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Прыгуны-пятнистые
pittsbst,Питтсбургский государственный университет,Питтсбург,KS,Гори́лы
lamar,Ламарский университет,Бомонт,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Кардиналы
montanast,Монтанаский государственный университет,Боузман,МТ,Бобры
pacificor,Тихоокеанский университет,Лесной Горный Поселок,О-Р,Боксёры
sliprock,"Университет Пенсильвании ""Слизкий Камень""",Скользкий камень,ПА,Скала
clarksonny,Универсиитет Кларсон,Потсдам,Нью-Йорк,Рыцари
philly,Университет Филадельфии,Филадельфия,ПА,Рэмсы
cwpost,"Вищий учебный завод, С.У, kampus Поста",Бруквилл,Нью-Йорк,Пионеры
nyfredonia,Фредонийский колледж штата Нью-Йорк,Фредония,Нью-Йорк,Синие дьяволы
salemintl,Международный университет Салем,Салем,Западная Вирджиния,Тигры
stetson,Стэтсонский университет,Деланд,ФЛ,Хаттеры
longisland,Бруклинский кампус Университета Лонг-Айленд,Бруклин,Нью-Йорк,Черножуры
utahvalley,Университет Ута Вэлли,Орем,УТ,Верблюды
lubbchrist,Университет христиан Lubbock,Луббок,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Чапрасы
haskellks,Университет индейцев Хаскалла,Лоренс,KS,Индийцы
lewclarkst,Lewis-Clark State College,Левенстон,ID,Воины
missouri,Университет Миссури,Колумбия,МО,Тигры
bryant,Колледж Брайант,Смитфилд,Ри,Бульдоги
yale,Ялонский университет,Нью-Хейвен,КТ,Бульдоги
midlndluth,Средне-лютеранский колледж,Фремонт,НЕ,Воины
mankatost,"Государственный университет Миннесоты, Манкато",Манкато,МН,"""Маверики"""
morehead,Университет штата Морхед,Мохед,KY,Орлы
gacollege,Горджийский колледж и государственный университет,Милледжвилл,А,Бобры
arkansaspb,Университет Арканзаса в Пайн-Блофф,Пайн-Блфф,АР,Золотые Львы
bridgwtrst,Бриджвотерский государственный колледж,Бриджвотер,МА,Медведи
middlbryvt,Университет Миддлбри,Миддлбери,ВТ,Пантеры
sfcc,Южно-Флоридский общинный колледж,Авон-Парк,ФЛ,Пантеры
nicholls,Ничоллс Стейт Университет,Тибодоукс,Лос-Анджелес,Капитаны
vanguardca,Университет Вангарда Южной Калифорнии,Коста-Меса,Калифорния,Львы
delaware,Университет Делавэра,Ньюарк,"Да, я могу помочь с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Синие цапли
wvwesleyan,Западно-Виргинский университетский колледж,Буканнон,Западная Вирджиния,Бобры
emporiast,Университет Эмори,Эмпория,KS,Журавли
stfrncisil,Университет Святого Франциска,Жо́лйет,ИЛ,Бойцы Святого Духа
ptparkpa,Парк-у-Кэри Университет,Питтсбург,ПА,Пионеры
lockhaven,Лок-Хейвен Университет Пенсильвании,Лок-Хавен,ПА,Белые орлы
riponwi,Рипон Колледж,Рипон,ВИ,Красная Сокола
grandview,Великий вид колледжа,Дес-Мойнс,АЯ,Викинги
widenerpa,Университет Уиднера,Честер,ПА,Пионеры
charlotte,Университет Северной Каролины в Шарлотте,Шарлотта,НГ,Ниндзя
albanyst,Albanyский государственный университет,Альбани,А,Золотые рои
mtennst,Средний Теннесси Университет штата,Муфресборо,ТН,Блу Раидеры
belmont,Университет Белмонт,Насвилл,ТН,Брюины
denver,Университет Денвера,Денвер,К,Пионеры
howrdpayne,Университет Говарда Пейни,Браунвуд,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Желтые жакеты
springhill,Колледж Спринг Хилл,Мобильный,АЛ,Бексы
memphis,Университет Мемфиса,Мемфис,ТН,Тигры
arkmont,Университет Арканзаса-Монровилль,Монтицело,АР,Жук-вредник
lincolnmo,Университет Линкольна в Миссури,Джеймсон-Сити,МО,Синие тигры
savstate,Университет штата Саванна,Саванна,А,Тигры
nwokstate,Северо-западный государственный университет Оклахомы,Алва,Добро,Рэнджеры
coppinst,Колледж Коппин штата,Балтимор,МД,Орлы
hiramoh,Хирам Колледж,Ираим,О,Терьеры
winstsalst,Университет штата Уинстон-Сэммит,Винстон-Сэмьюэли,НГ,Рэмсы
sfloridacc,Южный Флорида ССС,Авон-Парк,ФЛ,
txsouth,Техасский южный университет,Хьюстон,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Тигры
sulrossst,Университет штата Sul Ross,Альпинская,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Лисы
chicago,Университет Чикаго,Чикаго,ИЛ,Мараны
inbethel,Бетелловский колледж,Мишавака,В,Пилоты
mtunionoh,Монт-Юнион Колледж,Союз,О,Бандиты
brandeisma,Университет Брендаиса,Валтхэм,МА,Судьи
emoryhenry,Эмори и Генри Колледж,Эмори,Да,Пчелы
nebellevue,Беллвьюский университет,Белевю,НЕ,Брюины
boisest,Боуи-Стайт Университет,Боис,ID,Брюнкос
trinityct,Трифастский колледж,Хартуфорд,КТ,Бантамы
guilfordnc,Колледж Гилфорд,Гринсбоу,НГ,Квакеры
baruchcuny,"Барух Колледж, Городской университет Нью-Йорка",Нью-Йорк,Нью-Йорк,Медведи-потыраги
princeton,Принстонский университет,Принс-тон,НУ,Тигры
clrmuddscr,Кламонт-Макена Колледж,Кляментов,Калифорния,Ораны
washcollmd,Вашингтонский колледж,Честервилль,МД,Скоромен
wlibertyst,Западный Либерти Стейт Колледж,Западная Либерти,Западная Вирджиния,Хиллтопперы
georgemas,Джорджянский университет,Фэрфакс,Да,Патриоты
toledo,Университет Тоудо,Толедо,О,Ракеты
bloomsburg,Блумбургский университет Пенсильвании,Блумаубург,ПА,Хаски
wpaterson,Университет Уильяма Патersonа,Вэйн,НУ,Пионеры
millersvil,Университет Миллера в Пенсильвании,Миллерсвилл,ПА,Бандиты
narizona,Северо-Аризонский университет,Флагстафф,АЗ,Лесорубы
etxbaptist,Баптический университет Восточной Техаса,Маршал,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Тигры
washjeffpa,Вашингтон и Джефферсонский колледж,Вашингтон,ПА,Президенты
brewparker,Колледж Бреутон-Паркер,Маунт-Вернон,А,Бароны
nycortland,Государственный университет Нью-Йорка колледж в Кортланде,Кортленд,Нью-Йорк,Красная драконы
scranton,Университет Скрапта,Скрантон,ПА,Роялы
washcolltn,Вашингтонский колледж (Теннесси),Джонсборо,ТН,
stmarytx,Университет Святой Марии,Сан-Антонио,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Змеиные
centreky,Центрный колледж,Дэнвилл,KY,Капитаны
wichitast,Универсиитет Уичиты,Вичита,KS,Шокеры
ohio,Университет Огайо,Афины,О,Бобры
nmhighland,Университет высоких равнин Нью-Мексико,Лас-Вегас,НМ,Кочевники
mscollege,Миссисипский колледж,Клинтон,Мएस,Чокта
chicost,Калифорнийский университет в Чико,Чико,Калифорния,Дикие кошки
valpo,Университет Вальпараисо,Валпараисо,В,Крестоносцы
ucsd,Калифорнийский университет в Сан-Диего,Ла-Хойя,Калифорния,Тритоны
ecentralok,Восточно-Центральный университет,Ада,Добро,Тигры
ohvalley,Университет Охи Вэлли,Вена,Западная Вирджиния,Борющиеся шотландцы
stjohns,Университет Святого Иоанна,Ямайка,Нью-Йорк,Красный шторм
robertmor,Роберт Моррис Университет,Міский округ Мун-Твип,ПА,Колонисты
manchester,Манчестерский колледж,Северный Манчестер,В,Спартаны
mtvernnaz,Университет Назарату Маунт-Вернон,Маунт-Вернон,О,Пума
wiwhitewtr,Университет Висконсина — Уайтвотер,Водоёдышный,ВИ,Варяги
tntech,Технологический институт Теннесси,Кукейвилл,ТН,Золотые орлы
buffalost,Баффалоский государственный университет,Баффало,Нью-Йорк,Бенгалы
trinitytx,Тринити-колледж,Сан-Антонио,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Тигры
olivetnaz,Университет Оливета Назaren,Бурбонис,ИЛ,Тигры
maine,Университет штата Мэн,Ороно,Я,Чёрные медведи
newesleyan,Университет Небраски в Линкольне,Линкольн,НЕ,Пустынные волки
sacheart,Университет Святого Сердца,Фейрфилд,КТ,Пионеры
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буйны
lynchbrgva,Линчбургский колледж,Линчбург,Да,Журавли
umassdartm,Университет Массачусетса в Дартмуте,Северная Дартмут,МА,Корасыры
tamukvill,Техасский университет А&М в Кингсвилле,Кингсвилль,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Явелинас
crngmellon,Университет Карнеги-Меллона,Питтсбург,ПА,Тартаны
dominican,Доминиканский колледж,Оранбург,Нью-Йорк,Заряники
centralst,Центральный государственный университет,Уильям Уилберфорс,О,Бандиты
loyolachi,Лойолаский университет в Чикаго,Чикаго,ИЛ,Рамблер
california,Университет Калифорнии,Беркли,Калифорния,Золотые Медведи
estroud,Университет Восточного Стратсбурга в Пенсильвании,Восточный Страхсбург,ПА,Воины
howard,Говардский университет,Вашингтон,ДК,Бисон
duke,Дюкский университет,Дурхем,НГ,Синие дьяволы
almami,Колледж Альма,Альма,М,Скоццианец
campbell,Университет Кэмпбелла,Бюи-Крик,НГ,Верблюды
arkansasst,Арканзасский государственный университет,Джонсборо,АР,Индийцы
portlandst,Портлендский государственный университет,Портленд,О-Р,Викинги
hawaiipac,Университет Тихоокеанского Хавайи,Хонолулу,Привет!,Морские воины
baldwalloh,Колледж Бальдвин-Уоллес,Бера,О,Желтые жакеты
lanecol,Лейн Колледж,Джексон,ТН,Драконы
linfieldor,Колледж Линфилд,Макминнвилл,О-Р,Дикие кошки
nmstate,Государственный университет Нью-Мексико,Лас-Крусес,НМ,Аггиес
longwoodva,Лонгвудский университет,Фарвилл,Да,Ланцеры
stmartinwa,Колледж Святого Мартина,Лейсли,Ва,Святые
laverneca,Университет Ла Верна,Ла-Верн,Калифорния,Леопарды
pbsc,Школы штата Флорида,Озеро Ворт,ФЛ,Пантеры
calipa,Калифорнийский университет в Пенсильвании,Калифорния,ПА,Вулканы
lewisil,Леувисский университет,Ромауэлл,ИЛ,Банеры
jamesmad,Джеймс Мэдисон Университет,Гаррисонбург,Да,Дюксы
swmost,Миссуриский государственный университет,Спрингфилд,МО,Медведи
stedwardtx,Университет Святого Эдварда,Остин,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Хиллтопперы
ric,Род-Айлендский колледж,Провиденс,Ри,Анчormen
fairfield,Университет Фейрфилд,Фейрфилд,КТ,Ораны
utpanam,Университет Техаса в Пан-Американе,Эдинбург,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Бронцы
pittsburgh,Университет Питтсбурга,Питтсбург,ПА,Пантеры
detroit,Университет Детройта Мерси,Детройт,М,Титаники
alabama,Университет Алабамы,Тускалуза,АЛ,Кримсон Тайд
stanselm,Колледж Святого Anselmo,Манчестер,НХ,Сыры
wittnbrgoh,Университет Виттенберга,Спрингфилд,О,Тигры
arktech,Университет Арканзаса Тех,Расселвилл,АР,Удивительные мальчики
umbc,"Университет Мэриленда, Балтимора",Катонвилл,МД,Спасатели
kennesawst,Кеннесо Стэйт Университет,Кеннесо,А,Сова
army,Военно-воздушная академия США,Западный Пойнт,Нью-Йорк,Чёрные Рыцари
philsmith,Колледж Филандер Смит,Малрॉк,АР,Пантеры
niowa,Университет Северной Айовы,Кедровые водопады,АЯ,Пантеры
morrbrown,Моррис Браун Колледж,Атланта,А,Верблюды
iowa,Университет Иова,Иоукитти,АЯ,Хейвоки
wiscmilw,Университет Висконсина в Милуоки,Милуоки,ВИ,Пантеры
flatlantic,Флоридский государственный университет,Бока-Ратон,ФЛ,Сова
catawba,Колледж Катаваба,Салисбери,НГ,Индийцы
eillinois,Восточный университет Иллинойса,Чарльстон,ИЛ,Пантеры
econnst,Восточный университет штата Коннектикут,Виллимантик,КТ,Воины
arizona,Университет Аризоны,Тусон,АЗ,Дикие кошки
rhodeisle,Университет Род-Айленда,Кингстон,Ри,Рэмсы
sindiana,Университет Южной Индианы,Эвансвилл,В,Крикующие Орлы
bostonuniv,Бостонский университет,Бостон,МА,Терьеры
austincol,Колледж Остина,Шерман,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Кангуры
quinnipiac,Университет Квиннипак,Хамден,КТ,Бобры
tusculum,Колледж Тускулум,Гринвилл,ТН,Пионеры
catholic,Като́льский унивеси́тет Амери́ки,Вашингтон,ДК,Кардиналы
stlawrence,Стэнфордский университет,Кантон,Нью-Йорк,Святые
wheatonma,Институт Уэйтон (Массачуссет),Уе́тон,МА,Лионы
kalamazoo,Кальамазский колледж,Каламазу,М,Журавли
waynest,Университет Уэйн штата,Детройт,М,Воины
willamette,Универсиитет Вилламетта,Салем,О-Р,Медведи-потыраги
pfeiffer,Университет Пфайфера,Мисенхаймера,НГ,Соколы
vcu,Университет штата Вирджиния,Ричмонд,Да,Рэмсы
strose,Колледж Святого Розы,Альбани,Нью-Йорк,Золотой Рыцарь
nyoneonta,Гос. университетский колледж в Онеонте,Онеонта,Нью-Йорк,Красная драконы
stmarysmn,Университет Святого Мэри из Миннесоты,Винона,МН,Кардиналы
airforce,Академия ВВС США,Колорадо-Спрингс,К,Соколы
vermont,Университет Вермонта,Южный Берлингтон,ВТ,Катаубы
maryland,Университет Мериленда,Колледж-Парк,МД,Черепахи
nwestern,Северо-Западный университет,Эванстон,ИЛ,Дикие кошки
iona,Иона Колледж,Новый Рошель,Нью-Йорк,Гэльский
movalley,Колледж Миссури-Вэлли,Маршал,МО,Викинги
wagner,Вагнер Колледж,Стейтен-Айленд,Нью-Йорк,Сиэтл Сихокс
liberty,Университет Либерти,Линчбург,Да,Пламя
clemson,Университет Клемсона,Клемсон,СЦ,Тигры
abilchrist,Университет Абилена Христиан,Абилен,"Текст не предоставлен. Пожалуйста, предоставьте текст для перевода, и я с радостью предоставлю вам его перевод на русский язык.",Дикие кошки
charleston,Колледж Чикаго,Чарльстон,СЦ,Пума
kenyonoh,Кенионский колледж,Гамбьер,О,Лорды
setonhall,Университет Сэтон Холл,Южный Орандж,НУ,Пираты
seattle,Сейлский университет,Сиэтл,Ва,Соколы
cmichigan,Центральный университет Мичигана,Пустыня Плейс,М,Чиппева
albany,"Университет в Альбани, государственный университет Нью-Йорка",Альбани,Нью-Йорк,Великая дана
calpoly,"Калифорнийский политехнический университет, Сан-Луис-Обиспо",Сан-Луис-Обиспо,Калифорния,Мустанги
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Львы
lasalle,Университет Ла Саля,Филадельфия,ПА,Исследователи
shorterga,Короткий колледж,Рим,А,Сыры
samford,Университет Самфорд,Бирмингем,АЛ,Бульдоги
georgefox,Университет Джорджа Фокса,Нюберг,О-Р,Брюины
clarion,Кларионский университет Пенсильвании,Клярьон,ПА,Золотые орлы
eurekail,Колледж Эврика,Эурка,ИЛ,Красные дьяволы
stcloudst,Стэнфордский университет,Сент-Клуд,МН,Хаски
ncstate,Северный Университет штата Каролина,Рали,НГ,Вольфпак
ohwesleyan,Университет Огайо Уэзлиана,Делавэр,О,Борьба епископов
semost,Государственный университет юго-восточного Миссури,Кап-Джерардо,МО,Красная Сокола
flagler,Флаглерский колледж,Сент-Огастин,ФЛ,Святые
njcity,Университет города Нью-Джерси,Джерси-Сити,НУ,Готические рыцари
stonybrook,Университет Стони-Брук,Стоуни-Брук,Нью-Йорк,Морские волки
nflorida,Университет Северной Флориды,Джексонвилл,ФЛ,Оспрей
eutah,Колледж Восточного Юта,Цена,УТ,Золотые орлы
wcarolina,Западно-Каролинский университет,Куллоухи,НГ,Катаубы
amherstma,Амхерстский колледж,Амхерст,МА,Лорд Джеффри
cflorida,Университет Центральной Флориды,Орландо,ФЛ,Золотой Рыцарь
villanova,Университет Вилланова,Вилланова,ПА,Дикие кошки
mastersca,Колледж Мастера,Санта-Кларита,Калифорния,Мустанги
wesleyanct,Универсиитет Вэзли,Миддлтаун,КТ,Кардиналы
utah,Университет Юты,Солт-Лейк-Сити,УТ,Утесы
iupufw,Индианское университет-Университет Пердью Форт Уэйн,Форт-Уэйн,В,Мастодоны
ccri,Общий колледж Род-Айленда,Уорик,Ри,Рыцари
washst,Вашингтонский государственный университет,Пулман,Ва,Пума
sunybuff,Государственный университет Нью-Йорка в Буффало,Баффало,Нью-Йорк,Буйны
rosehulman,Институт Роза-Хулмана,Терре-Хот,В,Инженеры
uncgreen,Университет Северной Каролины в Гринсборо,Гринсбоу,НГ,Спартаны
missst,Миссисипский государственный университет,Старквилл,Мएस,Бульдоги
genevapa,Женевский колледж,Бэвер-Фолс,ПА,Золотые торнадо
etennst,شرق ولاية تينيسي جامعة الدولة,Джонсон-Сити,ТН,Буйные пираты
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
bluefield,Колледж Блюфилд,Блюфилд,Да,Рэмсы
stmichaels,Колледж Святого Михаила,Колчестер,ВТ,Фиолетовые рыцари
ucirvine,"Университет Калифорнии, Ирвин",Ирвин,Калифорния,Длиннохвостые муравьевоязники
bowdoinme,Колледж Боудин,Брумфилд,Я,Полярные медведи
edinboro,Университет Эдинборо Пенсильвании,Эдинборо,ПА,Борющиеся шотландцы
wconnst,Западный штат Коннектикут Университет,Дэнбери,КТ,Колонисты
milligantn,Колледж Миллеген,Колледж Миллеген,ТН,Буффалоы
lafayette,Колледж Лавефт,Иーストон,ПА,Леопарды
montreatnc,Колледж Монтрет,Монтриат,НГ,Кавальеры
shipnsburg,Шиппенсбургский университет Пенсильвании,Шиппенсбург,ПА,Красные рады
sdcity,Сан-Диего Колледж города,Сан-Диего,Калифорния,Рыцари
missvalley,Университет штата Миссисипи,Ита Бенна,Мएस,Дельта-Дьяволы
whitwrthwa,Колледж Уитворт,Спокан,Ва,Пираты
alabamast,штатный университет Алабамы,Монтгомери,АЛ,Журавли
plymouth,Плимутский государственный университет,Плимут,НХ,Пантеры
norwichvt,Университет Норфука,Северная полоса,ВТ,Кадеты
millsapsms,Колледж Миллспс,Джексон,Мएस,Майоры
colbyme,Колби-колледж,Ватерлоо,Я,Мулы
sanjosest,Сан-Хосе Стейт Университет,Сан-Хосе,Калифорния,Спартаны
gaswestern,Университет Джорджии юго-запада,Америкус,А,Ураганы
alabamaam,Университет Алабамы А&М,Доброе утро! Как дела?,АЛ,Бульдоги
uscaiken,Университет Южной Каролины Эйкен,Айкен,СЦ,Пэйсерс
franklinin,Франклинский колледж,Франклин,В,Гризли
carthagewi,Картажский колледж,Кеноша,ВИ,Красный человек
norfolkst,Норфолкский государственный университет,Норфолк,Да,Спартаны
highpoint,Высокий Университет Пойнта,Высокий пункт,НГ,Пантеры
lemoynowen,Колледж Лемоун-Оуэн,Мемфис,ТН,Маги
lutheria,Лютер Колледж,Декора,АЯ,Норвегия
adelphi,Университет Адельфи,Городской сад,Нью-Йорк,Пантеры
tuftsma,Тафтс-Университет,Медфорд,МА,Джумбо
carkansas,Университет Центरल Арканзас,Конвей,АР,Медведи
