schoolid,schoolname,schoolcity,schoolstate,schoolnick
arkansas,Университет Арканзаса,Файетвилл,АР,Рэзоры
wvirginia,Университет Западной Вирджинии,Моргантаун,Западная Вирджиния,Горные альпинисты
bradley,Бради-Университи,Пео́рия,ЕЛ,Храбрые
olemiss,Университет Миссисипи,Оксфорд,МЖ,Повстанцы
utah,Университет Юты,Солт-Лейк-Сити,УТ,Утесы
oregon,Университет Орегона,Евгений,О'Р,Качки
mrningside,Колледж Морнингсайд,Сойо-Сити,Я,Мустанги
mankatost,"Государственный университет Миннесоты, Манкато",Мэнкато,МН,Маверики
indianast,Индианаполисский государственный университет,Тере-Хاوت,В,Сикаморы
clevst,Государственный университет Кливленда,Кливленд,ОХ,Викинги
mobileal,Университет Мобила,Мобильный,АЛ,Рэмсы
shenandoah,Шенандоаский университет,Винчестер,ВА,Жук-клещ
nytech,Нью-Йоркский технологический институт,Олд-Уэбстри,НЮ,Медведи
auburn,Аубурнский университет,Авдон,АЛ,Тигры
baconeok,Колледж Бэкон,Мускоги,Хорошо.,Воины
wisuperior,Университет Висконсина в Супиоре,Выдающийся,ВИ,Жёлто-Чёрные пеликаны
coppinst,Государственный колледж Коппин,Балтимор,МД,Орлы
mtvernnaz,Университет Национа́льного Храме́я,Маунт-Вернон,ОХ,Пума
columbia,Колумбийский университет,Нью-Йорк,НЮ,Львы
southernu,Южный университет и колледж А&М,Батон-Руж,Лос-Анджелес,Ягуары
ric,Роуд Айленд Колледж,Провиденс,Ри,Anchorмены
stbonny,Университет Святого Бонавентура,Сент-Бонифацио,НЮ,Бонни
duquesne,Университет Дюкейн,Питтсбург,PA,герцоги
houston,Университет Хьюстона,Хьюстон,ТХ,Пума
utahvalley,Университет Вэйл Юта,Орем,УТ,Волверины
coloradost,Colorado State Университет,Форт-Коллинз,КO,Рэмсы
highpoint,Университет Хай-Пойнт,Высокий пункт,Н/Д,Пантеры
idaho,Универси́тет Айдахо,Москва,ID,Вандалы
nwstate,Северо-Западный государственный университет Луизианы,Начитоше,Лос-Анджелес,Дьяволы
carsnewm,Колледж Карсон-Ньюман,Джефферсон-Сити,ТН,Орлы
arkansaslr,Университет Арканзаса в Литл-Роке,Маленький Рок,АР,Тройаны
eillinois,Восточный университет Иллинойса,Чарльстон,ЕЛ,Пантеры
mryvilletn,Колледж Мэривиллл,Мэривилл,ТН,Борцы из Шотландии
baruchcuny,"Барух Колледж, Университет города Нью-Йорка",Нью-Йорк,НЮ,Медвежьи коты
ballst,Балл-Стейт-Университет,Мунси,В,Кардиналы
txwesleyan,Техасский методистский университет,Форт-Уорт,ТХ,Рэмсы
wilbrforce,Универсиетет Уилбери Форса,Уильям Уилберфорс,ОХ,Бульдоги
albany,"Университет Альбани, Государственный университет Нью-Йорка",Албани,НЮ,Великая дыня
tnmartin,Университет Теннесси в Мартине,Мартин,ТН,Стрижеки
delaware,Университет Делавэра,Ньюарк,ДЕ,Синие цапли
manhattan,Манхэттенский колледж,Ривердейл,НЮ,Ясперы
cflorida,Университет Центральной Флориды,Орландо,ФЛ,Золотые Рыцари
michigan,Университет Мичигана,Анна-Арбор,МИ,Волверины
clarion,Кларионский университет Пенсильвании,Клярьон,PA,Золотой орёл
scranton,Университет Скраллта,Скрэнтон,PA,Роялы
bostonuniv,Бостонский университет,Бостон,МЯ,Терьеры
wofford,Колледж Воффорд,Спартанбург,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Терьеры
ferrisst,Ферриссский государственный университет,Большой Рапидс,МИ,Бульдоги
kalamazoo,Каламаузский колледж,Каламазу,МИ,Жук-клещ
alabamast,ألاباما ستيت يونيفерсيتي,Монгомери,АЛ,Жук-клещ
mntclairst,Монтклиффский государственный университет,Верхний Монтклифф,НГ,Красная сокола
lee,Университет Ли,Кливленд,ТН,Пламени
providence,Провиденсский колледж,Провиденс,Ри,Фриры
troyst,Тройский государственный университет,Троя,АЛ,Тройаны
oakland,Оклендский университет,Рочестер,МИ,Гризли
laverneca,Университет Ла-Верн,Лаверн,Калифорния,Леопарды
murrayst,Мюррейский государственный университет,Мюррей,KY,Торадоры
sindiana,Университет Южной Индианы,Эвансвилл,В,Сcreaming Eagles
ncentralil,Северо-Центральный колледж,Напerville,ЕЛ,Кардиналы
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
keenest,Кинн-стейт-коледж,Кейн,НХ,Сыры
stxavieril,Университет Святого Ксавьера,Чикаго,ЕЛ,Пума
rowannj,Роувенский университет,Глассборо,НГ,Профессоры
knoxil,Колледж Knox (и колледж Ломбард),Галеcбург,ЕЛ,Пустынь
sprngfldma,Колледж Спрингфилд,Спрингфилд,МЯ,Гордость
pfeiffer,Университет Пфайфера,Мисенхеймер,Н/Д,Сырыи
smaine,Университет ЮжнойMaine,Гордэм,Я,Хаски
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Пума
saginawval,Государственный университет Сэгуинка долины Сاگва,Университетский центр,МИ,Кардиналы
creighton,Университет Крейтон,Омаха,НЕ,Сомы
umass,Университет Массачусетса в Амхерсте,Амхерст,МЯ,Минутмены
ntexas,Университет Северной Техаси,Дентон,ТХ,Зеленый цвет
ohdominican,Университет Огайо-Доминикана,Колумбус,ОХ,Пантеры
bridgeport,Университет Бриджвотер,Бриджпорт,КТ,Фиолетовые рыцари
nevada,"Университет Невады, Рино",Рено,НВ,«Вульфпак»
rice,Рисский университет,Хьюстон,ТХ,Сыры
millsapsms,Милспс Колледж,Джексон,МЖ,Майоры
neillinois,Норт-Восточный Университет Иллинойса,Чикаго,ЕЛ,
smiss,Университет Южного Миссисипи,Хаттиспург,МЖ,Золотой орёл
wake,Университет Вэйк-Форест,Винстон-Сейлем,Н/Д,Демон деаконы
cornellia,Корнеллский колледж,Маунт-Вернон,Я,Рэмсы
piedmontga,Пьемонтский колледж,Деморест,Да,Львы
wingate,Университет Уингейт,Уинджет,Н/Д,Бульдоги
freedhrdmn,Университет Freed-Hardeman,Хендерсон,ТН,Львы
lenoirrhyn,Колледж Ленайр-Райн,Гикори,Н/Д,Медведи
grinnellia,Колледж Гринелл,Гриннелл,Я,Пионеры
viterbowi,Университет Витербо,Кросси,ВИ,Сысыли
nycortland,"Государственный университет Нью-Йорка, колледж в Кортленде",Кортленд,НЮ,Красные драконы
charleston,Колледж Чарлстона,Чарльстон,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Пума
juniatapa,Колледж Джуниата,Хинфилд,PA,Орлы
riponwi,Рипон Колледж,Рипон,ВИ,Красная сокола
depauwin,Университет ДеПау,Гринкасл,В,Тигры
temple,Темплский университет,Филадельфия,PA,Сыры
umassdartm,Университет Массачусетса в Дартмуте,Северная Данверс,МЯ,Корсары
ekentucky,Восточный университет Кентукки,Ричмонд,KY,Колонели
heidelberg,Гейдельбергский колледж,Тиффин,ОХ,Принцы
iowa,Университет Иова,Ио́ва-Сити,Я,Хейварки
csstanisl,"Калифорнийский государственный университет, Стенсон",Тёрлок,Калифорния,Воины
ulala,Университет Луизианы в Ла-Файетте,Ла-Файет,Лос-Анджелес,Рагин' Кацунс
walabama,Университет Западной Алабамы,Ливингстон,АЛ,Тигры
stanford,Стэнфордский университет,Пало-Альто,Калифорния,Кардинал
guilfordnc,Колледж Гильфорд,Гринсбоу,Н/Д,Квакеры
lafayette,Лафайеттский колледж,Эстон,PA,Леопарды
swarthmore,Сварморовский колледж,Свармо́р,PA,Гранитный прилив
crngmellon,Университет Карнеги-Меллона,Питтсбург,PA,Тартаны
wisconsin,Университет Висконсина в Мадисоне,Мадисон,ВИ,Песчаные
albertsnid,Колледж Альберсонна Идахо,Кальдуэлл,ID,Койоты
lemoyne,Колледж ЛеМойна,Сиракузы,НЮ,Дельфины
presbytrn,Пресвитерианский колледж,Клинтон,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Блю Хосе
missouri,Мизוריский университет,Колумбия,МО,Тигры
vandy,Университет Вандербильта,Нэшвилл,ТН,Коммодоры
chapmanca,Университет Чапмана,Оранжевый,Калифорния,Пантеры
nillinois,Северный университет Иллинойса,Декалб,ЕЛ,Хаски
wlmjewell,Колледж Уильяма Джуэлла,Свобода,МО,Кардиналы
sacstate,Калифорнийский государственный университет в Сакраменто,Сакраменто,Калифорния,Жук-клещ
cincy,Университет Цинциннати,Цинциннати,ОХ,Медвежьи коты
wrightst,Университет штата Райт,Дейтон,ОХ,Пираты
oberlinoh,Оберн-Лайонский колледж,Оберин,ОХ,Яман
rhodestn,Колледж Родса,Мемфис,ТН,Линкс
cconnst,Центральный университет штата Коннектикут,Новая Британия,КТ,Синие дьяволы
messiah,Колледж Мессии,Грантем,PA,Сырыи
sdakotast,Южный Дакота Государственный Университет,Брукингс,"Sorry, I did not understand your request. Could you please clarify or provide additional context?",jack-rabbit
portlandst,Портлендский государственный университет,Портленд,О'Р,Викинги
movalley,Миссури-Вэлли Колледж,Маршалл,МО,Викинги
lubbchrist,Университет Христа в Луббоке,Луббок,ТХ,Чапралы
muskingum,Мускингемский колледж,Новый Конкорд,ОХ,Борьба с мышами
american,Американский университет,Вашингтон,ДК,Орлы
fresnost,Калифорнийский государственный университет в Фресно,Фресно,Калифорния,Бульдоги
iowast,Ио́ванский государственный университе́т,Амамис,Я,Циклоны
emoryhenry,Эмори и Генри Колледж,Эмори,ВА,Жуки-вредители
stjohns,Университет Святого Джона,Ямайка,НЮ,Красная Буря
akron,Университет Акрона,Акрон,ОХ,Зипы
kentuckyst,켄터키 주립 대학교,Франкфорт,KY,Торобреды
flagler,Флаглерский колледж,Сент-Обен,ФЛ,Святые
casewestrn,Университет Кейса Западный Резерв,Кливленд,ОХ,Спартаны
austinpeay,État Austin Пей Университет,Кларксвилл,ТН,Губернаторы
calpolypom,Калифорнийский политехнический университет в Помбоне,Помона,Калифорния,Бронкос
nalabama,Университет Северной Алабамы,Флоренция,АЛ,Львы
nkentucky,Университет Северного Кентукки,Высокие Холмы,KY,Норвегия
centok,Университет Центрального Оклахомы,Эдмон,Хорошо.,Бронхос
tntech,Технологический университет Теннесси,Куколовиль,ТН,Золотой орёл
vcu,Университет Содружества Вирджинии,Ричмонд,ВА,Рэмсы
wchester,Западный Честерский Университет Пенсильвании,Западный Честер,PA,Золотые рыси
rockhurst,Университет Рокхёрст,Канзас-Сити,МО,Сысыли
tamukvill,Техасский университет А&М в Кингсвилл,Кингсвилл,ТХ,Явелины
hamlinemn,Университет Хэмлин,Санкт-Петербург,МН,Пиперс
amherstma,Амхерстский колледж,Амхерст,МЯ,Лорд Джеффы
milligantn,Колледж Миллер,Колледж Миллер,ТН,Оранды
arkansasst,Арканзасский государственный университет,Джонсборо,АР,Индийцы
trinityct,Третье колледж,Хартуфорд,КТ,Бантамы
kenyonoh,Кенионский колледж,Гамбьер,ОХ,Лорды
wagner,Вагнер Колледж,Станшен-Айленд,НЮ,Сиэтл Сихокс
ucdavis,"Университет Калифорнии, Дейвис",Дэвис,Калифорния,Аггиес
ashland,Университет Ашленда,Ашленд,ОХ,Орлы
jksonvilst,Университет штата Джексонвилл,Джексонвилл,АЛ,Птица
lewclarkst,Университет штата Льюис-Кларк,Леовингтон,ID,Воины
cncrdiacol,Конкордия Колледж,Моорхед,МН,Кобыцы
waynesburg,Колледж Уэйнсбурга,Уэйнсбург,PA,Желтые жакеты
grandview,Колледж Гранд-Вью,Дес-Мойнс,Я,Викинги
mtennst,Средне-теннесиский государственный университет,Муфресборо,ТН,Блю Рейдерс
baldwalloh,Колледж Балдвин-Уоллес,Бера,ОХ,Желтые жакеты
bucknell,Университет Бэкнелл,Луисбург,PA,Бисон
stthomasmn,Университет Святого Томаса,Санкт-Петербург,МН,Томмины
sterlingks,Стёрлингский университет,Стерлинг,КС,Воины
hopemi,Университет Хопкинса,Голландия,МИ,Летящие голландцы
bluefield,Колледж Блу-филд,Бльюфилд,ВА,Рэмсы
cwashngton,Центральный университет Вашингтона,Элленсбёрг,Ва,Дикие кошки
allegheny,Аллегени-колледж,Мидвилл,PA,Змеи
denver,Университет Денвера,Денвер,КO,Пионеры
loyolamd,Лойола-колледж в Мэриленде,Балтимор,МД,Песчаные собаки
kansasst,Канзасский государственный университет,Манхэттен,КС,Дикие кошки
txchrist,Техасский христианский университет,Форт-Уорт,ТХ,Усачи
sfcc,Южно-Флоридский общинный колледж,Афон-Парк,ФЛ,Пантеры
ramaponj,Рамапо Колледж Нью-Джерси,Махвау,НГ,Прыгуны-киприны
wmichigan,Западный Мичиганский университет,Каламазу,МИ,Бронкос
dallasbapt,Университет Далласа Баптист,Даллас,ТХ,Патриоты
arizona,Университет Аризоны,Тусон,АЗ,Дикие кошки
fairldick,Университет Фэрли-Диконда,Теанек,НГ,Ιππόтики
vatech,Вирджинский политехнический институт и государственный университет,Блэксбург,ВА,Хоккиес
benedctnks,Бенедиктинский колледж,Атчисон,КС,Короли
etxbaptist,Восточный Техасский баптистский университет,Маршалл,ТХ,Тигры
ouachitab,Университет Βαптистов Уоучита,Аркаделия,АР,Тигры
lakeforest,Колледж Лейк-Форест,Озеро-Лесное,ЕЛ,Лесники
tnwesleyan,Теннеси Уэзлианский колледж,Афины,ТН,Бульдоги
centenary,Церетарианский колледж Луизианы,Шревпорт,Лос-Анджелес,Господа
eckerd,Колледж Эккерд,Санкт-Петербург,ФЛ,Тритоны
wwashngton,Западно-Вашингтонский университет,Беллингем,Ва,Викинги
carkansas,Университет Центрального Арканса,Конвей,АР,Медведи
charlsouth,Чарлстонский южный университет,Чарльстон,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Пираты
airforce,Академия ВВС США,Колорадо-Спрингс,КO,Сырыи
bethanywv,Бетани Колледж,Бетани,Западная Вирджиния,Бисон
olivetnaz,Университет Оливет Назарен,Бурбонский,ЕЛ,Тигры
calipa,Калифорнийский университет в Пенсильвании,Калифорния,PA,Вулканы
utep,Университет Техаса в Эль-Пасо,Эл-Пaso,ТХ,Минеры
linfieldor,Колледж Линфилд,Макминнвилл,О'Р,Дикие кошки
masslowell,Университет Массачусетса в Лоэлле,Лоуэлл,МЯ,Ривер Хавксы
arizonast,Аризонский государственный университет,Темпе,АЗ,Солнечныеdevилы
hartford,Университет Хартфорда,Хартуфорд,КТ,Сысыли
otterbein,Колледж Оттербайн,Вестервилл,ОХ,Кардиналы
kansas,Университет Канзаса,Лоренс,КС,Джейхукс
nmexico,Университет Нью-Мексико,Альбукерке,НМ,Львы
ucla,"Университет Калифорнии, Лос-Анджелес",Лос-Анджелес,Калифорния,Бруины
howrdpayne,Университет Говарда Пейн,Браунвуд,ТХ,Желтые жакеты
wpaterson,Уильям Патерсон Университет,Уэйн,НГ,Пионеры
samhouston,Университет штата Сам Хьюстон,Хунсвилл,ТХ,Беркац
stlouis,Университет Святого Луиса,Сент-Луис,МО,Билликены
marquette,Маркетский университет,Милуоки,ВИ,Золотой орёл
iawesleyan,Иоуэйс-Уэллиданский колледж,Гора-Мюррей,Я,Тигры
mesast,Месаский государственный колледж,Гранд-Джанкшен,КO,Маверики
widenerpa,Университет Вайднера,Честер,PA,Пионеры
stcloudst,Государственный университет Сент-Клода,Сент-Клуд,МН,Хаски
army,Военная академия США,Вест-Пойнт,НЮ,Чёрные рыцари
iupui,Индианский университет - Purdue University Индианаполис,Индианаполис,В,Ягуары
cameronok,Университет Кэмерона,Лаутон,Хорошо.,Аггиес
newhamp,Университет Нью-Хэмпшира,Дурхем,НХ,Дикие кошки
bowlgreen,Боулинг-Гринский государственный университет,Боулинг-Грин,ОХ,Сырыи
rosehulman,Институт Роза-Хулмана,Тере-Хاوت,В,Инженеры
albionmi,Албион Колледж,Альбион,МИ,Британцы
pace,Пейс-Университет,Нью-Йорк,НЮ,Настройки
vermont,Университет Вермонта,Южный Бёрлингтон,ВТ,Мавсы
sliprock,Университет Пенсильвании в Слипери-Роке,Скользкий камень,PA,Рок
washcollmd,Вашингтонский колледж,Честервилль,МД,Шоремён
ptlomanaz,Университет Назараен Пойнт-Лома,Сан-Диего,Калифорния,Морские львы
purdue,Пурдьюский университет,Западный Лафайетт,В,Пароварочные
mscollege,Миссисипский колледж,Клинтон,МЖ,Чоктамы
lincolnmo,Университет Линкольна в Миссури,Джефферсон-Сити,МО,Синие тигры
furman,Университет Фурмана,Гринвилл,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Паладины
swmost,Миссуриский государственный университет,Спрингфилд,МО,Медведи
waynest,Уэйнский государственный университет,Детройт,МИ,Воины
wconnst,Западный Коннектикутский государственный университет,Данбери,КТ,Колонисты
depaul,Университет Дьюка,Чикаго,ЕЛ,Блю Демоны
mosouthern,Миссури-Южный государственный университет-Джоплин,Джоплин,МО,Львы
wiscmilw,Университет Вашингтона в Милуоки,Милуоки,ВИ,Пантеры
tamucc,Техасский университет А&М в Корпус-Кристи,Корпус-Кристи,ТХ,Островитяне
wvstate,Западно-Вирджинский государственный колледж,Институт,Западная Вирджиния,Желтые жакеты
setonhall,Университет Сэтона Холла,Южный Орандж,НГ,Пираты
wheatonma,Колледж Уэйтон (Массачусетс),Уехтон,МЯ,Лионы
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Доны
virginiast,Вирджинский государственный университет,Санкт-Петербург,ВА,Тройаны
santaclara,Университет Санта-Клары,Сан-Клара,Калифорния,Бронкос
mercer,Универсиитет Мерцера,Макон,Да,Медведи
inbethel,Бетелский колледж,Мишавакка,В,Пилоты
uscaiken,Университет Южной Каролины Эйкен,Эйкен,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Пэйсерс
armstratl,Университет штата Армстронг-Атлантик,Саванна,Да,Пираты
wiwhitewtr,Университет Висконсина — Уайтвотер,Рафтинг,ВИ,Варяги
sandiegost,Стэнфордский университет,Сан-Диего,Калифорния,Ацтеки
rider,Райдеровский университет,Лоуренсвилл,НГ,Бронцы
sela,Юго-восточный университет Луизианы,Гамонд,Лос-Анджелес,Львы
grovecity,Гров-Сити Колледж,Город-парк,PA,Волверины
ecentralok,Восточно-Центральный университет,Адэ,Хорошо.,Тигры
robertmor,Университет Роберта Морриса,Городской округ Мун-Тауншип,PA,Колонисты
georgia,Университет Джорджии,Афины,Да,Бульдоги
nebellevue,Университет Беллевю,Белл-Вью,НЕ,Бруины
alabama,Университет Алабамы,Тускалуза,АЛ,Кримсон Тайд
seattle,Университет Сиэтла,Сиэтл,Ва,Красная сорока
mit,Масачусетский технологический институт,Кембридж,МЯ,Инженеры
monmouth,Монмутский университет,Западный Лонг-Бранч,НГ,Сысыли
lincolnmem,Университет Линкольна,Харрогейт,ТН,Рэйлс-сплиттерс
cshayward,Калифорнийский государственный университет в Хайварде,Хайвард,Калифорния,Пионеры
uab,Университет Алабамы в Бирмингеме,Бирмингем,АЛ,Блузеры
grcanyon,Университет Гранд-Каньона,Финикс,АЗ,Antилопы
loyolachi,Луизаианский университет в Чикаго,Чикаго,ЕЛ,Рамблеры
villanova,Университет Villanova,Вилновелла,PA,Дикие кошки
clrmuddscr,Колледж Клемента Мак-Кенна,Клармонт,Калифорния,Олень
wittnbrgoh,Университаж Виттенберга,Спрингфилд,ОХ,Тигры
butler,Университет Батлера,Индианаполис,В,Бульдоги
staugustne,Колледж Святого Августина,Рали,Н/Д,Сырыи
towson,Тоусонский университет,Тусон,МД,Тигры
macmurryil,Колледж МакМэри,Джексонвилл,ЕЛ,Гиганты
lemoynowen,Колледж ЛеМойн-Оуэн,Мемфис,ТН,Маги
cornell,Cornellый университет,Итака,НЮ,Больший Красный
maine,Университет штата Мэн,Ороно,Я,Чёрные медведи
ewashington,Восточный университет штата Вашингтон,Чейни,Ва,Орлы
siena,Университет Сены,Лудонвилл,НЮ,Святые
wichitast,Университет Вичиты,Уичита,КС,Шокеры
bloomsburg,Университет Блумауиза в Пенсильвании,Блумбург,PA,Хаски
usc,Университет Южной Калифорнии,Лос-Анджелес,Калифорния,Тройаны
buffalost,Університет штата Нью-Йорк в Буффало,Баффало,НЮ,Бенгалы
newyorku,Нью-Йоркский университет,Нью-Йорк,НЮ,Violы
baylor,Бэйлорский университет,Вако,ТХ,Медведи
winthrop,Университет Винтропа,Рок-Хилл,"К сожалению, я не могу понять ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Орлы
etennst,Восточно-Теннессийская государственная университет,Джонсон-Сити,ТН,Пираты
washst,Вашингтонский государственный университет,Пулман,Ва,Пума
stmarytx,Университет Святого Марии,Сан-Антонио,ТХ,Жерцы
niowa,Университет Северной Иды,Кедр-Фоллс,Я,Пантеры
manchester,Манчестерский колледж,Северный Манчестер,В,Спартаны
hendrixar,Колледж Хендрикс,Конвей,АР,Воины
miamioh,Университет Майами,Оксфорд,ОХ,Красная сокола
ferrumva,Колледж Феррум,Железо,ВА,Пантеры
radford,Университет Радфорда,Рэдфорд,ВА,Гиганты
georgemas,Джорджийский университет Мэсона,Фэрфакс,ВА,Патриоты
marshall,Маршаллский университет,Гантингтон,Западная Вирджиния,Грозный стадо
brandeisma,Брандейсский университет,Вэлтхем,МЯ,Судьи
kutztown,Кузтаунский университет Пенсильвании,Кузтаун,PA,Золотые медведи
calpoly,"Калифорнийский политехнический университет, Сан-Луис-Обиспо",Сан-Луис-Обиспо,Калифорния,Мустанги
concrdiatx,Конкордия Университет в Остине,Остин,ТХ,Торнадо
ucirvine,"Университет Калифорнии, Ирвин",Ирвин,Калифорния,Тупорлины
wgeorgia,Западная Джорджия,Карролтон,Да,Храбрые
youngst,государственный университет Юнгстоуна,Юнион-Сити,ОХ,Пингвины
pittsbst,Питтсбургский государственный университет,Питтсбург,КС,Гориллы
charleswv,Университет Чарльстона,Чарльстон,Западная Вирджиния,Золотой орёл
lambuthtn,Университет Ламбث,Джексон,ТН,Орлы
tulane,Туланский университет,Новый Орлеан,Лос-Анджелес,Зелёная волна
mansfield,Университет Мэнсфилда Пенсильвании,Мансфилд,PA,Горные альпинисты
