playerid,awardid,yearid,lgid,tie,notes
camparo01,Baseball Magazine All-Star,1949,NL,,С
mathech01,Baseball Magazine All-Star,1913,NL,,П1
carewro01,TSN Player of the Year,1977,AL,,
barrere01,Baseball Magazine All-Star,1945,NL,,П3
mayoed01,TSN Player of the Year,1945,AL,,
johnswa01,Baseball Magazine All-Star,1924,AL,,П1
verlaju01,TSN Pitcher of the Year,2011,AL,,
sutclri01,Lou Gehrig Memorial Award,1987,ML,,
benchjo01,Gold Glove,1977,NL,,С
aparilu01,TSN All-Star,1972,AL,,СС
laryfr01,TSN All-Star,1961,AL,,"""П"""
mcgwima01,TSN All-Star,1996,AL,,1б
hornsro01,Baseball Magazine All-Star,1923,NL,,Двое
greenha01,TSN All-Star,1940,ML,,ОФ
fellebo01,Baseball Magazine All-Star,1946,AL,,П1
crawfsa01,Baseball Magazine All-Star,1909,AL,,Добро пожаловать! Чем я могу вам помочь?
cochrmi01,TSN All-Star,1929,ML,,С
lordha01,Baseball Magazine All-Star,1910,AL,,3В
kurowwh01,Baseball Magazine All-Star,1945,NL,,3В
morgajo02,TSN Major League Player of the Year,1976,ML,,
fordwh01,Babe Ruth Award,1961,AL,,"""П"""
robinfr02,TSN All-Star,1962,NL,,ОФ
peavyja01,TSN All-Star,2007,NL,,СП
shantbo01,Gold Glove,1958,AL,,"""П"""
griffke02,TSN All-Star,1994,AL,,ОФ
rizzuph01,TSN All-Star,1952,ML,,СС
duganjo01,Baseball Magazine All-Star,1923,AL,,3В
davisma01,TSN Fireman of the Year,1989,NL,,
ramirma02,TSN All-Star,1995,AL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ОФ
jeterde01,Babe Ruth Award,2000,AL,,СС
riverma01,Babe Ruth Award,1999,AL,,RP - ролевая игра
sundbji01,Gold Glove,1979,AL,,С
palmera01,Silver Slugger,1998,AL,,1б
ausmubr01,Gold Glove,2002,NL,,С
greenha01,Baseball Magazine All-Star,1940,ML,,Добро пожаловать! Чем я могу вам помочь?
grissma02,Gold Glove,1996,NL,,ОФ
griffke02,Silver Slugger,1998,AL,,ОФ
clarkfr01,Baseball Magazine All-Star,1908,ML,,Добро пожаловать! Чем я могу вам помочь?
tananfr01,TSN All-Star,1976,AL,,ЛГ
renteed01,Silver Slugger,2003,NL,,СС
jayjo01,TSN All-Star,1961,NL,,"""П"""
larkiba01,Silver Slugger,1995,NL,,СС
puckeki01,Gold Glove,1986,AL,,ОФ
ruelmu01,Baseball Magazine All-Star,1925,AL,,C1
ripkeca01,Silver Slugger,1984,AL,,СС
chaseha01,Baseball Magazine All-Star,1908,ML,,1б
cobbty01,Baseball Magazine All-Star,1908,ML,,РФ
lazzeto01,Baseball Magazine All-Star,1930,AL,,3В
gomezle01,Baseball Magazine All-Star,1934,ML,,P2
aaronha01,TSN All-Star,1969,NL,,ОФ
raineti01,All-Star Game MVP,1987,ML,,
gehrilo01,TSN Guide MVP,1931,AL,,
bendech01,Baseball Magazine All-Star,1911,AL,,P4
kellge01,Baseball Magazine All-Star,1950,ML,,3В
bancrda01,Baseball Magazine All-Star,1915,ML,,СС
guerrvl01,TSN All-Star,1999,NL,,ОФ
mccovwi01,Hutch Award,1977,ML,,
ofarrbo01,Most Valuable Player,1926,NL,,
snowjt01,Gold Glove,1995,AL,,1б
verlaju01,TSN Major League Player of the Year,2011,ML,,
seaveto01,TSN All-Star,1973,NL,,Правая рука
jeterde01,Gold Glove,2004,AL,,СС
bancrda01,Baseball Magazine All-Star,1915,NL,,СС
applilu01,Baseball Magazine All-Star,1936,ML,,СС
castilu01,Gold Glove,2003,NL,,Двое
stephve01,Baseball Magazine All-Star,1942,ML,,СС
cuyleki01,Baseball Magazine All-Star,1931,ML,,КФ
jonesan01,Gold Glove,2002,NL,,ОФ
hudsoti01,Comeback Player of the Year,2010,NL,,
torrejo01,TSN All-Star,1966,NL,,С
roushed01,Baseball Magazine All-Star,1921,NL,,ОФ
roushed01,Baseball Magazine All-Star,1918,NL,,ОФ
garcino01,Rookie of the Year,1997,AL,,
warnelo01,TSN All-Star,1932,ML,,"""П"""
coombja01,Baseball Magazine All-Star,1910,AL,,P2
peavyja01,Cy Young Award,2007,NL,,
boyercl02,Gold Glove,1969,NL,,3В
leachto01,Baseball Magazine All-Star,1910,NL,,КФ
brettge01,Most Valuable Player,1980,AL,,
spahnwa01,Baseball Magazine All-Star,1947,NL,,П3
sosasa01,TSN All-Star,1998,NL,,ОФ
millest01,TSN Fireman of the Year,1963,AL,,
delgaca01,Silver Slugger,2003,AL,,1б
damonjo01,TSN All-Star,2005,AL,,ОФ
hamptmi01,Silver Slugger,2003,NL,,"""П"""
lopezal01,Baseball Magazine All-Star,1945,NL,,С
wanerpa01,Baseball Magazine All-Star,1936,NL,,РФ
knoopbo01,Gold Glove,1966,AL,,Двое
willite01,TSN All-Star,1948,ML,,ОФ
niekrph01,Roberto Clemente Award,1980,ML,,
terryra01,Babe Ruth Award,1962,AL,,"""П"""
freehbi01,TSN All-Star,1968,AL,,С
schmimi01,TSN Player of the Year,1980,NL,,
cochrmi01,Baseball Magazine All-Star,1935,AL,,С
whitefr01,Gold Glove,1980,AL,,Двое
johnsra05,Cy Young Award,2000,NL,,
jonesra01,TSN Pitcher of the Year,1976,NL,,
aaronha01,Most Valuable Player,1957,NL,,
cobbty01,Baseball Magazine All-Star,1914,ML,,ОФ
clemero02,TSN All-Star,1987,AL,,Правая рука
daubeja01,Baseball Magazine All-Star,1916,NL,,1б
goodedw01,TSN All-Star,1985,NL,,Правая рука
whitefr01,Gold Glove,1977,AL,,Двое
foxne01,TSN All-Star,1958,ML,,Двое
cochrmi01,Baseball Magazine All-Star,1929,AL,,С
spahnwa01,Baseball Magazine All-Star,1950,ML,,П1
renteed01,Silver Slugger,2000,NL,,СС
shantbo01,Gold Glove,1959,AL,,"""П"""
bonilbo01,TSN All-Star,1990,NL,,ОФ
beltrca01,Gold Glove,2007,NL,,ОФ
friscfr01,Baseball Magazine All-Star,1933,NL,,Двое
hornsro01,TSN All-Star,1927,ML,,Двое
roushed01,Baseball Magazine All-Star,1923,NL,,ОФ
cochrmi01,Baseball Magazine All-Star,1932,ML,,С
belleal01,TSN All-Star,1993,AL,,ОФ
suzukic01,Gold Glove,2008,AL,,ОФ
archeji01,Baseball Magazine All-Star,1913,NL,,С
piazzmi01,All-Star Game MVP,1996,ML,,
furilca01,Baseball Magazine All-Star,1950,ML,,РФ
cobbty01,Baseball Magazine All-Star,1921,ML,,ОФ
harrebu01,Gold Glove,1971,NL,,СС
brosisc01,TSN All-Star,1998,AL,,3В
mizejo01,TSN All-Star,1948,ML,,1б
kessido01,TSN All-Star,1968,NL,,СС
wagneho01,Baseball Magazine All-Star,1909,ML,,СС
carewro01,Roberto Clemente Award,1977,ML,,
sciosmi01,TSN All-Star,1990,NL,,С
gomezle01,Baseball Magazine All-Star,1937,AL,,П1
righeda01,TSN Fireman of the Year,1986,AL,,
mattido01,Gold Glove,1986,AL,,1б
johnswa01,Baseball Magazine All-Star,1917,AL,,П1
lynnfr01,Gold Glove,1975,AL,,ОФ
cobbty01,Baseball Magazine All-Star,1916,AL,,ОФ
oneilst01,Baseball Magazine All-Star,1920,ML,,С
shockur01,Baseball Magazine All-Star,1922,AL,,P2
traynpi01,TSN All-Star,1933,ML,,3В
ramirma02,Silver Slugger,2004,AL,,ОФ
robinbr01,TSN All-Star,1972,AL,,3В
sabatcc01,ALCS MVP,2009,AL,,
hartnga01,TSN All-Star,1927,ML,,С
campabe01,TSN All-Star,1973,AL,,СС
spahnwa01,Baseball Magazine All-Star,1949,NL,,P2
murphda05,TSN Player of the Year,1982,NL,,
antonjo02,TSN Pitcher of the Year,1954,NL,,
kellyge01,Baseball Magazine All-Star,1924,NL,,1б
pujolal01,NLCS MVP,2004,NL,,
marioma01,TSN Player of the Year,1944,NL,,
kentje01,TSN All-Star,2000,NL,,Двое
saxst01,Silver Slugger,1986,NL,,Двое
warnelo01,Baseball Magazine All-Star,1935,NL,,П3
suttebr01,Rolaids Relief Man Award,1984,NL,,
kinerra01,TSN All-Star,1950,ML,,ОФ
hartnga01,Baseball Magazine All-Star,1932,NL,,С
foxpe01,Baseball Magazine All-Star,1944,AL,,РФ
garvest01,TSN All-Star,1975,NL,,1б
giambja01,TSN All-Star,2002,AL,,1б
chaseha01,Baseball Magazine All-Star,1917,NL,,1б
johnsda02,TSN All-Star,1973,NL,,Двое
smithre06,TSN All-Star,1970,AL,,ОФ
snidedu01,TSN Player of the Year,1955,NL,,
cartega01,TSN All-Star,1980,NL,,С
rolensc01,Gold Glove,2001,NL,,3В
hernake01,Silver Slugger,1980,NL,,1б
hubbeca01,Baseball Magazine All-Star,1932,NL,,P2
warnelo01,Baseball Magazine All-Star,1933,NL,,P4
bergewa01,Baseball Magazine All-Star,1933,NL,,КФ
applilu01,TSN All-Star,1936,ML,,СС
friscfr01,Baseball Magazine All-Star,1930,ML,,Двое
gehrilo01,TSN All-Star,1927,ML,,1б
ruthba01,Baseball Magazine All-Star,1919,ML,,ОФ
lynnfr01,Rookie of the Year,1975,AL,,
matlajo01,All-Star Game MVP,1975,ML,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",
terrybi01,Baseball Magazine All-Star,1930,ML,,1б
hamptmi01,Silver Slugger,2000,NL,,"""П"""
jeterde01,Silver Slugger,2007,AL,,СС
kellech01,Baseball Magazine All-Star,1943,ML,,Добро пожаловать! Чем я могу вам помочь?
fostege01,TSN All-Star,1978,NL,,ОФ
clarkwi02,TSN All-Star,1989,NL,,1б
burksel01,Gold Glove,1990,AL,,ОФ
morried02,Baseball Magazine All-Star,1928,AL,,П3
covelst01,Baseball Magazine All-Star,1925,ML,,П3
beniqju01,Gold Glove,1977,AL,,ОФ
gehrilo01,Baseball Magazine All-Star,1936,ML,,1б
gardnla01,Baseball Magazine All-Star,1920,AL,,3В
ortizda01,Silver Slugger,2005,AL,,ДХ
bondsba01,TSN Major League Player of the Year,1990,ML,,
burdele01,Babe Ruth Award,1957,NL,,"""П"""
foxxji01,Baseball Magazine All-Star,1940,AL,,1б
gibsoge01,Baseball Magazine All-Star,1909,NL,,С2
ruffire01,TSN All-Star,1939,ML,,"""П"""
leibeha01,Baseball Magazine All-Star,1939,NL,,КФ
jackstr01,Baseball Magazine All-Star,1930,NL,,СС
sundbji01,Gold Glove,1981,AL,,С
utleych01,Silver Slugger,2008,NL,,Двое
trillma01,Gold Glove,1979,NL,,Двое
biggicr01,Gold Glove,1994,NL,,Двое
vizquom01,Gold Glove,1999,AL,,СС
cochrmi01,TSN All-Star,1935,ML,,С
coopewa01,Baseball Magazine All-Star,1944,NL,,С
molitpa01,TSN All-Star,1996,AL,,ДХ
pagejo01,Baseball Magazine All-Star,1949,AL,,P2
cicoted01,Baseball Magazine All-Star,1919,AL,,P2
bagweje01,Silver Slugger,1997,NL,,1б
slaugen01,Baseball Magazine All-Star,1948,NL,,КФ
berrayo01,Most Valuable Player,1954,AL,,
bonilbo01,TSN All-Star,1988,NL,,3В
sandbry01,Gold Glove,1987,NL,,Двое
peckiro01,Baseball Magazine All-Star,1921,AL,,СС
tejadmi01,Silver Slugger,2005,AL,,СС
beckejo02,ALCS MVP,2007,AL,,
ensbemo01,TSN All-Star,2005,NL,,3В
schoere01,TSN All-Star,1953,ML,,Двое
burksel01,TSN All-Star,1996,NL,,ОФ
bayja01,Rookie of the Year,2004,NL,,
ramirma02,TSN All-Star,2005,AL,,ОФ
morgajo02,Silver Slugger,1982,NL,,Двое
boyerke01,Gold Glove,1961,NL,,3В
santajo01,Pitching Triple Crown,2006,AL,,
rodriiv01,Gold Glove,1994,AL,,С
herrto01,TSN All-Star,1985,NL,,Двое
mattido01,Gold Glove,1987,AL,,1б
medwijo01,Most Valuable Player,1937,NL,,
jonesdo01,TSN Fireman of the Year,1992,NL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",
rolfere01,Baseball Magazine All-Star,1938,ML,,3В
holtzke01,TSN All-Star,1973,AL,,ЛГ
metzgbu01,Rookie of the Year,1976,NL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",
baergca01,TSN All-Star,1995,AL,,Двое
danniha01,Baseball Magazine All-Star,1939,NL,,С
leede02,Silver Slugger,2005,NL,,1б
roberbr01,TSN All-Star,2005,AL,,Двое
warnelo01,Baseball Magazine All-Star,1937,ML,,P4
thomafr04,Silver Slugger,2000,AL,,ДХ
lemonbo01,TSN Pitcher of the Year,1954,AL,,
rodrifr03,Rolaids Relief Man Award,2008,AL,,
woodwi01,TSN Fireman of the Year,1968,AL,,
schalra01,Baseball Magazine All-Star,1915,AL,,С
benchjo01,World Series MVP,1976,ML,,
carltst01,TSN All-Star,1982,NL,,ЛГ
fieldce01,Silver Slugger,1991,AL,,1б
rudijo01,Gold Glove,1976,AL,,ОФ
yountro01,Gold Glove,1982,AL,,СС
maddoga01,Gold Glove,1977,NL,,ОФ
waltebu01,Baseball Magazine All-Star,1940,NL,,П1
olivato01,TSN All-Star,1971,AL,,ОФ
terrybi01,Baseball Magazine All-Star,1934,NL,,1б
ripkeca01,TSN All-Star,1994,AL,,СС
daviser01,Gold Glove,1987,NL,,ОФ
landiji01,Gold Glove,1961,AL,,ОФ
mathech01,Baseball Magazine All-Star,1910,ML,,P2
beltrca01,Rookie of the Year,1999,AL,,
medwijo01,Baseball Magazine All-Star,1941,NL,,Добро пожаловать! Чем я могу вам помочь?
greenmi01,TSN All-Star,1988,AL,,ОФ
robinja02,Baseball Magazine All-Star,1949,NL,,Двое
mesajo01,Rolaids Relief Man Award,1995,AL,,
daubeja01,Baseball Magazine All-Star,1911,NL,,1б
boudrlo01,Baseball Magazine All-Star,1947,AL,,СС
guerrvl01,Silver Slugger,2004,AL,,ОФ
rizzuph01,TSN Player of the Year,1950,AL,,
vanceda01,Baseball Magazine All-Star,1930,NL,,П3
musiast01,TSN All-Star,1944,ML,,ОФ
speiech01,TSN All-Star,1972,NL,,СС
ottme01,TSN All-Star,1934,ML,,ОФ
martipe02,Cy Young Award,1997,NL,,
yastrca01,TSN Player of the Year,1967,AL,,
beltrca01,Silver Slugger,2007,NL,,ОФ
eversjo01,Baseball Magazine All-Star,1908,NL,,Двое
