awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Cy Young,1975,NL,messean01,1,120,0.0
MVP,1977,NL,schmimi01,48,336,0.0
MVP,2003,AL,beltrca01,77,392,0.0
MVP,1995,NL,bondsba01,21,392,0.0
Rookie of the Year,1990,AL,mcdonbe01,2,140,0.0
Cy Young,1974,AL,ryanno01,28,120,1.0
MVP,1935,NL,hubbeca01,20,80,
Cy Young,1962,ML,sanfoja02,4,20,4.0
MVP,2009,NL,leede02,66,448,0.0
MVP,1974,NL,mcgloly01,2,336,0.0
MVP,1960,NL,crandde01,31,336,0.0
MVP,1928,NL,hafeych01,11,80,
MVP,2001,AL,suzukic01,289,392,11.0
MVP,1990,NL,goodedw01,10,336,0.0
MVP,1969,NL,rosepe01,127,336,0.0
MVP,1939,NL,slaugen01,8,336,0.0
MVP,1968,NL,brocklo01,73,280,0.0
MVP,1943,NL,holmeto01,2,336,0.0
MVP,1984,NL,durhale01,38,336,0.0
MVP,1951,NL,furilca01,6,336,0.0
Rookie of the Year,1974,AL,sundbji01,1,24,1.0
MVP,1939,AL,greenha01,12,336,0.0
MVP,2001,NL,johnsra05,23,448,0.0
MVP,2010,AL,cabremi01,262,392,5.0
Cy Young,1994,NL,saberbr01,42,140,0.0
MVP,1961,AL,donovdi01,5,280,0.0
MVP,1986,AL,barrema02,5,392,0.0
MVP,1973,AL,belanma01,8,336,0.0
MVP,1943,AL,dickebi01,58,336,2.0
Cy Young,1983,NL,oroscje01,19,120,1.0
MVP,1963,NL,gonzato01,2,280,0.0
MVP,1952,NL,sauerha01,226,336,8.0
MVP,1925,NL,donohpe01,4,80,0.0
MVP,1957,AL,gardnbi02,22,336,0.0
MVP,1963,NL,ellswdi01,7,280,0.0
MVP,1966,NL,koufasa01,208,280,9.0
MVP,1942,NL,starrra01,9,336,0.0
MVP,1997,AL,burnije01,1,392,0.0
MVP,1975,NL,perezto01,18,336,0.0
Rookie of the Year,1980,NL,hollaal01,1,120,0.0
Rookie of the Year,1992,NL,perezmi01,2,120,0.0
MVP,1988,AL,brettge01,29,392,0.0
MVP,2012,NL,phillbr01,18,448,0.0
Cy Young,2005,NL,pettian01,1,160,0.0
Cy Young,1986,AL,wittmi01,35,140,0.0
MVP,1937,NL,bartedi01,26,80,1.0
MVP,1978,AL,tananfr01,1,392,0.0
MVP,1962,NL,groatdi01,7,280,0.0
Cy Young,1986,NL,ojedabo01,9,120,0.0
MVP,2012,AL,rodnefe01,24,392,0.0
MVP,1931,NL,kleinch01,55,80,
MVP,1989,AL,cartejo01,23,392,0.0
MVP,1966,NL,aaronha01,57,280,0.0
Rookie of the Year,1967,AL,smithre06,1,20,1.0
Rookie of the Year,1991,NL,merceor01,53,120,1.0
MVP,1997,NL,piazzmi01,263,392,3.0
MVP,2005,AL,jeterde01,23,392,0.0
MVP,1995,AL,belleal01,300,392,11.0
MVP,1999,NL,jonesch06,432,448,29.0
MVP,1955,AL,sullifr01,1,336,0.0
MVP,1977,AL,chambch01,1,392,0.0
MVP,1961,NL,cepedor01,117,224,0.0
Rookie of the Year,1985,AL,rileser01,29,140,0.0
Rookie of the Year,1978,NL,hornebo01,12,24,12.0
MVP,2009,AL,sabatcc01,4,392,0.0
Rookie of the Year,1961,AL,thomale03,2,20,2.0
MVP,1947,AL,spencst01,9,336,0.0
MVP,1948,NL,milleed03,4,336,0.0
MVP,1943,NL,coopemo01,130,336,0.0
MVP,1947,NL,sainjo01,20,336,0.0
MVP,2003,NL,gonzalu01,4,448,0.0
Rookie of the Year,1973,NL,grubbjo01,1,24,1.0
MVP,2003,NL,gagneer01,143,448,0.0
Rookie of the Year,1994,NL,reynosh01,1,140,0.0
MVP,1984,NL,samueju01,1,336,0.0
Cy Young,1977,AL,ryanno01,46,140,6.0
MVP,1988,NL,davisgl01,72,336,0.0
Rookie of the Year,1991,AL,delucri01,7,140,0.0
MVP,1952,NL,schoere01,25,336,0.0
Cy Young,1960,ML,lawve01,8,16,8.0
MVP,1973,AL,johnsde01,8,336,0.0
MVP,1967,AL,kalinal01,88,280,0.0
MVP,1983,NL,leonaje01,2,336,0.0
MVP,1975,NL,bowala01,3,336,0.0
MVP,1940,AL,newsobo01,120,336,1.0
MVP,1957,AL,shantbo01,1,336,0.0
Cy Young,2006,AL,rogerke01,3,140,0.0
Cy Young,2008,AL,leecl02,132,140,24.0
MVP,1992,AL,gonzaju03,15,392,0.0
MVP,1997,AL,alomasa02,22,392,0.0
MVP,1969,AL,bandosa01,18,336,0.0
Cy Young,1976,AL,fidryma01,51,120,5.0
MVP,1963,NL,aaronha01,135,280,1.0
MVP,1983,AL,trammal01,11,392,0.0
Rookie of the Year,1952,AL,byrdha01,9,24,9.0
MVP,2003,AL,loaizes01,4,392,0.0
MVP,1933,AL,simmoal01,19,80,0.0
MVP,1962,AL,malzofr01,3,280,0.0
MVP,1964,AL,robinbr01,269,280,18.0
MVP,1964,NL,shortch02,2,280,0.0
Rookie of the Year,1979,AL,putnapa01,3,28,3.0
MVP,1938,NL,durocle01,6,336,0.0
MVP,1982,NL,hernake01,12,336,0.0
MVP,2000,NL,jonesan01,95,448,0.0
MVP,2007,NL,soriaal01,39,448,0.0
MVP,1990,NL,murraed02,123,336,0.0
MVP,1911,NL,mathech01,25,64,
MVP,1940,AL,greenha01,292,336,16.0
MVP,1991,NL,krukjo01,2,336,0.0
MVP,1937,NL,manushe01,1,80,0.0
MVP,1966,NL,lefebji01,8,280,0.0
MVP,1926,AL,ricesa01,18,64,
MVP,1998,NL,hoffmtr01,117,448,0.0
MVP,1982,AL,coopece01,152,392,0.0
Rookie of the Year,1983,NL,mcmurcr01,49,120,6.0
Cy Young,1970,NL,giustda01,8,120,0.0
MVP,1989,NL,clarkwi02,225,336,3.0
MVP,1941,AL,dimagjo01,291,336,15.0
MVP,1957,NL,buhlbo01,15,336,0.0
MVP,1936,NL,durocle01,8,80,0.0
MVP,1965,AL,batteea01,22,280,0.0
Rookie of the Year,1947,ML,sheasp01,67,165,
Cy Young,1970,NL,seaveto01,4,120,0.0
MVP,1998,AL,jacksmi02,1,392,0.0
MVP,1972,AL,mayca01,6,336,0.0
Rookie of the Year,1985,NL,heskejo01,1,120,0.0
MVP,1959,NL,jonessa02,130,336,0.0
Cy Young,1979,NL,niekrjo01,66,120,9.0
Cy Young,1990,AL,stiebda01,2,140,0.0
MVP,1913,NL,doylela01,5,64,0.0
MVP,1932,AL,averiea01,37,80,
MVP,1978,AL,eckerde01,4,392,0.0
Rookie of the Year,1955,NL,virdobi01,15,24,15.0
MVP,1914,NL,schmibu01,4,64,0.0
MVP,1960,AL,lemonji01,36,336,0.0
Rookie of the Year,1980,AL,peterri01,3,140,0.0
MVP,1982,AL,thornan01,8,392,0.0
MVP,1939,NL,medwijo01,81,336,0.0
MVP,1941,NL,lavagco01,2,336,0.0
MVP,1952,NL,dicksmu01,22,336,0.0
MVP,1947,AL,dimagjo01,202,336,8.0
MVP,1935,AL,aukerel01,2,80,0.0
Rookie of the Year,1947,ML,fainfe01,43,165,
MVP,2010,AL,beltrad01,83,392,0.0
MVP,1982,AL,garcida01,5,392,0.0
MVP,1955,NL,bankser01,195,336,6.0
MVP,1965,AL,klinero01,2,280,0.0
MVP,1959,NL,snidedu01,1,336,0.0
Rookie of the Year,1966,NL,jastela01,1,20,1.0
MVP,1990,NL,larkiba01,82,336,0.0
Rookie of the Year,1966,AL,johnsda02,1,20,1.0
MVP,1968,NL,aloufe01,33,280,0.0
MVP,1925,NL,kellyge01,52,80,
MVP,1940,AL,treshmi01,4,336,0.0
Rookie of the Year,1987,NL,dunnemi01,66,120,0.0
Rookie of the Year,1997,AL,cruzde01,12,140,0.0
MVP,1912,AL,carribi02,3,64,0.0
MVP,1931,AL,foxxji01,1,80,0.0
Rookie of the Year,1983,NL,doranbi02,7,120,0.0
MVP,1939,NL,milleed03,1,336,0.0
MVP,1949,NL,torgeea01,2,336,0.0
Rookie of the Year,1999,NL,mcewijo01,3,160,0.0
MVP,1954,AL,colemjo04,6,336,0.0
MVP,1985,AL,henderi01,174,392,0.0
MVP,1976,NL,bowala01,1,336,0.0
MVP,2002,AL,hunteto01,132,392,0.0
MVP,1987,NL,samueju01,19,336,0.0
MVP,1959,AL,daleybu01,7,336,0.0
MVP,1971,NL,downial01,36,336,0.0
MVP,1965,AL,grantmu01,74,280,0.0
Rookie of the Year,1971,AL,griffdo01,3,24,3.0
MVP,1988,AL,smithle02,4,392,0.0
MVP,1932,AL,crowdal01,2,80,0.0
MVP,1995,NL,henketo01,1,392,0.0
Cy Young,1978,AL,figueed01,1,140,0.0
MVP,1922,AL,peckiro01,2,64,0.0
MVP,1967,NL,staubru01,12,280,0.0
MVP,1977,AL,cowenal01,217,392,4.0
Cy Young,1957,ML,spahnwa01,15,16,15.0
Rookie of the Year,1994,AL,hammoje01,4,140,0.0
MVP,1949,NL,slaugen01,181,336,2.0
MVP,1928,NL,wilsoha01,21,80,
Rookie of the Year,1961,AL,schilch01,2,20,2.0
MVP,1975,AL,scottge02,64,336,0.0
MVP,1945,AL,mayoed01,164,336,7.0
MVP,2005,AL,podsesc01,15,392,0.0
MVP,1928,AL,flagsir01,5,64,0.0
MVP,2008,NL,utleych01,30,448,0.0
Cy Young,1983,NL,hollaal01,4,120,0.0
MVP,1993,NL,burkejo03,1,392,0.0
MVP,1998,AL,gonzaju03,357,392,21.0
MVP,1980,AL,dilonmi01,2,392,0.0
Cy Young,2010,AL,leecl02,6,196,0.0
Rookie of the Year,1980,NL,oestero01,16,120,1.0
MVP,2003,AL,thomafr04,20,392,0.0
MVP,1923,AL,hausejo01,1,64,0.0
MVP,1974,NL,mcbriba01,2,336,0.0
MVP,2006,NL,atkinga01,10,448,0.0
MVP,1952,AL,whitesa02,4,336,0.0
MVP,1962,AL,powervi01,8,280,0.0
MVP,1973,NL,luzingr01,2,336,0.0
MVP,1986,NL,murphda05,2,336,0.0
MVP,1914,AL,bakerfr01,17,64,
MVP,1973,AL,bandosa01,83,336,0.0
MVP,1942,NL,reisepe01,91,336,0.0
MVP,1935,AL,hardeme01,2,80,0.0
MVP,2011,NL,howarry01,39,448,0.0
MVP,1996,NL,bicheda01,6,392,0.0
MVP,1946,AL,yorkru01,28,336,0.0
MVP,1982,AL,yountro01,385,392,27.0
MVP,1995,AL,mcgwima01,7,392,0.0
MVP,1934,NL,terrybi01,30,80,
MVP,1946,AL,caldwea01,18,336,0.0
MVP,1973,NL,cedence01,39,336,0.0
MVP,2009,NL,victosh01,8,448,0.0
Cy Young,1982,AL,petryda01,1,140,0.0
MVP,2001,NL,loducpa01,6,448,0.0
MVP,1911,AL,creebi01,16,64,0.0
MVP,1998,AL,palmera01,2,392,0.0
MVP,1986,NL,smithda02,5,336,0.0
Rookie of the Year,1991,AL,henrydo01,1,140,0.0
MVP,1991,AL,hendeda01,1,392,0.0
Cy Young,1973,AL,hunteca01,52,120,1.0
MVP,2008,AL,guerrvl01,16,392,0.0
MVP,1980,AL,wilsowi02,169,392,1.0
MVP,2002,AL,tejadmi01,356,392,21.0
MVP,1960,NL,herrepa01,1,336,0.0
MVP,1944,AL,muncrbo01,1,336,0.0
MVP,1964,AL,kalinal01,17,280,0.0
MVP,1950,NL,seminan01,25,336,0.0
MVP,1975,AL,kaatji01,2,336,0.0
Cy Young,1975,NL,seaveto01,98,120,15.0
MVP,1943,AL,cramedo01,8,336,0.0
MVP,1960,NL,clemero01,62,336,1.0
MVP,1998,NL,mcgwima01,272,448,2.0
MVP,1959,NL,mayswi01,85,336,0.0
Rookie of the Year,1984,AL,gubicma01,1,140,0.0
MVP,1962,AL,cunnijo01,9,280,0.0
MVP,1989,NL,waltoje01,14,336,0.0
MVP,1943,NL,musiast01,267,336,13.0
MVP,1967,AL,adairje01,11,280,0.0
Cy Young,1998,AL,coneda01,16,140,0.0
MVP,1994,NL,biggicr01,17,392,0.0
MVP,1929,NL,fribebe01,4,80,0.0
MVP,1976,AL,figueed01,9,336,0.0
MVP,1913,AL,gandich01,14,64,
MVP,1979,NL,stargwi01,216,336,4.0
MVP,1924,AL,whiteea01,4,64,0.0
MVP,2005,AL,riverma01,59,392,0.0
Rookie of the Year,2001,AL,suzukic01,138,140,27.0
Cy Young,1970,NL,jenkife01,16,120,0.0
MVP,1969,AL,stottme01,8,336,0.0
MVP,1923,AL,shockur01,5,64,0.0
MVP,1924,AL,gerbewa01,4,64,0.0
MVP,1972,NL,aaronha01,12,336,0.0
MVP,1958,AL,bollifr01,10,336,0.0
MVP,1941,AL,mccosba01,12,336,0.0
Rookie of the Year,1984,AL,davisal01,134,140,25.0
MVP,1966,AL,treshto01,5,280,0.0
MVP,1928,AL,reganbi01,1,64,0.0
Rookie of the Year,1984,NL,samueju01,67,120,1.0
MVP,1952,AL,marreco01,1,336,0.0
MVP,1951,AL,garcimi01,11,336,0.0
Cy Young,2009,NL,wainwad01,90,160,12.0
Cy Young,1994,AL,coneda01,108,140,15.0
MVP,1943,AL,johnsbo01,116,336,1.0
MVP,1946,AL,dimagdo01,56,336,0.0
MVP,1947,AL,heathje01,1,336,0.0
MVP,2011,AL,beltrad01,9,392,0.0
MVP,1982,NL,matthga01,2,336,0.0
MVP,1945,NL,ottme01,22,336,0.0
MVP,1942,AL,chandsp01,3,336,0.0
MVP,1913,NL,murrare01,4,64,0.0
MVP,1996,NL,rodrihe02,9,392,0.0
MVP,1931,AL,gehrilo01,59,80,
MVP,1922,AL,dykesji01,2,64,0.0
MVP,1974,AL,burroje01,248,336,10.0
MVP,1958,NL,musiast01,39,336,0.0
MVP,1981,AL,gibsoki01,40,392,0.0
MVP,1973,AL,palmeji01,172,336,0.0
MVP,1973,NL,cardejo02,6,336,0.0
Cy Young,1998,NL,glavito02,99,160,11.0
MVP,1933,NL,luquedo01,1,80,0.0
MVP,1976,NL,richajr01,12,336,0.0
MVP,2001,AL,camermi01,4,392,0.0
Cy Young,1971,NL,downial01,40,120,1.0
MVP,1977,NL,fingero01,17,336,0.0
MVP,1987,NL,dawsoan01,269,336,11.0
MVP,1911,NL,klingjo01,1,64,0.0
MVP,1935,NL,moorejo01,5,80,0.0
MVP,1936,NL,hartnga01,6,80,0.0
Cy Young,1982,NL,rogerst01,29,120,1.0
Rookie of the Year,1992,NL,karroer01,116,120,22.0
MVP,1943,AL,wakefdi01,72,336,0.0
MVP,1985,AL,mattido01,367,392,23.0
MVP,1943,AL,bagbyji02,11,336,0.0
MVP,2009,NL,heltoto01,28,448,0.0
MVP,2009,AL,youklke01,150,392,0.0
MVP,1972,AL,palmeji01,21,336,0.0
Cy Young,1981,NL,ryanno01,28,120,3.0
MVP,2008,AL,ibanera01,1,392,0.0
MVP,1979,NL,matthga01,4,336,0.0
MVP,1956,NL,freemhe01,25,336,0.0
Cy Young,1974,NL,niekrph01,15,120,1.0
MVP,2006,AL,hafnetr01,64,392,0.0
MVP,2000,NL,alfonan01,1,448,0.0
Rookie of the Year,1995,AL,percitr01,13,140,1.0
MVP,1953,AL,lemonbo01,22,336,0.0
MVP,1934,NL,frankfr02,4,80,0.0
MVP,1939,AL,willite01,126,336,0.0
MVP,2010,AL,teixema01,1,392,0.0
Cy Young,1970,NL,gibsobo01,118,120,23.0
MVP,1980,NL,reussje01,2,336,0.0
Cy Young,1978,NL,perryga01,116,120,22.0
MVP,2004,NL,thomeji01,7,448,0.0
MVP,1940,AL,foxxji01,110,336,0.0
MVP,1929,NL,grimmch01,13,80,
MVP,1982,NL,carltst01,41,336,0.0
Rookie of the Year,2002,NL,ishiika01,16,160,1.0
MVP,1956,AL,foxne01,28,336,0.0
MVP,2012,NL,beltrca01,6,448,0.0
MVP,1986,NL,valenfe01,4,336,0.0
MVP,1995,AL,ramirma02,30,392,0.0
MVP,1951,NL,gordosi01,10,336,0.0
MVP,1933,AL,myerbu01,5,80,0.0
MVP,1989,AL,davisch01,1,392,0.0
MVP,1931,NL,jackstr01,24,80,
MVP,1957,NL,matheed01,45,336,0.0
MVP,1977,AL,johnsto02,2,392,0.0
MVP,1984,NL,matthga01,70,336,0.0
MVP,1941,NL,tobinji01,10,336,0.0
MVP,1992,NL,daultda01,100,336,0.0
MVP,1947,AL,cullero01,3,336,0.0
MVP,1931,NL,ellioju01,6,80,0.0
MVP,1955,AL,hoeftbi01,1,336,0.0
MVP,1938,NL,ottme01,132,336,
MVP,2000,AL,willibe02,23,392,0.0
MVP,1957,NL,bankser01,60,336,0.0
MVP,1965,NL,koufasa01,177,280,6.0
MVP,1969,NL,aaronha01,188,336,2.0
MVP,1952,NL,reesepe01,29,336,0.0
MVP,1912,NL,wilsoch01,13,64,
MVP,1925,NL,vanceda01,42,80,
MVP,1973,AL,blairpa01,2,336,0.0
MVP,1987,NL,gwynnto01,75,336,0.0
MVP,1931,NL,gelbech01,1,80,0.0
MVP,1988,AL,greenmi01,242,392,0.0
Cy Young,2007,AL,verlaju01,1,140,0.0
MVP,1966,AL,kalinal01,66,280,0.0
MVP,1952,AL,bauerha01,10,336,0.0
Rookie of the Year,1973,AL,coggiri01,1,24,1.0
MVP,1976,AL,tenacge01,13,336,0.0
Rookie of the Year,1993,NL,cookest01,1,140,0.0
MVP,1942,AL,flemile01,4,336,0.0
MVP,1940,NL,martipe01,2,336,0.0
MVP,1979,AL,hortowi01,3,392,0.0
MVP,1990,AL,eckerde01,112,392,1.0
Cy Young,1977,NL,johnto01,54,120,3.0
Rookie of the Year,1999,AL,garcifr02,45,140,1.0
Rookie of the Year,1980,AL,garcida01,35,140,3.0
MVP,1973,NL,aaronha01,35,336,0.0
Rookie of the Year,1999,NL,morriwa02,69,160,6.0
MVP,1975,AL,brettge01,37,336,0.0
MVP,1997,NL,gwynnto01,113,392,0.0
MVP,1953,AL,mantlmi01,4,336,0.0
MVP,1911,AL,mcinnst01,1,64,0.0
MVP,1984,NL,davisjo02,49,336,0.0
MVP,1941,AL,rizzuph01,7,336,0.0
MVP,2008,NL,ludwiry01,17,448,0.0
MVP,1934,AL,higgipi01,3,80,0.0
MVP,1927,NL,wanerpa01,72,80,
MVP,1985,AL,winfida01,35,392,0.0
MVP,1984,AL,riceji01,10,392,0.0
MVP,1940,NL,walkedi02,71,336,0.0
MVP,1953,AL,fordwh01,8,336,0.0
MVP,1946,AL,applilu01,26,336,0.0
Rookie of the Year,2004,AL,takatsh01,44,140,1.0
MVP,1926,NL,maysca01,4,80,0.0
MVP,1976,AL,mcraeha01,99,336,0.0
MVP,1996,NL,smoltjo01,33,392,0.0
MVP,2005,NL,bayja01,41,448,0.0
Cy Young,1993,NL,burkejo03,9,140,0.0
MVP,1959,AL,lemonji01,4,336,0.0
Rookie of the Year,2000,NL,furcara01,144,160,25.0
MVP,1969,AL,belanma01,2,336,0.0
MVP,1980,AL,murraed02,106,392,0.0
Cy Young,1989,NL,davisma01,107,120,19.0
MVP,1943,AL,laabsch01,6,336,0.0
MVP,1981,AL,coopece01,96,392,0.0
MVP,1912,NL,zimmehe01,16,64,
MVP,1942,AL,dickebi01,12,336,0.0
MVP,1994,NL,grissma02,22,392,0.0
MVP,1983,NL,murphda05,318,336,21.0
MVP,1951,AL,rizzuph01,47,336,1.0
MVP,1948,NL,barnere02,15,336,0.0
MVP,1993,NL,willima04,103,392,0.0
MVP,1927,AL,seweljo01,9,64,0.0
MVP,2009,AL,figgich01,31,392,0.0
Cy Young,1970,AL,mcdowsa01,45,120,4.0
MVP,1963,AL,batteea01,57,280,0.0
Cy Young,1981,NL,valenfe01,70,120,8.0
MVP,1984,NL,leonaje01,1,336,0.0
MVP,1948,NL,vandejo01,13,336,0.0
Rookie of the Year,1970,NL,simpswa01,1,24,1.0
MVP,1912,AL,collied01,18,64,
MVP,1956,NL,loganjo01,1,336,0.0
MVP,1937,AL,moseswa01,12,80,0.0
MVP,1979,NL,rosepe01,23,336,0.0
Rookie of the Year,1984,NL,goodedw01,118,120,23.0
Cy Young,1972,NL,suttodo01,6,120,0.0
MVP,1973,NL,brocklo01,65,336,0.0
MVP,1981,NL,schmimi01,321,336,21.0
MVP,1932,AL,gomezle01,27,80,
MVP,1938,NL,medwijo01,55,336,
MVP,1935,NL,terrybi01,20,80,
MVP,2001,AL,riverma01,27,392,0.0
MVP,1938,NL,vandejo01,6,336,0.0
Cy Young,1997,NL,martipe02,134,140,25.0
Cy Young,1985,NL,andujjo01,6,120,0.0
MVP,1949,NL,reesepe01,118,336,2.0
MVP,1957,AL,wertzvi01,61,336,0.0
Cy Young,2011,NL,cainma01,3,224,0.0
MVP,1973,AL,hillejo01,83,336,0.0
MVP,1943,AL,keltnke01,2,336,0.0
MVP,1962,NL,sanfoja02,62,280,0.0
MVP,1973,NL,harrebu01,2,336,0.0
MVP,1982,AL,molitpa01,29,392,0.0
MVP,1953,AL,boonera01,59,336,0.0
MVP,1999,AL,rodriiv01,252,392,7.0
MVP,1990,NL,daviser01,12,336,0.0
MVP,1944,AL,doerrbo01,75,336,0.0
MVP,1925,AL,sheelea01,17,64,
Rookie of the Year,1991,NL,lankfra01,28,120,0.0
MVP,2000,NL,johnsra05,5,448,0.0
MVP,1938,NL,rootch01,3,336,0.0
MVP,1928,AL,kammwi01,15,64,
MVP,1970,AL,harpeto01,78,336,1.0
MVP,1960,AL,estrach01,28,336,0.0
MVP,1940,NL,waltebu01,146,336,0.0
MVP,1944,NL,galanau01,1,336,0.0
Rookie of the Year,2005,NL,vargaja01,1,160,0.0
MVP,1968,NL,reganph01,7,280,0.0
MVP,1938,AL,ruffire01,146,336,
MVP,1958,NL,covinwe01,16,336,0.0
Cy Young,2002,AL,lowede01,41,140,0.0
MVP,1963,NL,floodcu01,1,280,0.0
MVP,1997,NL,martipe02,6,392,0.0
Cy Young,1985,NL,tudorjo01,65,120,0.0
Cy Young,1987,NL,sutclri01,55,120,4.0
MVP,1989,NL,gwynnto01,57,336,0.0
MVP,1926,AL,mostijo01,33,64,
MVP,1940,NL,rowelba01,10,336,0.0
MVP,2007,NL,jonesch06,107,448,0.0
MVP,1950,AL,doerrbo01,15,336,0.0
MVP,1999,AL,jeterde01,177,392,1.0
MVP,1953,NL,kluszte01,69,336,0.0
MVP,1957,AL,berrayo01,18,336,0.0
Cy Young,1973,AL,ryanno01,62,120,9.0
Rookie of the Year,1965,AL,blefacu01,12,20,12.0
MVP,1968,NL,bankser01,14,280,0.0
Cy Young,2003,AL,foulkke01,1,140,0.0
MVP,1994,NL,hillke01,22,392,0.0
MVP,1939,NL,mizejo01,178,336,1.0
MVP,2010,NL,dunnad01,9,448,0.0
MVP,1955,NL,meyerja01,3,336,0.0
Cy Young,1990,NL,drabedo01,118,120,23.0
MVP,1972,AL,maybejo01,27,336,0.0
