year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2007,CQF,B,PIT,NHL,OTT,NHL,4,0,0,16,5,
2006,CQF,B,NJD,NHL,TBL,NHL,4,2,0,19,14,
1953,SF,B,MTL,NHL,BOS,NHL,4,0,0,16,4,
1983,DSF,D,WAS,NHL,PHI,NHL,3,0,0,15,5,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1988,DF,I,MTL,NHL,BOS,NHL,4,1,0,16,13,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1935,SF,A,DET,NHL,MTM,NHL,3,0,0,6,1,
1930,QF,B,CHI,NHL,TOR,NHL,1,0,1,4,3,TG
2003,CSF,K,CAL,NHL,DET,NHL,4,2,0,11,12,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
1990,CF,N,MNS,NHL,EDM,NHL,4,1,0,20,14,
1984,SCF,O,EDM,NHL,PHI,NHL,4,1,0,21,14,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1979,QF,I,PHI,NHL,NYR,NHL,4,1,0,14,7,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
1985,DF,K,STL,NHL,TOR,NHL,4,3,0,24,22,
2005,CF,M,CAR,NHL,BUF,NHL,4,3,0,22,17,
2000,SCF,O,COL,NHL,NJD,NHL,4,3,0,19,11,
1927,QF,B,NYR,NHL,PIP,NHL,1,1,0,6,4,TG
1934,SCF,E,MTM,NHL,TOR,NHL,3,0,0,10,4,
2008,CQF,G,VAN,NHL,STL,NHL,4,0,0,11,5,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
2001,CF,N,DET,NHL,COL,NHL,4,3,0,22,13,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
2008,CSF,I,CAR,NHL,BOS,NHL,4,3,0,16,17,
1959,SF,A,MTL,NHL,CHI,NHL,4,0,0,14,6,
1980,Pre,E,BUF,NHL,VAN,NHL,3,0,0,13,7,
1983,DSF,H,CAL,NHL,VAN,NHL,3,1,0,14,13,
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
2011,CQF,A,NYR,NHL,OTT,NHL,4,3,0,14,13,
