year,lgid,tmid,oppid,w,l,t,otl
2009,NHL,BOS,LAK,0,0,,2
2008,NHL,SJS,COL,4,0,,0
2003,NHL,CHI,COL,0,1,1.0,2
2000,NHL,MTL,VAN,1,2,0.0,0
2009,NHL,BOS,BUF,4,2,,0
2000,NHL,MTL,PHI,3,0,1.0,0
1990,NHL,DET,CHI,3,4,1.0,
1923,PCHA,VC1,EDE,2,1,1.0,
1996,NHL,COL,HAR,1,0,1.0,
1973,NHL,CLF,VAN,1,4,0.0,
2010,NHL,CBS,NAS,2,3,,1
2007,NHL,BOS,PIT,2,1,,1
1979,NHL,VAN,PHI,1,3,0.0,
2011,NHL,VAN,BOS,1,0,,0
2011,NHL,PHI,CAR,3,1,,0
2011,NHL,MTL,PHI,1,3,,0
1996,NHL,BUF,EDM,0,2,0.0,
2006,NHL,WAS,FLO,3,3,,2
1930,NHL,NYA,PHQ,3,0,1.0,
1980,NHL,MNS,QUE,2,2,0.0,
1971,NHL,STL,DET,3,2,1.0,
1980,NHL,MTL,COR,4,0,0.0,
1983,NHL,DET,WIN,1,0,2.0,
2006,NHL,COL,CHI,2,2,,0
1979,NHL,PIT,WAS,3,1,0.0,
2009,NHL,DET,CAR,1,0,,0
1968,NHL,PIT,CHI,2,4,0.0,
2000,NHL,DAL,TBL,2,0,0.0,0
2005,NHL,CAR,PHI,2,0,,2
1979,NHL,STL,WAS,2,2,0.0,
1974,WHA,SDM,WIJ,1,3,2.0,
2008,NHL,FLO,MIN,0,1,,0
1987,NHL,DET,CAL,1,1,1.0,
1991,NHL,HAR,LAK,1,0,2.0,
2000,NHL,ANA,MTL,1,0,0.0,0
1983,NHL,STL,EDM,2,1,0.0,
2008,NHL,TOR,ATL,2,1,,1
1926,NHL,NYA,MTL,1,5,0.0,
1933,NHL,MTM,DET,1,2,3.0,
2001,NHL,SJS,PHO,3,2,0.0,0
2002,NHL,NAS,EDM,1,2,0.0,1
1993,NHL,NYR,CAL,0,1,1.0,
1984,NHL,CHI,LAK,2,0,1.0,
1980,NHL,MTL,WAS,2,0,2.0,
1983,NHL,DET,NJD,1,2,0.0,
1980,NHL,BUF,TOR,3,1,0.0,
1995,NHL,HAR,MTL,2,4,0.0,
1972,NHL,VAN,NYI,3,1,1.0,
2010,NHL,COL,STL,3,1,,0
1979,NHL,WIN,DET,1,3,0.0,
1978,NHL,VAN,TOR,1,3,1.0,
2002,NHL,WAS,SJS,0,2,0.0,0
2011,NHL,CBS,MIN,2,2,,0
1987,NHL,NYR,NJD,4,3,0.0,
1985,NHL,TOR,CAL,1,2,0.0,
1972,WHA,LAS,NEW,3,3,0.0,
1992,NHL,STL,CAL,3,1,0.0,
1983,NHL,CHI,MTL,0,2,1.0,
1935,NHL,BOS,TOR,1,3,2.0,
1996,NHL,FLO,WAS,1,2,2.0,
1982,NHL,DET,VAN,1,1,1.0,
2006,NHL,DAL,COL,4,0,,0
1985,NHL,WIN,PHI,1,2,0.0,
1983,NHL,NYI,EDM,3,0,0.0,
1984,NHL,MNS,BOS,0,3,0.0,
