playerid,award,year,lgid,note,pos
lemiema01,Art Ross,1987,NHL,,
schmimi01,Art Ross,1939,NHL,,
lidstni01,Conn Smythe,2001,NHL,,
thornjo01,Second Team All-Star,2002,NHL,,C
clarkbo01,Pearson,1973,NHL,,
berglpa01,All-Rookie,2008,NHL,,F
plantja01,First Team All-Star,1958,NHL,,G
bergepa01,Plus-Minus,2011,NHL,,
hextabr01,First Team All-Star,1940,NHL,,RW
hallgl01,First Team All-Star,1957,NHL,,G
parenbe01,First Team All-Star,1974,NHL,,G
gardich01,Second Team All-Star,1932,NHL,,G
macinal01,Conn Smythe,1988,NHL,,
howego01,Second Team All-Star,1966,NHL,,RW
ridlemi01,All-Rookie,1985,NHL,,C
jagrja01,First Team All-Star,1999,NHL,,RW
malkiev01,Art Ross,2011,NHL,,
belfoed01,Crozier,1999,NHL,,
bourqra01,Norris,1987,NHL,,
blincru01,Calder,1933,NHL,,
gardihe01,Hart,1926,NHL,,
haywabr01,Jennings,1988,NHL,shared,
laperja01,Calder,1963,NHL,,
eliaspa01,All-Rookie,1997,NHL,,F
bossymi01,First Team All-Star,1980,NHL,,RW
bentlma01,Lady Byng,1942,NHL,,
roypa01,Conn Smythe,1992,NHL,,
smithcl01,Lady Byng,1938,NHL,,
belivje01,Hart,1963,NHL,,
raycran01,Calder,2003,NHL,,
larocmi01,Vezina,1977,NHL,shared,
belfoed01,Calder,1990,NHL,,
hallgl01,Second Team All-Star,1960,NHL,,G
trottbr01,Second Team All-Star,1983,NHL,,C
ftorero01,First Team All-Star,1976,WHA,,C
howego01,First Team All-Star,1956,NHL,,RW
brimsfr01,Calder,1938,NHL,,
laflegu01,Hart,1976,NHL,,
conacch01,Second Team All-Star,1931,NHL,,RW
barrato01,Second Team All-Star,1984,NHL,,G
datsypa01,Lady Byng,2006,NHL,,
shanabr01,King Clancy,2002,NHL,,
visnolu01,Second Team All-Star,2010,NHL,,D
lindste01,First Team All-Star,1947,NHL,,LW
kurrija01,Second Team All-Star,1983,NHL,,RW
bourqra01,First Team All-Star,1986,NHL,,D
bourqra01,First Team All-Star,1990,NHL,,D
sawchte01,Vezina,1952,NHL,,
hallgl01,Second Team All-Star,1961,NHL,,G
messima01,First Team All-Star,1989,NHL,,C
trottbr01,Art Ross,1978,NHL,,
hullbr01,First Team All-Star,1991,NHL,,RW
keonda01,Second Team All-Star,1970,NHL,,C
bourqra01,Second Team All-Star,1982,NHL,,D
hasekdo01,Jennings,2007,NHL,shared,
harvedo01,First Team All-Star,1956,NHL,,D
ovechal01,Pearson,2007,NHL,,
stewaja01,First Team All-Star,1942,NHL,,D
lindste01,First Team All-Star,1956,NHL,,LW
esposto01,Calder,1969,NHL,,
orrbo01,Hart,1970,NHL,,
cowlebi01,Second Team All-Star,1944,NHL,,C
roberga01,Masterton,1995,NHL,,
goodfeb01,First Team All-Star,1936,NHL,,D
carlewa01,Second Team All-Star,1973,WHA,,C
selante01,First Team All-Star,1992,NHL,,RW
hullbr01,Pearson,1990,NHL,,
cookbi01,First Team All-Star,1932,NHL,,RW
gretzwa01,Pearson,1982,NHL,,
brodatu01,First Team All-Star,1940,NHL,,G
ftorero01,Second Team All-Star,1977,WHA,,C
lemiema01,Calder,1984,NHL,,
sedinhe01,Art Ross,2009,NHL,,
malkiev01,Lindsay,2011,NHL,,
jacksbu01,First Team All-Star,1936,NHL,,LW
drydeke01,Vezina,1977,NHL,shared,
steveke01,Second Team All-Star,1990,NHL,,LW
howema01,Kaplan,1973,WHA,Rookie,
niedesc01,First Team All-Star,2006,NHL,,D
howego01,Second Team All-Star,1963,NHL,,RW
mahovfr01,Second Team All-Star,1968,NHL,,LW
chelich01,Norris,1988,NHL,,
iginlja01,King Clancy,2003,NHL,,
vernomi01,Second Team All-Star,1988,NHL,,G
gretzwa01,Second Team All-Star,1996,NHL,,C
drydeke01,Conn Smythe,1970,NHL,,
vernomi01,Jennings,1995,NHL,shared,
kovalil01,Richard,2003,NHL,shared,
ranfobi01,Conn Smythe,1989,NHL,,
cainhe01,Second Team All-Star,1943,NHL,,LW
hextabr01,Second Team All-Star,1942,NHL,,RW
primejo01,Second Team All-Star,1933,NHL,,C
lidstni01,Norris,2000,NHL,,
durnabi01,First Team All-Star,1943,NHL,,G
conacli01,Second Team All-Star,1936,NHL,,D
kellyre01,First Team All-Star,1953,NHL,,D
dionnma01,Second Team All-Star,1980,NHL,,C
stamkst01,Second Team All-Star,2010,NHL,,C
johanca01,All-Rookie,1987,NHL,,D
reganla01,Calder,1956,NHL,,
thompti01,Second Team All-Star,1934,NHL,,G
gardich01,First Team All-Star,1930,NHL,,G
jagrja01,Art Ross,1997,NHL,,
dionnma01,Lady Byng,1974,NHL,,
stevesc01,Plus-Minus,1993,NHL,,
jacksbu01,Art Ross,1931,NHL,,
martiri01,Second Team All-Star,1975,NHL,,LW
hainsge01,Vezina,1926,NHL,,
hollefl01,First Team All-Star,1944,NHL,,D
dionnma01,Second Team All-Star,1978,NHL,,C
drapekr01,Selke,2003,NHL,,
bowerjo01,Vezina,1964,NHL,shared,
fleurth01,Plus-Minus,1990,NHL,tie,
brodema01,Jennings,2009,NHL,,
rayro01,King Clancy,1998,NHL,,
johnsch01,First Team All-Star,1932,NHL,,D
krejcda01,Plus-Minus,2008,NHL,,
