year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1976,NHL,CLE,14,17,9.0,,11,25,4.0,,,,,,3,5,2,,3,6,4,,5,10,1,,4,6,1.0,,4,7,2.0,,5,7,3,,1,1,0,
2008,NHL,PHO,23,15,,3,13,24,,4,,,,,4,4,,0,6,7,,2,8,4,,3,6,7,,0,3,9,,0,5,6,,2,4,2,,0
1966,NHL,MTL,19,9,7.0,,13,16,6.0,,,,,,3,1,0,,4,7,1,,7,4,2,,5,6,2.0,,3,6,4.0,,8,1,4,,2,0,0,
1975,WHA,WIJ,29,11,0.0,,23,16,2.0,,,,,,7,2,0,,10,5,0,,8,7,0,,10,4,0.0,,9,3,2.0,,7,4,0,,1,2,0,
1981,NHL,MNS,21,7,12.0,,16,16,8.0,,,,,,7,2,2,,5,2,6,,2,7,4,,7,5,3.0,,6,3,4.0,,9,3,1,,1,1,0,
1927,NHL,NYA,6,13,3.0,,5,14,3.0,,,,,,,,,,2,3,0,,4,6,2,,2,6,1.0,,3,4,3.0,,0,8,0,,,,,
1995,NHL,COL,24,10,7.0,,23,15,3.0,,,,,,7,3,1,,8,2,3,,7,6,1,,4,4,4.0,,9,3,1.0,,8,5,0,,4,2,0,
2002,NHL,NAS,18,17,5.0,1,9,18,8.0,6,,,,,1,5,1,2,3,6,3,2,6,6,2,0,7,6,2.0,0,8,2,1.0,0,2,8,4,2,0,2,0,1
1996,NHL,BUF,24,11,6.0,,16,19,6.0,,,,,,5,6,0,,8,5,1,,7,4,2,,7,4,2.0,,5,1,5.0,,6,6,1,,2,4,1,
2000,NHL,OTT,26,7,5.0,3,22,14,4.0,1,,,,,7,1,3,0,6,6,1,0,6,5,2,0,10,2,1.0,1,7,3,1.0,1,10,3,1,1,2,1,0,1
1995,NHL,NJD,22,17,2.0,,15,16,10.0,,,,,,6,4,0,,5,6,3,,4,9,1,,7,3,1.0,,5,3,3.0,,7,4,4,,3,4,0,
1936,NHL,NYA,9,13,2.0,,6,16,2.0,,,,,,,,,,5,3,2,,1,8,1,,3,7,1.0,,4,7,0.0,,2,4,0,,,,,
2001,NHL,BUF,20,16,5.0,0,15,19,6.0,1,,,,,5,6,1,1,6,7,1,0,4,7,2,0,7,5,1.0,0,1,2,2.0,0,8,7,2,0,4,1,2,0
1929,NHL,NYA,11,7,4.0,,3,18,1.0,,,,,,,,,,1,4,0,,3,8,0,,4,7,2.0,,3,3,2.0,,3,3,1,,,,,
1937,NHL,NYR,14,6,4.0,,13,9,2.0,,,,,,,,,,3,4,1,,7,3,1,,6,2,3.0,,8,3,0.0,,3,3,1,,,,,
1978,NHL,BUF,19,13,8.0,,17,15,8.0,,,,,,2,4,2,,6,4,4,,7,5,3,,4,6,2.0,,6,4,0.0,,10,3,4,,1,2,1,
1955,NHL,CHI,9,19,7.0,,10,20,5.0,,,,,,4,5,2,,4,5,4,,4,7,2,,2,10,1.0,,4,5,2.0,,1,7,1,,,,,
1935,NHL,MTM,13,8,3.0,,9,8,7.0,,,,,,,,,,4,2,0,,3,6,2,,6,3,2.0,,4,5,3.0,,5,0,3,,,,,
2002,NHL,NYR,17,18,4.0,2,15,18,6.0,2,,,,,4,6,2,0,6,6,2,0,5,8,1,1,6,6,1.0,1,5,5,2.0,0,6,3,1,2,0,2,1,0
1926,NHL,MTL,15,5,2.0,,13,9,0.0,,,,,,,,,,1,4,0,,7,2,1,,5,5,0.0,,6,2,1.0,,9,1,0,,,,,
1921,WCHL,EDE,8,4,1.0,,7,5,0.0,,,,,,,,,,,,,,2,2,1,,3,5,0.0,,9,2,0.0,,1,0,0,,,,,
2006,NHL,MTL,26,12,,3,16,22,,3,,,,,6,2,,3,8,5,,0,8,4,,2,6,7,,0,5,9,,1,8,5,,0,1,2,,0
1997,NHL,BOS,19,16,6.0,,20,14,7.0,,,,,,7,5,1,,4,6,4,,6,5,2,,6,4,2.0,,1,2,3.0,,9,4,1,,6,4,0,
1996,NHL,VAN,20,17,4.0,,15,23,3.0,,,,,,5,5,0,,8,5,0,,3,9,1,,8,4,1.0,,4,9,0.0,,4,8,3,,3,0,2,
1994,NHL,STL,16,6,2.0,,12,9,3.0,,,,,,,,,,,,,,,,,,4,2,0.0,,8,3,1.0,,7,5,1,,8,4,3,
1996,NHL,PHI,23,12,6.0,,22,12,7.0,,,,,,6,7,0,,7,5,1,,11,0,2,,5,2,4.0,,7,3,2.0,,7,5,2,,2,2,2,
2011,NHL,COL,22,17,,2,19,18,,4,,,,,7,4,,0,4,9,,1,10,5,,0,5,6,,1,7,3,,2,8,6,,2,0,2,,0
1992,NHL,MTL,27,13,2.0,,21,17,4.0,,,,,,7,3,2,,10,3,1,,5,8,1,,10,4,1.0,,8,1,1.0,,6,7,0,,2,4,0,
1976,NHL,BUF,27,8,5.0,,21,16,3.0,,,,,,5,4,1,,8,2,2,,11,2,0,,4,7,3.0,,10,4,0.0,,9,5,1,,1,0,1,
1955,NHL,TOR,19,10,6.0,,5,23,7.0,,,,,,4,5,1,,4,7,3,,4,7,3,,5,6,0.0,,5,6,3.0,,2,2,3,,,,,
1970,NHL,DET,17,15,7.0,,5,30,4.0,,,,,,3,6,1,,5,5,2,,3,9,1,,3,8,3.0,,5,6,1.0,,3,9,3,,0,2,0,
1986,NHL,NJD,20,17,3.0,,9,28,3.0,,,,,,6,4,0,,5,6,2,,5,8,1,,5,9,2.0,,3,5,0.0,,5,10,1,,0,3,0,
2003,NHL,COL,19,14,6.0,2,21,8,7.0,5,,,,,5,4,0,0,9,3,2,1,4,3,5,0,11,1,2.0,2,4,4,2.0,2,6,7,2,1,1,0,0,1
1982,NHL,CHI,29,8,3.0,,18,15,7.0,,,,,,6,2,4,,10,1,1,,9,4,1,,6,7,1.0,,7,3,2.0,,8,5,1,,1,1,0,
1917,NHL,MTL,8,3,0.0,,5,6,0.0,,,,,,,,,,,,,,3,1,0,,6,3,0.0,,4,4,0.0,,0,1,0,,,,,
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5,8,2.0,,4,4,4.0,,6,6,0,,8,1,0,
1972,NHL,CHI,26,9,4.0,,16,18,5.0,,,,,,6,4,1,,7,4,1,,9,5,0,,6,4,3.0,,8,4,2.0,,6,6,1,,0,0,1,
1976,NHL,PIT,22,12,6.0,,12,21,7.0,,,,,,2,6,4,,6,5,1,,7,5,1,,7,4,2.0,,5,5,4.0,,5,8,1,,2,0,0,
2000,NHL,FLO,12,18,7.0,4,10,20,6.0,5,,,,,1,3,3,3,4,6,1,1,2,10,3,1,5,8,1.0,2,5,5,0.0,1,3,4,5,1,2,2,0,0
1990,NHL,CAL,29,8,3.0,,17,18,5.0,,,,,,9,4,0,,5,5,3,,8,5,1,,5,6,1.0,,8,2,2.0,,11,4,1,,,,,
1979,NHL,HAR,22,12,6.0,,5,22,13.0,,,,,,2,4,4,,6,4,2,,1,8,3,,6,6,1.0,,7,5,2.0,,3,5,7,,2,2,0,
1955,NHL,MTL,29,5,1.0,,16,10,9.0,,,,,,6,3,2,,6,1,5,,12,3,0,,6,5,1.0,,8,1,2.0,,7,2,0,,,,,
1985,NHL,NJD,17,21,2.0,,11,28,1.0,,,,,,4,5,1,,5,6,0,,4,10,0,,2,11,1.0,,4,6,1.0,,7,10,0,,2,1,0,
1995,NHL,VAN,15,19,7.0,,17,16,8.0,,,,,,4,4,2,,2,7,5,,6,4,3,,5,5,2.0,,7,4,3.0,,6,8,0,,2,3,0,
1980,NHL,WAS,16,17,7.0,,10,19,11.0,,,,,,3,4,3,,5,2,6,,5,7,2,,5,8,1.0,,1,7,4.0,,5,7,2,,2,1,0,
2001,NHL,STL,27,12,1.0,1,16,15,7.0,3,,,,,5,3,3,0,7,5,0,1,6,3,3,2,11,4,0.0,0,2,4,1.0,0,6,6,1,1,6,2,0,0
1924,WCHL,CAT,9,5,0.0,,8,6,0.0,,,,,,,,,,,,,,5,3,0,,6,5,0.0,,5,3,0.0,,1,0,0,,,,,
1931,NHL,MTM,16,4,4.0,,3,18,3.0,,,,,,,,,,2,4,1,,3,6,2,,3,6,3.0,,7,4,0.0,,4,2,1,,,,,
2001,NHL,CBS,14,18,5.0,4,8,29,3.0,1,,,,,1,7,4,0,6,6,1,1,3,9,1,0,4,9,1.0,0,1,3,1.0,2,5,8,0,2,2,5,0,0
2011,NHL,SJS,26,12,,3,17,17,,7,,,,,6,4,,0,7,3,,1,6,4,,3,9,3,,2,5,8,,1,7,7,,3,3,0,,0
1954,NHL,TOR,14,10,11.0,,10,14,11.0,,,,,,2,3,3,,8,3,3,,6,4,4,,4,6,5.0,,3,3,5.0,,1,5,2,,,,,
1985,NHL,QUE,23,13,4.0,,20,18,2.0,,,,,,8,2,1,,4,8,0,,7,5,1,,9,4,1.0,,6,7,1.0,,8,4,1,,1,1,1,
2006,NHL,NYR,21,15,,5,21,15,,5,,,,,5,6,,0,8,3,,3,6,8,,1,6,5,,0,5,5,,2,10,2,,3,2,1,,1
1933,NHL,NYR,11,7,6.0,,10,12,2.0,,,,,,,,,,1,4,1,,6,2,4,,8,4,1.0,,4,5,1.0,,2,4,1,,,,,
1962,NHL,BOS,7,18,10.0,,7,21,7.0,,,,,,1,3,3,,1,8,3,,3,10,2,,4,8,3.0,,5,3,4.0,,0,7,2,,,,,
1999,NHL,VAN,16,14,5.0,6,14,15,10.0,2,,,,,7,3,2,1,3,5,4,0,2,6,1,2,3,5,3.0,3,6,5,2.0,0,7,4,2,2,2,1,1,0
