resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
23159,959,1,131,44,2,1.0,1,1,25.0,67,1:30:44.200,5444200.0,52.0,3.0,1:18.746,209.107,1
23166,959,18,1,22,12,8.0,8,8,4.0,66,,,48.0,9.0,1:19.781,206.395,11
23177,959,835,4,30,14,19.0,19,19,0.0,65,,,55.0,17.0,1:21.127,202.970,12
23183,960,1,131,44,21,3.0,3,3,15.0,44,+27.634,6318692.0,40.0,1.0,1:51.583,225.969,1
23195,960,835,4,30,13,15.0,15,15,0.0,44,+1:33.165,6384223.0,41.0,6.0,1:53.251,222.641,1
23201,960,18,1,22,9,,R,21,0.0,1,,,,0.0,,,130
23204,961,1,131,44,1,2.0,2,2,18.0,53,+15.070,4663159.0,27.0,4.0,1:26.303,241.646,1
23214,961,18,1,22,14,12.0,12,12,0.0,52,,,40.0,6.0,1:26.354,241.503,11
23223,961,835,4,30,20,,R,21,0.0,7,,,4.0,21.0,1:31.361,228.268,130
23227,962,1,131,44,3,3.0,3,3,15.0,61,+8.038,6956988.0,52.0,3.0,1:47.752,169.221,1
23239,962,835,4,30,18,15.0,15,15,0.0,60,,,36.0,19.0,1:51.777,163.128,11
23243,962,18,1,22,12,,R,19,0.0,43,,,18.0,16.0,1:51.631,163.341,23
23255,963,18,1,22,9,9.0,9,9,2.0,56,+1:21.816,5914592.0,51.0,8.0,1:38.740,202.094,1
23256,963,835,4,30,19,10.0,10,10,1.0,56,+1:35.466,5928242.0,53.0,12.0,1:39.350,200.853,1
23264,963,1,131,44,1,,R,18,0.0,40,,,31.0,7.0,1:38.595,202.391,5
23271,964,1,131,44,2,3.0,3,3,15.0,53,+5.776,5209109.0,36.0,2.0,1:35.152,219.703,1
23280,964,835,4,30,16,12.0,12,12,0.0,52,,,43.0,16.0,1:37.978,213.366,11
23286,964,18,1,22,22,18.0,18,18,0.0,52,,,39.0,9.0,1:37.177,215.124,11
23291,965,1,131,44,1,1.0,1,1,25.0,56,1:38:12.618,5892618.0,45.0,4.0,1:42.386,193.842,1
23299,965,18,1,22,19,9.0,9,9,2.0,55,,,37.0,15.0,1:44.468,189.979,11
23303,965,835,4,30,15,13.0,13,13,0.0,55,,,18.0,16.0,1:44.724,189.515,11
23313,966,1,131,44,1,1.0,1,1,25.0,71,1:40:31.402,6031402.0,66.0,4.0,1:22.596,187.592,1
23324,966,18,1,22,13,12.0,12,12,0.0,70,,,70.0,17.0,1:23.777,184.948,11
23326,966,835,4,30,21,14.0,14,14,0.0,70,,,64.0,20.0,1:24.574,183.205,11
23335,967,1,131,44,1,1.0,1,1,25.0,71,3:01:01.335,10861335.0,44.0,3.0,1:25.639,181.137,1
23350,967,18,1,22,17,16.0,16,16,0.0,71,+1:21.994,10943329.0,38.0,10.0,1:26.983,178.338,1
23353,967,835,4,30,16,,R,19,0.0,20,,,11.0,21.0,1:34.334,164.441,130
23357,968,1,131,44,1,1.0,1,1,25.0,55,1:38:04.013,5884013.0,37.0,5.0,1:45.137,190.174,1
23373,968,835,4,30,15,17.0,17,17,0.0,54,,,46.0,11.0,1:45.715,189.134,11
23376,968,18,1,22,12,,R,20,0.0,12,,,4.0,22.0,1:48.753,183.851,22
