year,hofid,name,category
1967,colvine01h,Нил Колвилл,Игрок
2006,roypa01h,Патрик Рой,Игрок
1968,dunnji01h,Джимми Данн,Строитель
2006,hotchha01h,Харли Хотчкисс,Строитель
2010,granaca01h,Кэмми Гранато,Игрок
1973,udvarfr01h,Фрэнк Удвари,Референт/Линсман
1968,cowlebi01h,Билл Коули,Игрок
1988,snideed01h,Эдвард Снайдер,Строитель
1993,grifffr01h,Фрэнк Гриффитс,Строитель
1958,duttore01h,Красная Даттон,Игрок
1975,armstge01h,Джордж Армстронг,Игрок
1987,pavelma03h,Мэтт Павелич,Референт/Линсман
1965,lockhth01h,Томми Локхарт,Строитель
2010,develji01h,Джим Девеллано,Строитель
1965,scanlfr01h,Фред Скэнлон,Игрок
2008,andergl01h,Гленн Андерсон,Игрок
1952,boondi01h,Дикки Бун,Игрок
1962,hylanha01h,Гарри Хайланд,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1974,dundeto01h,Томми Дандердейл,Игрок
1975,bucklfr01h,Фрэнк Баклэнд,Строитель
1962,maxwest01h,Steamer Максвелл,Игрок
1960,selkefr01h,Фрэнк Селке,Строитель
2004,coffepa01h,Пол Коффи,Игрок
1976,bowerjo01h,Джонни Бауэр,Игрок
1952,cookbi01h,Билл Кук,Игрок
1970,johnsto01h,Том Джонсон,Игрок
1962,smithal03h,Альф Смит,Игрок
1990,poilebu01h,Бад Пойл,Строитель
1965,hewitfo01h,Фостер Хьюитт,Строитель
1970,gadsbbi01h,Билл Гадсби,Игрок
1958,bouchfr01h,Фрэнк Бушер,Игрок
1962,crawfru01h,Расти Кроуфорд,Игрок
1995,sabetgu01h,Гунтер Сабетцкий,Строитель
1962,humefr01h,Фред Хьюм,Строитель
1972,smithho01h,Хули Смит,Игрок
2006,duffdi01h,Дик Дафф,Игрок
1945,gerared01h,Эдди Джерард,Игрок
2005,neelyca01h,Кэм Нили,Игрок
1984,imlacpu01h,Удар имлахом,Строитель
1961,ionmi01h,Микки Ион,Референт/Линсман
1963,seibeea01h,Эрл Защищенный,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1992,gainebo01h,Боб Гейни,Игрок
1993,smithbi01h,Билли Смит,Игрок
1983,drydeke01h,Кен Драйден,Игрок
1965,farrear01h,Арт Фаррелл,Игрок
1966,prattba01h,Детка Пратт,Игрок
1962,noblere01h,Редж Нобл,Игрок
1998,conacro01h,Рой Коначер,Игрок
1962,pitredi01h,Дидье Питр,Игрок
1947,joliaau01h,Аурел Джолиат,Игрок
1988,hayesge01h,Джордж Хейс,Референт/Линсман
1961,waghofr01h,Фред Вагорн,Строитель
1947,taylocy01h,Циклон Тейлор,Игрок
1975,hallgl01h,Гленн Холл,Игрок
1945,stanlfr01h,Фредерик Стэнли,Строитель
1995,torrebi01h,Билл Торри,Строитель
1949,bainda01h,Дэн Бейн,Игрок
1950,davidal01h,Скотти Дэвидсон,Игрок
1987,ziegljo01h,Джон Зиглер,Строитель
2010,seamado01h,Док Симен,Строитель
1958,moranpa01h,Пэдди Моран,Игрок
1983,mikitst01h,Стэн Микита,Игрок
2000,mullejo01h,Джо Маллен,Игрок
1996,salmibo01h,Сальминг Борье,Игрок
1958,conneal01h,Алек Коннелл,Игрок
1964,chadwbi01h,Билл Чедвик,Референт/Линсман
1962,mcgimbi01h,Билли МакГимси,Игрок
1985,olmstbe01h,Берт Ольмстед,Игрок
1995,cookbu01h,Булочная кухня,Игрок
1980,patrily01h,Линн Патрик,Игрок
1962,ahearfr01h,Фрэнк Ахрин,Строитель
2009,lamorlo01h,Лу Ламориелло,Строитель
1945,vezinge01h,Жорж Везина,Игрок
1947,patrile01h,Лестер Патрик,Игрок
1958,dudlege01h,Джордж Дадли,Строитель
1963,primejo01h,Джо Праймау,Игрок
1964,stewaja01h,Джек Стюарт,Игрок
1945,allanmo01h,Монтагу Аллан,Строитель
2011,belfoed01h,Эд Белфур,Игрок
1967,brodatu01h,Турк Брода,Игрок
1958,pickaal01h,Алан Пикард,Строитель
1958,gardihe01h,Герб Гардинер,Игрок
1981,bucykjo01h,Джон Букик,Игрок
1961,seibeol01h,Оливер Зайберт,Игрок
1971,jacksbu01h,Бушер Джексон,Игрок
1991,smithcl01h,Клинт Смит,Игрок
1973,molsoha01h,Хартланд Молсон,Строитель
1966,bouchbu01h,Бутч Бушар,Игрок
1975,drillgo01h,Горди Дриллон,Игрок
1947,caldefr01h,Фрэнк Кальдер,Строитель
2002,gillicl01h,Кларк Гиллис,Игрок
2004,murphla01h,Ларри Мерфи,Игрок
1950,lalonne01h,Новости Лалонда,Игрок
1958,hayge01h,Джордж Хей,Игрок
1961,appssy01h,Syl Apps,Игрок
1960,manthsy01h,Сильвио Манта,Игрок
1966,kennete01h,Тед Кеннеди,Игрок
1993,damicjo01h,Джон Д'Амико,Референт/Линсман
1986,keonda01h,Дэйв Кин,Игрок
1962,watsoha01h,Гарри Ватсон,Игрок
1983,sindeha01h,Гарри Синден,Строитель
1991,pulfobo01h,Боб Пулфорд,Игрок
1972,adamswe01h,Вестон Адамс,Строитель
2002,neilsro01h,Роджер Нилсон,Строитель
1987,laperja01h,Жак Лаперьере,Игрок
1960,walkeja01h,Джек Уокер,Игрок
1961,brownge03h,Джордж Браун,Строитель
1963,goodfeb01h,Эбби Гудфеллоу,Игрок
1945,bakerho01h,Хоби Бейкер,Игрок
1994,watsoha02h,Гарри Ватсон,Игрок
1977,cattajo01h,Джозеф Каттарих,Строитель
1992,mcdonla01h,Лэнни Макдональд,Игрок
1997,lemiema01h,Марио Лемиё,Игрок
1964,durnabi01h,Билл Дурнан,Игрок
1962,schrisw01h,Суини Шринер,Игрок
2005,kharlva01h,Валери Харламов,Игрок
1999,gretzwa01h,Уэйн Грецки,Игрок
1964,bentldo01h,Даг Бентли,Игрок
2009,hullbr01h,Бретт-Холл,Игрок
1985,ratelje01h,Жан Рателл,Игрок
1959,adamsja01h,Джек Адамс,Игрок
1980,worslgu01h,Гамп Уорсли,Игрок
1967,oliveha01h,Гарри Оливер,Игрок
1988,laflegu01h,Парень Лафлер,Игрок
1979,juckego01h,Гордон Джакс,Строитель
1961,smeatco01h,Купер Смитон,Референт/Линсман
2009,yzermst01h,Стив Езерман,Игрок
1964,diliofr01h,Фрэнсис Дилио,Строитель
1977,ballaha01h,Гарольд Баллард,Строитель
1984,lemaija01h,Жак Лемер,Игрок
1982,cournyv01h,Иван Курнёйер,Игрок
1960,kilpajo01h,Джон Килпатрик,Строитель
1963,mclaufr01h,Фредерик Маклафлин,Строитель
2003,ilitcmi01h,Майк Иллич,Строитель
1962,simpsjo01h,Джо Симпсон,Игрок
1962,huttobo01h,Баус Хаттон,Игрок
1973,raynech01h,Чак Райнер,Игрок
1985,mariujo01h,Джон Мариуччи,Строитель
1962,hoopeto01h,Том Хупер,Игрок
1962,walshma01h,Марти Уолш,Игрок
1965,mosiebi01h,Билл Мосиенко,Игрок
1966,bentlma01h,Макс Бентли,Игрок
1962,wilsoph01h,Фат Уилсон,Игрок
1991,bossymi01h,Майк Босси,Игрок
1961,stuarbr02h,Брюс Стюарт,Игрок
1966,campbcl01h,Кларенс Кэмпбелл,Строитель
1963,hewitbo01h,Бобби Хьюитсон,Референт/Линсман
1976,gibsoja02h,Джек Гибсон,Строитель
1983,hullbo01h,Бобби Халл,Игрок
1996,arboual01h,&lt; &lt; Арбур &gt; &gt;,Строитель
2009,leetcbr01h,Брайан Литч,Игрок
