year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,ТГ
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
1934,ПКФ,E,MTM,NHL,TOR,NHL,3,0,0,10,4,
1949,ПКФ,C,DET,NHL,NYR,NHL,4,3,0,22,17,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
2002,СФК,I,OTT,NHL,PHI,NHL,4,2,0,17,10,
1937,ПКФ,E,CHI,NHL,TOR,NHL,3,1,0,10,8,
1985,DSF,E,TOR,NHL,CHI,NHL,3,0,0,18,9,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1967,SF,E,MTL,NHL,CHI,NHL,4,1,0,22,10,
1952,ПКФ,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1939,SF,D,TOR,NHL,DET,NHL,2,0,0,5,2,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
1973,РВК,,HOU,WHA,CHC,WHA,4,0,0,22,9,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1990,CF,Н,MNS,NHL,EDM,NHL,4,1,0,20,14,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1989,DF,К,CHI,NHL,STL,NHL,4,3,0,28,22,
1992,DSF,F,TOR,NHL,DET,NHL,4,3,0,24,30,
2009,СФК,L,CHI,NHL,VAN,NHL,4,2,0,23,18,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1988,ПКФ,O,CAL,NHL,MTL,NHL,4,2,0,19,16,
2008,СФК,J,PIT,NHL,WAS,NHL,4,3,0,27,22,
1991,DF,К,CHI,NHL,DET,NHL,4,0,0,11,6,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
1984,CF,Н,EDM,NHL,CHI,NHL,4,2,0,44,25,
2010,ПКФ,O,BOS,NHL,VAN,NHL,4,3,0,23,8,
2008,СФК,К,DET,NHL,AND,NHL,4,3,0,22,17,
1984,DSF,Н,WIN,NHL,CAL,NHL,3,1,0,15,13,
1968,SF,F,STL,NHL,LAK,NHL,4,0,0,16,5,
1994,CF,Н,DET,NHL,CHI,NHL,4,1,0,13,12,
1922,F,,VAM,PCHA,VC1,PCHA,1,1,0,5,3,ТГ
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1973,DSF,,HOU,WHA,WIJ,WHA,4,0,0,23,9,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,ТГ
1988,DSF,E,CHI,NHL,DET,NHL,4,2,0,25,18,
1999,СФК,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
1926,QF,B,BOS,NHL,CHI,NHL,1,0,1,10,5,ТГ
1980,Предварительно,Н,MNS,NHL,BOS,NHL,3,0,0,20,13,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1923,РГ,,CAT,WCHL,VAM,PCHA,2,1,0,10,7,
2008,CF,Н,DET,NHL,CHI,NHL,4,1,0,19,10,
2007,СФК,L,DAL,NHL,SJS,NHL,4,2,0,15,11,
1970,QF,C,CHI,NHL,PHI,NHL,4,0,0,20,8,
1990,DSF,Н,EDM,NHL,CAL,NHL,4,3,0,22,20,
1987,DF,I,BOS,NHL,MTL,NHL,4,1,0,15,10,
2000,СФК,I,NJD,NHL,TOR,NHL,4,3,0,21,18,
1996,СФК,J,PHI,NHL,BUF,NHL,4,1,0,21,13,
1913,F,,TBS,NHA,MOC,NHA,1,1,0,6,2,ТГ
1997,CF,М,WAS,NHL,BUF,NHL,4,2,0,13,11,
2008,СФК,К,DET,NHL,AND,NHL,4,3,0,22,17,
2010,ПКФ,O,BOS,NHL,VAN,NHL,4,3,0,23,8,
2006,CF,М,OTT,NHL,BUF,NHL,4,1,0,15,10,
2009,СФК,К,SJS,NHL,DET,NHL,4,1,0,15,17,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1978,SF,I,NYR,NHL,NYI,NHL,4,2,0,18,13,
1949,SF,B,NYR,NHL,MTL,NHL,4,1,0,15,7,
1999,CQF,D,NJD,NHL,FLO,NHL,4,0,0,12,6,
1996,CQF,E,COL,NHL,CHI,NHL,4,2,0,28,14,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,ТГ
1995,CQF,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1973,DSF,,CHC,WHA,NEW,WHA,4,3,0,24,23,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,ТГ
1974,РВК,,HOU,WHA,QUN,WHA,4,0,0,20,7,
1989,DF,К,CHI,NHL,STL,NHL,4,3,0,28,22,
1959,ПКФ,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1934,QF,C,NYR,NHL,MTL,NHL,2,0,0,6,5,ТГ
1994,ПКФ,O,NJD,NHL,DET,NHL,4,0,0,16,7,
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
2007,ПКФ,O,DET,NHL,PIT,NHL,4,2,0,17,10,
2003,CF,Н,CAL,NHL,SJS,NHL,4,2,0,16,12,
2011,CQF,G,PHO,NHL,CHI,NHL,4,2,0,17,12,
1926,QF,A,MTL,NHL,MTM,NHL,1,0,1,2,1,ТГ
2007,CQF,G,COL,NHL,MIN,NHL,4,2,0,17,12,
1995,CQF,B,PIT,NHL,WAS,NHL,4,2,0,21,17,
1961,ПКФ,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1935,ПКФ,E,DET,NHL,TOR,NHL,3,1,0,18,11,
1980,Предварительно,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
1994,СФК,К,DET,NHL,SJS,NHL,4,0,0,24,6,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1918,ПКФ,,SEA,PCHA,MTL,NHL,2,2,0,19,10,ND
1981,DSF,D,STL,NHL,WIN,NHL,3,1,0,20,13,
1997,ПКФ,O,DET,NHL,WAS,NHL,4,0,0,13,7,
1939,SF,A,NYR,NHL,BOS,NHL,4,2,0,15,9,
2009,СФК,L,CHI,NHL,VAN,NHL,4,2,0,23,18,
1975,РВК,,WIJ,WHA,HOU,WHA,4,0,0,24,11,
1921,F,,VML,PCHA,SEA,PCHA,2,0,0,2,0,ТГ
2008,CQF,B,WAS,NHL,NYR,NHL,4,3,0,19,11,
1948,ПКФ,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1963,SF,B,DET,NHL,CHI,NHL,4,3,0,24,18,
1945,SF,B,BOS,NHL,DET,NHL,4,1,0,16,10,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1975,SF,J,PHI,NHL,BOS,NHL,4,1,0,19,12,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
1986,DSF,Н,WIN,NHL,CAL,NHL,4,2,0,22,15,
2009,СФК,К,SJS,NHL,DET,NHL,4,1,0,15,17,
2002,CQF,B,NJD,NHL,BOS,NHL,4,1,0,13,8,
1974,ПКФ,К,PHI,NHL,BUF,NHL,4,2,0,19,12,
1990,ПКФ,O,PIT,NHL,MNS,NHL,4,2,0,28,16,
2010,СФК,L,SJS,NHL,DET,NHL,4,3,0,18,18,
1994,ПКФ,O,NJD,NHL,DET,NHL,4,0,0,16,7,
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,ТГ
2009,СФК,J,PHI,NHL,BOS,NHL,4,3,0,22,20,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1941,QF,C,DET,NHL,MTL,NHL,2,1,0,8,8,
1983,DSF,D,WAS,NHL,PHI,NHL,3,0,0,15,5,
1961,SF,A,CHI,NHL,MTL,NHL,4,2,0,19,13,
2006,CF,М,OTT,NHL,BUF,NHL,4,1,0,15,10,
1990,DSF,F,STL,NHL,DET,NHL,4,3,0,24,20,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1982,DSF,B,BUF,NHL,MTL,NHL,3,0,0,8,2,
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
2005,СФК,J,CAR,NHL,NJD,NHL,4,1,0,17,10,
1993,CQF,G,TOR,NHL,CHI,NHL,4,2,0,15,10,
1990,DF,J,PIT,NHL,WAS,NHL,4,1,0,19,13,
1978,Предварительно,B,NYR,NHL,LAK,NHL,2,0,0,9,2,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1981,DF,J,CHI,NHL,STL,NHL,4,2,0,23,19,
2009,CF,Н,CHI,NHL,SJS,NHL,4,0,0,13,7,
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
2003,СФК,К,CAL,NHL,DET,NHL,4,2,0,11,12,
2006,CQF,E,DET,NHL,CAL,NHL,4,2,0,18,10,
1971,QF,C,CHI,NHL,PIT,NHL,4,0,0,14,8,
1934,QF,B,MTM,NHL,CHI,NHL,1,0,1,1,0,ТГ
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1989,DF,К,CHI,NHL,STL,NHL,4,3,0,28,22,
1984,DF,К,CHI,NHL,MNS,NHL,4,2,0,33,29,
1964,ПКФ,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
1981,DSF,C,CHI,NHL,MNS,NHL,3,1,0,14,14,
1960,ПКФ,C,CHI,NHL,DET,NHL,4,2,0,19,12,
1997,СФК,L,DET,NHL,STL,NHL,4,2,0,23,13,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
1972,DSF,,HOU,WHA,LAS,WHA,4,2,0,23,16,
1935,QF,C,NYA,NHL,CHI,NHL,1,1,0,7,5,ТГ
1977,Предварительно,A,PHI,NHL,COR,NHL,2,0,0,6,3,
1984,DSF,C,PHI,NHL,NYR,NHL,3,0,0,14,10,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1988,ПКФ,O,CAL,NHL,MTL,NHL,4,2,0,19,16,
1924,F,,VIC,WCHL,CAT,WCHL,1,0,1,3,1,ТГ
1979,QF,J,BUF,NHL,CHI,NHL,4,0,0,16,7,
1993,CQF,Н,DAL,NHL,STL,NHL,4,0,0,16,10,
2006,CF,М,OTT,NHL,BUF,NHL,4,1,0,15,10,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
1987,DF,J,NJD,NHL,WAS,NHL,4,3,0,25,23,
1999,CQF,D,NJD,NHL,FLO,NHL,4,0,0,12,6,
1922,ПКФ,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
1990,DSF,B,MTL,NHL,BUF,NHL,4,2,0,29,24,
1984,CF,Н,EDM,NHL,CHI,NHL,4,2,0,44,25,
1952,ПКФ,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1990,DSF,E,MNS,NHL,CHI,NHL,4,2,0,23,16,
1990,DF,L,EDM,NHL,LAK,NHL,4,2,0,21,20,
1995,СФК,J,PIT,NHL,NYR,NHL,4,1,0,21,15,
1981,DSF,G,LAK,NHL,EDM,NHL,3,2,0,27,23,
2009,СФК,I,MTL,NHL,PIT,NHL,4,3,0,19,18,
1979,Предварительно,D,BOS,NHL,PIT,NHL,3,2,0,21,14,
1933,ПКФ,E,CHI,NHL,DET,NHL,3,1,0,9,7,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
1927,ПКФ,E,NYR,NHL,MTM,NHL,3,2,0,5,6,
2006,CQF,G,VAN,NHL,DAL,NHL,4,3,0,13,12,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
1989,DF,I,BOS,NHL,MTL,NHL,4,1,0,16,12,
1995,CQF,C,NYR,NHL,MTL,NHL,4,2,0,19,17,
1977,Предварительно,B,BUF,NHL,NYR,NHL,2,1,0,11,6,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
1912,ПКФ,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
1934,SF,A,TOR,NHL,BOS,NHL,3,1,0,7,2,
1995,CF,Н,COL,NHL,DET,NHL,4,2,0,20,16,
1977,Предварительно,A,PHI,NHL,COR,NHL,2,0,0,6,3,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
1990,DSF,D,WAS,NHL,NYR,NHL,4,2,0,16,16,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
2003,CQF,Н,COL,NHL,DAL,NHL,4,1,0,19,10,
1990,DSF,F,STL,NHL,DET,NHL,4,3,0,24,20,
1998,СФК,L,COL,NHL,DET,NHL,4,2,0,21,14,
1994,CQF,D,NJD,NHL,BOS,NHL,4,1,0,14,5,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,ТГ
1979,Предварительно,A,PHI,NHL,EDM,NHL,3,0,0,12,6,
1999,СФК,J,NJD,NHL,TOR,NHL,4,2,0,16,9,
1991,DF,J,PIT,NHL,NYR,NHL,4,2,0,24,19,
1930,QF,B,CHI,NHL,TOR,NHL,1,0,1,4,3,ТГ
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1993,CQF,D,BOS,NHL,MTL,NHL,4,3,0,22,20,
2002,CQF,F,ANA,NHL,DET,NHL,4,0,0,10,6,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,ТГ
1992,CF,М,MTL,NHL,NYI,NHL,4,1,0,16,11,
2000,СФК,L,STL,NHL,DAL,NHL,4,0,0,13,6,
1988,DSF,Н,LAK,NHL,EDM,NHL,4,3,0,25,20,
1993,CQF,A,NYR,NHL,NYI,NHL,4,0,0,22,3,
2006,CQF,Н,SJS,NHL,NAS,NHL,4,1,0,16,14,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1985,DF,I,MTL,NHL,HAR,NHL,4,3,0,16,13,
1933,QF,C,MTM,NHL,NYR,NHL,1,0,1,2,1,ТГ
1926,SF,D,BOS,NHL,NYR,NHL,1,0,1,3,1,ТГ
2006,CQF,C,NYR,NHL,ATL,NHL,4,0,0,17,6,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,ТГ
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
1976,Предварительно,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2000,CF,Н,COL,NHL,STL,NHL,4,1,0,17,11,
1991,DSF,C,NYR,NHL,NJD,NHL,4,3,0,28,25,
2001,CF,М,CAR,NHL,TOR,NHL,4,2,0,10,6,
1976,DF,,WIJ,WHA,HOU,WHA,4,2,0,24,23,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
2008,ПКФ,O,PIT,NHL,DET,NHL,4,3,0,14,17,
1976,РВК,,QUN,WHA,WIJ,WHA,4,3,0,31,28,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1994,CQF,E,DET,NHL,DAL,NHL,4,1,0,17,10,
2003,CF,Н,CAL,NHL,SJS,NHL,4,2,0,16,12,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
2006,CQF,E,DET,NHL,CAL,NHL,4,2,0,18,10,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1982,CF,М,NYI,NHL,BOS,NHL,4,2,0,30,21,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,ТГ
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
1981,DSF,Н,VAN,NHL,CAL,NHL,3,0,0,10,5,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
2007,CQF,Н,DAL,NHL,AND,NHL,4,2,0,20,13,
1988,DF,L,CAL,NHL,LAK,NHL,4,0,0,22,11,
1976,ПКФ,К,MTL,NHL,BOS,NHL,4,0,0,16,6,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,ТГ
1982,DSF,Н,CAL,NHL,VAN,NHL,3,1,0,17,14,
1934,QF,C,NYR,NHL,MTL,NHL,2,0,0,6,5,ТГ
1923,F,,CAT,WCHL,REG,WCHL,1,0,1,4,2,ТГ
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
2006,СФК,К,DET,NHL,SJS,NHL,4,2,0,13,9,
2006,СФК,J,OTT,NHL,NJD,NHL,4,1,0,15,11,
1977,Предварительно,A,PHI,NHL,COR,NHL,2,0,0,6,3,
1978,SF,I,NYR,NHL,NYI,NHL,4,2,0,18,13,
1933,SF,A,DET,NHL,TOR,NHL,3,2,0,11,12,
1961,ПКФ,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1992,DF,L,LAK,NHL,VAN,NHL,4,2,0,26,25,
1993,CF,Н,VAN,NHL,TOR,NHL,4,1,0,16,9,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1963,SF,B,DET,NHL,CHI,NHL,4,3,0,24,18,
2006,СФК,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1984,DF,I,QUE,NHL,MTL,NHL,4,3,0,24,24,
1985,DSF,D,WAS,NHL,NYI,NHL,3,0,0,11,4,
1916,ПКФ,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1993,СФК,J,NJD,NHL,BOS,NHL,4,2,0,22,17,
1973,QF,A,BOS,NHL,TOR,NHL,4,0,0,17,9,
1968,QF,A,MTL,NHL,NYR,NHL,4,0,0,16,7,
2000,CF,М,NJD,NHL,PIT,NHL,4,1,0,17,7,
