year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2003,NHL,DAL,DAL,WC,PC,2,CQF,82,41,26,13.0,2.0,97,,,194,175,Далласские Звезды,1143.0,20.0,52.0,328.0,11.0,44.0,311.0,5.0
1981,NHL,NYR,NYR,WA,PT,2,DF,80,39,27,14.0,,92,,,316,306,Нью-Йоркские рейнджеры,1402.0,22.0,68.0,306.0,12.0,75.0,319.0,7.0
1982,NHL,PHI,PHI,WA,PT,1,DSF,80,49,23,8.0,,106,,,326,240,Филадельфия Флайерс,1337.0,10.0,60.0,278.0,7.0,61.0,339.0,15.0
1936,NHL,NYR,NYR,,AM,3,F,48,19,20,9.0,,47,,,117,106,Нью-Йоркские рейнджеры,312.0,,,,,,,
1998,NHL,VAN,VAN,WC,NW,4,,82,23,47,12.0,,58,,,192,258,Ванкуверские канаки,1764.0,16.0,57.0,358.0,9.0,77.0,450.0,17.0
1977,WHA,NEW,CAR,,,2,АВФ,80,44,31,5.0,,93,,,335,269,Китобойные китобойники Новой Англии,1255.0,14.0,62.0,239.0,4.0,65.0,315.0,9.0
1999,NHL,ANA,ANA,WC,PC,5,,82,34,33,12.0,3.0,83,,,217,227,Мощные утки Анахайма,926.0,8.0,55.0,332.0,8.0,62.0,296.0,4.0
1951,NHL,DET,DET,,,1,ПК,70,44,14,12.0,,100,,,215,133,&lt; &lt; Красные крылья &gt; &gt;,694.0,,,,,,,
1995,NHL,TOR,TOR,WC,CE,3,CQF,82,34,36,12.0,,80,,,247,252,Торонтские кленовые листья,1742.0,18.0,83.0,438.0,9.0,70.0,403.0,11.0
2005,NHL,MTL,MTL,EC,NE,3,CQF,82,42,31,,9.0,93,2.0,3.0,243,247,Монреальские канадиенсы,1336.0,22.0,89.0,463.0,6.0,91.0,481.0,10.0
2005,NHL,BUF,BUF,EC,NE,2,CF,82,52,24,,6.0,110,5.0,5.0,281,239,Буффало Сабрес,1164.0,20.0,101.0,477.0,17.0,59.0,439.0,10.0
1997,NHL,SJS,SJS,WC,PC,4,CQF,82,34,38,10.0,,78,,,210,216,Сан-Хосе Акулы,1417.0,20.0,54.0,400.0,5.0,59.0,398.0,10.0
1980,NHL,MTL,MTL,WA,NO,1,PRE,80,45,22,13.0,,103,,,332,232,Монреальские канадиенсы,1398.0,28.0,72.0,299.0,8.0,51.0,279.0,8.0
1972,NHL,BUF,BUF,,ED,4,QF,78,37,27,14.0,,88,,,257,219,Буффало Сабрес,940.0,2.0,52.0,270.0,5.0,35.0,241.0,5.0
1921,PCHA,VML,VMR,,,2,F,24,12,12,0.0,,24,,,77,68,Ванкуверские миллионеры,,,,,,,,
1923,WCHL,REG,POR,,,2,WF,30,17,11,2.0,,36,,,83,67,Регина Капиталс,,,,,,,,
1987,NHL,LAK,LAK,CC,SM,4,DSF,80,30,42,8.0,,68,,,318,359,Короли Лос-Анджелеса,2124.0,16.0,103.0,474.0,14.0,96.0,425.0,11.0
1925,NHL,NYA,BKN,,,5,,36,12,20,4.0,,28,,,68,89,Американцы Нью-Йорка,341.0,,,,,,,
1951,NHL,NYR,NYR,,,5,,70,23,34,13.0,,59,,,192,219,Нью-Йоркские рейнджеры,530.0,,,,,,,
1995,NHL,NYI,NYI,EC,AT,7,,82,22,50,10.0,,54,,,229,315,Жители Нью-Йорка,1669.0,14.0,70.0,372.0,15.0,90.0,414.0,8.0
1983,NHL,WAS,WAS,WA,PT,2,DF,80,48,27,5.0,,101,,,308,226,Вашингтон Капиталы,1252.0,18.0,77.0,382.0,18.0,39.0,293.0,8.0
1975,NHL,MTL,MTL,WA,NO,1,ПК,80,58,11,11.0,,127,,,337,174,Монреальские канадиенсы,977.0,14.0,75.0,282.0,0.0,44.0,290.0,7.0
1992,NHL,VAN,VAN,CC,SM,1,DF,84,46,29,9.0,,101,,,346,278,Ванкуверские канаки,2326.0,18.0,79.0,457.0,11.0,97.0,452.0,18.0
1979,NHL,MNS,DAL,WA,AD,3,SF,80,36,28,16.0,,88,,,311,253,Северные звезды Миннесоты,1064.0,6.0,75.0,316.0,7.0,43.0,240.0,4.0
1935,NHL,MTM,MTM,,CA,1,SF,48,22,16,10.0,,54,,,114,106,Монреальские мароны,504.0,,,,,,,
2010,NHL,MTL,MTL,EC,NE,2,CQF,82,44,30,,8.0,96,3.0,3.0,216,209,Монреальские канадиенсы,1097.0,28.0,57.0,290.0,6.0,51.0,327.0,5.0
1964,NHL,CHI,CHI,,,3,F,70,34,28,8.0,,76,,,224,176,Чикаго Черные Ястребы,1051.0,,48.0,340.0,9.0,46.0,323.0,14.0
1973,NHL,NYI,NYI,,ED,8,,78,19,41,18.0,,56,,,182,247,Жители Нью-Йорка,1075.0,6.0,32.0,230.0,13.0,63.0,262.0,7.0
1909,NHA,REN,REN,,,3,,12,8,3,1.0,,17,,,96,54,Короли ренфру,,,,,,,,
1972,WHA,WIJ,PHO,,WW,1,АВФ,78,43,31,4.0,,90,,,285,249,Виннипег Джетс,757.0,12.0,57.0,292.0,5.0,43.0,230.0,7.0
1994,NHL,BOS,BOS,EC,NE,3,CQF,48,27,18,3.0,,57,,,150,127,Бостонские бруины,793.0,6.0,46.0,211.0,4.0,24.0,183.0,3.0
1909,NHA,MOS,MOS,,,6,,12,3,8,1.0,,7,,,52,95,Монреальский шамрок,,,,,,,,
1977,NHL,COR,NJD,CC,SM,2,PRE,80,19,40,21.0,,59,,,257,305,Колорадо Скалистые горы,818.0,10.0,63.0,279.0,7.0,53.0,237.0,5.0
1934,NHL,NYR,NYR,,AM,3,SF,48,22,20,6.0,,50,,,137,139,Нью-Йоркские рейнджеры,341.0,,,,,,,
1950,NHL,CHI,CHI,,,6,,70,13,47,10.0,,36,,,171,280,Чикаго Черные Ястребы,615.0,,,,,,,
1942,NHL,DET,DET,,,1,ПК,50,25,14,11.0,,61,,,169,124,&lt; &lt; Красные крылья &gt; &gt;,371.0,,,,,,,
1995,NHL,DAL,DAL,WC,CE,6,,82,26,42,14.0,,66,,,227,280,Далласские Звезды,1652.0,12.0,67.0,443.0,20.0,82.0,418.0,8.0
1913,NHA,TBS,TBS,,,1,ПК,20,13,7,0.0,,26,,,93,65,Торонтские голубые футболки,,,,,,,,
1990,NHL,NYI,NYI,WA,PT,6,,80,25,45,10.0,,60,,,223,290,Жители Нью-Йорка,1723.0,8.0,51.0,317.0,12.0,78.0,353.0,9.0
1989,NHL,PHI,PHI,WA,PT,6,,80,30,39,11.0,,71,,,290,297,Филадельфия Флайерс,2067.0,18.0,65.0,338.0,13.0,77.0,406.0,14.0
2009,NHL,CAL,CAL,WC,NW,3,,82,40,32,,10.0,90,3.0,7.0,204,210,Огонь в кольцевом пламени,1143.0,14.0,43.0,268.0,2.0,54.0,305.0,8.0
2008,NHL,PHI,PHI,EC,AT,3,CQF,82,44,27,,11.0,99,4.0,6.0,264,238,Филадельфия Флайерс,1434.0,26.0,71.0,316.0,1.0,67.0,393.0,16.0
1987,NHL,EDM,EDM,CC,SM,2,ПК,80,44,25,11.0,,99,,,363,288,Edmonton Oilers,2173.0,22.0,88.0,402.0,11.0,86.0,447.0,20.0
1974,WHA,NEW,CAR,,EW,1,AVQF,78,43,30,5.0,,91,,,274,279,Китобойные китобойники Новой Англии,867.0,,39.0,225.0,5.0,29.0,215.0,6.0
1984,NHL,HAR,CAR,WA,AD,5,,80,30,41,9.0,,69,,,268,318,Хартфорд Китерс,1606.0,18.0,73.0,321.0,12.0,62.0,324.0,5.0
1990,NHL,CAL,CAL,CC,SM,2,DSF,80,46,26,8.0,,100,,,344,263,Огонь в кольцевом пламени,2201.0,32.0,91.0,384.0,8.0,77.0,420.0,17.0
1930,NHL,TOR,TOR,,CA,2,QF,44,22,13,9.0,,53,,,118,99,Торонтские кленовые листья,512.0,,,,,,,
1944,NHL,DET,DET,,,2,F,50,31,14,5.0,,67,,,218,161,&lt; &lt; Красные крылья &gt; &gt;,285.0,,,,,,,
1962,NHL,NYR,NYR,,,5,,70,22,36,12.0,,56,,,211,233,Нью-Йоркские рейнджеры,657.0,,,,,,,
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14.0,70,1.0,11.0,235,286,Вашингтон Капиталы,1233.0,16.0,67.0,408.0,14.0,82.0,414.0,12.0
1998,NHL,ANA,ANA,WC,PC,3,CQF,82,35,34,13.0,,83,,,215,206,Мощные утки Анахайма,1323.0,14.0,83.0,378.0,7.0,60.0,387.0,6.0
1995,NHL,STL,STL,WC,CE,4,СФК,82,32,34,16.0,,80,,,219,248,Блюз Сент-Луис,1823.0,26.0,74.0,448.0,8.0,82.0,482.0,11.0
2000,NHL,PHI,PHI,EC,AT,2,CQF,82,43,25,11.0,3.0,100,,,240,207,Филадельфия Флайерс,1183.0,8.0,55.0,350.0,9.0,55.0,314.0,11.0
1999,NHL,VAN,VAN,WC,NW,3,,82,30,29,15.0,8.0,83,,,227,237,Ванкуверские канаки,1047.0,22.0,51.0,323.0,7.0,63.0,322.0,9.0
1974,NHL,BUF,BUF,WA,AD,1,F,80,49,16,15.0,,113,,,354,240,Буффало Сабрес,1229.0,18.0,83.0,303.0,5.0,56.0,326.0,17.0
1995,NHL,WIN,PHO,WC,CE,5,CQF,82,36,40,6.0,,78,,,275,291,Виннипег Джетс,1622.0,18.0,82.0,417.0,12.0,88.0,430.0,10.0
1983,NHL,LAK,LAK,CC,SM,5,,80,23,44,13.0,,59,,,309,376,Короли Лос-Анджелеса,1265.0,8.0,75.0,360.0,17.0,82.0,294.0,10.0
1971,NHL,LAK,LAK,,WD,7,,78,20,49,9.0,,49,,,206,305,Короли Лос-Анджелеса,719.0,10.0,38.0,272.0,7.0,50.0,210.0,4.0
2010,NHL,VAN,VAN,WC,NW,1,F,82,54,19,,9.0,117,4.0,5.0,262,185,Ванкуверские канаки,943.0,10.0,72.0,296.0,2.0,45.0,312.0,6.0
1982,NHL,EDM,EDM,CC,SM,1,F,80,47,21,12.0,,106,,,424,315,Edmonton Oilers,1771.0,28.0,86.0,294.0,6.0,89.0,396.0,22.0
1963,NHL,CHI,CHI,,,2,SF,70,36,22,12.0,,84,,,218,169,Чикаго Черные Ястребы,1116.0,,51.0,279.0,2.0,43.0,301.0,8.0
1969,NHL,LAK,LAK,,WD,6,,76,14,52,10.0,,38,,,168,290,Короли Лос-Анджелеса,969.0,2.0,39.0,275.0,11.0,67.0,297.0,6.0
1920,NHL,OTS,STE,,,2,ПК,24,14,10,0.0,,28,,,97,75,Оттавские сенаторы,179.0,,,,,,,
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11.0,97,7.0,4.0,246,245,Катастрофы Атланты,1097.0,26.0,67.0,407.0,10.0,79.0,391.0,9.0
2010,NHL,TBL,TBL,EC,SE,2,CF,82,46,25,,11.0,103,6.0,6.0,247,240,Молния в заливе Тампа,905.0,24.0,69.0,336.0,16.0,49.0,302.0,1.0
1927,NHL,CHI,CHI,,AM,5,,44,7,34,3.0,,17,,,68,134,Чикаго Черные Ястребы,377.0,,,,,,,
1976,WHA,CAC,CAC,,WW,5,,81,31,43,7.0,,69,,,252,296,Калгари Ковбои,832.0,8.0,38.0,258.0,10.0,47.0,228.0,8.0
1997,NHL,TOR,TOR,WC,CE,6,,82,30,43,9.0,,69,,,194,237,Торонтские кленовые листья,1481.0,6.0,41.0,359.0,13.0,50.0,372.0,5.0
2000,NHL,NYI,NYI,EC,AT,5,,82,21,51,7.0,3.0,52,,,185,268,Жители Нью-Йорка,1339.0,14.0,51.0,386.0,14.0,79.0,445.0,9.0
1982,NHL,BUF,BUF,WA,AD,3,DF,80,38,29,13.0,,89,,,318,285,Буффало Сабрес,1031.0,34.0,67.0,311.0,9.0,48.0,274.0,12.0
1968,NHL,STL,STL,,WD,1,F,76,37,25,14.0,,88,,,204,157,Блюз Сент-Луис,824.0,,38.0,250.0,6.0,45.0,242.0,4.0
1957,NHL,CHI,CHI,,,5,,70,24,39,7.0,,55,,,163,202,Чикаго Черные Ястребы,906.0,,,,,,,
1925,NHL,MTM,MTM,,,2,ПК,36,20,11,5.0,,45,,,91,73,Монреальские мароны,554.0,,,,,,,
2007,NHL,COL,COL,WC,NW,2,СФК,82,44,31,,7.0,95,7.0,3.0,231,219,Колорадо Авалонш,995.0,22.0,49.0,335.0,5.0,56.0,301.0,2.0
2000,NHL,CAL,CAL,WC,NW,4,,82,27,36,15.0,4.0,73,,,197,236,Огонь в кольцевом пламени,1376.0,14.0,65.0,435.0,11.0,76.0,378.0,3.0
1979,NHL,BOS,BOS,WA,AD,2,QF,80,46,21,13.0,,105,,,310,234,Бостонские бруины,1460.0,18.0,60.0,246.0,4.0,53.0,312.0,8.0
1972,NHL,ATF,CAL,,WD,7,,78,25,38,15.0,,65,,,191,239,Пламя Атланты,852.0,10.0,38.0,265.0,5.0,48.0,266.0,4.0
1977,WHA,CIN,CIN,,,7,,80,35,42,3.0,,73,,,298,332,Цинциннати Стингеры,1701.0,30.0,62.0,295.0,10.0,76.0,256.0,7.0
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,Новые Вестминстерские королевские власти,,,,,,,,
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10.0,112,6.0,4.0,295,244,&lt; &lt; Красные крылья &gt; &gt;,824.0,14.0,90.0,353.0,4.0,71.0,327.0,6.0
1967,NHL,LAK,LAK,,WD,2,QF,74,31,33,10.0,,72,,,200,224,Короли Лос-Анджелеса,808.0,,33.0,241.0,3.0,54.0,274.0,5.0
1986,NHL,NYI,NYI,WA,PT,3,DF,80,35,33,12.0,,82,,,279,281,Жители Нью-Йорка,1857.0,26.0,84.0,337.0,9.0,83.0,381.0,8.0
1915,PCHA,SEA,SEA,,,3,,18,9,9,0.0,,18,,,68,67,Сиэтл Метрополитен,,,,,,,,
1971,NHL,BUF,BUF,,ED,6,,78,16,43,19.0,,51,,,203,289,Буффало Сабрес,831.0,14.0,57.0,308.0,7.0,56.0,281.0,1.0
1940,NHL,DET,DET,,,3,F,48,21,16,11.0,,53,,,112,102,&lt; &lt; Красные крылья &gt; &gt;,337.0,,,,,,,
1995,NHL,SJS,SJS,WC,PC,7,,82,20,55,7.0,,47,,,252,357,Сан-Хосе Акулы,1480.0,20.0,62.0,385.0,20.0,93.0,397.0,15.0
1977,NHL,VAN,VAN,CC,SM,3,,80,20,43,17.0,,57,,,239,320,Ванкуверские канаки,962.0,12.0,60.0,269.0,7.0,65.0,230.0,3.0
1977,WHA,CZE,CZE,,,10,,8,1,6,1.0,,3,,,21,40,Чехословакия,87.0,6.0,,,,,,
2001,NHL,NAS,NAS,WC,CE,4,,82,28,41,13.0,0.0,69,,,196,230,Нэшвилл Хищники,1071.0,20.0,48.0,337.0,8.0,50.0,354.0,6.0
1972,NHL,CHI,CHI,,WD,1,F,78,42,27,9.0,,93,,,284,225,Чикаго Черные Ястребы,864.0,4.0,52.0,244.0,4.0,51.0,255.0,10.0
1921,PCHA,SEA,SEA,,,1,ПФ,24,12,11,1.0,,25,,,65,64,Сиэтл Метрополитен,,,,,,,,
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Квебек,1847.0,28.0,99.0,423.0,20.0,71.0,379.0,11.0
1981,NHL,CAL,CAL,CC,SM,3,DSF,80,29,34,17.0,,75,,,334,345,Огонь в кольцевом пламени,1331.0,22.0,78.0,290.0,9.0,72.0,328.0,8.0
1996,NHL,STL,STL,WC,CE,4,CQF,82,36,35,11.0,,83,,,236,239,Блюз Сент-Луис,1336.0,24.0,50.0,327.0,8.0,55.0,332.0,9.0
1923,PCHA,VC1,VIC,,,3,,30,11,18,1.0,,23,,,78,103,Виктория &lt; &lt; Кугарс &gt; &gt;,,,,,,,,
1986,NHL,NYR,NYR,WA,PT,4,DSF,80,34,38,8.0,,76,,,307,323,Нью-Йоркские рейнджеры,1718.0,16.0,75.0,375.0,15.0,71.0,379.0,12.0
2008,NHL,MIN,MIN,WC,NW,3,,82,40,33,,9.0,89,5.0,3.0,219,200,Миннесота Уайлд,889.0,20.0,66.0,328.0,6.0,36.0,291.0,9.0
1985,NHL,BUF,BUF,WA,AD,5,,80,37,37,6.0,,80,,,296,291,Буффало Сабрес,1608.0,16.0,72.0,351.0,14.0,66.0,342.0,12.0
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Бруклинские американцы,427.0,,,,,,,
1930,NHL,MTL,MTL,,CA,1,ПК,44,26,10,8.0,,60,,,129,89,Монреальские канадиенсы,602.0,,,,,,,
1995,NHL,CHI,CHI,WC,CE,2,СФК,82,40,28,14.0,,94,,,273,220,Чикаго Блэкхокс,1880.0,20.0,63.0,356.0,7.0,65.0,447.0,13.0
1956,NHL,TOR,TOR,,,5,,70,21,34,15.0,,57,,,174,192,Торонтские кленовые листья,829.0,,,,,,,
2010,NHL,NAS,NAS,WC,CE,2,СФК,82,44,27,,11.0,99,6.0,4.0,219,194,Нэшвилл Хищники,720.0,26.0,41.0,269.0,2.0,41.0,272.0,5.0
2008,NHL,SJS,SJS,WC,PC,1,CQF,82,53,18,,11.0,117,6.0,5.0,257,204,Сан-Хосе Акулы,1053.0,16.0,87.0,360.0,11.0,51.0,306.0,12.0
2000,NHL,EDM,EDM,WC,NW,2,CQF,82,39,28,12.0,3.0,93,,,243,222,Edmonton Oilers,1287.0,10.0,59.0,398.0,4.0,62.0,382.0,13.0
2009,NHL,BUF,BUF,EC,NE,1,CQF,82,45,27,,10.0,100,4.0,6.0,235,207,Буффало Сабрес,918.0,16.0,55.0,313.0,3.0,38.0,284.0,4.0
1965,NHL,MTL,MTL,,,1,ПК,70,41,21,8.0,,90,,,239,173,Монреальские канадиенсы,884.0,,61.0,260.0,3.0,46.0,247.0,2.0
2003,NHL,ANA,ANA,WC,PC,4,,82,29,35,10.0,8.0,76,,,184,213,Мощные утки Анахайма,1131.0,14.0,56.0,310.0,4.0,54.0,353.0,5.0
1995,NHL,PIT,PIT,EC,NE,1,CF,82,49,29,4.0,,102,,,362,284,Пингвины Питтсбурга,1623.0,12.0,109.0,420.0,12.0,78.0,467.0,18.0
2011,NHL,PHO,PHO,WC,PC,1,CF,82,42,27,,13.0,97,6.0,10.0,216,204,Феникс Койотс,757.0,18.0,34.0,251.0,6.0,36.0,249.0,6.0
1969,NHL,CHI,CHI,,ED,1,SF,76,45,22,9.0,,99,,,250,170,Чикаго Черные Ястребы,901.0,14.0,55.0,270.0,7.0,32.0,247.0,7.0
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Кобальт Серебряные Короли,,,,,,,,
1909,NHA,LES,TBS,,,7,,12,2,10,0.0,,4,,,59,100,Лэс Канадиенс,,,,,,,,
1948,NHL,MTL,MTL,,,3,SF,60,28,23,9.0,,65,,,152,126,Монреальские канадиенсы,782.0,,,,,,,
1998,NHL,LAK,LAK,WC,PC,5,,82,32,45,5.0,,69,,,189,222,Короли Лос-Анджелеса,1383.0,14.0,43.0,327.0,11.0,47.0,330.0,12.0
1943,NHL,DET,DET,,,2,SF,50,26,18,6.0,,58,,,214,177,&lt; &lt; Красные крылья &gt; &gt;,356.0,,,,,,,
2002,NHL,DET,DET,WC,CE,1,CQF,82,48,20,10.0,4.0,110,,,269,203,&lt; &lt; Красные крылья &gt; &gt;,1214.0,26.0,76.0,319.0,4.0,55.0,377.0,11.0
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Монреальские канадиенсы,1463.0,6.0,72.0,297.0,5.0,57.0,286.0,9.0
1980,NHL,VAN,VAN,CC,SM,3,PRE,80,28,32,20.0,,76,,,289,301,Ванкуверские канаки,1892.0,24.0,68.0,330.0,14.0,81.0,340.0,11.0
1996,NHL,CHI,CHI,WC,CE,5,CQF,82,34,35,13.0,,81,,,223,210,Чикаго Блэкхокс,1763.0,14.0,45.0,304.0,9.0,59.0,374.0,5.0
2008,NHL,PIT,PIT,EC,AT,2,ПК,82,45,28,,9.0,99,6.0,6.0,264,239,Пингвины Питтсбурга,1114.0,8.0,62.0,360.0,13.0,60.0,347.0,7.0
1914,PCHA,PO1,PO1,,,2,,18,9,9,0.0,,18,,,91,83,Портленд Розбадс,,,,,,,,
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11.0,79,8.0,6.0,222,264,Жители Нью-Йорка,950.0,22.0,49.0,306.0,3.0,71.0,300.0,7.0
1927,NHL,NYR,NYR,,AM,2,ПК,44,19,16,9.0,,47,,,94,79,Нью-Йоркские рейнджеры,463.0,,,,,,,
1978,NHL,BOS,BOS,WA,AD,1,SF,80,43,23,14.0,,100,,,316,270,Бостонские бруины,1222.0,20.0,59.0,249.0,9.0,72.0,285.0,6.0
2007,NHL,CAR,CAR,EC,SE,2,,82,43,33,,6.0,92,2.0,3.0,252,249,Ураганы в Каролине,1183.0,18.0,79.0,420.0,13.0,75.0,355.0,4.0
1993,NHL,OTT,OTT,EC,NE,7,,84,14,61,9.0,,37,,,201,397,Оттавские сенаторы,1710.0,22.0,63.0,435.0,14.0,110.0,412.0,9.0
1917,NHL,MTL,MTL,,,1,НФЧМ,22,13,9,0.0,,26,,,115,84,Монреальские канадиенсы,336.0,,,,,,,
1918,NHL,MTL,MTL,,,2,ND,18,10,8,0.0,,20,,,88,78,Монреальские канадиенсы,253.0,,,,,,,
1919,NHL,MTL,MTL,,,2,,24,13,11,0.0,,26,,,129,113,Монреальские канадиенсы,297.0,,,,,,,
1920,NHL,MTL,MTL,,,3,,24,13,11,0.0,,26,,,112,99,Монреальские канадиенсы,325.0,,,,,,,
1921,NHL,MTL,MTL,,,3,,24,12,11,1.0,,25,,,88,94,Монреальские канадиенсы,206.0,,,,,,,
1922,NHL,MTL,MTL,,,2,НФЧМ,24,13,9,2.0,,28,,,73,61,Монреальские канадиенсы,193.0,,,,,,,
1923,NHL,MTL,MTL,,,2,ПК,24,13,11,0.0,,26,,,59,48,Монреальские канадиенсы,187.0,,,,,,,
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Бостонские бруины,231.0,,,,,,,
1924,NHL,MTL,MTL,,,3,F,30,17,11,2.0,,36,,,93,56,Монреальские канадиенсы,406.0,,,,,,,
1925,NHL,BOS,BOS,,,4,,36,17,15,4.0,,38,,,92,85,Бостонские бруины,292.0,,,,,,,
1925,NHL,MTL,MTL,,,7,,36,11,24,1.0,,23,,,79,108,Монреальские канадиенсы,458.0,,,,,,,
1926,NHL,BOS,BOS,,AM,2,F,44,21,20,3.0,,45,,,97,89,Бостонские бруины,499.0,,,,,,,
1926,NHL,CHI,CHI,,AM,3,QF,44,19,22,3.0,,41,,,115,116,Чикаго Черные Ястребы,436.0,,,,,,,
1926,NHL,MTL,MTL,,CA,2,SF,44,28,14,2.0,,58,,,99,67,Монреальские канадиенсы,409.0,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,Нью-Йоркские рейнджеры,385.0,,,,,,,
1927,NHL,BOS,BOS,,AM,1,SF,44,20,13,11.0,,51,,,77,70,Бостонские бруины,557.0,,,,,,,
1927,NHL,MTL,MTL,,CA,1,SF,44,26,11,7.0,,59,,,116,48,Монреальские канадиенсы,496.0,,,,,,,
1927,NHL,TOR,TOR,,CA,4,,44,18,18,8.0,,44,,,89,88,Торонтские кленовые листья,522.0,,,,,,,
1928,NHL,BOS,BOS,,AM,1,ПК,44,26,13,5.0,,57,,,89,52,Бостонские бруины,474.0,,,,,,,
1928,NHL,CHI,CHI,,AM,5,,44,7,29,8.0,,22,,,33,85,Чикаго Черные Ястребы,363.0,,,,,,,
1928,NHL,MTL,MTL,,CA,1,SF,44,22,7,15.0,,59,,,71,43,Монреальские канадиенсы,465.0,,,,,,,
1928,NHL,NYR,NYR,,AM,2,F,44,21,13,10.0,,52,,,72,65,Нью-Йоркские рейнджеры,382.0,,,,,,,
1928,NHL,TOR,TOR,,CA,3,SF,44,21,18,5.0,,47,,,85,69,Торонтские кленовые листья,540.0,,,,,,,
1929,NHL,BOS,BOS,,AM,1,F,44,38,5,1.0,,77,,,179,98,Бостонские бруины,447.0,,,,,,,
1929,NHL,CHI,CHI,,AM,2,QF,44,21,18,5.0,,47,,,117,111,Чикаго Черные Ястребы,573.0,,,,,,,
1929,NHL,MTL,MTL,,CA,2,ПК,44,21,14,9.0,,51,,,142,114,Монреальские канадиенсы,596.0,,,,,,,
1929,NHL,NYR,NYR,,AM,3,SF,44,17,17,10.0,,44,,,136,143,Нью-Йоркские рейнджеры,437.0,,,,,,,
1929,NHL,TOR,TOR,,CA,4,,44,17,21,6.0,,40,,,116,124,Торонтские кленовые листья,607.0,,,,,,,
