name,id,award,year,lgid,note
Фрэнк Мэтерс,mathefr01,Патрик,1986,NHL,
Вестон Адамс,adamswe01h,Патрик,1973,NHL,посмертно
Гэри Беттман,,Патрик,2000,NHL,
Бобби Орр,orrbo01,Патрик,1978,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,посмертно
Джим Хенди,hendyji01h,Патрик,1969,NHL,посмертно
Лу Вайро,,Патрик,1999,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Брайан Литч,leetcbr01,Патрик,2006,NHL,
Уолтер Браун,brownwa02h,Патрик,1967,NHL,посмертно
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Марсель Дионн,dionnma01,Патрик,2005,NHL,
Уильям Татт,tuttwi01h,Патрик,1977,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Куни Вейланд,weilaco01,Патрик,1971,NHL,
Джон Дэвидсон,davidjo01,Патрик,2003,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,посмертно
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Томми Иван,ivanto01c,Патрик,1974,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Джон Букик,bucykjo01,Патрик,1976,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Лу Нанна,nannelo01,Патрик,1988,NHL,
Алекс Дельвеккио,delveal01,Патрик,1973,NHL,
Фрэнк Бушер,bouchfr01,Патрик,1992,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Стэн Микита,mikitst01,Патрик,1975,NHL,
Роберт Райддер,,Патрик,1993,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертно
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Майк Рихтер,richtmi01,Патрик,2008,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Брайан Маллен,mullebr01,Патрик,1994,NHL,
Сеймур Х. Нокс III,,Патрик,1996,NHL,посмертно
Майк Ильич,ilitcmi01h,Патрик,1990,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Майк Эмрик,,Патрик,2003,NHL,
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Джон Зиглер,ziegljo01h,Патрик,1983,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Джек Паркер,,Патрик,2009,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,посмертно
Чарльз Л. Кроват,,Патрик,1973,NHL,посмертно
Брюс Макналл,,Патрик,1992,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Боб Пулфорд,pulfobo01,Патрик,2010,NHL,
Том Фитцджеральд,,Патрик,1977,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Джон МакИннес,,Патрик,1985,NHL,
Джордж Гунд,,Патрик,1995,NHL,
Красная Даттон,duttore01,Патрик,1992,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Рэймонд Бурк,bourqra01,Патрик,2002,NHL,
Джон Хэллиган,,Патрик,2006,NHL,
Кэмми Гранато,,Патрик,2006,NHL,
1998 год Олимпийская женская хоккейная команда США,,Патрик,1998,NHL,
Билл Торри,torrebi01h,Патрик,1982,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
&lt; &lt; Арбур &gt; &gt;,arboual01,Патрик,1991,NHL,
Олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Фред Кузик,,Патрик,1987,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Джефф Зауэр,,Патрик,2010,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Билл Клири,,Патрик,1996,NHL,
Джим Девеллано,,Патрик,2008,NHL,
Питер Карманос,,Патрик,1997,NHL,
