year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1994,NHL,DET,18,12,6,0,61,44,264.0,0.0,22.0,89.0,1.0,14.0,78.0,3.0
1995,NHL,FLO,22,12,10,0,61,57,401.0,6.0,14.0,109.0,2.0,20.0,103.0,1.0
1970,NHL,BOS,7,3,4,0,26,28,190.0,,6.0,,0.0,5.0,,2.0
1990,NHL,DET,7,3,4,0,20,24,272.0,2.0,4.0,33.0,0.0,3.0,39.0,1.0
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1985,NHL,BOS,3,0,3,0,6,10,162.0,4.0,2.0,16.0,1.0,3.0,20.0,1.0
1925,NHL,PIP,2,0,1,1,4,6,10.0,,,,,,,
2003,NHL,VAN,7,3,4,0,16,19,99.0,2.0,8.0,39.0,1.0,6.0,40.0,0.0
1987,NHL,CAL,9,4,5,0,41,36,310.0,2.0,12.0,60.0,,14.0,65.0,4.0
1953,NHL,MTL,11,7,4,0,28,18,160.0,,,,,,,
1978,NHL,NYR,18,11,7,0,66,42,286.0,2.0,14.0,72.0,1.0,8.0,67.0,6.0
1914,NHA,MOW,2,1,1,0,1,4,,,,,,,,
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1998,NHL,DAL,23,16,7,0,64,44,279.0,2.0,13.0,107.0,0.0,9.0,95.0,3.0
1992,NHL,CHI,4,0,4,0,6,13,74.0,2.0,1.0,24.0,1.0,7.0,25.0,0.0
2011,NHL,CHI,6,2,4,0,12,17,89.0,0.0,1.0,19.0,0.0,4.0,19.0,0.0
1951,NHL,BOS,7,3,4,0,12,18,51.0,,,,,,,
1988,NHL,LAK,11,4,7,0,36,42,270.0,2.0,15.0,54.0,,11.0,57.0,1.0
1988,NHL,PHI,19,10,9,0,64,60,612.0,2.0,20.0,96.0,,26.0,119.0,8.0
2009,NHL,SJS,15,8,7,0,41,41,163.0,0.0,14.0,71.0,0.0,9.0,49.0,1.0
1989,NHL,NYI,5,1,4,0,13,22,175.0,0.0,4.0,26.0,2.0,10.0,31.0,0.0
1979,NHL,LAK,4,1,3,0,10,21,73.0,2.0,1.0,16.0,2.0,3.0,15.0,2.0
1956,NHL,MTL,10,8,2,0,37,18,122.0,,,,,,,
1974,NHL,CHI,8,3,5,0,22,35,142.0,0.0,5.0,36.0,1.0,9.0,35.0,0.0
1953,NHL,TOR,5,1,4,0,8,15,57.0,,,,,,,
1999,NHL,OTT,6,2,4,0,10,17,81.0,0.0,2.0,22.0,0.0,2.0,23.0,0.0
1984,NHL,QUE,18,9,9,0,58,63,533.0,6.0,16.0,87.0,3.0,18.0,90.0,2.0
1994,NHL,NJD,20,16,4,0,67,34,227.0,2.0,18.0,72.0,2.0,10.0,74.0,1.0
1987,NHL,EDM,19,16,2,1,87,56,635.0,8.0,32.0,117.0,,20.0,117.0,2.0
1977,WHA,EDO,5,1,4,0,9,23,,,,,,,,
1924,NHL,TRS,2,0,2,0,2,5,21.0,,,,,,,
2002,NHL,VAN,14,7,7,0,34,47,239.0,2.0,13.0,73.0,1.0,18.0,76.0,2.0
1978,NHL,TOR,6,2,4,0,19,24,192.0,0.0,3.0,19.0,0.0,9.0,30.0,1.0
2003,NHL,TBL,23,16,7,0,60,43,387.0,4.0,21.0,100.0,3.0,11.0,76.0,2.0
1946,NHL,MTL,11,6,5,0,29,23,171.0,,,,,,,
2002,NHL,NJD,24,16,8,0,63,41,214.0,2.0,13.0,84.0,2.0,8.0,74.0,1.0
2010,NHL,TBL,18,11,7,0,59,45,207.0,8.0,17.0,67.0,1.0,6.0,78.0,1.0
1973,NHL,CHI,11,6,5,0,30,35,196.0,,9.0,,0.0,9.0,,0.0
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
2008,NHL,WAS,14,7,7,0,41,38,162.0,0.0,11.0,52.0,0.0,13.0,65.0,2.0
1983,NHL,CHI,5,2,3,0,14,18,134.0,0.0,3.0,23.0,1.0,4.0,23.0,1.0
2008,NHL,DET,23,15,8,0,76,48,226.0,2.0,23.0,97.0,1.0,19.0,71.0,1.0
2008,NHL,CAR,18,8,10,0,42,52,231.0,4.0,6.0,60.0,0.0,8.0,71.0,1.0
1978,NHL,BUF,3,1,2,0,9,9,41.0,0.0,1.0,8.0,0.0,0.0,13.0,0.0
2008,NHL,SJS,6,2,4,0,10,18,85.0,0.0,4.0,24.0,0.0,5.0,23.0,0.0
2011,NHL,DET,5,1,4,0,9,13,55.0,0.0,4.0,23.0,0.0,2.0,22.0,0.0
1963,NHL,CHI,7,3,4,0,18,24,129.0,,,,,,,
1957,NHL,BOS,12,6,6,0,42,32,147.0,,,,,,,
1970,NHL,TOR,6,2,4,0,15,16,147.0,,3.0,,1.0,4.0,,0.0
1928,NHL,MTL,3,0,3,0,2,5,48.0,,,,,,,
1994,NHL,VAN,11,4,7,0,33,38,272.0,6.0,12.0,57.0,1.0,8.0,66.0,7.0
1932,NHL,MTL,2,0,1,1,5,8,16.0,,,,,,,
1991,NHL,CHI,18,12,6,0,65,48,340.0,4.0,18.0,108.0,2.0,13.0,90.0,1.0
1999,NHL,DAL,23,14,9,0,52,46,291.0,4.0,15.0,93.0,5.0,12.0,102.0,2.0
1997,NHL,MTL,10,4,6,0,28,32,148.0,0.0,6.0,50.0,3.0,9.0,58.0,0.0
1933,NHL,MTL,2,0,1,1,3,4,8.0,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87.0,,,,,,,
1989,NHL,CAL,6,2,4,0,24,29,149.0,6.0,2.0,33.0,1.0,10.0,46.0,2.0
1921,NHL,TRS,2,1,0,1,5,4,28.0,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289.0,,17.0,,1.0,11.0,,1.0
1980,NHL,PHI,12,6,6,0,48,39,415.0,10.0,11.0,37.0,0.0,14.0,61.0,2.0
1972,NHL,PHI,11,5,6,0,27,31,205.0,,6.0,,0.0,8.0,,1.0
1979,NHL,MTL,10,6,4,0,39,26,77.0,0.0,7.0,33.0,2.0,5.0,30.0,1.0
1974,NHL,PIT,9,5,4,0,27,27,126.0,0.0,5.0,32.0,1.0,7.0,36.0,2.0
1977,NHL,BOS,15,10,5,0,53,42,286.0,4.0,11.0,42.0,0.0,11.0,54.0,0.0
2007,NHL,NYR,10,5,5,0,31,27,150.0,4.0,7.0,42.0,0.0,10.0,48.0,1.0
1995,NHL,DET,19,10,9,0,58,46,302.0,4.0,20.0,112.0,1.0,13.0,89.0,5.0
2011,NHL,NAS,10,5,5,0,22,21,92.0,2.0,5.0,41.0,0.0,5.0,35.0,0.0
1992,NHL,LAK,24,13,11,0,93,91,448.0,4.0,22.0,133.0,3.0,26.0,126.0,6.0
1977,NHL,ATF,2,0,2,0,5,8,24.0,0.0,0.0,4.0,1.0,3.0,6.0,0.0
1984,NHL,NYI,10,4,6,0,25,28,256.0,0.0,7.0,33.0,1.0,7.0,52.0,0.0
1979,NHL,PHI,19,13,6,0,78,53,530.0,4.0,16.0,76.0,3.0,23.0,117.0,5.0
1976,NHL,BOS,14,8,6,0,50,48,217.0,2.0,8.0,52.0,0.0,16.0,57.0,2.0
1936,NHL,BOS,3,1,2,0,6,8,15.0,,,,,,,
2001,NHL,COL,21,11,10,0,54,56,168.0,6.0,10.0,77.0,2.0,9.0,62.0,0.0
1980,NHL,VAN,3,0,3,0,7,13,77.0,0.0,1.0,12.0,0.0,4.0,11.0,0.0
1986,NHL,MTL,17,10,7,0,67,54,433.0,6.0,16.0,60.0,2.0,11.0,63.0,3.0
1977,NHL,MTL,15,12,3,0,58,29,213.0,2.0,14.0,57.0,0.0,6.0,55.0,2.0
1997,NHL,OTT,11,5,6,0,20,30,135.0,2.0,8.0,51.0,4.0,7.0,39.0,1.0
1989,NHL,WAS,15,8,7,0,49,48,480.0,0.0,13.0,71.0,3.0,13.0,79.0,3.0
1984,NHL,DET,3,0,3,0,8,23,101.0,0.0,2.0,16.0,0.0,7.0,16.0,0.0
1989,NHL,MTL,11,5,6,0,29,29,235.0,4.0,2.0,51.0,2.0,9.0,56.0,0.0
1972,NHL,BOS,5,1,4,0,11,22,66.0,,1.0,,0.0,4.0,,1.0
1983,NHL,MNS,16,7,9,0,47,53,335.0,2.0,14.0,67.0,4.0,12.0,66.0,3.0
1978,NHL,BOS,11,7,4,0,36,32,131.0,4.0,6.0,25.0,0.0,8.0,32.0,1.0
1981,NHL,STL,10,5,5,0,39,36,234.0,4.0,6.0,44.0,1.0,10.0,50.0,1.0
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
1987,NHL,PHI,7,3,4,0,25,31,286.0,0.0,5.0,41.0,,8.0,47.0,0.0
1981,NHL,WIN,4,1,3,0,13,20,121.0,0.0,5.0,26.0,0.0,2.0,16.0,0.0
1950,NHL,MTL,11,5,6,0,23,25,86.0,,,,,,,
1964,NHL,CHI,14,7,7,0,35,37,258.0,,,,,,,
1984,NHL,NYR,3,0,3,0,10,14,76.0,0.0,4.0,11.0,0.0,5.0,16.0,0.0
1984,NHL,STL,3,0,3,0,5,9,72.0,0.0,2.0,15.0,0.0,2.0,9.0,1.0
2011,NHL,NJD,24,14,10,0,59,58,248.0,0.0,13.0,85.0,2.0,22.0,82.0,1.0
1993,NHL,CAL,7,3,4,0,20,23,173.0,8.0,5.0,44.0,1.0,6.0,41.0,1.0
2006,NHL,ATL,4,0,4,0,6,17,115.0,2.0,1.0,17.0,0.0,5.0,24.0,0.0
1984,NHL,MNS,9,5,4,0,38,38,258.0,0.0,12.0,44.0,1.0,6.0,47.0,1.0
2009,NHL,PHI,23,14,9,0,76,61,253.0,10.0,23.0,105.0,2.0,14.0,95.0,1.0
1930,NHL,CHI,9,5,3,1,15,14,98.0,,,,,,,
1997,NHL,NJD,6,2,4,0,12,13,92.0,0.0,3.0,23.0,0.0,4.0,25.0,2.0
2006,NHL,MIN,5,1,4,0,9,12,79.0,0.0,2.0,27.0,1.0,5.0,19.0,1.0
1987,NHL,WIN,5,1,4,0,17,25,213.0,0.0,7.0,37.0,,10.0,35.0,1.0
2009,NHL,BOS,13,7,6,0,36,37,175.0,4.0,11.0,45.0,0.0,5.0,50.0,0.0
1945,NHL,BOS,10,5,5,0,29,29,47.0,,,,,,,
1983,NHL,PHI,3,0,3,0,5,15,126.0,0.0,1.0,7.0,0.0,3.0,11.0,0.0
1983,NHL,NYR,5,2,3,0,14,13,87.0,0.0,4.0,23.0,0.0,0.0,21.0,1.0
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
1994,NHL,WAS,7,3,4,0,26,29,213.0,4.0,6.0,44.0,1.0,10.0,42.0,1.0
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28.0,,,,,,,
1999,NHL,STL,7,3,4,0,22,20,114.0,0.0,8.0,39.0,1.0,6.0,35.0,0.0
1932,NHL,BOS,5,2,3,0,7,9,50.0,,,,,,,
1990,NHL,MNS,23,14,9,0,81,75,674.0,4.0,35.0,152.0,3.0,24.0,136.0,4.0
1988,NHL,CHI,16,9,7,0,52,45,484.0,6.0,16.0,90.0,,15.0,99.0,7.0
2011,NHL,VAN,5,1,4,0,8,12,94.0,0.0,3.0,21.0,2.0,3.0,26.0,0.0
1982,NHL,BOS,17,9,8,0,65,61,332.0,2.0,13.0,77.0,1.0,15.0,67.0,4.0
1991,NHL,DET,11,4,7,0,29,30,206.0,0.0,7.0,51.0,0.0,9.0,61.0,3.0
2007,NHL,PIT,20,14,6,0,61,43,323.0,2.0,21.0,92.0,2.0,11.0,85.0,1.0
2001,NHL,STL,10,5,5,0,24,19,150.0,0.0,9.0,45.0,1.0,5.0,42.0,2.0
1993,NHL,PIT,6,2,4,0,12,20,140.0,2.0,2.0,27.0,2.0,3.0,30.0,0.0
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125.0,,,,,,,
2002,NHL,EDM,6,2,4,0,11,20,131.0,2.0,1.0,23.0,0.0,7.0,39.0,1.0
2006,NHL,AND,21,16,5,0,58,45,371.0,6.0,16.0,105.0,3.0,16.0,121.0,2.0
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
2007,NHL,DAL,18,10,8,0,45,41,218.0,0.0,18.0,90.0,4.0,13.0,76.0,0.0
1925,NHL,MTM,4,2,0,2,8,5,40.0,,,,,,,
1922,NHL,OTS,2,1,1,0,3,2,8.0,,,,,,,
1936,NHL,TOR,2,0,2,0,1,5,21.0,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60.0,0.0,0.0,13.0,1.0,4.0,16.0,0.0
1988,NHL,NYR,4,0,4,0,11,19,214.0,0.0,6.0,29.0,,6.0,27.0,0.0
1937,NHL,CHI,10,7,3,0,26,21,66.0,,,,,,,
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
2001,NHL,SJS,12,7,5,0,34,32,124.0,0.0,5.0,48.0,0.0,5.0,48.0,0.0
1947,NHL,TOR,9,8,1,0,38,20,102.0,,,,,,,
1987,NHL,TOR,6,2,4,0,20,32,189.0,0.0,6.0,41.0,,11.0,32.0,2.0
2000,NHL,PHI,6,2,4,0,13,21,74.0,0.0,4.0,17.0,0.0,6.0,18.0,1.0
2007,NHL,DET,22,16,6,0,72,41,243.0,4.0,20.0,106.0,0.0,14.0,98.0,6.0
1989,NHL,BOS,21,13,8,0,62,59,421.0,12.0,15.0,93.0,1.0,9.0,88.0,3.0
2008,NHL,CHI,17,9,8,0,54,54,297.0,6.0,19.0,68.0,1.0,14.0,65.0,1.0
1975,WHA,CLC,3,0,3,0,6,14,,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310.0,0.0,31.0,80.0,1.0,19.0,96.0,9.0
1965,NHL,DET,12,6,6,0,36,28,154.0,,,,,,,
1975,WHA,EDO,4,0,4,0,11,22,,,,,,,,
2001,NHL,PHO,5,1,4,0,7,13,83.0,0.0,1.0,25.0,0.0,2.0,27.0,0.0
1998,NHL,PHO,7,3,4,0,16,19,95.0,0.0,5.0,41.0,0.0,9.0,33.0,0.0
1969,NHL,MNS,6,2,4,0,16,20,82.0,,7.0,,1.0,10.0,,0.0
1975,NHL,CHI,4,0,4,0,3,13,67.0,2.0,2.0,16.0,1.0,3.0,17.0,0.0
2010,NHL,PHI,11,4,7,0,29,38,173.0,4.0,7.0,49.0,0.0,9.0,47.0,0.0
1996,NHL,DET,20,16,4,0,58,38,437.0,6.0,17.0,117.0,0.0,15.0,96.0,2.0
1976,NHL,MTL,14,12,2,0,54,23,170.0,2.0,10.0,55.0,0.0,5.0,46.0,2.0
2001,NHL,DET,23,16,7,0,72,47,308.0,8.0,19.0,99.0,2.0,14.0,104.0,7.0
1980,NHL,LAK,4,1,3,0,12,23,162.0,4.0,5.0,16.0,0.0,3.0,16.0,1.0
1989,NHL,HAR,7,3,4,0,21,23,143.0,2.0,3.0,34.0,1.0,8.0,32.0,0.0
1942,NHL,TOR,6,2,4,0,17,20,46.0,,,,,,,
1994,NHL,DAL,5,1,4,0,10,17,95.0,0.0,3.0,26.0,0.0,9.0,30.0,1.0
2003,NHL,DAL,5,1,4,0,10,19,56.0,4.0,4.0,22.0,2.0,6.0,21.0,0.0
2006,NHL,PIT,5,1,4,0,10,18,78.0,0.0,4.0,28.0,0.0,6.0,24.0,0.0
1972,NHL,MTL,17,12,5,0,73,52,179.0,,15.0,,2.0,12.0,,1.0
2010,NHL,PIT,7,3,4,0,14,22,82.0,0.0,1.0,35.0,1.0,8.0,27.0,0.0
2011,NHL,NYR,20,10,10,0,43,41,218.0,2.0,13.0,73.0,0.0,11.0,69.0,0.0
1985,NHL,NYR,16,8,8,0,47,55,426.0,4.0,13.0,70.0,3.0,14.0,81.0,4.0
2005,NHL,CAL,7,3,4,0,16,17,129.0,4.0,6.0,43.0,1.0,6.0,44.0,2.0
1996,NHL,MTL,5,1,4,0,11,22,105.0,0.0,0.0,16.0,3.0,9.0,28.0,2.0
1971,NHL,MNS,7,3,4,0,19,19,111.0,,4.0,,0.0,6.0,,0.0
1960,NHL,DET,11,6,5,0,27,27,108.0,,,,,,,
1981,NHL,LAK,10,4,6,0,41,42,309.0,0.0,14.0,44.0,3.0,6.0,32.0,0.0
2001,NHL,PHI,5,1,4,0,2,11,75.0,2.0,1.0,16.0,0.0,4.0,24.0,0.0
2011,NHL,BOS,7,3,4,0,15,16,52.0,0.0,2.0,23.0,0.0,3.0,19.0,0.0
1989,NHL,NYR,10,5,5,0,37,35,291.0,2.0,15.0,63.0,2.0,11.0,54.0,4.0
1967,NHL,MTL,13,12,1,0,48,25,150.0,,10.0,,2.0,6.0,,3.0
1994,NHL,SJS,11,4,7,0,32,59,135.0,2.0,9.0,48.0,8.0,13.0,46.0,0.0
1935,NHL,CHI,2,1,1,0,5,7,8.0,,,,,,,
1970,NHL,MNS,12,6,6,0,35,42,195.0,,11.0,,1.0,9.0,,0.0
2003,NHL,NJD,5,1,4,0,9,14,28.0,0.0,3.0,18.0,0.0,4.0,12.0,0.0
2002,NHL,MIN,18,8,10,0,43,43,193.0,2.0,16.0,73.0,3.0,12.0,63.0,2.0
2003,NHL,COL,11,6,5,0,26,24,154.0,4.0,9.0,48.0,0.0,9.0,47.0,2.0
1981,NHL,VAN,17,11,6,0,57,50,675.0,2.0,14.0,62.0,1.0,18.0,70.0,0.0
1990,NHL,HAR,6,2,4,0,17,24,192.0,0.0,6.0,23.0,0.0,10.0,36.0,1.0
1931,NHL,TOR,7,5,1,1,28,15,95.0,,,,,,,
1972,NHL,CHI,16,10,6,0,60,53,155.0,,14.0,,1.0,9.0,,3.0
1977,WHA,BIR,5,1,4,0,12,29,,,,,,,,
1968,NHL,LAK,11,4,7,0,28,41,162.0,,6.0,,1.0,7.0,,1.0
1969,NHL,CHI,8,4,4,0,26,28,87.0,,8.0,,2.0,8.0,,0.0
1941,NHL,BOS,5,2,3,0,10,16,30.0,,,,,,,
1942,NHL,MTL,5,1,4,0,17,18,50.0,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137.0,0.0,14.0,59.0,1.0,9.0,50.0,0.0
1997,NHL,PIT,6,2,4,0,15,18,70.0,0.0,4.0,33.0,0.0,5.0,27.0,3.0
1994,NHL,BOS,5,1,4,0,5,14,47.0,2.0,2.0,20.0,1.0,5.0,17.0,0.0
1995,NHL,STL,13,7,6,0,37,37,214.0,2.0,11.0,69.0,2.0,15.0,75.0,4.0
2006,NHL,NAS,5,1,4,0,14,16,148.0,0.0,3.0,22.0,0.0,2.0,30.0,1.0
1949,NHL,NYR,12,7,5,0,32,29,105.0,,,,,,,
1984,NHL,CHI,15,9,6,0,81,81,443.0,4.0,18.0,76.0,3.0,17.0,79.0,1.0
1966,NHL,TOR,12,8,4,0,35,30,150.0,,,,,,,
1988,NHL,VAN,7,3,4,0,20,26,160.0,2.0,7.0,44.0,,10.0,36.0,1.0
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1913,NHA,MOC,2,1,1,0,2,6,,,,,,,,
1979,NHL,BOS,10,4,6,0,35,33,346.0,0.0,6.0,37.0,1.0,8.0,33.0,2.0
1983,NHL,CAL,11,6,5,0,41,46,224.0,2.0,10.0,53.0,2.0,11.0,49.0,3.0
1923,NHL,MTL,2,2,0,0,5,2,15.0,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123.0,,,,,,,
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1992,NHL,TOR,21,11,10,0,69,63,413.0,0.0,17.0,104.0,7.0,21.0,90.0,0.0
1974,NHL,TOR,7,2,5,0,13,21,108.0,0.0,4.0,36.0,0.0,5.0,20.0,0.0
1971,NHL,MTL,6,2,4,0,14,19,76.0,,1.0,,0.0,3.0,,0.0
1986,NHL,DET,16,9,7,0,45,40,426.0,0.0,9.0,56.0,1.0,9.0,58.0,1.0
1982,NHL,STL,4,1,3,0,10,16,116.0,0.0,5.0,22.0,0.0,3.0,23.0,0.0
1989,NHL,TOR,5,1,4,0,16,20,257.0,0.0,4.0,28.0,1.0,8.0,28.0,1.0
1947,NHL,DET,10,4,6,0,24,30,116.0,,,,,,,
1985,NHL,TOR,10,6,4,0,40,33,284.0,0.0,12.0,48.0,1.0,9.0,45.0,0.0
1962,NHL,CHI,6,2,4,0,19,25,104.0,,,,,,,
1978,NHL,LAK,2,0,2,0,2,9,45.0,0.0,2.0,10.0,0.0,3.0,8.0,0.0
1993,NHL,DAL,9,5,4,0,27,28,149.0,4.0,10.0,49.0,1.0,7.0,41.0,0.0
2001,NHL,LAK,7,3,4,0,13,16,72.0,2.0,1.0,17.0,0.0,2.0,26.0,0.0
1933,NHL,CHI,8,6,1,1,19,12,51.0,,,,,,,
1999,NHL,LAK,4,0,4,0,6,15,54.0,2.0,0.0,23.0,0.0,7.0,23.0,0.0
