year,lgid,tmid,oppid,w,l,t,otl
1978,WHA,WIJ,CIN,7,7,1.0,
1984,NHL,HAR,WIN,1,2,0.0,
2011,NHL,TBL,COL,0,0,,1.0
2005,NHL,NYR,CBS,0,1,,0.0
2010,NHL,COL,CAR,0,0,,1.0
1925,WCHL,POR,VMR,5,2,1.0,
1991,NHL,NYI,TOR,2,1,0.0,
2011,NHL,CHI,STL,4,2,,0.0
2000,NHL,MIN,FLO,0,1,1.0,0.0
1924,WCHL,REG,VIC,1,4,0.0,
2010,NHL,SJS,CBS,2,1,,1.0
2003,NHL,WAS,EDM,1,0,0.0,0.0
1998,NHL,NYI,SJS,1,1,0.0,
2005,NHL,NYI,CHI,1,0,,0.0
1977,NHL,ATF,CHI,1,2,2.0,
1974,WHA,EDO,MIB,4,1,1.0,
1983,NHL,NJD,MNS,1,2,0.0,
1986,NHL,MNS,EDM,0,2,1.0,
2001,NHL,NJD,CHI,2,0,0.0,0.0
2002,NHL,MIN,NYI,0,1,0.0,0.0
2009,NHL,ATL,STL,2,0,,0.0
1980,NHL,WAS,STL,0,2,2.0,
1956,NHL,DET,CHI,10,2,2.0,
1999,NHL,WAS,MTL,3,1,0.0,0.0
1987,NHL,LAK,BOS,0,2,1.0,
2009,NHL,DAL,AND,4,1,,1.0
1990,NHL,VAN,HAR,1,2,0.0,
1996,NHL,NYI,HAR,2,1,1.0,
1998,NHL,FLO,STL,0,1,1.0,
2008,NHL,BUF,DAL,1,0,,0.0
2003,NHL,PHO,MTL,0,1,0.0,0.0
2008,NHL,PHO,LAK,4,2,,0.0
1996,NHL,TBL,NJD,1,4,1.0,
1974,WHA,MIB,EDO,1,4,1.0,
2003,NHL,PHI,TBL,0,3,0.0,1.0
1979,NHL,BOS,DET,2,1,1.0,
2008,NHL,FLO,NYI,2,2,,0.0
2000,NHL,MTL,PHO,1,0,1.0,0.0
2010,NHL,PIT,TBL,2,2,,0.0
1977,NHL,CHI,BOS,1,3,0.0,
1976,NHL,VAN,MTL,0,4,0.0,
1987,NHL,NYI,PHI,3,3,1.0,
1990,NHL,MNS,WIN,1,2,0.0,
1914,NHA,TOO,OT1,1,3,0.0,
1974,WHA,HOU,CHC,6,0,0.0,
1979,NHL,LAK,COR,4,0,0.0,
2006,NHL,NYR,TOR,2,2,,0.0
2011,NHL,CAL,NYI,0,1,,0.0
1998,NHL,BUF,NJD,1,2,1.0,
1995,NHL,ANA,NYI,1,1,0.0,
1977,NHL,PIT,CLE,5,0,0.0,
1998,NHL,MTL,NYR,4,0,0.0,
1978,NHL,NYI,LAK,2,0,2.0,
1976,NHL,BUF,DET,4,1,0.0,
1974,NHL,MNS,LAK,0,4,0.0,
2003,NHL,WAS,LAK,0,2,0.0,0.0
2006,NHL,AND,LAK,4,2,,2.0
2000,NHL,MTL,PHI,3,0,1.0,0.0
1985,NHL,PHI,EDM,1,2,0.0,
1982,NHL,NYR,TOR,3,0,0.0,
2010,NHL,SJS,CAL,3,1,,0.0
2002,NHL,DET,NAS,3,1,1.0,0.0
1977,NHL,DET,LAK,3,2,1.0,
1998,NHL,CAL,DET,3,1,0.0,
1943,NHL,DET,MTL,0,9,1.0,
1972,NHL,MNS,NYI,4,1,0.0,
1981,NHL,VAN,CHI,2,1,0.0,
2007,NHL,CBS,CHI,4,3,,1.0
1977,NHL,PIT,PHI,0,3,1.0,
2002,NHL,PHI,BOS,1,0,2.0,1.0
2000,NHL,TOR,PHO,1,0,0.0,0.0
1972,NHL,CLF,PHI,1,3,2.0,
1987,NHL,BUF,NYI,1,2,0.0,
2006,NHL,NYR,DAL,1,0,,0.0
1985,NHL,NYR,BUF,0,3,0.0,
2009,NHL,DAL,CAR,1,1,,0.0
2001,NHL,SJS,VAN,4,0,0.0,0.0
1995,NHL,BOS,TBL,2,2,0.0,
2002,NHL,CHI,DAL,0,3,0.0,1.0
2006,NHL,OTT,CAR,3,1,,0.0
1981,NHL,WAS,COR,1,2,0.0,
1979,NHL,WAS,HAR,2,1,1.0,
1996,NHL,OTT,ANA,0,2,0.0,
2006,NHL,SJS,NYR,0,1,,0.0
1987,NHL,DET,HAR,1,2,0.0,
1981,NHL,NYI,DET,3,0,0.0,
1920,PCHA,SEA,VA2,4,7,1.0,
1997,NHL,CAL,EDM,1,3,1.0,
1991,NHL,CHI,NYR,0,3,0.0,
2000,NHL,VAN,NJD,0,1,0.0,0.0
1997,NHL,EDM,FLO,2,0,0.0,
1983,NHL,CHI,TOR,5,2,1.0,
2001,NHL,NYI,COL,1,1,0.0,0.0
1992,NHL,STL,HAR,2,1,0.0,
1973,NHL,STL,DET,1,3,1.0,
1992,NHL,NYR,EDM,1,1,0.0,
1986,NHL,PHI,BUF,2,1,0.0,
1928,NHL,BOS,MTM,3,1,0.0,
1998,NHL,SJS,FLO,1,0,1.0,
2005,NHL,TBL,STL,1,0,,0.0
1996,NHL,SJS,NYI,0,0,2.0,
1997,NHL,COL,LAK,1,4,0.0,
1993,NHL,DAL,NJD,0,2,0.0,
1997,NHL,OTT,FLO,3,0,1.0,
1998,NHL,EDM,BOS,0,1,0.0,
1975,WHA,CLC,NEW,3,6,1.0,
1991,NHL,QUE,SJS,1,2,0.0,
1987,NHL,MTL,PIT,1,2,0.0,
1996,NHL,WAS,COL,1,1,0.0,
1996,NHL,DET,COL,1,3,0.0,
1981,NHL,HAR,TOR,3,0,0.0,
2010,NHL,SJS,TBL,1,0,,0.0
1999,NHL,STL,BOS,2,0,0.0,0.0
1977,WHA,BIR,NEW,2,9,0.0,
2009,NHL,OTT,DAL,0,1,,0.0
2006,NHL,TOR,WAS,2,2,,0.0
1988,NHL,WIN,NJD,1,0,2.0,
1996,NHL,PIT,PHO,1,0,1.0,
1978,WHA,SOV,EDO,0,1,0.0,
1988,NHL,EDM,CAL,2,5,1.0,
1988,NHL,BOS,NYR,1,0,2.0,
2006,NHL,SJS,PIT,1,0,,0.0
1980,NHL,MNS,PHI,1,2,1.0,
2000,NHL,BUF,COL,1,0,0.0,0.0
2010,NHL,NYR,PHO,1,0,,0.0
1988,NHL,HAR,LAK,1,2,0.0,
2010,NHL,DET,LAK,1,2,,1.0
2001,NHL,STL,CHI,1,2,1.0,1.0
2009,NHL,PHO,DAL,4,2,,0.0
2003,NHL,MTL,ATL,3,1,0.0,0.0
1985,NHL,LAK,BOS,0,3,0.0,
1977,NHL,NYR,COR,2,2,1.0,
1991,NHL,BOS,WIN,1,1,1.0,
1987,NHL,STL,LAK,1,2,0.0,
1982,NHL,MTL,NYR,2,1,0.0,
2005,NHL,CAL,PIT,1,0,,0.0
1989,NHL,BOS,PHI,3,0,0.0,
2009,NHL,EDM,CAR,1,0,,0.0
1989,NHL,WIN,CHI,1,2,0.0,
2009,NHL,OTT,STL,1,0,,0.0
1960,NHL,BOS,NYR,3,9,2.0,
1999,NHL,ATL,TBL,3,1,1.0,0.0
1988,NHL,STL,HAR,0,1,2.0,
1988,NHL,PHI,PIT,3,4,0.0,
1997,NHL,SJS,PHO,0,4,0.0,
2002,NHL,PIT,CBS,0,1,0.0,0.0
1981,NHL,QUE,EDM,2,1,0.0,
2001,NHL,CBS,CAL,2,2,0.0,0.0
2006,NHL,STL,LAK,3,1,,0.0
1969,NHL,MNS,LAK,2,2,4.0,
1995,NHL,NYR,WIN,1,1,0.0,
2010,NHL,COL,MIN,2,4,,0.0
2007,NHL,CAL,STL,3,1,,0.0
1973,WHA,CLC,VAB,3,3,0.0,
1999,NHL,PHI,BUF,3,1,0.0,0.0
2008,NHL,STL,WAS,0,1,,0.0
1985,NHL,LAK,PHI,0,3,0.0,
1957,NHL,MTL,DET,7,3,4.0,
2008,NHL,DAL,NJD,1,1,,0.0
2011,NHL,OTT,CAR,2,1,,1.0
1990,NHL,PHI,BOS,1,2,0.0,
2006,NHL,NAS,TOR,1,0,,0.0
1972,NHL,MTL,CHI,2,3,0.0,
1972,NHL,NYI,CLF,4,1,0.0,
1979,NHL,COR,MNS,1,3,0.0,
1993,NHL,MTL,TBL,1,2,1.0,
2011,NHL,LAK,CAR,0,1,,0.0
1974,WHA,VAB,HOU,2,4,0.0,
1997,NHL,VAN,CHI,0,4,0.0,
1993,NHL,WIN,HAR,0,1,1.0,
1925,NHL,MTM,NYA,4,1,1.0,
1957,NHL,BOS,DET,8,5,1.0,
2002,NHL,TOR,BUF,3,2,0.0,0.0
1934,NHL,STE,MTL,0,4,2.0,
2001,NHL,NAS,MIN,1,2,1.0,0.0
1970,NHL,TOR,BUF,5,1,0.0,
1997,NHL,PIT,TBL,3,0,1.0,
2011,NHL,PHO,DET,1,1,,2.0
2002,NHL,CAL,NAS,1,1,2.0,0.0
1993,NHL,PHI,BUF,3,1,0.0,
2005,NHL,NYR,STL,1,0,,0.0
1933,NHL,TOR,MTM,5,1,0.0,
2000,NHL,STL,WAS,1,0,0.0,0.0
1997,NHL,DET,WAS,2,0,0.0,
1982,NHL,HAR,STL,1,2,0.0,
1974,WHA,MFS,IND,5,1,0.0,
1991,NHL,BOS,MNS,1,1,0.0,
1999,NHL,CAL,LAK,0,3,0.0,1.0
1985,NHL,EDM,WAS,0,3,0.0,
1967,NHL,BOS,MTL,5,5,0.0,
1993,NHL,DAL,LAK,3,0,1.0,
1975,NHL,BOS,NYR,3,1,0.0,
2007,NHL,SJS,TOR,1,0,,0.0
2001,NHL,CHI,NAS,2,3,0.0,0.0
2000,NHL,DAL,FLO,0,1,0.0,0.0
1996,NHL,EDM,TOR,3,1,0.0,
1914,NHA,MOW,TOO,4,0,0.0,
2008,NHL,BOS,OTT,5,1,,0.0
2001,NHL,BUF,TOR,1,2,2.0,0.0
1997,NHL,EDM,NYR,0,0,2.0,
2003,NHL,CAL,TOR,1,1,0.0,0.0
1994,NHL,BOS,NYI,2,1,0.0,
1983,NHL,MTL,VAN,1,2,0.0,
2011,NHL,NAS,BOS,0,0,,1.0
2009,NHL,PHO,PHI,1,0,,0.0
1997,NHL,TOR,ANA,2,0,2.0,
1998,NHL,PHI,SJS,1,0,1.0,
2005,NHL,PHI,BUF,1,2,,1.0
1974,NHL,STL,BUF,0,2,2.0,
1989,NHL,DET,QUE,3,0,0.0,
2009,NHL,CAR,FLO,3,3,,0.0
1995,NHL,WAS,PHI,2,2,1.0,
1932,NHL,CHI,OTS,2,1,3.0,
1999,NHL,NYI,BUF,1,2,1.0,0.0
2010,NHL,AND,NYR,1,0,,0.0
1937,NHL,DET,TOR,0,4,2.0,
2011,NHL,BUF,OTT,3,1,,2.0
1982,NHL,HAR,PHI,1,2,0.0,
1952,NHL,TOR,BOS,4,8,2.0,
2001,NHL,NYR,LAK,1,1,0.0,0.0
1992,NHL,BOS,HAR,6,1,0.0,
1974,NHL,PHI,BOS,1,2,1.0,
1982,NHL,HAR,CHI,0,3,0.0,
2001,NHL,LAK,NYI,1,1,0.0,0.0
2007,NHL,PHO,CHI,1,2,,1.0
1909,NHA,MOS,MOW,0,2,0.0,
1976,NHL,MNS,MTL,0,3,1.0,
1997,NHL,FLO,CHI,1,1,0.0,
1991,NHL,WAS,VAN,1,1,1.0,
1990,NHL,BOS,NYR,1,1,1.0,
2008,NHL,LAK,NYI,1,0,,0.0
1998,NHL,COL,PHO,0,3,1.0,
2010,NHL,TOR,PIT,2,1,,1.0
2001,NHL,NJD,MTL,2,2,0.0,0.0
1982,NHL,WAS,CAL,2,1,0.0,
2010,NHL,DET,NYR,1,0,,0.0
2001,NHL,CHI,WAS,0,1,0.0,0.0
1985,NHL,HAR,QUE,4,4,0.0,
1983,NHL,VAN,EDM,1,6,1.0,
2003,NHL,CAL,BUF,0,1,0.0,0.0
1998,NHL,NJD,TBL,3,1,0.0,
2010,NHL,PHO,TBL,0,2,,0.0
1993,NHL,CHI,NYR,1,1,0.0,
2010,NHL,DAL,MTL,1,0,,0.0
2002,NHL,COL,DAL,0,2,2.0,0.0
1917,PCHA,PO1,SEA,4,5,0.0,
2005,NHL,NYR,CAR,1,3,,0.0
1974,NHL,CLF,STL,2,1,1.0,
2011,NHL,FLO,DET,0,0,,1.0
1978,NHL,PIT,COR,3,1,0.0,
2006,NHL,BOS,CAL,1,0,,0.0
1957,NHL,DET,BOS,5,8,1.0,
1999,NHL,VAN,PHO,2,2,0.0,0.0
2011,NHL,DET,VAN,2,1,,1.0
2007,NHL,BUF,PHI,3,0,,1.0
2008,NHL,PHO,BOS,1,0,,0.0
2010,NHL,ATL,PIT,0,4,,0.0
2006,NHL,NAS,DET,2,5,,1.0
2010,NHL,NAS,SJS,2,0,,2.0
1979,NHL,MNS,COR,3,1,0.0,
1972,WHA,OTN,QUN,7,3,0.0,
2009,NHL,TBL,CAR,3,2,,1.0
2003,NHL,ATL,NJD,1,3,0.0,0.0
2002,NHL,FLO,COL,1,1,0.0,0.0
1971,NHL,CHI,PHI,3,2,1.0,
1972,WHA,OTN,CLC,3,4,1.0,
1968,NHL,STL,NYR,1,3,2.0,
1999,NHL,COL,DET,1,4,0.0,0.0
2011,NHL,EDM,OTT,1,1,,0.0
1971,NHL,BUF,MNS,2,2,2.0,
2008,NHL,CHI,NYI,0,1,,0.0
2007,NHL,MTL,PHO,1,0,,0.0
1980,NHL,TOR,NYI,1,3,0.0,
1991,NHL,NYR,TOR,0,1,1.0,
2008,NHL,CHI,PHO,4,0,,0.0
1982,NHL,WAS,EDM,0,2,1.0,
1988,NHL,MNS,CAL,0,2,1.0,
1980,NHL,MNS,BOS,1,2,1.0,
1999,NHL,SJS,BOS,0,1,0.0,0.0
1981,NHL,COR,BUF,0,3,0.0,
1973,NHL,ATF,LAK,1,5,0.0,
1998,NHL,CHI,LAK,0,4,0.0,
1972,NHL,DET,BOS,2,3,0.0,
1997,NHL,WAS,COL,0,1,1.0,
2002,NHL,PIT,TBL,2,1,1.0,0.0
1998,NHL,MTL,WAS,1,1,2.0,
1988,NHL,STL,DET,3,3,2.0,
1975,NHL,NYR,KCS,4,1,0.0,
2007,NHL,EDM,CAL,4,4,,0.0
1947,NHL,CHI,DET,2,10,0.0,
1983,NHL,LAK,STL,1,1,1.0,
2000,NHL,SJS,CBS,3,1,0.0,0.0
1977,NHL,BOS,VAN,2,0,2.0,
1982,NHL,PIT,WAS,1,5,1.0,
1973,NHL,BOS,VAN,4,0,1.0,
1986,NHL,CHI,NYI,2,1,0.0,
1985,NHL,STL,CHI,3,5,0.0,
1969,NHL,DET,PHI,3,1,2.0,
1986,NHL,BOS,BUF,3,4,1.0,
1999,NHL,SJS,TOR,0,1,0.0,0.0
1971,NHL,CLF,MNS,1,4,1.0,
1984,NHL,LAK,MTL,0,2,1.0,
1998,NHL,NYR,PHI,2,2,1.0,
1999,NHL,ATL,CAR,0,5,0.0,0.0
2005,NHL,CAR,PHO,0,1,,0.0
2010,NHL,CAR,SJS,1,0,,0.0
2003,NHL,CBS,DET,2,4,0.0,0.0
2006,NHL,TOR,OTT,3,4,,1.0
2002,NHL,MIN,NAS,2,1,1.0,0.0
1929,NHL,TOR,CHI,2,1,1.0,
1981,NHL,DET,WIN,2,3,2.0,
2000,NHL,NYI,BUF,0,3,0.0,1.0
1996,NHL,NYR,PHO,2,0,0.0,
1993,NHL,NYR,ANA,0,2,0.0,
2005,NHL,EDM,PIT,1,0,,0.0
1988,NHL,MNS,NJD,1,1,1.0,
1976,NHL,MNS,BOS,2,1,1.0,
2008,NHL,CAR,PHI,1,1,,2.0
2001,NHL,NYR,NAS,0,1,0.0,0.0
2001,NHL,TBL,CAL,2,0,0.0,0.0
1971,NHL,TOR,PIT,4,2,0.0,
1931,NHL,NYA,MTL,4,4,0.0,
1977,NHL,NYI,DET,4,0,0.0,
1945,NHL,DET,BOS,3,4,3.0,
2007,NHL,AND,NYI,1,0,,0.0
1994,NHL,MTL,NYI,2,1,0.0,
1987,NHL,LAK,HAR,0,3,0.0,
1972,NHL,TOR,PHI,1,3,1.0,
1988,NHL,PIT,DET,2,0,1.0,
1922,PCHA,SEA,CAT,2,0,0.0,
1990,NHL,WAS,CAL,1,2,0.0,
1991,NHL,PIT,LAK,0,3,0.0,
2002,NHL,CAL,TOR,1,2,0.0,0.0
1972,WHA,NEW,OTN,5,3,0.0,
2009,NHL,PHO,WAS,0,1,,0.0
1969,NHL,DET,CHI,4,4,0.0,
2003,NHL,LAK,MTL,0,1,0.0,0.0
2002,NHL,PIT,MIN,0,0,1.0,0.0
2007,NHL,VAN,PIT,0,0,,1.0
1980,NHL,LAK,STL,0,2,2.0,
1978,NHL,PHI,MNS,2,2,0.0,
1991,NHL,CHI,BOS,2,1,0.0,
1986,NHL,NYI,DET,2,1,0.0,
1989,NHL,BUF,EDM,1,2,0.0,
1990,NHL,LAK,TOR,1,1,1.0,
2011,NHL,CHI,MTL,1,0,,0.0
2005,NHL,PHI,NYI,6,2,,0.0
1990,NHL,CAL,DET,1,1,1.0,
2009,NHL,ATL,BOS,0,3,,1.0
2008,NHL,CAR,DET,0,1,,0.0
1995,NHL,FLO,PHI,2,2,1.0,
1994,NHL,TBL,MTL,2,1,0.0,
1999,NHL,PHI,CHI,1,0,0.0,0.0
2000,NHL,OTT,FLO,3,1,0.0,0.0
1921,NHL,MTL,TRS,4,4,0.0,
2003,NHL,STL,NJD,0,1,0.0,0.0
2006,NHL,NAS,NJD,1,0,,0.0
2006,NHL,CAL,VAN,4,3,,1.0
1994,NHL,TOR,VAN,2,1,1.0,
1983,NHL,WIN,MNS,1,2,0.0,
1987,NHL,CHI,BUF,1,2,0.0,
1998,NHL,NYI,CAL,0,1,0.0,
2000,NHL,CAR,MTL,1,3,0.0,0.0
1982,NHL,CHI,BUF,1,1,1.0,
1986,NHL,PIT,CAL,1,2,0.0,
1997,NHL,LAK,EDM,1,4,0.0,
1996,NHL,MTL,LAK,1,1,0.0,
2011,NHL,CAR,SJS,1,0,,0.0
1979,NHL,TOR,PIT,2,2,0.0,
1970,NHL,PHI,STL,1,3,2.0,
1991,NHL,PHI,NYI,3,3,1.0,
1979,NHL,QUE,ATF,0,3,1.0,
2011,NHL,SJS,NYR,0,1,,0.0
1986,NHL,QUE,PIT,0,3,0.0,
1974,WHA,IND,MFS,1,5,0.0,
1970,NHL,CLF,NYR,2,3,1.0,
2009,NHL,NYI,CBS,2,0,,0.0
2003,NHL,CAR,DET,0,1,1.0,0.0
2005,NHL,CBS,WAS,0,1,,0.0
1998,NHL,VAN,PHI,0,2,0.0,
1975,NHL,NYR,NYI,2,4,0.0,
1992,NHL,PHI,SJS,2,0,0.0,
2000,NHL,DET,BOS,1,1,0.0,0.0
2010,NHL,MTL,OTT,4,1,,1.0
1999,NHL,DET,WAS,0,1,1.0,0.0
1980,NHL,DET,WAS,1,2,1.0,
1992,NHL,TBL,MTL,1,1,0.0,
1986,NHL,CAL,PHI,2,1,0.0,
2010,NHL,PHO,CBS,3,1,,0.0
1937,NHL,TOR,DET,4,0,2.0,
1996,NHL,NYR,TBL,0,5,0.0,
2008,NHL,FLO,STL,1,1,,0.0
1982,NHL,STL,TOR,3,3,2.0,
1989,NHL,MTL,WAS,1,2,0.0,
1982,NHL,CHI,NYI,1,1,1.0,
2000,NHL,BUF,DAL,0,1,1.0,0.0
1992,NHL,EDM,TBL,2,2,0.0,
2001,NHL,FLO,SJS,0,1,0.0,0.0
2010,NHL,NJD,ATL,3,1,,0.0
1999,NHL,NAS,VAN,2,2,0.0,1.0
1969,NHL,OAK,STL,2,4,2.0,
1995,NHL,TBL,MTL,3,0,1.0,
1917,NHL,MTL,MTW,2,0,0.0,
1995,NHL,DAL,PHI,0,1,1.0,
1971,NHL,LAK,BUF,3,2,1.0,
1992,NHL,PIT,PHI,5,1,1.0,
2005,NHL,WAS,OTT,1,3,,0.0
2000,NHL,NYI,ATL,2,1,1.0,0.0
1974,NHL,NYR,WAS,2,1,1.0,
1976,NHL,STL,NYI,1,3,1.0,
1998,NHL,TBL,OTT,0,3,1.0,
2007,NHL,MIN,CAR,0,1,,0.0
1993,NHL,BOS,HAR,3,1,1.0,
2010,NHL,TBL,PHO,2,0,,0.0
1973,NHL,CHI,NYI,2,1,2.0,
1974,WHA,VAB,EDO,3,3,0.0,
2009,NHL,FLO,LAK,0,0,,1.0
1981,NHL,BUF,WIN,1,0,2.0,
1970,NHL,LAK,NYR,0,4,2.0,
1997,NHL,PHI,MTL,2,1,1.0,
1998,NHL,PIT,NJD,1,4,0.0,
1995,NHL,DET,COL,3,1,0.0,
1997,NHL,STL,SJS,3,1,0.0,
2006,NHL,ATL,BOS,4,0,,0.0
1982,NHL,MTL,WAS,1,0,2.0,
1951,NHL,MTL,BOS,5,7,2.0,
2009,NHL,PHO,CAR,1,0,,0.0
2001,NHL,PHO,DET,0,2,2.0,0.0
1993,NHL,EDM,PIT,1,1,0.0,
1923,WCHL,EDE,VAM,1,3,0.0,
1936,NHL,CHI,MTM,0,6,0.0,
1931,NHL,CHI,DTF,3,4,1.0,
1990,NHL,CAL,TOR,3,0,0.0,
2011,NHL,TOR,BUF,3,2,,1.0
2005,NHL,BUF,NJD,1,3,,0.0
1998,NHL,FLO,COL,0,1,1.0,
1999,NHL,OTT,BOS,4,0,1.0,0.0
1991,NHL,VAN,TOR,2,1,0.0,
2009,NHL,TOR,TBL,2,0,,2.0
