coachid,award,year,lgid,note
irvindi01c,Первая команда всех звезд,1945,NHL,
tippeda01c,Джек Адамс,2009,NHL,
keenami01c,Джек Адамс,1984,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
burnspa01c,Джек Адамс,1988,NHL,
burnspa01c,Джек Адамс,1997,NHL,
martija02c,Джек Адамс,1998,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
burnspa01c,Джек Адамс,1992,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
quennjo01c,Джек Адамс,1999,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
sathegl01c,Джек Адамс,1985,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
demerja01c,Джек Адамс,1987,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
crawfma01c,Джек Адамс,1994,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
barbebi01c,Джек Адамс,2000,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
nolante01c,Джек Адамс,1996,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
huculsa01c,Шмерц,1974,WHA,
irvindi01c,Первая команда всех звезд,1943,NHL,
tessior01c,Джек Адамс,1982,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
murdobo01c,Джек Адамс,1989,NHL,
dineebi01c,Шмерц,1976,WHA,
wattto01c,Джек Адамс,1981,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
harribi01c,Болдуин,1973,WHA,
lemaija01c,Джек Адамс,1993,NHL,
juliecl01c,Джек Адамс,2008,NHL,
krommbo01c,Шмерц,1975,WHA,
dayha01c,Вторая команда всех звезд,1943,NHL,
francbo01c,Джек Адамс,2001,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
tortojo01c,Джек Адамс,2003,NHL,
sherofr01c,Джек Адамс,1973,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
dineebi01c,Шмерц,1977,WHA,
irvindi01c,Вторая команда всех звезд,1934,NHL,
murrabr01c,Джек Адамс,1983,NHL,
lemaija01c,Джек Адамс,2002,NHL,
kelleja01c,Болдуин,1972,WHA,
pulfobo01c,Джек Адамс,1974,NHL,
krommbo01c,Джек Адамс,1977,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
demerja01c,Джек Адамс,1986,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
brophjo01c,Шмерц,1978,WHA,
thomppa01c,Вторая команда всех звезд,1941,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
arboual01c,Джек Адамс,1978,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
ruffli01c,Джек Адамс,2005,NHL,
vigneal01c,Джек Адамс,2006,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
berenre01c,Джек Адамс,1980,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
hitchke01c,Джек Адамс,2011,NHL,
suttebr01c,Джек Адамс,1990,NHL,
tippeda01c,Джек Адамс,2009,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
arboual01c,Джек Адамс,1978,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
vigneal01c,Джек Адамс,2006,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
martija02c,Джек Адамс,1998,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
quennjo01c,Джек Адамс,1999,NHL,
harribi01c,Болдуин,1973,WHA,
adamsja01c,Первая команда всех звезд,1936,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
barbebi01c,Джек Адамс,2000,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
demerja01c,Джек Адамс,1986,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
demerja01c,Джек Адамс,1987,NHL,
keenami01c,Джек Адамс,1984,NHL,
krommbo01c,Джек Адамс,1977,NHL,
hitchke01c,Джек Адамс,2011,NHL,
dineebi01c,Шмерц,1976,WHA,
quinnpa01c,Джек Адамс,1991,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
nolante01c,Джек Адамс,1996,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
burnspa01c,Джек Адамс,1988,NHL,
harribi01c,Болдуин,1973,WHA,
thomppa01c,Вторая команда всех звезд,1941,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
lemaija01c,Джек Адамс,2002,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
martija02c,Джек Адамс,1998,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
vigneal01c,Джек Адамс,2006,NHL,
barbebi01c,Джек Адамс,2000,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
burnspa01c,Джек Адамс,1992,NHL,
murdobo01c,Джек Адамс,1989,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
suttebr01c,Джек Адамс,1990,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
lemaija01c,Джек Адамс,1993,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
krommbo01c,Шмерц,1975,WHA,
wattto01c,Джек Адамс,1981,NHL,
francbo01c,Джек Адамс,2001,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
hitchke01c,Джек Адамс,2011,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
burnspa01c,Джек Адамс,1997,NHL,
kelleja01c,Болдуин,1972,WHA,
boudrbr01c,Джек Адамс,2007,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
arboual01c,Джек Адамс,1978,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
quennjo01c,Джек Адамс,1999,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
murrabr01c,Джек Адамс,1983,NHL,
sathegl01c,Джек Адамс,1985,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
tortojo01c,Джек Адамс,2003,NHL,
keenami01c,Джек Адамс,1984,NHL,
berenre01c,Джек Адамс,1980,NHL,
krommbo01c,Джек Адамс,1977,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
tippeda01c,Джек Адамс,2009,NHL,
tessior01c,Джек Адамс,1982,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
dineebi01c,Шмерц,1977,WHA,
sherofr01c,Джек Адамс,1973,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
juliecl01c,Джек Адамс,2008,NHL,
ruffli01c,Джек Адамс,2005,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
huculsa01c,Шмерц,1974,WHA,
crawfma01c,Джек Адамс,1994,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
juliecl01c,Джек Адамс,2008,NHL,
sherofr01c,Джек Адамс,1973,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
sathegl01c,Джек Адамс,1985,NHL,
francbo01c,Джек Адамс,2001,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
burnspa01c,Джек Адамс,1988,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
dineebi01c,Шмерц,1977,WHA,
keenami01c,Джек Адамс,1984,NHL,
berenre01c,Джек Адамс,1980,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
brophjo01c,Шмерц,1978,WHA,
irvindi01c,Вторая команда всех звезд,1931,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
tessior01c,Джек Адамс,1982,NHL,
huculsa01c,Шмерц,1974,WHA,
lemaija01c,Джек Адамс,1993,NHL,
burnspa01c,Джек Адамс,1988,NHL,
lemaija01c,Джек Адамс,2002,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
ruffli01c,Джек Адамс,2005,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
martija02c,Джек Адамс,1998,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
nolante01c,Джек Адамс,1996,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
dineebi01c,Шмерц,1976,WHA,
wattto01c,Джек Адамс,1981,NHL,
francbo01c,Джек Адамс,2001,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
arboual01c,Джек Адамс,1978,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
barbebi01c,Джек Адамс,2000,NHL,
demerja01c,Джек Адамс,1986,NHL,
juliecl01c,Джек Адамс,2008,NHL,
brophjo01c,Шмерц,1978,WHA,
thomppa01c,Первая команда всех звезд,1939,NHL,
harribi01c,Болдуин,1973,WHA,
irvindi01c,Вторая команда всех звезд,1933,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
martija02c,Джек Адамс,1998,NHL,
lemaija01c,Джек Адамс,2002,NHL,
francbo01c,Джек Адамс,2001,NHL,
tortojo01c,Джек Адамс,2003,NHL,
hitchke01c,Джек Адамс,2011,NHL,
kelleja01c,Болдуин,1972,WHA,
hartce01c,Вторая команда всех звезд,1936,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
harribi01c,Болдуин,1973,WHA,
ruffli01c,Джек Адамс,2005,NHL,
demerja01c,Джек Адамс,1986,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
dineebi01c,Шмерц,1976,WHA,
berenre01c,Джек Адамс,1980,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
juliecl01c,Джек Адамс,2008,NHL,
quennjo01c,Джек Адамс,1999,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
huculsa01c,Шмерц,1974,WHA,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
suttebr01c,Джек Адамс,1990,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
murdobo01c,Джек Адамс,1989,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
vigneal01c,Джек Адамс,2006,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
wattto01c,Джек Адамс,1981,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
krommbo01c,Джек Адамс,1977,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
burnspa01c,Джек Адамс,1988,NHL,
nolante01c,Джек Адамс,1996,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
murrabr01c,Джек Адамс,1983,NHL,
tippeda01c,Джек Адамс,2009,NHL,
burnspa01c,Джек Адамс,1992,NHL,
sathegl01c,Джек Адамс,1985,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
krommbo01c,Шмерц,1975,WHA,
irvindi01c,Вторая команда всех звезд,1940,NHL,
adamsja01c,Вторая команда всех звезд,1944,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
wattto01c,Джек Адамс,1981,NHL,
lemaija01c,Джек Адамс,1993,NHL,
ruffli01c,Джек Адамс,2005,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
burnspa01c,Джек Адамс,1992,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
vigneal01c,Джек Адамс,2006,NHL,
demerja01c,Джек Адамс,1987,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
burnspa01c,Джек Адамс,1988,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
martija02c,Джек Адамс,1998,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
huculsa01c,Шмерц,1974,WHA,
dineebi01c,Шмерц,1977,WHA,
suttebr01c,Джек Адамс,1990,NHL,
arboual01c,Джек Адамс,1978,NHL,
dineebi01c,Шмерц,1976,WHA,
keenami01c,Джек Адамс,1984,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
harribi01c,Болдуин,1973,WHA,
berenre01c,Джек Адамс,1980,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
krommbo01c,Шмерц,1975,WHA,
irvindi01c,Вторая команда всех звезд,1930,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
sherofr01c,Джек Адамс,1973,NHL,
nolante01c,Джек Адамс,1996,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
burnspa01c,Джек Адамс,1997,NHL,
brophjo01c,Шмерц,1978,WHA,
murdobo01c,Джек Адамс,1989,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
irvindi01c,Первая команда всех звезд,1945,NHL,
murrabr01c,Джек Адамс,1983,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
bylsmda01c,Джек Адамс,2010,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
tortojo01c,Джек Адамс,2003,NHL,
quennjo01c,Джек Адамс,1999,NHL,
juliecl01c,Джек Адамс,2008,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
tippeda01c,Джек Адамс,2009,NHL,
sathegl01c,Джек Адамс,1985,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
kelleja01c,Болдуин,1972,WHA,
francbo01c,Джек Адамс,2001,NHL,
lemaija01c,Джек Адамс,2002,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
demerja01c,Джек Адамс,1986,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
tessior01c,Джек Адамс,1982,NHL,
hitchke01c,Джек Адамс,2011,NHL,
crawfma01c,Джек Адамс,1994,NHL,
krommbo01c,Джек Адамс,1977,NHL,
irvindi01c,Вторая команда всех звезд,1934,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
boudrbr01c,Джек Адамс,2007,NHL,
irvindi01c,Вторая команда всех звезд,1940,NHL,
tessior01c,Джек Адамс,1982,NHL,
rossar01c,Первая команда всех звезд,1938,NHL,
dineebi01c,Шмерц,1977,WHA,
crawfma01c,Джек Адамс,1994,NHL,
krommbo01c,Шмерц,1975,WHA,
adamsja01c,Вторая команда всех звезд,1944,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
burnspa01c,Джек Адамс,1988,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
barbebi01c,Джек Адамс,2000,NHL,
irvindi01c,Первая команда всех звезд,1943,NHL,
berenre01c,Джек Адамс,1980,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
krommbo01c,Джек Адамс,1977,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
keenami01c,Джек Адамс,1984,NHL,
murdobo01c,Джек Адамс,1989,NHL,
demerja01c,Джек Адамс,1987,NHL,
bouchfr01c,Вторая команда всех звезд,1939,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
adamsja01c,Первая команда всех звезд,1936,NHL,
irvindi01c,Первая команда всех звезд,1944,NHL,
lemaija01c,Джек Адамс,1993,NHL,
demerja01c,Джек Адамс,1986,NHL,
tippeda01c,Джек Адамс,2009,NHL,
ruffli01c,Джек Адамс,2005,NHL,
dineebi01c,Шмерц,1976,WHA,
cherrdo01c,Джек Адамс,1975,NHL,
bouchfr01c,Первая команда всех звезд,1941,NHL,
wattto01c,Джек Адамс,1981,NHL,
gottsjo01c,Вторая команда всех звезд,1945,NHL,
weilaco01c,Первая команда всех звезд,1940,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
sathegl01c,Джек Адамс,1985,NHL,
thomppa01c,Вторая команда всех звезд,1941,NHL,
burnspa01c,Джек Адамс,1992,NHL,
suttebr01c,Джек Адамс,1990,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
quennjo01c,Джек Адамс,1999,NHL,
huculsa01c,Шмерц,1974,WHA,
francbo01c,Джек Адамс,2001,NHL,
murrabr01c,Джек Адамс,1983,NHL,
quinnpa01c,Джек Адамс,1991,NHL,
tortojo01c,Джек Адамс,2003,NHL,
irvindi01c,Вторая команда всех звезд,1930,NHL,
arboual01c,Джек Адамс,1978,NHL,
hitchke01c,Джек Адамс,2011,NHL,
brophjo01c,Шмерц,1978,WHA,
burnspa01c,Джек Адамс,1997,NHL,
kelleja01c,Болдуин,1972,WHA,
bylsmda01c,Джек Адамс,2010,NHL,
martija02c,Джек Адамс,1998,NHL,
harribi01c,Болдуин,1973,WHA,
pulfobo01c,Джек Адамс,1974,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
sherofr01c,Джек Адамс,1973,NHL,
gormato01c,Вторая команда всех звезд,1935,NHL,
vigneal01c,Джек Адамс,2006,NHL,
lemaija01c,Джек Адамс,2002,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
nolante01c,Джек Адамс,1996,NHL,
bowmasc01c,Джек Адамс,1995,NHL,
adamsja01c,Первая команда всех звезд,1942,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
juliecl01c,Джек Адамс,2008,NHL,
patrile01c,Первая команда всех звезд,1933,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
ruffli01c,Джек Адамс,2005,NHL,
patrile01c,Первая команда всех звезд,1930,NHL,
wattto01c,Джек Адамс,1981,NHL,
patrile01c,Первая команда всех звезд,1934,NHL,
thomppa01c,Первая команда всех звезд,1939,NHL,
patrile01c,Первая команда всех звезд,1932,NHL,
irvindi01c,Вторая команда всех звезд,1931,NHL,
sathegl01c,Джек Адамс,1985,NHL,
patrile01c,Первая команда всех звезд,1931,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
irvindi01c,Вторая команда всех звезд,1932,NHL,
rossar01c,Вторая команда всех звезд,1942,NHL,
burnspa01c,Джек Адамс,1988,NHL,
harribi01c,Болдуин,1973,WHA,
juliecl01c,Джек Адамс,2008,NHL,
quennjo01c,Джек Адамс,1999,NHL,
barbebi01c,Джек Адамс,2000,NHL,
burnspa01c,Джек Адамс,1992,NHL,
patrile01c,Первая команда всех звезд,1937,NHL,
rossar01c,Вторая команда всех звезд,1937,NHL,
patrile01c,Первая команда всех звезд,1935,NHL,
irvindi01c,Вторая команда всех звезд,1933,NHL,
tippeda01c,Джек Адамс,2009,NHL,
dayha01c,Вторая команда всех звезд,1943,NHL,
duttore01c,Вторая команда всех звезд,1938,NHL,
hartce01c,Вторая команда всех звезд,1936,NHL,
