name,id,award,year,lgid,note
Walter Bush,bushwa01h,Patrick,1972,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Bob Fleming,,Patrick,1994,NHL,
Jack Parker,,Patrick,2009,NHL,
John MacInnes,,Patrick,1985,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Jack Riley,rileyja01,Patrick,1985,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
George Gund,,Patrick,1995,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
David Poile,,Patrick,2000,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Bill Cleary,,Patrick,1996,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Mike Emrick,,Patrick,2003,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
John Halligan,,Patrick,2006,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Jerry York,,Patrick,2009,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Gary Bettman,,Patrick,2000,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
