coachid,award,year,lgid,note
martija02c,Jack Adams,1998,NHL,
irvindi01c,First Team All-Star,1944,NHL,
nolante01c,Jack Adams,1996,NHL,
murrabr01c,Jack Adams,1983,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
harribi01c,Baldwin,1973,WHA,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1937,NHL,
lemaija01c,Jack Adams,1993,NHL,
bowmasc01c,Jack Adams,1995,NHL,
irvindi01c,First Team All-Star,1945,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
patrile01c,First Team All-Star,1931,NHL,
gormato01c,Second Team All-Star,1935,NHL,
krommbo01c,Jack Adams,1977,NHL,
ruffli01c,Jack Adams,2005,NHL,
burnspa01c,Jack Adams,1988,NHL,
patrile01c,First Team All-Star,1930,NHL,
thomppa01c,First Team All-Star,1939,NHL,
boudrbr01c,Jack Adams,2007,NHL,
francbo01c,Jack Adams,2001,NHL,
crawfma01c,Jack Adams,1994,NHL,
sherofr01c,Jack Adams,1973,NHL,
demerja01c,Jack Adams,1987,NHL,
brophjo01c,Schmertz,1978,WHA,
cherrdo01c,Jack Adams,1975,NHL,
quinnpa01c,Jack Adams,1979,NHL,
dineebi01c,Schmertz,1977,WHA,
irvindi01c,Second Team All-Star,1930,NHL,
vigneal01c,Jack Adams,2006,NHL,
rossar01c,Second Team All-Star,1942,NHL,
tessior01c,Jack Adams,1982,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
tippeda01c,Jack Adams,2009,NHL,
wattto01c,Jack Adams,1981,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
harribi01c,Baldwin,1973,WHA,
irvindi01c,First Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1934,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
arboual01c,Jack Adams,1978,NHL,
demerja01c,Jack Adams,1987,NHL,
patrile01c,First Team All-Star,1930,NHL,
quinnpa01c,Jack Adams,1991,NHL,
bylsmda01c,Jack Adams,2010,NHL,
patrile01c,First Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1933,NHL,
murdobo01c,Jack Adams,1989,NHL,
keenami01c,Jack Adams,1984,NHL,
hartce01c,Second Team All-Star,1936,NHL,
lemaija01c,Jack Adams,2002,NHL,
duttore01c,Second Team All-Star,1938,NHL,
sherofr01c,Jack Adams,1973,NHL,
adamsja01c,First Team All-Star,1942,NHL,
francbo01c,Jack Adams,2001,NHL,
cherrdo01c,Jack Adams,1975,NHL,
lemaija01c,Jack Adams,1993,NHL,
burnspa01c,Jack Adams,1988,NHL,
tortojo01c,Jack Adams,2003,NHL,
gormato01c,Second Team All-Star,1935,NHL,
quinnpa01c,Jack Adams,1979,NHL,
rossar01c,Second Team All-Star,1937,NHL,
dayha01c,Second Team All-Star,1943,NHL,
irvindi01c,First Team All-Star,1944,NHL,
sathegl01c,Jack Adams,1985,NHL,
barbebi01c,Jack Adams,2000,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
rossar01c,Second Team All-Star,1942,NHL,
duttore01c,Second Team All-Star,1938,NHL,
harribi01c,Baldwin,1973,WHA,
ruffli01c,Jack Adams,2005,NHL,
lemaija01c,Jack Adams,1993,NHL,
arboual01c,Jack Adams,1978,NHL,
demerja01c,Jack Adams,1986,NHL,
tippeda01c,Jack Adams,2009,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
murdobo01c,Jack Adams,1989,NHL,
martija02c,Jack Adams,1998,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
burnspa01c,Jack Adams,1988,NHL,
patrile01c,First Team All-Star,1932,NHL,
dineebi01c,Schmertz,1977,WHA,
burnspa01c,Jack Adams,1997,NHL,
burnspa01c,Jack Adams,1992,NHL,
tortojo01c,Jack Adams,2003,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
krommbo01c,Jack Adams,1977,NHL,
adamsja01c,First Team All-Star,1942,NHL,
nolante01c,Jack Adams,1996,NHL,
rossar01c,Second Team All-Star,1937,NHL,
lemaija01c,Jack Adams,2002,NHL,
gormato01c,Second Team All-Star,1935,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
irvindi01c,First Team All-Star,1943,NHL,
keenami01c,Jack Adams,1984,NHL,
hartce01c,Second Team All-Star,1936,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
boudrbr01c,Jack Adams,2007,NHL,
bowmasc01c,Jack Adams,1976,NHL,
irvindi01c,First Team All-Star,1944,NHL,
dineebi01c,Schmertz,1976,WHA,
thomppa01c,Second Team All-Star,1941,NHL,
kelleja01c,Baldwin,1972,WHA,
patrile01c,First Team All-Star,1933,NHL,
wattto01c,Jack Adams,1981,NHL,
barbebi01c,Jack Adams,2000,NHL,
brophjo01c,Schmertz,1978,WHA,
quinnpa01c,Jack Adams,1979,NHL,
pulfobo01c,Jack Adams,1974,NHL,
keenami01c,Jack Adams,1984,NHL,
adamsja01c,First Team All-Star,1936,NHL,
thomppa01c,First Team All-Star,1939,NHL,
hitchke01c,Jack Adams,2011,NHL,
bowmasc01c,Jack Adams,1976,NHL,
patrile01c,First Team All-Star,1932,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
murdobo01c,Jack Adams,1989,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
dineebi01c,Schmertz,1976,WHA,
lemaija01c,Jack Adams,2002,NHL,
sherofr01c,Jack Adams,1973,NHL,
bowmasc01c,Jack Adams,1995,NHL,
harribi01c,Baldwin,1973,WHA,
krommbo01c,Schmertz,1975,WHA,
kelleja01c,Baldwin,1972,WHA,
barbebi01c,Jack Adams,2000,NHL,
quennjo01c,Jack Adams,1999,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
suttebr01c,Jack Adams,1990,NHL,
quinnpa01c,Jack Adams,1991,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1930,NHL,
patrile01c,First Team All-Star,1933,NHL,
patrile01c,First Team All-Star,1934,NHL,
suttebr01c,Jack Adams,1990,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
pulfobo01c,Jack Adams,1974,NHL,
rossar01c,Second Team All-Star,1937,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1933,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
burnspa01c,Jack Adams,1992,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
bylsmda01c,Jack Adams,2010,NHL,
murrabr01c,Jack Adams,1983,NHL,
dineebi01c,Schmertz,1976,WHA,
rossar01c,Second Team All-Star,1942,NHL,
nolante01c,Jack Adams,1996,NHL,
burnspa01c,Jack Adams,1997,NHL,
bowmasc01c,Jack Adams,1995,NHL,
patrile01c,First Team All-Star,1935,NHL,
bowmasc01c,Jack Adams,1976,NHL,
murdobo01c,Jack Adams,1989,NHL,
harribi01c,Baldwin,1973,WHA,
dayha01c,Second Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
demerja01c,Jack Adams,1987,NHL,
patrile01c,First Team All-Star,1937,NHL,
quennjo01c,Jack Adams,1999,NHL,
krommbo01c,Schmertz,1975,WHA,
barbebi01c,Jack Adams,2000,NHL,
krommbo01c,Jack Adams,1977,NHL,
martija02c,Jack Adams,1998,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
demerja01c,Jack Adams,1986,NHL,
ruffli01c,Jack Adams,2005,NHL,
lemaija01c,Jack Adams,2002,NHL,
sherofr01c,Jack Adams,1973,NHL,
weilaco01c,First Team All-Star,1940,NHL,
patrile01c,First Team All-Star,1933,NHL,
berenre01c,Jack Adams,1980,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
dayha01c,Second Team All-Star,1943,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
rossar01c,Second Team All-Star,1937,NHL,
bowmasc01c,Jack Adams,1976,NHL,
rossar01c,First Team All-Star,1938,NHL,
tortojo01c,Jack Adams,2003,NHL,
patrile01c,First Team All-Star,1932,NHL,
irvindi01c,First Team All-Star,1943,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
demerja01c,Jack Adams,1987,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
adamsja01c,First Team All-Star,1936,NHL,
murdobo01c,Jack Adams,1989,NHL,
nolante01c,Jack Adams,1996,NHL,
quinnpa01c,Jack Adams,1979,NHL,
brophjo01c,Schmertz,1978,WHA,
gormato01c,Second Team All-Star,1935,NHL,
vigneal01c,Jack Adams,2006,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
adamsja01c,First Team All-Star,1942,NHL,
burnspa01c,Jack Adams,1997,NHL,
suttebr01c,Jack Adams,1990,NHL,
wattto01c,Jack Adams,1981,NHL,
burnspa01c,Jack Adams,1988,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
duttore01c,Second Team All-Star,1938,NHL,
juliecl01c,Jack Adams,2008,NHL,
harribi01c,Baldwin,1973,WHA,
hartce01c,Second Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1937,NHL,
kelleja01c,Baldwin,1972,WHA,
arboual01c,Jack Adams,1978,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
barbebi01c,Jack Adams,2000,NHL,
tippeda01c,Jack Adams,2009,NHL,
murrabr01c,Jack Adams,1983,NHL,
demerja01c,Jack Adams,1986,NHL,
rossar01c,Second Team All-Star,1942,NHL,
sathegl01c,Jack Adams,1985,NHL,
cherrdo01c,Jack Adams,1975,NHL,
krommbo01c,Schmertz,1975,WHA,
patrile01c,First Team All-Star,1934,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
quennjo01c,Jack Adams,1999,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
bylsmda01c,Jack Adams,2010,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
hitchke01c,Jack Adams,2011,NHL,
pulfobo01c,Jack Adams,1974,NHL,
burnspa01c,Jack Adams,1992,NHL,
tessior01c,Jack Adams,1982,NHL,
bowmasc01c,Jack Adams,1995,NHL,
krommbo01c,Jack Adams,1977,NHL,
lemaija01c,Jack Adams,1993,NHL,
thomppa01c,First Team All-Star,1939,NHL,
huculsa01c,Schmertz,1974,WHA,
crawfma01c,Jack Adams,1994,NHL,
dineebi01c,Schmertz,1977,WHA,
irvindi01c,First Team All-Star,1944,NHL,
irvindi01c,First Team All-Star,1945,NHL,
patrile01c,First Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1930,NHL,
keenami01c,Jack Adams,1984,NHL,
boudrbr01c,Jack Adams,2007,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
francbo01c,Jack Adams,2001,NHL,
martija02c,Jack Adams,1998,NHL,
dineebi01c,Schmertz,1976,WHA,
quinnpa01c,Jack Adams,1991,NHL,
