year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
2003,NHL,NAS,6,2,4,0,9,12,76,0,1,29,1,2,29,1
1955,NHL,DET,10,5,5,0,23,28,117,,,,,,,
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
1979,NHL,EDM,3,0,3,0,6,12,55,0,1,16,0,2,11,0
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1929,NHL,OTS,2,0,1,1,3,6,29,,,,,,,
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1979,NHL,NYI,21,15,6,0,88,66,550,0,25,96,3,14,88,7
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1995,NHL,PIT,18,11,7,0,57,52,351,2,16,100,0,14,96,2
1934,NHL,CHI,2,0,1,1,0,1,16,,,,,,,
1933,NHL,MTL,2,0,1,1,3,4,8,,,,,,,
1990,NHL,PIT,24,16,8,0,95,68,571,12,26,137,4,25,120,3
1928,NHL,NYR,6,3,2,1,5,5,64,,,,,,,
1930,NHL,NYR,4,2,2,0,8,4,35,,,,,,,
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
1987,NHL,BUF,6,2,4,0,22,28,286,2,11,36,,6,42,0
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1986,NHL,HAR,6,2,4,0,19,27,317,2,6,35,1,12,39,0
2008,NHL,MTL,4,0,4,0,6,17,103,2,0,8,0,4,16,0
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
1926,NHL,MTM,2,0,1,1,1,2,18,,,,,,,
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1945,NHL,DET,5,1,4,0,10,16,22,,,,,,,
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
1988,NHL,MTL,21,14,7,0,67,51,456,6,16,97,,9,88,2
1991,NHL,WIN,7,3,4,0,17,29,167,4,7,38,1,5,39,0
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1929,NHL,NYR,4,1,2,1,7,7,77,,,,,,,
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1943,NHL,DET,5,1,4,0,8,17,39,,,,,,,
1993,NHL,SJS,14,7,7,0,42,53,224,6,9,74,5,13,61,2
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1961,NHL,NYR,6,2,4,0,15,22,46,,,,,,,
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1946,NHL,DET,5,1,4,0,14,18,72,,,,,,,
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1982,NHL,TOR,4,1,3,0,18,18,109,0,6,21,0,5,20,0
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
2005,NHL,NAS,5,1,4,0,10,17,88,0,6,32,0,9,37,1
2001,NHL,PHO,5,1,4,0,7,13,83,0,1,25,0,2,27,0
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1933,NHL,MTM,4,1,2,1,4,7,26,,,,,,,
2000,NHL,BUF,13,7,6,0,38,30,138,2,10,51,1,8,44,2
1990,NHL,WAS,11,5,6,0,29,35,328,2,8,50,0,9,59,1
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
1927,NHL,BOS,2,0,1,1,2,5,32,,,,,,,
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1937,NHL,MTL,3,1,2,0,8,11,24,,,,,,,
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1937,NHL,CHI,10,7,3,0,26,21,66,,,,,,,
1942,NHL,BOS,9,4,5,0,23,33,96,,,,,,,
1985,NHL,QUE,3,0,3,0,7,16,116,0,3,16,1,5,14,1
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1999,NHL,COL,17,11,6,0,43,32,178,2,15,86,1,12,68,1
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
1968,NHL,MTL,14,12,2,0,43,26,247,,14,,3,5,,1
1974,WHA,SDM,10,4,6,0,34,44,,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1973,NHL,MTL,6,2,4,0,17,21,91,,2,,0,3,,0
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
1964,NHL,CHI,14,7,7,0,35,37,258,,,,,,,
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
2005,NHL,COL,9,4,5,0,22,31,166,2,5,52,1,7,50,2
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1977,WHA,EDO,5,1,4,0,9,23,,,,,,,,
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1977,NHL,ATF,2,0,2,0,5,8,24,0,0,4,1,3,6,0
1980,NHL,QUE,5,2,3,0,17,22,221,4,5,24,2,2,13,0
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
1921,NHL,TRS,2,1,0,1,5,4,28,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1981,NHL,QUE,16,7,9,0,48,60,414,8,15,66,4,15,74,2
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1996,NHL,PHI,19,12,7,0,67,55,245,4,18,94,5,19,89,3
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
1975,NHL,VAN,2,0,2,0,4,8,19,0,2,12,1,1,6,1
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
2006,NHL,VAN,12,5,7,0,21,26,190,4,4,67,0,8,76,0
1920,NHL,TRS,2,0,2,0,0,7,24,,,,,,,
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
2010,NHL,PHI,11,4,7,0,29,38,173,4,7,49,0,9,47,0
2010,NHL,NAS,12,6,6,0,33,34,121,0,7,48,2,12,40,2
1975,NHL,STL,3,1,2,0,8,7,54,0,2,14,1,0,13,1
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
2009,NHL,NAS,6,2,4,0,15,17,52,4,1,27,1,4,23,1
1929,NHL,BOS,6,3,3,0,14,12,90,,,,,,,
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1994,NHL,PHI,15,10,5,0,50,43,186,2,9,70,1,15,66,3
2005,NHL,SJS,11,6,5,0,29,29,144,2,11,72,2,12,62,0
1980,NHL,MNS,19,12,7,0,84,74,321,4,24,98,5,18,66,6
1997,NHL,MTL,10,4,6,0,28,32,148,0,6,50,3,9,58,0
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1927,NHL,OTS,2,0,2,0,1,3,24,,,,,,,
1986,NHL,NYI,14,7,7,0,35,42,293,0,11,50,2,9,58,0
1954,NHL,MTL,12,7,5,0,36,36,174,,,,,,,
2011,NHL,BOS,7,3,4,0,15,16,52,0,2,23,0,3,19,0
2008,NHL,CHI,17,9,8,0,54,54,297,6,19,68,1,14,65,1
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1934,NHL,NYR,4,1,1,2,10,10,27,,,,,,,
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
1937,NHL,TOR,7,4,3,0,14,13,59,,,,,,,
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1993,NHL,STL,4,0,4,0,10,16,81,0,3,20,0,6,23,1
1972,WHA,WIJ,14,9,5,0,55,49,,,11,48,2,6,33,0
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
2002,NHL,STL,7,3,4,0,21,17,137,4,10,48,1,7,47,0
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
1957,NHL,DET,4,0,4,0,6,19,68,,,,,,,
2011,NHL,PIT,6,2,4,0,26,30,149,0,9,29,3,12,23,0
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
2001,NHL,OTT,12,7,5,0,29,18,115,0,9,55,0,6,41,0
2006,NHL,CAL,6,2,4,0,10,18,117,0,6,34,2,5,38,1
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1977,NHL,NYR,3,1,2,0,6,11,62,0,2,10,0,2,11,0
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
1975,WHA,CLC,3,0,3,0,6,14,,,,,,,,
2002,NHL,OTT,18,11,7,0,43,34,214,2,12,83,1,6,73,3
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1989,NHL,MNS,7,3,4,0,18,21,274,14,8,43,2,5,43,0
1961,NHL,MTL,6,2,4,0,13,19,83,,,,,,,
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1990,NHL,NJD,7,3,4,0,21,21,211,2,8,33,0,7,38,1
2011,NHL,WAS,14,7,7,0,29,30,122,2,7,39,0,6,48,0
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
1996,NHL,BUF,12,5,7,0,27,34,226,6,8,53,0,11,60,2
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
1973,NHL,NYR,13,7,6,0,38,39,245,,7,,1,8,,0
1958,NHL,CHI,6,2,4,0,16,21,93,,,,,,,
1990,NHL,CHI,6,2,4,0,16,23,278,4,6,31,0,15,54,0
2002,NHL,TBL,11,5,6,0,22,29,134,4,5,37,0,9,43,2
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1989,NHL,NJD,6,2,4,0,18,21,225,2,5,31,0,4,29,1
1979,NHL,ATF,4,1,3,0,8,14,68,0,4,20,1,3,18,0
2010,NHL,WAS,9,4,5,0,23,24,84,4,5,35,0,5,38,0
2009,NHL,LAK,6,2,4,0,18,25,70,2,10,26,0,6,24,0
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
2003,NHL,STL,5,1,4,0,9,12,68,0,1,22,1,3,31,2
1940,NHL,BOS,11,8,3,0,27,23,81,,,,,,,
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
1981,NHL,NYI,19,15,4,0,85,52,458,0,23,77,0,16,84,4
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1996,NHL,FLO,5,1,4,0,10,13,50,0,6,25,0,2,21,0
2010,NHL,AND,6,2,4,0,20,22,109,0,8,22,0,6,27,1
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
2011,NHL,SJS,5,1,4,0,8,14,97,0,2,17,0,6,18,0
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
2010,NHL,DET,11,7,4,0,36,28,125,0,8,43,0,11,46,0
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1985,NHL,CHI,3,0,3,0,9,18,87,0,3,16,0,5,15,0
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1973,WHA,NEW,7,3,4,0,23,24,,,,,,,,
1981,NHL,PHI,4,1,3,0,15,19,81,0,6,20,0,8,21,2
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1927,NHL,MTM,9,5,3,1,12,8,164,,,,,,,
1935,NHL,TOR,9,4,5,0,25,27,76,,,,,,,
1987,NHL,NJD,20,11,9,0,67,71,871,10,23,117,,22,128,4
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
1952,NHL,CHI,7,3,4,0,14,18,59,,,,,,,
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
1990,NHL,BOS,19,10,9,0,60,62,439,2,24,100,3,17,92,0
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1996,NHL,ANA,11,4,7,0,25,30,163,2,10,39,0,6,45,0
1939,NHL,NYR,12,8,4,0,29,20,137,,,,,,,
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1984,NHL,BOS,5,2,3,0,17,19,97,0,1,15,0,5,21,0
1924,NHL,MTL,2,2,0,0,5,2,17,,,,,,,
2006,NHL,NYR,10,6,4,0,30,23,151,0,13,54,0,6,52,0
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
2008,NHL,AND,13,7,6,0,35,32,220,6,13,50,0,11,55,0
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1999,NHL,EDM,5,1,4,0,11,14,84,0,3,25,0,2,26,1
