playerid,year,stint,tmid,s,g,gdg
kennety01,2010,1,PIT,3,0,0
smithcr01,2011,1,NAS,0,4,0
dumonjp01,2009,1,NAS,2,0,0
gagnesi01,2009,1,PHI,1,0,0
kovalil01,2010,1,NJD,5,2,1
nylanmi01,2007,1,WAS,1,0,0
kostian01,2010,1,MTL,3,0,0
brouwtr01,2011,1,WAS,0,1,0
spezzja01,2007,1,OTT,6,4,1
erikslo01,2006,1,DAL,2,0,0
fishemi01,2011,1,NAS,0,3,0
fowleca01,2011,1,AND,0,2,0
comrimi01,2008,2,OTT,2,1,1
stemple01,2006,1,STL,8,4,3
fiddlve01,2009,1,PHO,1,0,0
schwaja01,2011,1,STL,0,1,0
novotji01,2006,2,WAS,1,0,0
recchma01,2007,1,PIT,1,0,0
parrima01,2005,1,NYI,2,0,0
bergfni01,2010,2,FLO,1,0,0
connoti01,2011,1,TOR,2,2,0
streima01,2006,1,MTL,1,0,0
vincoto01,2011,1,DAL,1,2,1
umberrj01,2006,1,PHI,1,0,0
vlasima01,2009,1,SJS,1,0,0
vyborda01,2007,1,CBS,3,0,0
littlbr01,2008,1,ATL,7,1,0
sedinda01,2005,1,VAN,3,1,1
prospva01,2008,1,TBL,5,0,0
sundima01,2008,1,VAN,2,1,1
parenpi01,2010,1,NYI,8,2,1
wolskwo01,2009,2,PHO,7,0,0
hedmavi01,2011,1,TBL,0,1,0
michami01,2011,1,OTT,4,10,1
plekato01,2009,1,MTL,6,1,1
havlama01,2011,1,SJS,1,3,0
chimeja01,2005,1,CBS,1,1,1
perrier01,2006,1,TBL,4,0,0
lecavvi01,2010,1,TBL,5,0,0
datsypa01,2007,1,DET,10,4,1
cullema02,2005,1,CHI,1,0,0
ovechal01,2008,1,WAS,7,2,0
hechtjo01,2007,1,BUF,1,0,0
kondrma01,2005,1,NYR,1,0,0
brylise01,2005,1,NJD,3,1,1
dawesni01,2010,2,MTL,1,1,0
gagnesa01,2011,1,EDM,6,9,1
holmqmi01,2006,1,CHI,3,0,0
zherdni01,2010,1,PHI,2,1,0
pisanfe01,2007,1,EDM,3,2,2
parrima01,2008,1,DAL,1,0,0
weissst01,2011,1,FLO,3,8,2
eliaspa01,2009,1,NJD,5,2,2
zajactr01,2007,1,NJD,1,0,0
gonchse01,2005,1,PIT,1,1,0
kaletpa01,2009,1,BUF,1,0,0
chriser01,2009,2,NYR,4,1,1
jokinol01,2011,1,CAL,3,8,0
seminal01,2010,1,WAS,6,2,1
stlouma01,2007,1,TBL,3,0,0
vermean01,2005,1,OTT,1,0,0
kovalil01,2009,2,NJD,1,0,0
sturmma01,2007,1,BOS,8,1,1
huselkr01,2008,1,CBS,8,2,2
oreilry01,2011,1,COL,2,5,2
halpeje01,2005,1,WAS,2,0,0
aucoiad01,2009,1,PHO,9,6,6
kovalil01,2005,1,ATL,10,1,0
williju01,2011,1,LAK,3,6,1
pominja01,2008,1,BUF,5,2,1
hossama01,2007,1,ATL,10,2,1
cammami01,2007,1,LAK,5,1,1
vanekth01,2006,1,BUF,11,2,1
gocma01,2010,1,NAS,6,2,2
giroucl01,2007,1,PHI,1,0,0
brierda01,2009,1,PHI,6,2,1
perreya01,2007,1,CHI,2,0,0
pahlssa01,2008,1,AND,1,0,0
seminal01,2007,1,WAS,7,3,2
chriser01,2011,2,MIN,5,9,2
crosbsi01,2005,1,PIT,6,2,1
whitnry01,2007,1,PIT,1,0,0
mairad01,2009,1,BUF,1,0,0
cheecjo01,2006,1,SJS,3,2,1
lombama01,2009,1,PHO,3,1,1
jokinju01,2010,1,CAR,10,2,1
ryanbo01,2011,1,AND,2,5,1
franzjo01,2006,1,DET,2,1,1
grabomi01,2008,1,TOR,3,1,0
legwada01,2009,1,NAS,9,4,2
mcdonan01,2007,1,AND,2,2,0
belaner01,2006,2,ATL,1,0,0
phanedi01,2007,1,CAL,3,0,0
streima01,2006,1,MTL,1,0,0
afinoma01,2006,1,BUF,6,2,1
ryanbo01,2008,1,AND,6,1,1
zajactr01,2006,1,NJD,4,1,1
carteje01,2008,1,PHI,5,0,0
korpila01,2011,1,PHO,0,2,0
sullist01,2008,1,NAS,6,1,1
phanedi01,2005,1,CAL,1,0,0
koivumi01,2005,1,MIN,6,4,1
ribeimi01,2009,1,DAL,12,1,0
whitnra01,2006,1,CAR,5,0,0
nagyla01,2006,2,DAL,2,1,1
oreilca01,2010,1,NAS,6,3,1
peverri01,2010,2,BOS,1,0,0
seminal01,2008,1,WAS,7,3,2
kubalto01,2010,1,CBS,1,0,0
coleer01,2005,1,CAR,3,1,1
roberga01,2006,1,FLO,1,0,0
selante01,2005,1,ANA,7,2,0
gomezsc01,2008,1,NYR,2,0,0
wolskwo01,2011,2,FLO,3,7,1
hagmani01,2010,1,CAL,8,1,0
wilsoky01,2010,1,CBS,5,2,2
oleszro01,2005,1,FLO,1,0,0
kovalal01,2009,1,OTT,9,5,2
kolniju01,2005,1,FLO,1,0,0
salmeto01,2006,1,CHI,1,0,0
hortona01,2010,1,BOS,1,0,0
langeja01,2006,1,NJD,5,3,1
kaberto01,2008,1,TOR,3,1,0
bellbr02,2008,1,OTT,1,0,0
voracja01,2010,1,CBS,3,0,0
letesma01,2010,1,PIT,4,1,1
eberljo01,2011,1,EDM,3,12,0
steenal01,2011,1,STL,0,4,0
foligni01,2009,1,OTT,1,0,0
kulemni01,2008,1,TOR,9,3,1
frattma01,2011,1,TOR,1,2,0
nashri01,2005,1,CBS,8,3,2
bollada01,2008,1,CHI,3,0,0
iginlja01,2006,1,CAL,4,3,1
ottst01,2010,1,DAL,1,0,0
weighdo01,2007,1,STL,1,0,0
cammami01,2005,1,LAK,1,0,0
clowery01,2009,1,SJS,9,3,2
niskama01,2009,1,DAL,3,1,1
havlama01,2011,1,SJS,1,3,0
cassean01,2005,1,WAS,2,1,0
rucinma01,2005,1,NYR,2,0,0
latengu01,2009,1,MTL,1,0,0
potulry01,2009,1,EDM,5,3,0
mcdonan01,2005,1,ANA,6,2,0
raymoma01,2009,1,VAN,4,1,0
brindro01,2008,1,CAR,2,1,0
hedstjo01,2005,1,ANA,2,1,0
horcosh01,2008,1,EDM,1,0,0
samsose01,2010,1,CAR,2,1,1
kapanni01,2005,1,DAL,1,0,0
kubinpa01,2010,1,TBL,1,0,0
antroni01,2010,1,ATL,4,1,0
boyesbr01,2006,1,BOS,5,0,0
martima02,2010,1,NYI,1,0,0
strudja01,2005,1,NYR,1,1,0
dupuipa01,2010,1,PIT,4,1,1
stlouma01,2011,1,TBL,1,2,0
gerbena01,2011,1,BUF,2,6,2
jokinju01,2006,1,DAL,12,5,2
poulima01,2009,1,EDM,2,0,0
upshasc01,2010,2,CBS,2,0,0
oneilje01,2005,1,TOR,1,0,0
landean01,2011,1,EDM,0,2,0
yandlke01,2007,1,PHO,1,0,0
richabr01,2005,1,TBL,9,6,4
miettan01,2008,1,MIN,5,3,1
moulsma01,2011,1,NYI,2,4,1
schrero01,2009,1,NYI,9,5,2
goligal01,2010,1,PIT,1,0,0
drurych01,2006,1,BUF,1,0,0
reasoma01,2005,2,BOS,1,0,0
giontbr01,2009,1,MTL,5,3,1
rydermi01,2009,1,BOS,10,2,1
erikslo01,2009,1,DAL,9,3,2
matthsh01,2009,1,FLO,1,0,0
higgich01,2009,1,NYR,1,0,0
rolstbr01,2006,1,MIN,12,5,1
bettsbl01,2006,1,NYR,1,0,0
kotalal01,2008,2,EDM,2,2,1
markoan01,2009,1,MTL,1,0,0
hedstjo01,2005,1,ANA,2,1,0
vasicjo01,2007,1,NYI,1,0,0
whitnra01,2006,1,CAR,5,0,0
miettan01,2005,1,DAL,5,2,2
willsbr01,2006,1,LAK,2,0,0
samsose01,2005,2,EDM,3,2,1
hodgsco01,2011,2,BUF,0,1,0
prospva01,2006,1,TBL,5,2,1
connoti01,2005,1,BUF,5,2,0
wheelbl01,2008,1,BOS,7,4,1
brunean01,2005,1,COL,1,0,0
jokinol01,2005,1,FLO,9,4,2
kesseph01,2010,1,TOR,8,1,1
callary01,2011,1,NYR,2,4,2
potito01,2006,1,NYI,2,0,0
axelspj01,2008,1,BOS,5,2,2
svatoma01,2009,1,COL,7,4,0
koivumi01,2010,1,MIN,6,3,1
browndu01,2011,1,LAK,3,11,2
bailejo01,2008,1,NYI,2,0,0
gilroma01,2010,1,NYR,1,0,0
bouchpi02,2007,1,MIN,3,1,0
mcammde01,2005,1,STL,6,1,0
oreilry01,2011,1,COL,2,5,2
tuckeda01,2006,1,TOR,6,1,0
paveljo01,2007,1,SJS,11,7,0
bertuto01,2008,1,CAL,3,2,2
savarma01,2006,1,BOS,6,1,0
afinoma01,2009,1,ATL,3,0,0
giroucl01,2010,1,PHI,9,2,0
recchma01,2005,2,CAR,1,0,0
marlepa01,2006,1,SJS,1,0,0
chimeja01,2005,1,CBS,1,1,1
royde01,2009,1,BUF,5,1,0
bertuto01,2010,1,DET,7,2,1
johnsja02,2010,1,LAK,7,1,0
jagrja01,2011,1,PHI,0,1,0
gagnesi01,2006,1,PHI,6,1,0
froloal01,2009,1,LAK,1,0,0
greenmi03,2006,1,WAS,1,0,0
umberrj01,2006,1,PHI,1,0,0
yorkmi01,2006,1,NYI,3,1,1
samuemi01,2009,1,VAN,3,1,1
greenmi03,2010,1,WAS,1,0,0
artyuev01,2008,1,TBL,3,1,1
wilsoky01,2010,1,CBS,5,2,2
pothibr01,2007,1,WAS,1,0,0
dupuipa01,2009,1,PIT,1,1,0
hossama01,2011,1,CHI,0,4,0
pohljo01,2007,1,TOR,1,0,0
niedero01,2008,1,AND,1,0,0
dubinbr01,2009,1,NYR,2,0,0
sharppa01,2011,1,CHI,1,8,0
richabr01,2007,2,DAL,1,1,0
montast01,2008,1,AND,1,0,0
kunitch01,2008,1,AND,1,0,0
fehrer01,2006,1,WAS,1,0,0
keslery01,2010,1,VAN,8,2,1
comeabl01,2007,1,NYI,2,1,0
hortona01,2007,1,FLO,10,3,1
wolskwo01,2008,1,COL,12,10,2
kesseph01,2011,1,TOR,1,7,1
williju01,2005,1,CAR,2,1,0
kolankr01,2011,1,CAL,0,1,0
