raceid,driverid,lap,position,time,milliseconds
64,24,16,10,1:19.367,79367
223,77,35,8,1:25.780,85780
114,15,51,4,1:15.679,75679
845,813,42,15,1:30.576,90576
33,1,64,12,1:19.733,79733
4,16,18,11,1:37.535,97535
908,822,29,2,1:39.427,99427
956,817,30,4,1:57.346,117346
869,1,35,17,1:20.426,80426
38,17,25,10,1:37.134,97134
163,41,43,12,1:35.495,95495
958,826,22,14,1:28.521,88521
169,48,11,18,1:24.639,84639
112,52,24,8,1:26.035,86035
27,7,23,7,1:21.868,81868
959,20,4,5,1:21.757,81757
966,839,19,21,1:25.989,85989
345,67,42,8,1:40.887,100887
867,17,24,14,1:45.406,105406
110,49,15,15,1:29.624,89624
968,18,2,12,1:49.603,109603
41,4,43,8,1:17.179,77179
201,30,19,5,1:47.739,107739
141,22,32,2,1:29.361,89361
68,9,40,12,1:47.955,107955
168,57,12,1,1:45.518,105518
196,35,35,11,1:28.333,88333
842,30,25,9,1:45.414,105414
912,18,26,10,1:30.109,90109
74,33,20,14,1:25.816,85816
351,30,21,9,1:54.437,114437
866,37,7,21,1:22.353,82353
217,55,9,8,1:23.287,83287
937,822,28,9,1:54.834,114834
193,30,48,1,1:28.820,88820
217,71,26,2,1:41.096,101096
878,814,29,14,1:53.070,113070
940,831,21,14,1:41.271,101271
37,22,12,18,1:43.661,103661
351,2,28,17,1:54.019,114019
859,5,63,16,1:18.452,78452
204,25,23,7,1:28.101,88101
214,71,46,15,1:22.832,82832
16,154,59,13,1:15.091,75091
139,22,31,2,1:14.207,74207
4,17,4,11,1:36.749,96749
893,1,59,6,1:49.916,109916
89,13,23,9,2:39.397,159397
943,154,55,10,1:46.042,106042
163,25,55,9,1:32.551,92551
74,25,25,4,1:23.804,83804
190,68,13,19,1:46.531,106531
850,808,56,10,1:37.357,97357
183,35,22,8,1:14.694,74694
94,15,60,3,1:19.441,79441
137,37,9,11,1:51.793,111793
51,13,53,3,1:38.355,98355
145,21,24,16,1:54.878,114878
176,69,11,18,1:22.866,82866
213,71,10,16,1:26.997,86997
11,9,1,11,1:55.200,115200
347,810,29,18,1:23.611,83611
843,814,6,7,1:45.019,105019
151,4,19,16,1:29.914,89914
59,11,29,20,1:19.440,79440
949,825,4,16,1:40.809,100809
89,21,2,2,1:36.190,96190
977,838,59,12,1:09.316,69316
976,807,10,9,1:48.888,108888
847,18,42,18,1:33.158,93158
235,49,5,11,1:24.093,84093
206,49,18,3,1:43.281,103281
90,45,37,15,1:49.653,109653
352,155,41,12,1:36.067,96067
142,58,7,14,2:15.317,135317
10,9,29,14,1:24.837,84837
913,20,27,4,1:52.519,112519
963,826,22,15,1:43.286,103286
33,18,39,14,1:21.669,81669
354,5,56,18,1:18.399,78399
166,49,19,6,1:22.367,82367
940,822,4,3,1:40.380,100380
866,815,16,9,1:19.875,79875
897,817,37,16,1:46.745,106745
123,15,26,5,1:34.546,94546
966,18,20,16,1:25.242,85242
112,21,4,11,2:18.481,138481
928,832,51,15,1:43.611,103611
125,21,35,14,1:42.853,102853
33,12,24,2,1:19.917,79917
67,27,4,19,1:26.744,86744
155,62,23,17,1:32.495,92495
188,56,29,12,1:23.966,83966
115,23,18,1,1:16.932,76932
912,824,22,19,1:33.088,93088
219,21,53,4,1:26.842,86842
914,13,31,7,1:56.004,116004
40,15,15,16,1:20.996,80996
893,820,31,20,1:56.786,116786
160,35,28,4,1:29.101,89101
36,26,3,18,1:32.380,92380
868,13,7,4,1:40.992,100992
202,65,53,10,1:22.050,82050
110,14,24,2,1:25.498,85498
345,13,7,4,1:42.950,102950
110,8,28,9,2:17.065,137065
864,37,33,21,1:34.172,94172
66,21,37,8,1:30.477,90477
149,23,10,2,1:19.481,79481
133,21,20,15,1:35.755,95755
76,15,3,4,1:18.199,78199
856,811,22,16,1:47.273,107273
37,26,54,14,1:39.098,99098
887,823,38,20,1:41.651,101651
939,18,26,15,1:54.333,114333
910,13,24,7,2:13.215,133215
970,807,20,12,1:39.904,99904
172,49,3,6,1:25.021,85021
862,817,40,17,1:41.251,101251
861,814,30,7,1:59.120,119120
72,22,18,11,1:37.546,97546
45,25,58,4,1:45.333,105333
872,4,46,3,1:29.829,89829
127,15,29,8,1:26.411,86411
120,31,53,4,1:22.106,82106
926,828,16,10,1:34.728,94728
112,49,8,16,1:24.307,84307
872,37,6,24,1:33.714,93714
933,826,9,14,1:15.286,75286
962,828,49,17,1:52.817,112817
852,815,2,7,1:57.702,117702
27,20,9,8,1:17.866,77866
94,8,11,12,1:19.116,79116
155,57,17,10,1:27.734,87734
847,67,2,15,2:04.982,124982
346,812,11,21,1:41.176,101176
846,20,74,1,1:18.215,78215
100,31,36,6,1:20.855,80855
342,30,17,6,1:19.562,79562
158,18,9,13,2:28.247,148247
41,19,51,16,1:41.065,101065
81,14,27,15,1:24.724,84724
977,1,36,5,1:08.654,68654
210,49,27,1,1:45.909,105909
200,21,21,2,1:16.482,76482
25,14,55,9,1:18.851,78851
41,11,69,6,1:18.726,78726
128,35,34,11,1:23.896,83896
865,10,54,18,1:57.260,117260
916,20,16,13,1:46.239,106239
912,18,22,5,1:34.773,94773
107,10,58,15,1:14.390,74390
96,47,40,16,1:36.916,96916
943,13,61,6,1:22.373,82373
850,30,19,11,1:37.919,97919
180,44,18,14,1:24.496,84496
99,31,10,6,1:16.652,76652
862,18,56,2,1:40.422,100422
941,829,2,15,2:36.771,156771
161,55,1,13,1:41.302,101302
229,63,35,8,1:29.041,89041
347,20,13,6,1:33.089,93089
178,14,22,4,1:24.091,84091
154,14,12,3,1:51.875,111875
867,8,42,3,1:44.464,104464
171,64,6,12,2:29.890,149890
850,4,13,3,1:39.462,99462
157,4,47,12,1:39.560,99560
200,50,8,13,1:17.954,77954
223,56,9,7,1:25.082,85082
238,73,12,17,1:28.430,88430
905,807,64,5,1:22.110,82110
975,828,42,16,1:19.780,79780
66,27,3,15,1:34.091,94091
972,13,6,6,1:41.066,101066
858,153,40,17,1:44.629,104629
113,15,2,7,1:23.391,83391
887,822,43,16,1:46.490,106490
76,2,60,3,1:17.317,77317
110,50,25,9,1:28.010,88010
211,77,2,12,2:11.361,131361
907,826,23,11,1:14.332,74332
20,2,30,4,1:35.820,95820
915,8,38,10,1:45.241,105241
870,155,66,15,1:27.254,87254
75,8,59,1,1:16.621,76621
202,23,42,10,1:22.670,82670
24,2,14,8,1:19.536,79536
890,20,42,4,1:26.021,86021
160,25,47,10,1:30.220,90220
912,3,42,2,1:28.918,88918
7,4,18,14,1:30.015,90015
48,25,10,11,1:26.341,86341
153,35,45,11,1:19.853,79853
101,17,16,7,1:16.857,76857
78,39,8,18,1:29.013,89013
891,4,14,4,2:07.057,127057
49,9,20,11,1:51.518,111518
3,9,36,17,2:23.554,143554
965,1,42,1,1:42.767,102767
70,37,33,2,1:15.001,75001
929,815,56,8,1:41.162,101162
969,4,44,10,1:30.435,90435
354,811,12,23,1:20.651,80651
118,44,6,14,1:35.453,95453
914,16,7,13,2:41.628,161628
960,20,19,8,1:55.009,115009
20,3,47,8,1:35.327,95327
62,4,2,3,2:04.765,124765
848,18,20,6,1:44.477,104477
8,10,56,9,1:23.306,83306
45,13,48,1,1:33.596,93596
960,20,20,8,1:54.902,114902
77,21,10,12,1:33.350,93350
860,817,33,17,1:32.312,92312
230,30,44,1,1:48.637,108637
98,8,48,9,1:12.319,72319
219,49,52,3,1:26.092,86092
63,13,44,2,1:18.579,78579
228,71,35,1,1:29.195,89195
137,11,22,17,1:52.229,112229
952,828,9,19,1:37.081,97081
206,44,25,11,1:44.443,104443
960,20,21,8,1:55.219,115219
916,817,22,4,1:43.819,103819
20,7,34,14,1:36.083,96083
339,17,48,2,1:38.761,98761
8,3,5,6,1:22.777,82777
82,23,23,5,1:16.073,76073
16,5,57,6,1:15.498,75498
14,18,42,6,1:49.658,109658
950,821,7,5,2:25.762,145762
237,35,38,8,1:28.428,88428
149,50,39,16,1:21.714,81714
915,820,2,19,1:51.585,111585
105,21,45,7,1:36.173,96173
124,37,3,6,2:36.976,156976
857,22,24,19,1:33.702,93702
190,30,41,2,1:42.531,102531
220,50,2,18,1:18.632,78632
352,1,42,4,1:37.191,97191
175,37,18,8,1:42.560,102560
217,35,14,2,1:19.700,79700
117,22,42,9,1:17.576,77576
848,5,18,20,1:48.189,108189
949,838,14,9,1:39.427,99427
100,45,45,16,1:26.802,86802
842,30,28,9,1:50.291,110291
200,65,68,8,1:15.508,75508
139,8,13,6,1:16.375,76375
353,9,4,8,48:58.379,2938379
887,820,27,21,1:42.755,102755
870,811,64,7,1:26.249,86249
147,14,55,7,1:22.107,82107
954,13,30,8,1:19.782,79782
211,44,28,4,1:56.418,116418
348,24,24,13,1:27.567,87567
872,3,2,12,1:33.361,93361
217,65,54,5,1:21.683,81683
88,17,12,5,1:34.102,94102
233,84,12,7,1:31.260,91260
20,10,28,9,1:35.386,95386
97,18,53,4,1:14.998,74998
22,18,56,11,1:28.354,88354
146,35,69,8,1:12.303,72303
89,21,5,2,1:35.493,95493
918,825,36,13,1:47.095,107095
60,21,5,5,1:24.138,84138
217,21,30,7,1:19.424,79424
848,815,23,14,1:47.901,107901
12,8,10,1,1:48.053,108053
6,5,28,7,1:17.388,77388
129,56,4,17,1:14.744,74744
966,828,48,11,1:24.778,84778
966,821,11,15,1:25.703,85703
974,154,33,7,1:17.976,77976
132,23,43,5,1:34.685,94685
20,4,12,9,1:36.377,96377
33,15,32,5,1:20.003,80003
202,35,39,5,1:21.391,81391
861,37,48,22,1:46.564,106564
344,15,6,21,1:25.910,85910
982,836,43,14,1:52.341,112341
232,71,36,1,1:19.767,79767
955,8,20,3,1:49.152,109152
223,30,1,1,1:28.764,88764
131,17,68,11,1:18.088,78088
47,1,25,3,1:29.333,89333
174,56,24,9,1:42.918,102918
863,154,53,3,1:37.491,97491
78,11,16,12,1:33.792,93792
899,20,65,1,1:16.741,76741
209,77,45,7,1:29.314,89314
928,4,19,16,1:46.788,106788
19,22,1,16,1:55.695,115695
36,1,31,2,1:27.496,87496
135,11,21,10,1:19.271,79271
83,17,42,9,1:23.218,83218
157,37,37,12,1:39.203,99203
886,822,61,14,1:18.272,78272
961,828,4,17,1:29.796,89796
80,15,66,5,1:18.118,78118
180,23,58,5,1:22.987,82987
153,8,29,10,1:18.566,78566
842,18,45,2,1:41.615,101615
79,39,10,4,1:14.697,74697
169,25,70,11,1:24.149,84149
107,21,68,9,1:12.753,72753
928,832,54,14,1:57.088,117088
948,831,53,14,1:32.768,92768
31,5,28,2,1:36.288,96288
235,86,2,17,1:26.316,86316
25,9,1,5,1:22.490,82490
909,826,16,17,1:24.051,84051
67,22,33,9,1:25.098,85098
168,56,27,15,1:51.397,111397
960,822,17,10,1:55.945,115945
122,17,10,9,1:13.127,73127
141,56,12,17,2:31.347,151347
86,30,12,10,3:36.133,216133
962,817,16,3,2:12.646,132646
951,836,41,18,1:52.294,112294
842,814,53,9,1:43.651,103651
132,15,25,11,1:35.529,95529
870,1,32,1,1:27.391,87391
966,822,22,9,1:24.177,84177
108,4,18,14,2:03.179,123179
53,14,10,12,1:35.645,95645
8,9,23,12,1:22.619,82619
161,18,58,5,1:29.066,89066
82,17,21,20,1:17.532,77532
73,14,1,16,1:47.243,107243
107,10,49,15,1:14.172,74172
195,44,1,12,1:37.934,97934
956,821,2,18,1:15.151,75151
865,8,44,11,1:20.187,80187
23,13,16,2,1:44.113,104113
47,13,35,1,1:28.374,88374
7,18,54,1,1:29.372,89372
966,835,37,13,1:25.185,85185
843,808,45,13,1:44.687,104687
856,3,18,5,2:08.121,128121
103,15,36,11,1:50.380,110380
904,3,64,2,1:30.204,90204
19,5,36,3,1:36.492,96492
886,821,60,15,1:20.125,80125
179,44,11,21,1:28.604,88604
963,836,38,17,1:41.901,101901
354,32,26,24,1:19.849,79849
347,3,3,9,1:21.385,81385
876,818,22,19,1:32.505,92505
147,56,48,4,1:21.453,81453
189,70,35,12,1:44.577,104577
942,13,22,10,1:48.231,108231
33,7,23,1,1:19.294,79294
878,13,5,10,1:47.293,107293
911,8,42,4,1:54.823,114823
851,815,26,18,1:28.593,88593
238,14,65,13,1:27.269,87269
20,9,46,4,1:34.199,94199
917,16,52,17,1:15.436,75436
146,2,12,17,1:14.064,74064
228,73,21,19,1:38.386,98386
905,18,40,8,1:21.276,81276
126,8,2,7,1:19.190,79190
345,155,53,7,1:54.898,114898
49,13,24,2,1:48.667,108667
5,17,29,7,1:23.989,83989
972,839,30,9,1:40.220,100220
848,13,41,5,1:43.884,103884
123,30,34,6,1:34.374,94374
213,79,5,16,1:24.294,84294
869,808,42,18,1:21.500,81500
75,22,15,13,1:18.616,78616
214,25,58,8,1:19.517,79517
972,13,38,7,1:39.881,99881
906,825,46,12,1:21.384,81384
964,154,7,9,1:40.392,100392
347,810,31,18,1:25.445,85445
195,68,15,15,1:28.693,88693
950,835,47,22,1:43.325,103325
17,8,13,12,1:42.237,102237
196,55,58,5,1:28.193,88193
73,30,11,2,1:33.288,93288
74,35,28,8,1:26.180,86180
73,13,49,8,1:34.440,94440
145,35,29,5,1:23.682,83682
338,37,42,9,1:31.456,91456
340,22,2,14,2:47.967,167967
52,22,19,17,1:15.862,75862
203,64,16,8,2:14.268,134268
