driverid,driverref,number,code,forename,surname,dob,nationality,url
661,Питер-уокер,,,Питер,Уолкер,1912-10-07,Британские,http://en.wikipedia.org/wiki/Peter_Walker_(водитель)
689,Alan_коричневый,,,Алан,Коричневый,1919-11-20,Британские,http://en.wikipedia.org/wiki/Alan_Brown_(gacing_driver)
695,Гальвез,,,Оскар,Гальвес,1913-08-17,Аргентина,http://en.wikipedia.org/wiki/%C3-93scar_Alfredo_G%C3%A1lvez
698,cruz,,,Адольфо,Круз,1923-06-28,Аргентина,http://en.wikipedia.org/wiki/Adolfo_Schewelm_Cruz
722,Карини,,,Пьеро,Карини,1921-03-06,Итальянский,http://en.wikipedia.org/wiki/Piero_Carini
728,Джеймс,,,Джо,Джеймс,1925-05-23,Американцы,http://en.wikipedia.org/wiki/Joe_James_(gacing_driver)
730,Сладкое.,,,Джордж,Фондер,1917-06-22,Американцы,http://en.wikipedia.org/wiki/George_Fonder
740,comotti,,,Франко,Комотти,1906-07-24,Итальянский,http://en.wikipedia.org/wiki/Franco_Comotti
758,lof,,,Влажь,Ван дер Лоф,1919-08-23,Датч,http://en.wikipedia.org/wiki/Dries_van_der_Lof
768,роза,,,Маури,Роза,1906-05-26,Американцы,http://en.wikipedia.org/wiki/Mauri_Rose
819,рисунок,,ПИК,Чарльз,Пик,1990-02-15,Французский,http://en.wikipedia.org/wiki/Charles_Pic
825,Kevin_magnussen,20.0,МАГ,Кевин,Магнуссен,1992-10-05,Датский,http://en.wikipedia.org/wiki/Kevin_Magnussen
