raceid,year,round,circuitid,name,date,time,url
679,1967,1,30,Гран-при Южной Африки,1967-01-02,,http://en.wikipedia.org/wiki/1967_South_African_Grand_Prix
702,1965,4,51,Гран-при Франции,1965-06-27,,http://en.wikipedia.org/wiki/1965_French_Grand_Prix
715,1964,7,57,Австрийский Гран-при,1964-08-23,,http://en.wikipedia.org/wiki/1964_amivian_Grand_Prix
718,1964,10,32,Гран-при Мексики,1964-10-25,,http://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix
723,1963,5,9,Гран-при Великобритании,1963-07-20,,http://en.wikipedia.org/wiki/1963_British_Grand_Prix
733,1962,5,58,Гран-при Великобритании,1962-07-21,,http://en.wikipedia.org/wiki/1962_British_Grand_Prix
737,1962,9,56,Гран-при Южной Африки,1962-12-29,,http://en.wikipedia.org/wiki/1962_South_African_Grand_Prix
754,1960,9,14,Гран-при Италии,1960-09-04,,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
774,1958,10,14,Гран-при Италии,1958-09-07,,http://en.wikipedia.org/wiki/1958_Italian_Grand_Prix
804,1954,6,20,Гран-при Германии,1954-08-01,,http://en.wikipedia.org/wiki/1954_nerman_Grand_Prix
813,1953,6,9,Гран-при Великобритании,1953-07-18,,http://en.wikipedia.org/wiki/1953_British_Grand_Prix
814,1953,7,20,Гран-при Германии,1953-08-02,,http://en.wikipedia.org/wiki/1953_nerman_Grand_Prix
882,2013,3,17,Гран-при Китая,2013-04-14,07:00:00,http://en.wikipedia.org/wiki/2013_chinan_Grand_Prix
887,2013,8,9,Гран-при Великобритании,2013-06-30,12:00:00,http://en.wikipedia.org/wiki/2013_British_Grand_Prix
890,2013,10,11,Гран-при Венгрии,2013-07-28,12:00:00,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix
903,2014,4,17,Гран-при Китая,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_china_Grand_Prix
954,2016,7,7,Гран-при Канады,2016-06-12,18:00:00,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
970,2017,2,17,Гран-при Китая,2017-04-09,06:00:00,https://en.wikipedia.org/wiki/2017_china_Grand_Prix
