inventory_id,film_id,store_id,last_update
1194,266,1,"15 февраля 2006 года, среда, 4:09 утра"
1205,267,2,"15 февраля 2006 года, среда, 4:09 утра"
1208,269,1,"15 февраля 2006 года, среда, 4:09 утра"
1297,286,2,"15 февраля 2006 года, среда, 4:09 утра"
1301,287,1,"15 февраля 2006 года, среда, 4:09 утра"
1323,292,2,"15 февраля 2006 года, среда, 4:09 утра"
1332,294,2,"15 февраля 2006 года, среда, 4:09 утра"
1349,298,1,"15 февраля 2006 года, среда, 4:09 утра"
1387,304,1,"15 февраля 2006 года, среда, 4:09 утра"
1435,314,1,"15 февраля 2006 года, среда, 4:09 утра"
1438,314,2,"15 февраля 2006 года, среда, 4:09 утра"
1453,319,1,"15 февраля 2006 года, среда, 4:09 утра"
1464,320,2,"15 февраля 2006 года, среда, 4:09 утра"
1499,328,2,"15 февраля 2006 года, среда, 4:09 утра"
1515,331,1,"15 февраля 2006 года, среда, 4:09 утра"
1525,333,2,"15 февраля 2006 года, среда, 4:09 утра"
1559,342,1,"15 февраля 2006 года, среда, 4:09 утра"
1594,349,2,"15 февраля 2006 года, среда, 4:09 утра"
1603,350,2,"15 февраля 2006 года, среда, 4:09 утра"
1648,360,1,"15 февраля 2006 года, среда, 4:09 утра"
1667,364,1,"15 февраля 2006 года, среда, 4:09 утра"
1728,376,2,"15 февраля 2006 года, среда, 4:09 утра"
1730,377,1,"15 февраля 2006 года, среда, 4:09 утра"
1830,397,2,"15 февраля 2006 года, среда, 4:09 утра"
1855,403,2,"15 февраля 2006 года, среда, 4:09 утра"
1891,412,1,"15 февраля 2006 года, среда, 4:09 утра"
1912,416,1,"15 февраля 2006 года, среда, 4:09 утра"
1914,416,2,"15 февраля 2006 года, среда, 4:09 утра"
1917,417,1,"15 февраля 2006 года, среда, 4:09 утра"
1923,418,1,"15 февраля 2006 года, среда, 4:09 утра"
1930,418,2,"15 февраля 2006 года, среда, 4:09 утра"
1932,420,1,"15 февраля 2006 года, среда, 4:09 утра"
1938,421,2,"15 февраля 2006 года, среда, 4:09 утра"
1958,427,1,"15 февраля 2006 года, среда, 4:09 утра"
1981,432,1,"15 февраля 2006 года, среда, 4:09 утра"
2035,443,2,"15 февраля 2006 года, среда, 4:09 утра"
2042,444,1,"15 февраля 2006 года, среда, 4:09 утра"
2094,454,1,"15 февраля 2006 года, среда, 4:09 утра"
2121,460,1,"15 февраля 2006 года, среда, 4:09 утра"
2138,462,2,"15 февраля 2006 года, среда, 4:09 утра"
2171,468,2,"15 февраля 2006 года, среда, 4:09 утра"
2296,500,1,"15 февраля 2006 года, среда, 4:09 утра"
2366,515,2,"15 февраля 2006 года, среда, 4:09 утра"
2376,518,2,"15 февраля 2006 года, среда, 4:09 утра"
2386,521,1,"15 февраля 2006 года, среда, 4:09 утра"
2422,528,1,"15 февраля 2006 года, среда, 4:09 утра"
2424,529,1,"15 февраля 2006 года, среда, 4:09 утра"
2434,531,2,"15 февраля 2006 года, среда, 4:09 утра"
2462,538,2,"15 февраля 2006 года, среда, 4:09 утра"
2488,545,2,"15 февраля 2006 года, среда, 4:09 утра"
2532,556,1,"15 февраля 2006 года, среда, 4:09 утра"
2571,563,1,"15 февраля 2006 года, среда, 4:09 утра"
2619,574,2,"15 февраля 2006 года, среда, 4:09 утра"
2669,586,1,"15 февраля 2006 года, среда, 4:09 утра"
2779,610,1,"15 февраля 2006 года, среда, 4:09 утра"
2834,621,2,"15 февраля 2006 года, среда, 4:09 утра"
2841,623,2,"15 февраля 2006 года, среда, 4:09 утра"
2850,625,1,"15 февраля 2006 года, среда, 4:09 утра"
2868,628,2,"15 февраля 2006 года, среда, 4:09 утра"
2869,629,2,"15 февраля 2006 года, среда, 4:09 утра"
2876,631,1,"15 февраля 2006 года, среда, 4:09 утра"
2909,639,2,"15 февраля 2006 года, среда, 4:09 утра"
2948,647,1,"15 февраля 2006 года, среда, 4:09 утра"
2957,648,2,"15 февраля 2006 года, среда, 4:09 утра"
2998,657,2,"15 февраля 2006 года, среда, 4:09 утра"
3043,667,2,"15 февраля 2006 года, среда, 4:09 утра"
3127,687,2,"15 февраля 2006 года, среда, 4:09 утра"
3153,692,2,"15 февраля 2006 года, среда, 4:09 утра"
3204,704,2,"15 февраля 2006 года, среда, 4:09 утра"
3228,709,1,"15 февраля 2006 года, среда, 4:09 утра"
3257,716,2,"15 февраля 2006 года, среда, 4:09 утра"
3349,735,2,"15 февраля 2006 года, среда, 4:09 утра"
3405,746,2,"15 февраля 2006 года, среда, 4:09 утра"
3408,747,2,"15 февраля 2006 года, среда, 4:09 утра"
3451,757,1,"15 февраля 2006 года, среда, 4:09 утра"
3462,759,2,"15 февраля 2006 года, среда, 4:09 утра"
3477,762,2,"15 февраля 2006 года, среда, 4:09 утра"
3483,763,2,"15 февраля 2006 года, среда, 4:09 утра"
3486,764,1,"15 февраля 2006 года, среда, 4:09 утра"
3488,764,2,"15 февраля 2006 года, среда, 4:09 утра"
3518,771,1,"15 февраля 2006 года, среда, 4:09 утра"
3531,773,1,"15 февраля 2006 года, среда, 4:09 утра"
3544,775,1,"15 февраля 2006 года, среда, 4:09 утра"
3580,783,1,"15 февраля 2006 года, среда, 4:09 утра"
3601,787,1,"15 февраля 2006 года, среда, 4:09 утра"
3614,789,2,"15 февраля 2006 года, среда, 4:09 утра"
3618,790,1,"15 февраля 2006 года, среда, 4:09 утра"
3635,793,1,"15 февраля 2006 года, среда, 4:09 утра"
3699,809,2,"15 февраля 2006 года, среда, 4:09 утра"
3727,815,1,"15 февраля 2006 года, среда, 4:09 утра"
3731,816,1,"15 февраля 2006 года, среда, 4:09 утра"
3736,816,2,"15 февраля 2006 года, среда, 4:09 утра"
3748,820,1,"15 февраля 2006 года, среда, 4:09 утра"
3779,827,2,"15 февраля 2006 года, среда, 4:09 утра"
3782,828,2,"15 февраля 2006 года, среда, 4:09 утра"
3798,832,1,"15 февраля 2006 года, среда, 4:09 утра"
3809,834,2,"15 февраля 2006 года, среда, 4:09 утра"
3832,839,2,"15 февраля 2006 года, среда, 4:09 утра"
3854,843,2,"15 февраля 2006 года, среда, 4:09 утра"
3888,849,2,"15 февраля 2006 года, среда, 4:09 утра"
3933,857,2,"15 февраля 2006 года, среда, 4:09 утра"
3943,859,2,"15 февраля 2006 года, среда, 4:09 утра"
3951,862,1,"15 февраля 2006 года, среда, 4:09 утра"
3997,870,2,"15 февраля 2006 года, среда, 4:09 утра"
4007,873,1,"15 февраля 2006 года, среда, 4:09 утра"
4039,879,2,"15 февраля 2006 года, среда, 4:09 утра"
4072,887,2,"15 февраля 2006 года, среда, 4:09 утра"
4075,888,1,"15 февраля 2006 года, среда, 4:09 утра"
4080,890,1,"15 февраля 2006 года, среда, 4:09 утра"
4113,894,2,"15 февраля 2006 года, среда, 4:09 утра"
4152,902,1,"15 февраля 2006 года, среда, 4:09 утра"
4161,904,1,"15 февраля 2006 года, среда, 4:09 утра"
4188,911,2,"15 февраля 2006 года, среда, 4:09 утра"
4201,914,1,"15 февраля 2006 года, среда, 4:09 утра"
4291,935,2,"15 февраля 2006 года, среда, 4:09 утра"
4307,938,1,"15 февраля 2006 года, среда, 4:09 утра"
4313,939,2,"15 февраля 2006 года, среда, 4:09 утра"
4322,941,2,"15 февраля 2006 года, среда, 4:09 утра"
4336,945,1,"15 февраля 2006 года, среда, 4:09 утра"
4363,951,2,"15 февраля 2006 года, среда, 4:09 утра"
4366,952,1,"15 февраля 2006 года, среда, 4:09 утра"
4560,995,1,"15 февраля 2006 года, среда, 4:09 утра"
