managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
bellbu01m,2000,COL,NL,1,162,82,80,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
owenspa99m,1972,PHI,NL,2,80,33,47,6,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
pinielo01m,1991,CIN,NL,1,162,74,88,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
schuljo05m,1973,DET,AL,2,28,14,14,3,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
smithma01m,1955,PHI,NL,1,154,77,77,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
cammebi99m,1876,NY3,NL,1,57,21,35,6,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
oneilst01m,1950,BOS,AL,2,95,63,32,3,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
stanked01m,1967,CHA,AL,1,162,89,73,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
manuech01m,2006,PHI,NL,1,162,85,77,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
dykesji01m,1952,PHA,AL,1,155,79,75,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
maddojo99m,2007,TBA,AL,1,162,66,96,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
grimmch01m,1935,CHN,NL,1,154,100,54,1,Да
tayloza02m,1948,SLA,AL,1,155,59,94,6,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
leylaji99m,2008,DET,AL,1,162,74,88,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
felskjo01m,1986,PHI,NL,1,161,86,75,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
mackco01m,1925,PHA,AL,1,153,88,64,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
larkihe01m,1890,CLP,PL,1,79,34,45,7,Да
machake01m,2004,OAK,AL,1,162,91,71,2,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
andersp01m,1994,DET,AL,1,115,53,62,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
collish01m,1931,BOS,AL,1,153,62,90,6,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
waltebu01m,1948,CIN,NL,2,53,20,33,7,Да
phillbi02m,1914,IND,FL,1,157,88,65,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
dierkla01m,2000,HOU,NL,1,162,72,90,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
sheehto02m,1960,SFN,NL,2,98,46,50,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
dressch01m,1964,DET,AL,1,163,85,77,4,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
bambege01m,1980,ML4,AL,2,92,47,45,3,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
hackst01m,1956,CHN,NL,1,157,60,94,8,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
mackco01m,1949,PHA,AL,1,154,81,73,5,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
williji03m,1989,TOR,AL,1,36,12,24,1,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
lavagco01m,1958,WS1,AL,1,156,61,93,8,"Нет, я не могу предоставить вам перевод, потому что у вас нет запроса на перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью его выполню."
