yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
2004,ALDS1,cabreor01,BOS,AL,3,13,1,2,1,0,0,3,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1997,ВВС,thomeji01,CLE,AL,7,28,8,8,0,1,2,4,0,0.0,5,7,0.0,0.0,0.0,0.0,2.0
2003,АЛКС,mccarda01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2010,НЛЦС,garcija01,SFN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,АЛДС-2,perryhe01,CHA,AL,3,9,0,4,1,0,0,1,0,0.0,2,2,0.0,0.0,0.0,1.0,0.0
2001,НЛДС-2,bautida01,ARI,NL,3,6,1,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1956,ВВС,drysddo01,BRO,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,НЛДС1,brownke01,FLO,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1979,НЛЦС,seaveto01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1970,ВВС,lopezma01,BAL,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,АЛКС,sierrru01,OAK,AL,6,24,4,8,2,1,1,7,1,2.0,2,1,0.0,0.0,0.0,2.0,1.0
1983,ВВС,bystrma01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1889,ВВС,bushodo01,BR3,AA,3,8,0,0,0,0,0,0,0,,1,0,0.0,,,,
1995,НЛЦС,schoupe01,CIN,NL,2,5,0,0,0,0,0,0,0,0.0,0,4,0.0,0.0,0.0,0.0,0.0
1987,НЛЦС,hammaat01,SFN,NL,2,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1980,ВВС,bowala01,PHI,NL,6,24,3,9,1,0,0,2,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1931,ВВС,roettwa01,SLN,NL,3,14,1,4,1,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2000,ВВС,mcewijo01,NYN,NL,3,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,НДВИ,lopesda01,LAN,NL,5,20,1,4,1,0,0,0,1,0.0,3,7,1.0,0.0,0.0,0.0,0.0
1955,ВВС,larsedo01,NYA,AL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1982,ВВС,oberkke01,SLN,NL,7,24,4,7,1,0,0,1,2,0.0,2,1,0.0,0.0,0.0,0.0,0.0
2012,АЛКС,valvejo01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1998,НЛДС1,moranmi01,CHN,NL,3,9,1,2,0,0,0,1,0,1.0,2,2,1.0,0.0,0.0,1.0,0.0
2002,ВВС,bellda01,SFN,NL,7,23,4,7,0,0,1,4,0,1.0,5,4,0.0,1.0,0.0,0.0,1.0
2004,ALDS1,molinbe01,ANA,AL,3,6,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2006,ВВС,guillca01,DET,AL,5,17,2,6,1,1,0,2,1,0.0,3,4,0.0,0.0,0.0,0.0,0.0
1995,АЛДС-2,fermife01,SEA,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,НЕДИВ,mcbriba01,PHI,NL,4,15,1,3,1,0,0,0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
1978,ВВС,thomaga01,NYA,AL,3,4,0,1,0,0,0,0,0,1.0,0,1,0.0,0.0,0.0,0.0,0.0
1963,ВВС,perraro01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2004,ALDS1,riggsad01,ANA,AL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1972,НЛЦС,fostege01,CIN,NL,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,АДИВ,romered01,ML4,AL,1,2,1,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1986,ВВС,heepda01,NYN,NL,5,11,0,1,0,0,0,2,0,0.0,1,1,0.0,0.0,0.0,0.0,2.0
1970,АЛКС,quilifr01,MIN,AL,3,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1999,ВВС,sojolu01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2012,НЛДС-2,lopezja02,SFN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1995,ВВС,loftoke01,CLE,AL,6,25,6,5,1,0,0,0,6,1.0,3,1,2.0,0.0,0.0,0.0,0.0
