lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
784,beanbi01,,,1964,5,11,США,Калифорния,Санта-Ана,,,,,,,Билл,Бобы,,Уильям Даро,,185,72,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,4/25/1987,7/8/1995,Лойола Мэримонт,beanbi01,beanbi01,beanb002,beanbi01,beanbi01
793,bearega01,,,1952,8,22,США,Калифорния,Сан-Диего,,,,,,,Гэри,Медведь,,Гэри Рэй,,205,76,r,r,9/7/1976,10/1/1977,Каль-Стейт-Лонг-Бич,bearega01,bearega01,bearg101,bearega01,bearega01
852,begleji01,,,1902,9,19,США,Калифорния,Сан-Франциско,1957.0,2.0,22.0,США,Калифорния,Сан-Франциско,Джим,Беглей,,Джеймс Лоуренс,Империум,145,66,r,r,5/28/1924,5/28/1924,,begleji01,begleji01,beglj101,begleji01,begleji01
862,belarwa01,,,1930,9,5,США,Калифорния,Остров Святой Елены,1993.0,10.0,21.0,США,Калифорния,Сан-Круз,Уэйн,Беларди,,Карролл Уэйн,,185,73,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,4/18/1950,9/30/1956,,belarwa01,belarwa01,belaw101,belarwa01,belarwa01
932,benneer01,,,1968,9,13,США,Калифорния,Єрек,,,,,,,Эрик,Беннетт,,Эрик Ханс,,205,74,r,r,5/15/1995,6/8/1996,Калифорнийский государственный университет в Сакраменто,benneer01,benneer01,benne001,benneer01,benneer01
955,berarjo01,,,1917,5,1,США,Калифорния,Лос-Анджелес,1996.0,5.0,19.0,США,Калифорния,Лос-Анджелес,Джонни,Берардино,,Иван,Берн,175,71,r,r,4/22/1939,9/19/1952,,berarjo01,berarjo01,beraj101,berarjo01,berarjo01
956,berbelo01,,,1929,11,20,США,Калифорния,Долгий пляж,2004.0,4.0,6.0,США,НВ,Лас-Вегас,Лу,Бербе́рская шапка,,Луи Жозеф,,200,71,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,r,9/17/1954,9/25/1960,,berbelo01,berbelo01,berbl101,berbelo01,berbelo01
985,bernavi01,,,1953,10,6,США,Калифорния,Лос-Анджелес,2006.0,9.0,2.0,США,Калифорния,Аркэдия,Виктор,Бераль,,Виктор Гюго,,175,73,r,r,4/6/1977,5/17/1977,Калифорниский политехнический институт Понтиака,bernavi01,bernavi01,bernv101,bernavi01,bernavi01
1010,berryse01,,,1966,3,22,США,Калифорния,Санта-Моника,,,,,,,Шейн,Ягоды,,Шон Роберт,,200,71,r,r,9/17/1990,7/24/2000,УЦЛ,berryse01,berryse01,berrs001,berryse01,berryse01
1021,besanfr01,,,1931,4,5,США,Калифорния,Линкольн,,,,,,,Фред,Бесана,,Фредерик Кирул,,200,75,r,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,4/18/1956,5/13/1956,,besanfr01,besanfr01,besaf101,besanfr01,besanfr01
1032,bettela01,,,1905,9,22,США,Калифорния,Ньюарк,1978.0,9.0,15.0,США,Лос-Анджелес,Новый Орлеан,Лэрри,Бетэнкор,,Лоуренс Джозеф,,195,71,r,r,6/2/1928,9/17/1932,,bettela01,bettela01,bettl101,bettela01,bettela01
1055,biddlro01,,,1976,5,21,США,НВ,Лас-Вегас,,,,,,,Рッキー,Бидл,,Ли Фрэнсис,,230,75,r,r,8/10/2000,9/6/2004,,biddlro01,biddlro01,biddr001,biddlro01,biddlro01
1081,billibr01,,,1975,4,19,США,Калифорния,Доуни,,,,,,,Брент,Биллингсли,,,,200,74,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,5/20/1999,10/3/1999,Уичита-Стейт,billibr01,billibr01,billb001,billibr01,billibr01
1116,blackbu02,blackbu02m,,1957,6,30,США,Калифорния,Сан-Матей,,,,,,,Буд,Чёрный,,Гарри Ральстон,,180,74,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,Добро пожаловать в ресторан «Секретное место»! Как я могу вам помочь?,9/5/1981,7/9/1995,Сан-Диего Стейт,blackbu02,blackbu02,blacb001,blackbu02,blackbu02
1129,blackew01,,blackew01h,1922,10,23,США,Калифорния,Фресно,1996.0,10.0,29.0,США,Н/Д,Хендерсонвилл,Эвелл,Блеквелл,,Эвелл,«Уж»,195,78,r,r,4/21/1942,4/18/1955,,blackew01,blackew01,blace102,blackew01,blackew01
