season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2011,14,1293,50,1190,39,H,0,17,45,6,20,10,20,12,18,10,16,12,4,19,15,45,1,10,8,17,18,21,2,25,7,5,20
2008,75,1259,62,1389,57,A,0,18,49,7,18,19,23,11,27,11,12,5,4,15,21,56,8,18,7,14,12,22,7,10,4,7,20
2007,91,1365,77,1337,55,H,0,29,52,12,23,7,9,8,28,16,14,3,3,11,18,57,10,37,9,12,12,15,12,11,9,1,13
2010,90,1123,67,1325,66,A,1,26,69,6,20,9,11,15,29,15,11,7,1,15,25,55,6,21,10,16,5,29,13,13,2,1,16
2007,44,1336,66,1254,45,H,0,23,55,8,22,12,16,14,25,13,11,4,0,12,18,46,5,21,4,9,5,17,8,11,6,1,19
2009,33,1189,56,1154,54,H,0,21,41,4,11,10,14,4,20,13,13,8,1,11,22,52,5,21,5,8,11,19,10,12,5,0,15
2012,90,1326,64,1276,49,H,0,23,54,3,15,15,18,14,24,10,11,6,2,13,19,53,8,25,3,4,10,19,10,13,5,1,16
2009,124,1247,68,1387,62,A,0,23,53,5,10,17,23,11,26,8,13,4,2,19,23,54,6,18,10,17,10,22,13,12,6,1,18
2009,120,1449,87,1370,60,H,0,37,66,4,13,9,12,13,27,22,18,16,4,14,25,66,2,12,8,15,18,16,8,21,11,2,13
2006,60,1286,75,1363,71,H,0,21,56,10,25,23,32,13,23,15,13,4,2,15,29,61,4,16,9,16,11,30,14,14,8,2,26
2007,33,1204,59,1445,49,A,0,24,52,4,11,7,14,11,21,10,16,4,4,19,15,46,5,13,14,20,6,17,9,15,7,4,21
2004,26,1203,73,1456,57,H,0,26,59,5,17,16,21,16,30,15,23,8,2,19,18,53,6,24,15,18,8,20,12,19,12,2,19
2008,47,1455,61,1412,52,H,0,22,53,6,13,11,19,13,25,15,15,7,0,22,17,47,6,21,12,22,11,22,7,17,2,3,20
2007,103,1411,90,1238,83,A,1,34,60,4,17,18,29,10,25,12,19,7,1,21,29,64,4,17,21,31,15,20,18,12,15,1,21
2013,16,1264,67,1220,56,H,0,25,55,7,28,10,18,13,27,17,16,6,6,24,19,49,3,12,15,29,13,21,10,16,5,2,22
2003,19,1209,76,1299,44,H,0,27,55,12,26,10,16,10,26,18,13,8,6,12,19,59,6,19,0,0,11,21,7,18,6,3,18
2014,103,1116,81,1261,70,H,0,27,59,10,17,17,25,7,29,17,11,9,5,15,28,71,6,24,8,14,16,30,13,17,3,4,21
2012,52,1439,71,1185,50,H,0,24,53,7,22,16,22,17,26,17,15,7,2,11,16,57,6,25,12,13,15,16,7,13,7,4,19
2010,107,1358,66,1249,54,A,0,24,52,9,21,9,14,13,29,20,22,10,3,17,17,51,4,14,16,20,8,18,16,14,9,4,15
2005,131,1181,76,1301,69,N,0,28,56,11,23,9,19,15,20,16,9,4,5,18,24,55,8,25,13,18,14,20,11,12,0,2,19
2005,28,1174,63,1259,60,A,0,21,54,1,13,20,35,15,25,10,16,5,4,24,20,57,2,8,18,33,14,26,6,14,7,3,24
2005,47,1222,68,1368,61,H,0,25,44,7,16,11,17,2,16,17,17,14,6,21,20,47,2,6,19,27,16,20,11,24,11,3,19
2003,75,1154,83,1441,69,H,0,16,42,9,20,42,54,11,29,12,16,9,4,24,22,60,7,26,18,30,15,22,13,11,5,6,35
2010,75,1139,91,1464,61,H,0,30,53,12,22,19,29,9,22,23,13,9,1,17,23,50,4,16,11,17,5,17,10,18,3,3,21
2008,117,1328,64,1401,37,H,0,24,50,2,8,14,20,13,29,8,17,10,4,16,13,51,2,16,9,12,11,17,1,18,9,3,21
2007,54,1338,84,1173,54,H,0,35,62,5,14,9,17,17,28,24,15,5,3,19,17,51,5,15,15,21,7,15,7,12,4,5,17
2013,128,1323,69,1353,61,N,0,22,53,10,17,15,19,13,26,12,9,4,2,17,26,62,4,15,5,11,13,21,13,6,5,3,18
2004,68,1393,96,1130,73,H,0,36,62,6,11,18,25,13,22,23,9,10,9,20,25,58,3,12,20,25,14,18,19,14,5,3,20
2013,94,1136,84,1383,77,H,0,31,59,7,20,15,17,9,23,19,9,4,3,12,28,62,13,31,8,14,16,21,22,14,6,1,16
2005,117,1428,69,1140,60,H,0,24,41,3,8,18,27,6,20,18,12,8,2,14,23,46,7,12,7,10,5,19,13,13,8,5,28
2012,80,1420,64,1127,58,H,0,25,52,6,15,8,11,8,22,14,17,9,5,13,25,52,1,5,7,13,7,21,13,14,6,3,16
2010,16,1316,57,1366,46,H,0,14,31,5,10,24,31,10,25,8,20,3,6,21,17,50,2,8,10,15,11,13,8,13,8,0,26
2010,50,1117,71,1290,64,N,0,27,49,5,15,12,15,7,32,15,16,4,2,19,21,61,8,22,14,21,12,16,10,9,7,1,17
2006,26,1450,63,1225,37,H,0,20,46,4,17,19,30,11,27,12,14,7,3,21,12,41,3,13,10,19,8,19,4,17,4,2,24
2009,107,1249,60,1358,57,A,0,24,61,2,10,10,17,10,24,19,7,3,1,17,19,51,7,21,12,18,11,32,16,15,3,3,17
2012,82,1384,69,1192,63,A,0,23,48,6,11,17,23,4,28,15,12,6,3,13,22,56,9,22,10,14,8,23,11,12,4,1,19
2013,64,1166,91,1179,61,H,0,34,53,16,27,7,12,6,34,28,14,3,2,15,21,59,9,28,10,14,6,16,15,7,7,0,13
2014,103,1176,73,1236,62,A,0,24,44,11,21,14,23,2,14,15,7,8,0,16,22,44,6,20,12,16,10,21,7,17,5,0,22
2009,72,1279,74,1116,65,H,0,24,56,7,17,19,23,13,23,20,15,7,2,19,23,53,3,15,16,24,12,22,8,14,10,5,21
2013,11,1104,77,1437,55,N,0,25,44,9,15,18,31,8,29,13,15,10,2,25,15,47,5,16,20,26,6,21,6,14,5,1,25
2011,82,1423,66,1406,60,H,0,23,56,2,14,18,22,15,22,9,10,4,4,13,23,50,4,13,10,16,9,22,8,11,6,4,19
2009,57,1195,70,1119,61,H,0,22,45,9,17,17,19,10,24,15,22,7,1,19,25,55,2,17,9,13,7,14,17,12,8,1,17
2010,82,1198,96,1114,81,H,0,31,63,9,19,25,35,14,24,24,9,8,3,21,25,53,10,23,21,25,8,24,14,13,4,1,24
2005,89,1338,76,1393,69,H,0,23,55,9,24,21,27,18,21,18,15,6,4,18,22,51,6,22,19,27,12,16,15,15,5,5,23
2011,58,1343,65,1318,63,N,0,25,51,6,15,9,19,8,26,12,15,5,5,15,25,59,4,14,9,12,10,23,11,12,10,5,20
2009,96,1182,72,1462,68,H,0,24,45,10,21,14,22,7,21,16,14,3,3,21,23,53,8,19,14,26,16,19,11,14,2,1,22
2006,91,1294,86,1410,49,H,0,35,63,6,14,10,18,15,34,17,12,5,1,23,16,49,1,11,16,28,8,16,7,12,6,1,19
2009,106,1293,79,1369,60,A,0,31,57,10,26,7,13,13,21,20,12,4,2,15,21,47,8,13,10,14,6,15,11,11,7,1,12
2011,117,1307,80,1395,70,A,0,29,53,6,19,16,22,12,26,16,13,3,1,15,27,59,4,17,12,20,13,16,17,10,7,1,20
2010,26,1363,59,1334,55,H,0,24,58,7,13,4,8,15,18,13,9,3,2,11,24,51,3,7,4,6,10,17,11,11,5,1,12
2007,30,1137,60,1384,56,A,0,20,49,4,11,16,27,13,18,10,16,10,5,17,16,43,4,11,20,23,11,21,10,21,8,1,21
2007,110,1224,56,1126,54,A,0,18,39,7,15,13,21,10,23,11,16,6,3,22,19,45,3,12,13,24,11,17,13,12,10,1,21
2011,60,1135,84,1136,71,H,0,29,66,14,35,12,16,9,34,26,10,8,3,18,25,61,5,14,16,24,7,31,12,10,7,4,18
2008,93,1194,77,1419,72,A,0,25,47,7,13,20,33,10,25,10,18,6,1,18,24,58,9,30,15,19,9,18,11,13,8,1,19
2013,105,1380,81,1105,67,H,0,26,54,7,17,22,32,9,28,14,4,6,6,16,24,57,7,19,12,17,8,25,15,10,3,3,19
2008,82,1386,68,1396,67,A,0,24,53,11,22,9,10,6,21,14,10,3,2,15,25,51,11,23,6,10,6,22,12,11,4,8,15
2005,126,1418,80,1198,69,N,0,29,67,10,21,12,17,18,19,12,12,7,0,18,25,46,6,15,13,24,5,23,13,15,7,5,19
2006,117,1340,93,1285,92,H,1,28,62,9,19,28,36,15,25,19,21,10,4,24,32,64,13,26,15,22,11,22,23,20,11,0,28
2006,83,1314,81,1199,80,A,0,30,54,13,21,8,13,11,19,19,23,6,1,20,28,56,7,19,17,22,10,16,13,14,8,4,15
2013,100,1251,82,1144,80,A,0,28,55,3,10,23,31,12,22,15,13,6,6,20,28,63,5,10,19,22,13,21,12,13,5,3,21
2008,128,1143,84,1449,81,N,0,26,65,7,18,25,35,19,24,13,12,3,3,18,29,64,8,23,15,23,12,24,9,9,5,4,24
2006,100,1401,61,1160,58,H,0,18,43,7,19,18,23,4,21,15,15,8,0,17,19,45,12,22,8,14,8,24,14,24,7,1,23
2003,32,1454,61,1198,48,A,0,22,52,8,22,9,14,9,22,13,22,11,3,20,14,43,4,11,16,21,9,25,6,31,13,2,19
2014,115,1252,92,1195,71,H,0,30,60,15,30,17,22,9,24,18,7,9,0,19,21,51,8,26,21,28,9,26,11,14,3,2,19
2012,19,1430,58,1282,54,H,0,23,50,5,21,7,19,9,24,11,9,4,6,14,22,52,5,22,5,8,7,27,8,13,4,1,24
2004,44,1310,107,1382,98,H,1,32,69,5,21,38,49,17,30,19,12,7,6,20,34,75,9,23,21,23,12,25,12,11,8,3,35
2005,26,1415,79,1258,72,H,0,25,59,10,20,19,26,20,29,16,17,5,4,13,25,66,8,18,14,15,12,20,15,9,12,11,19
2012,21,1382,64,1373,58,A,0,22,55,7,19,13,18,16,20,16,16,4,6,18,21,56,5,16,11,15,17,18,8,16,8,1,21
2009,112,1445,68,1313,64,A,0,22,43,4,9,20,32,8,28,8,19,3,3,26,21,62,4,12,18,26,14,17,11,12,8,1,30
2004,26,1206,92,1233,83,A,0,36,70,4,15,16,25,7,29,24,15,12,0,23,30,68,6,19,17,24,15,34,17,24,11,6,22
2006,36,1246,73,1209,46,A,0,27,52,7,16,12,14,13,32,15,16,4,7,17,19,53,3,17,5,13,9,14,9,11,4,3,15
2006,117,1203,78,1200,67,A,0,30,56,1,6,17,22,13,21,22,15,7,3,18,25,60,5,22,12,20,18,16,13,17,6,6,18
2014,30,1136,72,1463,64,A,0,26,50,6,15,14,19,7,25,12,14,10,3,21,22,56,3,21,17,24,13,19,11,14,9,5,19
2005,110,1394,73,1430,47,H,0,27,51,3,10,16,19,7,29,20,11,4,4,9,19,59,6,25,3,4,11,18,9,13,5,1,20
2004,21,1376,77,1283,64,N,0,28,55,10,20,11,19,13,22,20,9,5,4,23,22,59,7,23,13,25,22,18,12,12,6,2,21
2013,117,1447,67,1284,57,A,0,21,48,2,12,23,30,8,28,5,16,4,6,21,18,54,6,18,15,20,10,23,5,16,8,1,24
2009,33,1127,66,1353,56,A,0,20,52,4,13,22,30,7,22,11,12,9,1,25,16,46,4,19,20,29,14,28,10,23,5,8,25
2008,103,1307,64,1395,48,H,0,21,48,5,14,17,32,10,21,12,12,4,1,23,14,40,5,18,15,25,10,24,8,23,4,2,27
2006,91,1360,81,1365,66,A,0,30,49,9,17,12,21,6,24,20,17,7,1,20,24,54,5,19,13,20,9,18,16,14,7,4,18
2010,123,1360,61,1365,59,N,0,18,42,6,15,19,27,9,17,11,12,5,9,17,19,46,5,10,16,20,12,20,8,15,10,3,24
2011,68,1185,71,1405,48,A,0,24,61,9,28,14,19,16,29,14,7,5,3,17,18,50,3,15,9,17,7,24,11,10,2,1,15
2009,110,1241,90,1205,78,H,0,33,68,10,28,14,18,16,20,18,11,10,4,19,23,51,11,23,21,26,9,20,15,17,6,2,19
2010,25,1378,78,1194,58,H,0,28,57,10,21,12,17,12,26,19,9,3,8,12,20,59,7,17,11,15,15,20,13,10,1,7,11
2006,128,1168,73,1169,63,N,0,24,56,8,23,17,30,13,23,14,15,11,1,14,24,54,8,23,7,9,6,27,16,20,5,1,22
2011,103,1161,68,1307,62,H,0,22,48,9,21,15,23,7,23,14,11,8,0,18,24,60,6,25,8,9,13,23,14,15,2,3,20
2011,121,1452,65,1163,56,H,0,22,47,5,12,16,24,9,25,17,9,4,6,14,22,59,7,20,5,7,13,17,7,9,6,1,16
2012,82,1395,54,1129,52,H,0,20,52,7,21,7,12,7,21,11,11,4,4,16,17,47,5,16,13,20,11,29,8,16,5,1,14
2008,107,1131,73,1263,54,H,0,29,61,7,20,8,10,8,22,20,13,14,4,16,18,52,6,20,12,19,13,24,10,22,6,3,13
2010,23,1360,76,1328,64,N,0,25,57,8,23,18,22,15,27,9,13,8,5,16,19,58,7,25,19,21,12,19,10,13,7,4,21
2007,25,1143,72,1218,56,N,0,27,60,6,15,12,13,11,26,16,12,5,2,12,24,59,5,15,3,5,9,22,20,14,3,5,14
2010,75,1454,67,1460,61,H,1,20,42,4,12,23,33,4,27,11,14,9,1,15,20,58,11,36,10,13,13,21,14,14,4,1,26
2004,75,1364,78,1142,59,A,0,28,56,9,13,13,21,16,31,18,18,4,3,26,20,54,6,21,13,25,9,16,11,12,6,4,20
2012,64,1277,63,1458,60,A,1,24,60,2,5,13,20,12,29,10,9,4,5,22,18,54,5,22,19,27,10,23,5,8,3,4,19
2009,49,1253,76,1396,71,H,0,22,47,7,21,25,32,7,24,13,16,8,2,15,26,54,9,26,10,14,8,22,14,19,9,5,24
2009,23,1340,79,1296,58,N,0,29,67,12,28,9,14,15,26,19,11,10,4,18,21,56,4,15,12,20,12,26,11,20,7,5,15
2008,103,1125,82,1367,72,A,0,30,59,9,27,13,17,13,29,15,18,7,1,19,24,58,9,22,15,21,8,18,14,13,10,3,15
2013,63,1107,71,1127,59,A,0,28,59,1,12,14,17,10,31,15,10,6,1,18,20,59,10,25,9,16,13,23,6,13,2,6,16
2013,29,1458,86,1303,40,H,0,34,70,8,27,10,16,19,30,16,9,9,4,11,17,51,2,12,4,8,6,20,5,19,5,1,17
2012,55,1218,75,1155,68,H,0,26,53,7,15,16,19,10,27,17,12,6,2,13,26,64,8,16,8,12,13,16,13,7,4,6,19
2009,70,1257,87,1323,73,H,1,34,80,10,30,9,14,16,32,21,9,6,9,12,30,70,9,20,4,5,9,34,15,15,2,4,15
2009,89,1391,85,1252,81,H,1,28,60,7,23,22,30,12,22,11,13,7,5,15,31,66,10,22,9,13,14,23,11,19,7,2,24
2004,102,1441,64,1111,62,A,0,19,43,9,16,17,20,5,22,11,16,10,2,15,22,62,7,22,11,20,21,21,17,13,9,5,16
2006,97,1242,59,1328,58,H,0,25,59,2,12,7,10,13,21,13,14,10,8,11,23,66,6,14,6,7,22,22,11,16,8,4,14
2009,61,1281,83,1208,76,A,0,29,65,7,22,18,27,14,19,11,10,12,2,15,30,59,8,18,8,16,14,26,18,22,5,4,21
2013,44,1229,74,1173,73,A,0,27,51,6,19,14,20,9,24,20,21,5,2,19,29,61,5,18,10,15,10,19,11,16,5,0,20
2006,75,1103,86,1296,73,H,0,26,56,12,30,22,26,14,17,15,7,6,4,20,25,46,12,24,11,19,9,17,17,14,1,3,24
2009,89,1279,67,1280,63,A,0,24,58,9,25,10,15,13,29,8,17,3,1,22,17,54,9,31,20,26,10,23,12,12,10,4,16
2009,40,1256,77,1147,71,N,0,23,49,7,14,24,31,13,30,13,19,3,2,19,24,59,7,23,16,20,7,17,12,10,10,4,25
2008,112,1422,75,1158,67,H,0,25,46,8,16,17,27,6,21,14,13,9,5,10,28,56,4,15,7,9,8,23,11,13,4,3,18
2007,65,1130,72,1463,56,H,0,24,53,4,12,20,27,13,30,15,14,7,9,8,20,61,6,20,10,13,11,20,14,12,8,5,19
2004,92,1199,81,1210,65,H,0,26,58,10,25,19,20,11,25,17,14,7,3,14,27,57,6,23,5,10,9,22,12,19,7,1,19
2014,124,1433,86,1382,67,H,0,29,57,9,26,19,25,9,21,14,16,18,2,19,27,60,4,14,9,15,16,21,12,24,9,2,21
2004,37,1268,69,1196,68,A,1,27,69,7,17,8,18,15,36,12,20,6,10,28,21,67,6,16,20,30,16,34,14,18,8,7,23
2012,82,1273,69,1316,58,H,0,25,54,5,19,14,21,14,26,14,15,2,5,23,20,54,2,14,16,28,14,16,5,11,6,2,21
2011,23,1153,54,1366,41,H,0,18,53,4,12,14,19,16,21,12,14,8,3,12,16,42,5,14,4,6,5,23,9,18,5,1,17
2012,68,1318,68,1241,56,A,0,25,50,7,16,11,16,7,19,13,11,7,1,16,20,50,1,10,15,19,11,20,13,14,5,1,16
2005,124,1400,74,1329,73,A,0,24,45,7,19,19,27,11,26,12,16,5,1,17,26,60,7,24,14,20,12,17,16,8,7,1,24
2008,62,1210,77,1342,64,H,0,26,46,8,16,17,25,8,23,18,9,11,1,18,19,42,15,31,11,16,3,17,17,13,3,0,20
2012,37,1181,87,1161,64,H,0,31,55,7,21,18,29,9,25,21,9,8,9,15,24,59,4,11,12,17,13,21,11,15,3,1,20
2003,107,1201,74,1363,70,A,2,22,54,7,19,23,33,17,32,12,21,2,9,14,28,77,5,16,9,13,15,20,14,7,7,2,28
2012,73,1447,78,1136,61,H,0,29,66,6,21,14,22,18,28,17,9,6,7,26,20,53,5,19,16,27,10,22,11,11,3,3,21
2004,19,1354,71,1186,51,N,0,25,49,5,10,16,21,10,19,11,16,12,3,21,17,46,6,20,11,19,14,19,13,19,5,1,19
2010,89,1141,64,1132,52,A,0,21,52,6,19,16,23,10,28,14,14,6,5,17,21,55,1,11,9,14,9,26,11,14,5,4,21
2005,80,1282,81,1237,76,H,0,25,49,8,23,23,30,8,21,16,12,4,1,16,31,61,5,17,9,12,10,19,8,12,7,2,25
2010,37,1453,88,1458,84,H,1,28,58,9,18,23,30,9,23,9,10,11,6,26,24,53,7,19,29,40,14,26,14,18,7,3,22
2004,40,1163,88,1346,55,H,0,36,76,10,28,6,17,24,30,23,11,5,9,18,18,61,6,19,13,19,17,24,12,18,5,1,13
2008,68,1143,69,1333,59,A,0,23,49,6,15,17,25,8,34,17,16,4,4,12,25,76,4,22,5,10,20,21,6,9,7,4,17
2005,40,1182,76,1420,69,H,0,25,49,1,7,25,30,11,19,10,12,2,9,22,23,57,8,19,15,30,21,15,16,15,6,1,23
2003,18,1425,81,1415,67,H,0,30,71,4,14,17,21,18,24,17,16,6,4,27,22,55,2,15,21,30,12,24,10,23,3,1,21
2004,61,1434,79,1324,76,A,0,29,62,3,13,18,24,12,31,12,16,9,0,24,26,70,7,24,17,30,19,25,15,13,7,5,19
2010,40,1131,88,1265,72,A,0,32,57,15,25,9,20,9,29,15,19,10,3,23,25,51,8,21,14,26,4,24,11,18,10,1,20
2012,119,1315,86,1410,60,H,0,31,57,14,28,10,17,8,32,23,12,6,6,17,21,61,8,21,10,15,11,22,10,11,7,3,15
2006,89,1273,77,1244,70,A,0,26,56,2,12,23,31,17,34,14,20,7,4,18,25,71,8,32,12,17,15,16,14,9,10,2,21
2006,128,1386,67,1173,55,N,0,19,48,7,18,22,28,6,30,13,8,3,7,16,18,56,7,17,12,21,13,24,12,11,4,6,22
2009,83,1257,67,1393,57,A,0,26,69,8,31,7,11,21,23,18,10,10,4,18,18,51,4,16,17,24,13,24,11,14,6,7,12
2012,52,1276,77,1133,66,H,0,31,68,10,31,5,8,12,27,25,6,3,1,13,26,60,7,19,7,11,10,26,7,11,3,4,12
2011,33,1399,64,1240,62,A,0,25,44,3,6,11,17,5,21,15,18,10,2,19,20,43,7,14,15,21,6,17,17,17,3,2,14
2008,124,1106,103,1238,83,H,0,37,66,13,19,16,28,10,30,33,7,0,6,24,28,64,6,15,21,37,13,25,15,5,4,3,23
2004,129,1338,74,1439,61,N,0,24,45,3,8,23,38,9,23,17,11,7,4,16,26,58,2,13,7,12,13,21,13,17,7,0,31
2010,130,1452,53,1323,51,N,0,21,43,3,19,8,13,10,27,10,10,2,1,16,15,44,7,22,14,19,6,16,12,4,6,2,17
2012,26,1131,70,1348,64,A,0,28,56,4,14,10,14,10,24,17,15,4,4,14,24,61,6,21,10,12,14,20,11,15,7,4,17
2009,110,1176,73,1117,53,A,0,25,44,8,11,15,19,4,29,15,14,3,0,23,17,44,2,10,17,27,6,17,6,13,6,2,22
2005,76,1107,58,1263,49,A,0,17,52,3,10,21,25,9,23,2,13,12,2,18,17,48,3,19,12,15,10,29,8,22,6,10,21
2005,87,1436,71,1127,44,A,0,25,54,13,25,8,15,9,31,16,15,4,2,20,16,58,2,20,10,16,13,24,10,13,6,1,17
2011,9,1268,75,1158,74,H,0,34,66,2,7,5,18,15,21,17,18,11,3,18,25,56,8,20,16,19,11,25,12,22,8,8,19
2003,121,1338,86,1371,54,H,0,34,56,7,10,11,23,9,24,23,11,13,2,15,21,54,5,21,7,12,12,19,13,21,5,2,21
2008,103,1345,71,1321,56,A,0,26,45,9,23,10,13,8,26,18,16,4,5,17,20,50,7,22,9,16,7,12,17,6,5,0,16
2003,44,1141,74,1133,71,A,0,28,51,5,14,13,18,8,28,16,22,10,6,28,24,56,3,8,20,30,10,18,6,16,5,2,17
2006,19,1166,87,1115,55,H,0,29,62,11,19,18,31,20,33,18,15,6,3,13,21,62,8,24,5,6,8,21,11,15,11,6,25
2012,122,1276,72,1228,61,A,0,21,45,9,19,21,23,5,27,11,13,6,2,19,21,54,4,14,15,21,7,20,10,8,3,2,21
2010,47,1227,69,1296,49,H,0,24,56,6,20,15,19,15,23,8,7,8,2,22,17,54,3,16,12,25,21,21,5,16,1,2,21
2010,94,1149,62,1421,54,H,0,25,52,7,16,5,10,10,24,13,20,10,4,17,22,52,2,15,8,18,11,21,15,21,10,2,17
2009,91,1288,57,1175,54,A,0,18,43,3,8,18,23,8,24,6,11,5,5,13,20,54,5,13,9,11,10,18,10,12,4,4,18
2005,103,1441,54,1189,49,A,0,21,47,5,15,7,15,7,30,12,17,7,1,20,17,56,3,11,12,22,14,24,3,12,8,1,18
2006,116,1125,83,1244,64,H,0,29,46,8,18,17,22,5,24,20,14,8,5,12,26,58,7,25,5,8,9,15,14,12,7,1,17
2004,75,1418,85,1309,64,H,0,29,59,11,18,16,24,10,19,13,14,8,1,20,22,53,9,24,11,18,14,20,14,23,6,5,21
2012,66,1284,73,1291,59,H,0,29,54,3,15,12,20,9,23,18,13,12,2,18,22,56,5,23,10,18,16,22,16,17,8,0,17
2012,13,1114,72,1322,66,H,0,26,53,5,14,15,22,7,29,16,15,4,2,24,20,56,8,23,18,31,12,22,9,11,5,5,21
2005,57,1234,73,1102,63,H,0,27,40,2,6,17,26,7,25,13,19,5,2,12,23,53,14,36,3,4,6,12,18,14,7,1,22
2003,54,1193,91,1200,83,A,0,29,59,6,19,27,36,11,23,18,20,11,5,22,30,70,5,17,18,26,19,22,11,22,11,3,25
2003,130,1314,84,1268,72,N,0,25,47,11,23,23,36,11,29,21,23,7,6,17,28,66,6,19,10,15,12,18,20,17,16,3,24
2013,112,1242,108,1235,96,A,1,37,68,13,25,21,27,14,33,21,17,5,1,23,25,70,17,41,29,34,12,21,16,8,4,1,19
2010,128,1288,84,1299,57,N,0,34,63,5,16,11,16,16,27,20,13,6,2,22,19,51,6,22,13,24,11,15,7,15,5,2,14
2009,80,1292,60,1117,57,H,0,27,60,4,12,2,8,15,21,11,12,8,1,13,24,46,4,12,5,13,6,23,10,17,8,2,15
2004,63,1239,82,1252,65,A,0,31,55,5,14,15,20,13,29,13,13,5,8,17,22,55,7,21,14,24,9,13,12,9,6,3,18
2013,114,1431,63,1222,53,H,0,19,54,4,21,21,30,11,29,13,13,8,5,16,17,45,4,11,15,22,4,27,12,17,8,6,23
2004,96,1193,69,1310,59,A,0,26,50,6,13,11,14,8,19,12,13,9,2,15,20,46,6,20,13,16,7,17,11,13,5,6,18
2013,115,1346,78,1383,67,A,0,24,56,5,9,25,29,13,30,14,10,2,5,14,24,63,7,22,12,20,12,21,12,5,5,4,25
2005,100,1423,80,1456,72,H,0,27,48,4,9,22,31,6,16,15,11,12,1,22,26,54,4,17,16,18,14,23,14,18,3,1,27
2003,129,1218,62,1349,61,N,1,22,55,3,11,15,21,10,26,16,18,9,1,18,23,55,5,16,10,18,12,26,12,22,10,2,21
2009,124,1274,72,1301,64,H,0,20,56,7,21,25,34,15,20,7,5,8,3,18,19,49,7,20,19,21,11,25,13,15,3,1,26
2005,56,1221,82,1318,76,H,0,32,59,3,11,15,22,9,26,22,16,9,2,21,25,58,7,23,19,22,8,18,14,17,12,5,19
