season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2003,136,1143,76,1301,74,N,1,27,64,7,20,15,23,18,20,17,13,8,2,14,25,56,9,21,15,20,10,26,16,14,5,8,19
2005,138,1112,85,1412,63,N,0,30,57,7,22,18,23,11,28,16,16,7,7,14,21,64,6,30,15,18,15,17,15,14,9,2,22
2008,136,1462,73,1208,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
2004,144,1210,72,1305,67,N,0,27,63,6,18,12,22,13,36,10,16,9,5,22,22,69,5,20,18,24,16,29,5,11,4,3,22
2007,138,1401,72,1257,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28
2004,137,1338,53,1416,44,N,0,13,44,5,16,22,31,10,27,7,13,8,1,15,16,52,5,20,7,10,9,24,10,14,6,0,22
2004,139,1412,76,1246,75,N,0,30,67,8,18,8,13,18,15,19,12,9,1,19,27,61,7,20,14,18,20,21,13,16,4,4,16
2008,138,1277,65,1338,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16
2005,137,1163,77,1416,71,N,0,29,58,3,6,16,25,14,29,17,13,7,6,13,21,61,11,28,18,21,12,17,16,10,10,6,21
2003,136,1163,58,1140,53,N,0,17,52,4,14,20,27,12,29,8,14,3,8,16,20,64,2,17,11,13,15,26,11,11,8,4,22
2004,137,1130,58,1428,51,N,0,23,44,3,4,9,11,4,21,20,8,4,3,13,19,50,3,18,10,10,9,17,12,8,2,0,12
2010,138,1124,76,1330,68,N,0,28,54,8,20,12,17,11,19,15,13,8,6,19,23,53,6,13,16,22,14,17,16,14,9,3,18
2008,137,1274,78,1388,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
2014,138,1277,80,1217,73,N,0,28,57,7,21,17,22,10,24,17,11,9,1,20,22,53,6,17,23,30,8,24,8,11,4,3,17
2013,137,1278,83,1417,63,N,0,31,61,9,16,12,19,11,25,19,11,7,3,19,20,63,4,22,19,25,19,23,10,15,5,2,19
2008,136,1424,71,1245,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
2012,146,1246,82,1124,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32
2008,138,1458,72,1243,55,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23
2010,137,1393,79,1436,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11
2006,137,1326,70,1172,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20
2012,136,1243,70,1379,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2006,138,1196,82,1454,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18
2004,137,1246,96,1197,76,N,0,35,62,11,28,15,23,13,29,23,17,8,5,15,30,66,11,30,5,12,12,17,13,17,13,1,19
2008,136,1345,90,1124,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
2012,144,1242,60,1301,57,N,0,24,64,1,14,11,20,20,30,13,14,9,11,14,19,67,6,21,13,17,21,26,10,14,7,6,17
2009,144,1328,84,1393,71,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14,27,60,7,24,10,14,14,15,13,18,10,2,10
2004,138,1305,91,1211,72,N,0,30,64,8,17,23,29,14,29,18,8,4,4,18,28,75,3,22,13,18,19,20,9,10,4,1,23
2012,136,1266,88,1140,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
2007,139,1272,78,1305,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22
2005,137,1210,80,1203,68,N,0,28,56,7,16,17,22,10,32,11,17,10,3,22,29,65,6,16,4,16,12,22,19,14,9,4,20
2004,137,1458,76,1350,64,N,0,25,51,8,18,18,24,11,18,14,9,7,3,11,25,54,7,16,7,13,13,16,17,14,8,3,19
2013,139,1231,58,1396,52,N,0,19,45,4,13,16,20,4,28,9,12,0,2,8,21,62,3,24,7,8,14,21,8,10,5,4,18
2014,138,1276,79,1400,65,N,0,24,54,14,28,17,21,11,19,16,4,5,2,12,23,62,4,11,15,16,21,20,14,9,3,3,16
2006,137,1314,69,1293,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19
2012,136,1293,58,1161,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2003,137,1257,86,1122,64,N,0,35,70,8,24,8,13,15,29,18,12,12,4,22,24,54,2,21,14,22,8,21,11,18,5,3,18
2009,136,1314,101,1347,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17
2014,146,1246,75,1276,72,N,0,31,58,7,11,6,11,17,18,8,11,2,6,14,27,57,7,18,11,14,14,10,11,7,4,1,14
2004,136,1264,75,1196,60,N,0,26,60,6,15,17,21,13,23,10,10,8,4,21,21,45,3,13,15,22,4,22,4,14,4,4,18
2013,137,1314,78,1437,71,N,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2003,146,1393,63,1328,47,N,0,25,48,2,12,11,19,12,28,16,24,13,2,13,18,58,5,28,6,11,14,14,10,19,13,4,16
2011,136,1140,74,1459,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
2010,137,1277,70,1308,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23
2014,135,1397,78,1234,65,N,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28
2008,137,1400,74,1122,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19
2005,136,1334,79,1338,71,N,0,26,55,10,20,17,23,10,25,15,12,2,1,18,25,59,8,23,13,18,10,20,10,10,7,3,20
2014,137,1273,78,1181,71,N,0,25,45,5,13,23,28,3,24,16,8,3,0,15,22,62,15,37,12,13,16,19,15,12,6,1,22
2003,139,1268,77,1462,64,N,0,30,58,3,13,14,17,7,32,19,8,2,6,21,20,57,7,18,17,24,8,20,12,7,2,0,16
2011,143,1163,74,1361,67,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14
2014,136,1332,87,1140,68,N,0,27,54,2,13,31,38,8,29,21,8,4,4,22,20,61,5,19,23,30,12,20,14,9,4,0,25
2009,136,1417,65,1433,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17
2007,139,1425,87,1400,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27
2014,139,1246,78,1455,76,N,0,27,50,8,18,16,22,10,22,11,11,6,3,15,27,49,10,21,12,18,4,19,14,9,6,3,21
2007,134,1310,77,1197,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26
2003,144,1400,82,1163,78,N,0,24,69,5,18,29,36,21,31,13,10,5,5,21,30,71,4,13,14,25,14,27,13,11,7,8,21
2003,144,1277,60,1268,58,N,0,22,56,6,17,10,12,11,26,10,18,8,3,20,20,54,2,16,16,18,9,24,8,15,12,4,15
2003,138,1323,68,1228,60,N,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10
2009,139,1462,60,1458,49,N,0,18,46,6,14,18,26,7,30,12,14,4,5,20,16,56,3,20,14,17,7,23,5,7,5,2,23
2014,139,1112,84,1211,61,N,0,32,65,7,18,13,18,7,21,24,6,15,8,18,22,54,6,16,11,13,11,28,13,21,3,5,14
2007,139,1242,88,1246,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22
2008,139,1443,72,1360,63,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19,21,47,4,15,17,28,8,22,11,17,8,2,20
2004,136,1305,72,1277,66,N,0,20,46,7,22,25,29,5,23,10,17,6,2,16,23,55,5,16,15,18,6,20,14,14,9,0,25
2013,136,1266,59,1172,58,N,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2009,139,1242,60,1173,43,N,0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23
2013,136,1257,79,1299,48,N,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18
2011,137,1199,57,1401,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
2005,137,1235,64,1278,53,N,0,25,57,2,8,12,19,15,24,11,13,12,8,17,21,63,5,23,6,10,20,21,8,17,9,1,18
2011,138,1139,71,1338,70,N,0,24,52,12,27,11,14,5,17,12,6,2,2,18,26,46,6,11,12,18,7,26,21,12,2,0,18
2006,139,1207,70,1326,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14
2014,138,1458,85,1332,77,N,0,29,60,11,28,16,25,14,22,15,8,1,1,17,24,49,8,18,21,23,3,23,9,8,5,1,23
2010,136,1246,100,1190,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,23,64,4,17,21,37,15,25,11,14,11,1,23
2012,152,1246,69,1257,61,N,0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16
2011,137,1326,75,1427,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13
2013,139,1274,63,1228,59,N,0,22,55,9,25,10,15,13,22,12,6,4,2,10,23,61,7,27,6,7,16,22,7,8,2,3,17
2009,136,1163,103,1151,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27
2005,143,1228,77,1454,63,N,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12
2003,136,1266,72,1221,68,N,0,22,51,9,16,19,23,11,20,14,10,4,3,23,24,54,5,15,15,25,14,20,14,9,4,1,20
2011,137,1314,102,1254,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2005,145,1228,90,1112,89,N,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10
2014,144,1277,61,1438,59,N,0,21,47,5,14,14,18,7,25,13,10,5,4,16,20,57,6,18,13,17,14,21,10,6,5,4,16
2005,139,1458,71,1137,62,N,0,21,46,7,17,22,29,8,22,14,7,5,1,12,23,50,5,15,11,14,7,22,13,10,4,2,24
2009,136,1328,82,1288,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24
2003,137,1196,85,1358,55,N,0,32,61,13,28,8,14,9,31,24,10,6,3,15,19,57,6,18,11,18,12,25,10,16,1,4,16
2011,135,1427,70,1106,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22
2014,137,1235,93,1300,75,N,0,35,55,9,17,14,16,10,24,21,9,5,5,14,30,65,5,16,10,12,13,11,12,6,3,5,13
