year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2002,NHL,COL,COL,WC,NW,1,CQF,82,42,19,13.0,8.0,105,,,251,194,Colorado Avalanche,1084.0,24.0,68.0,363.0,6.0,63.0,359.0,5.0
1978,WHA,WIJ,PHO,,,3,AVC,80,39,35,6.0,,84,,,307,306,Winnipeg Jets,1342.0,18.0,67.0,265.0,7.0,57.0,274.0,5.0
2006,NHL,OTT,OTT,EC,NE,2,F,82,48,25,,9.0,105,2.0,6.0,288,222,Ottawa Senators,1173.0,12.0,72.0,403.0,12.0,61.0,394.0,17.0
2003,NHL,NJD,NJD,EC,AT,2,CQF,82,43,25,12.0,2.0,100,,,213,164,New Jersey Devils,894.0,14.0,51.0,312.0,5.0,39.0,266.0,8.0
1972,WHA,CHC,CHC,,WW,6,,78,26,50,2.0,,54,,,245,295,Chicago Cougars,811.0,8.0,45.0,248.0,11.0,57.0,253.0,6.0
1977,NHL,CHI,CHI,CC,SM,1,QF,80,32,29,19.0,,83,,,230,220,Chicago Black Hawks,1308.0,12.0,43.0,205.0,3.0,46.0,295.0,4.0
1977,NHL,NYI,NYI,CC,PT,1,QF,80,48,17,15.0,,111,,,334,210,New York Islanders,938.0,4.0,71.0,227.0,6.0,45.0,272.0,7.0
1993,NHL,MTL,MTL,EC,NE,3,CQF,84,41,29,14.0,,96,,,283,248,Montreal Canadiens,1524.0,12.0,78.0,388.0,10.0,68.0,390.0,8.0
1992,NHL,WIN,PHO,CC,SM,4,DSF,84,40,37,7.0,,87,,,322,320,Winnipeg Jets,1851.0,12.0,98.0,468.0,14.0,80.0,437.0,3.0
1995,NHL,EDM,EDM,WC,PC,5,,82,30,44,8.0,,68,,,240,304,Edmonton Oilers,1709.0,12.0,72.0,452.0,12.0,80.0,417.0,10.0
1936,NHL,CHI,CHI,,AM,4,,48,14,27,7.0,,35,,,99,131,Chicago Black Hawks,291.0,,,,,,,
1981,NHL,COR,NJD,CC,SM,5,,80,18,49,13.0,,49,,,241,362,Colorado Rockies,1138.0,20.0,46.0,305.0,15.0,63.0,268.0,4.0
2007,NHL,PHO,PHO,WC,PC,4,,82,38,37,,7.0,83,5.0,6.0,214,231,Phoenix Coyotes,1193.0,18.0,63.0,339.0,12.0,64.0,332.0,11.0
1973,NHL,TOR,TOR,,ED,4,QF,78,35,27,16.0,,86,,,274,230,Toronto Maple Leafs,903.0,12.0,51.0,280.0,7.0,49.0,266.0,5.0
1925,NHL,TRS,TOR,,,6,,36,12,21,3.0,,27,,,92,114,Toronto St. Patricks,325.0,,,,,,,
1937,NHL,TOR,TOR,,CA,1,F,48,24,15,9.0,,57,,,151,127,Toronto Maple Leafs,404.0,,,,,,,
1994,NHL,PIT,PIT,EC,NE,2,CSF,48,29,16,3.0,,61,,,181,158,Pittsburgh Penguins,1036.0,10.0,42.0,221.0,4.0,46.0,229.0,8.0
1986,NHL,MTL,MTL,WA,AD,2,CF,80,41,29,10.0,,92,,,277,241,Montreal Canadiens,1802.0,32.0,67.0,321.0,6.0,51.0,304.0,6.0
1991,NHL,DET,DET,CC,NO,1,DF,80,43,25,12.0,,98,,,320,256,Detroit Red Wings,2078.0,28.0,72.0,386.0,7.0,78.0,419.0,18.0
2011,NHL,TBL,TBL,EC,SE,3,,82,38,36,,8.0,84,3.0,3.0,235,281,Tampa Bay Lightning,865.0,16.0,41.0,269.0,12.0,59.0,284.0,2.0
1974,WHA,SDM,SDM,,WW,2,AVSF,78,43,31,4.0,,90,,,326,268,San Diego Mariners,1058.0,,60.0,218.0,8.0,53.0,275.0,11.0
2003,NHL,WAS,WAS,EC,SE,5,,82,23,46,10.0,3.0,59,,,186,253,Washington Capitals,1282.0,12.0,64.0,334.0,5.0,75.0,401.0,4.0
1958,NHL,CHI,CHI,,,3,SF,70,28,29,13.0,,69,,,197,208,Chicago Black Hawks,921.0,,,,,,,
2005,NHL,NJD,NJD,EC,AT,1,CSF,82,46,27,,9.0,101,9.0,4.0,242,229,New Jersey Devils,948.0,10.0,78.0,441.0,6.0,63.0,349.0,3.0
1981,NHL,NYI,NYI,WA,PT,1,SC,80,54,16,10.0,,118,,,385,250,New York Islanders,1328.0,2.0,80.0,284.0,3.0,65.0,332.0,16.0
1983,NHL,MTL,MTL,WA,AD,4,CF,80,35,40,5.0,,75,,,286,295,Montreal Canadiens,1371.0,22.0,58.0,294.0,7.0,56.0,276.0,12.0
1984,NHL,PIT,PIT,WA,PT,6,,80,24,51,5.0,,53,,,276,385,Pittsburgh Penguins,1493.0,16.0,62.0,363.0,22.0,74.0,311.0,7.0
2002,NHL,VAN,VAN,WC,NW,2,CSF,82,45,23,13.0,1.0,104,,,264,208,Vancouver Canucks,1178.0,36.0,87.0,419.0,10.0,62.0,389.0,12.0
1989,NHL,WAS,WAS,WA,PT,3,CF,80,36,38,6.0,,78,,,284,275,Washington Capitals,2204.0,12.0,70.0,412.0,15.0,71.0,370.0,9.0
1982,NHL,CAL,CAL,CC,SM,2,DF,80,32,34,14.0,,78,,,321,317,Calgary Flames,1146.0,10.0,65.0,273.0,6.0,59.0,258.0,7.0
1976,NHL,VAN,VAN,CC,SM,4,,80,25,42,13.0,,63,,,235,294,Vancouver Canucks,1078.0,22.0,50.0,263.0,7.0,58.0,258.0,7.0
1960,NHL,DET,DET,,,4,F,70,25,29,16.0,,66,,,195,215,Detroit Red Wings,655.0,,,,,,,
2011,NHL,LAK,LAK,WC,PC,3,SC,82,40,27,,15.0,95,6.0,9.0,194,179,Los Angeles Kings,923.0,6.0,49.0,289.0,2.0,38.0,293.0,9.0
1973,WHA,HOU,HOU,,WW,1,AVC,78,48,25,5.0,,101,,,318,219,Houston Aeros,1038.0,4.0,64.0,223.0,3.0,47.0,288.0,17.0
1985,NHL,STL,STL,CC,NO,3,CF,80,37,34,9.0,,83,,,302,291,St. Louis Blues,1478.0,10.0,78.0,362.0,14.0,74.0,324.0,9.0
1997,NHL,NYR,NYR,EC,AT,5,,82,25,39,18.0,,68,,,197,231,New York Rangers,1548.0,12.0,62.0,351.0,13.0,55.0,376.0,0.0
1984,NHL,MNS,DAL,CC,NO,4,DF,80,25,43,12.0,,62,,,268,321,Minnesota North Stars,1735.0,14.0,71.0,335.0,14.0,88.0,358.0,4.0
1921,WCHL,CAT,CAT,,,3,WSF,24,14,10,0.0,,28,,,75,62,Calgary Tigers,,,,,,,,
1979,NHL,EDM,EDM,CC,SM,4,PRE,80,28,39,13.0,,69,,,301,322,Edmonton Oilers,1528.0,16.0,61.0,282.0,4.0,74.0,315.0,11.0
1977,NHL,STL,STL,CC,SM,4,,80,20,47,13.0,,53,,,195,304,St. Louis Blues,845.0,10.0,44.0,264.0,3.0,52.0,194.0,2.0
1990,NHL,NJD,NJD,WA,PT,4,DSF,80,32,33,15.0,,79,,,272,264,New Jersey Devils,2024.0,10.0,69.0,347.0,13.0,80.0,394.0,8.0
1937,NHL,NYA,BKN,,CA,2,SF,48,19,18,11.0,,49,,,110,111,New York Americans,327.0,,,,,,,
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10.0,94,9.0,5.0,242,216,New York Rangers,1109.0,22.0,75.0,406.0,6.0,65.0,400.0,11.0
1927,NHL,DTC,DET,,AM,4,,44,19,19,6.0,,44,,,88,79,Detroit Cougars,395.0,,,,,,,
1974,NHL,ATF,CAL,CC,PT,4,,80,34,31,15.0,,83,,,243,233,Atlanta Flames,915.0,14.0,56.0,283.0,9.0,56.0,270.0,4.0
2001,NHL,EDM,EDM,WC,NW,3,,82,38,28,12.0,4.0,92,,,205,182,Edmonton Oilers,1267.0,6.0,51.0,333.0,7.0,50.0,348.0,12.0
1922,NHL,MTL,MTL,,,2,NHLF,24,13,9,2.0,,28,,,73,61,Montreal Canadiens,193.0,,,,,,,
2010,NHL,MTL,MTL,EC,NE,2,CQF,82,44,30,,8.0,96,3.0,3.0,216,209,Montreal Canadiens,1097.0,28.0,57.0,290.0,6.0,51.0,327.0,5.0
2003,NHL,PIT,PIT,EC,AT,5,,82,23,47,8.0,4.0,58,,,190,303,Pittsburgh Penguins,1270.0,32.0,65.0,360.0,15.0,84.0,369.0,7.0
2010,NHL,CHI,CHI,WC,CE,3,CQF,82,44,29,,9.0,97,6.0,5.0,258,225,Chicago Blackhawks,742.0,22.0,64.0,277.0,4.0,53.0,255.0,6.0
2001,NHL,WAS,WAS,EC,SE,2,,82,36,33,11.0,2.0,85,,,228,240,Washington Capitals,1043.0,6.0,58.0,299.0,8.0,58.0,325.0,2.0
2010,NHL,VAN,VAN,WC,NW,1,F,82,54,19,,9.0,117,4.0,5.0,262,185,Vancouver Canucks,943.0,10.0,72.0,296.0,2.0,45.0,312.0,6.0
2005,NHL,CHI,CHI,WC,CE,4,,82,26,43,,13.0,65,2.0,6.0,211,285,Chicago Blackhawks,1544.0,26.0,51.0,417.0,12.0,88.0,547.0,6.0
1982,NHL,MNS,DAL,CC,NO,2,DF,80,40,24,16.0,,96,,,321,290,Minnesota North Stars,1520.0,16.0,91.0,345.0,20.0,67.0,347.0,17.0
1938,NHL,CHI,CHI,,,7,,48,12,28,8.0,,32,,,91,132,Chicago Black Hawks,361.0,,,,,,,
1982,NHL,BUF,BUF,WA,AD,3,DF,80,38,29,13.0,,89,,,318,285,Buffalo Sabres,1031.0,34.0,67.0,311.0,9.0,48.0,274.0,12.0
1970,NHL,NYR,NYR,,ED,2,SF,78,49,18,11.0,,109,,,259,177,New York Rangers,952.0,8.0,60.0,234.0,3.0,41.0,253.0,5.0
1968,NHL,PIT,PIT,,WD,5,,76,20,45,11.0,,51,,,189,252,Pittsburgh Penguins,669.0,,50.0,303.0,9.0,38.0,231.0,8.0
1983,NHL,NYI,NYI,WA,PT,1,F,80,50,26,4.0,,104,,,357,269,New York Islanders,1157.0,8.0,63.0,280.0,9.0,66.0,360.0,18.0
2005,NHL,STL,STL,WC,CE,5,,82,21,46,,15.0,57,4.0,8.0,197,292,St. Louis Blues,1373.0,18.0,75.0,512.0,8.0,82.0,461.0,6.0
1983,NHL,LAK,LAK,CC,SM,5,,80,23,44,13.0,,59,,,309,376,Los Angeles Kings,1265.0,8.0,75.0,360.0,17.0,82.0,294.0,10.0
1983,NHL,QUE,COL,WA,AD,3,DF,80,42,28,10.0,,94,,,360,278,Quebec Nordiques,1600.0,8.0,69.0,316.0,10.0,70.0,361.0,11.0
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6.0,94,5.0,5.0,225,238,Ottawa Senators,1141.0,26.0,49.0,290.0,4.0,50.0,318.0,6.0
1990,NHL,TOR,TOR,CC,NO,5,,80,23,46,11.0,,57,,,241,318,Toronto Maple Leafs,1962.0,10.0,61.0,346.0,6.0,83.0,368.0,16.0
1958,NHL,NYR,NYR,,,5,,70,26,32,12.0,,64,,,201,217,New York Rangers,860.0,,,,,,,
1987,NHL,BOS,BOS,WA,AD,2,F,80,44,30,6.0,,94,,,300,251,Boston Bruins,2443.0,36.0,74.0,446.0,10.0,70.0,425.0,14.0
2010,NHL,CBS,CBS,WC,CE,5,,82,34,35,,13.0,81,5.0,8.0,215,258,Columbus Blue Jackets,1113.0,14.0,42.0,301.0,11.0,62.0,314.0,6.0
1998,NHL,MTL,MTL,EC,NE,5,,82,32,39,11.0,,75,,,184,209,Montreal Canadiens,1299.0,14.0,50.0,344.0,10.0,44.0,344.0,8.0
1974,NHL,BUF,BUF,WA,AD,1,F,80,49,16,15.0,,113,,,354,240,Buffalo Sabres,1229.0,18.0,83.0,303.0,5.0,56.0,326.0,17.0
1973,WHA,VAB,CAC,,WW,5,,78,27,50,1.0,,55,,,278,345,Vancouver Blazers,1047.0,14.0,47.0,289.0,12.0,66.0,286.0,7.0
1996,NHL,LAK,LAK,WC,PC,6,,82,28,43,11.0,,67,,,214,268,Los Angeles Kings,1638.0,8.0,46.0,338.0,14.0,45.0,352.0,5.0
1922,WCHL,CAT,CAT,,,3,,30,12,18,0.0,,24,,,91,106,Calgary Tigers,,,,,,,,
2002,NHL,CBS,CBS,WC,CE,5,,82,29,42,8.0,3.0,69,,,213,263,Columbus Blue Jackets,1505.0,28.0,71.0,410.0,9.0,60.0,409.0,12.0
1933,NHL,MTM,MTM,,CA,3,SF,48,19,18,11.0,,49,,,117,122,Montreal Maroons,414.0,,,,,,,
1916,NHA,MOC,MTL,,,2,F,20,10,10,0.0,,20,,,89,80,Montreal Canadiens,,,,,,,,
1961,NHL,NYR,NYR,,,4,SF,70,26,32,12.0,,64,,,195,207,New York Rangers,644.0,,,,,,,
1982,NHL,LAK,LAK,CC,SM,5,,80,27,41,12.0,,66,,,308,365,Los Angeles Kings,1367.0,20.0,81.0,340.0,14.0,94.0,296.0,10.0
2007,NHL,MTL,MTL,EC,NE,1,CSF,82,47,25,,10.0,104,5.0,6.0,262,222,Montreal Canadiens,1090.0,18.0,90.0,374.0,3.0,60.0,342.0,8.0
1913,NHA,MOC,MTL,,,2,NHAF,20,13,7,0.0,,26,,,85,65,Montreal Canadiens,,,,,,,,
2001,NHL,ANA,ANA,WC,PC,5,,82,29,42,8.0,3.0,69,,,175,198,Mighty Ducks of Anaheim,1254.0,14.0,43.0,373.0,9.0,46.0,330.0,4.0
2006,NHL,MTL,MTL,EC,NE,4,,82,42,34,,6.0,90,6.0,5.0,245,256,Montreal Canadiens,1133.0,14.0,86.0,378.0,6.0,69.0,419.0,17.0
1996,NHL,CAL,CAL,WC,PC,5,,82,32,41,9.0,,73,,,214,239,Calgary Flames,1444.0,16.0,61.0,361.0,19.0,58.0,345.0,11.0
1997,NHL,WAS,WAS,EC,AT,3,F,82,40,30,12.0,,92,,,219,202,Washington Capitals,1198.0,2.0,55.0,350.0,4.0,39.0,361.0,14.0
1994,NHL,BUF,BUF,EC,NE,4,CQF,48,22,19,7.0,,51,,,130,119,Buffalo Sabres,1022.0,4.0,45.0,242.0,7.0,32.0,220.0,13.0
1920,PCHA,VML,VMR,,,1,F,24,13,11,0.0,,26,,,86,79,Vancouver Millionaires,,,,,,,,
1955,NHL,CHI,CHI,,,6,,70,19,39,12.0,,50,,,155,216,Chicago Black Hawks,832.0,,,,,,,
1971,NHL,LAK,LAK,,WD,7,,78,20,49,9.0,,49,,,206,305,Los Angeles Kings,719.0,10.0,38.0,272.0,7.0,50.0,210.0,4.0
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11.0,97,7.0,4.0,246,245,Atlanta Thrashers,1097.0,26.0,67.0,407.0,10.0,79.0,391.0,9.0
1990,NHL,DET,DET,CC,NO,3,DSF,80,34,38,8.0,,76,,,273,298,Detroit Red Wings,1940.0,18.0,57.0,347.0,5.0,89.0,399.0,17.0
1986,NHL,STL,STL,CC,NO,1,DSF,80,32,33,15.0,,79,,,281,293,St. Louis Blues,1572.0,6.0,79.0,324.0,11.0,58.0,303.0,6.0
1957,NHL,TOR,TOR,,,6,,70,21,38,11.0,,53,,,192,226,Toronto Maple Leafs,861.0,,,,,,,
