playerid,year,stint,tmid,s,g,gdg
kondrma01,2005,1,NYR,1,0,0
dumonjp01,2005,1,BUF,1,0,0
holmsto01,2009,1,DET,1,0,0
hejdumi01,2006,1,COL,7,2,2
verstkr01,2011,1,FLO,1,8,0
cullema01,2006,1,NYR,8,3,2
jonesda01,2009,1,COL,1,0,0
wilsoco01,2011,1,NAS,1,3,1
lilesjo01,2007,1,COL,1,1,0
afinoma01,2007,1,BUF,3,1,1
cammami01,2010,1,MTL,2,1,1
raymoma01,2010,1,VAN,6,2,0
tuckeda01,2007,1,TOR,1,0,0
franzjo01,2006,1,DET,2,1,1
vanekth01,2006,1,BUF,11,2,1
prongch01,2006,1,AND,1,0,0
nylanmi01,2008,1,WAS,3,1,1
potito01,2007,1,WAS,1,0,0
miettan01,2005,1,DAL,5,2,2
markoan01,2011,1,MTL,0,2,0
sturmma01,2006,1,BOS,11,4,2
whitnry01,2005,1,PIT,2,1,0
brunnfa01,2008,1,DAL,4,1,0
berglpa01,2011,1,STL,0,4,0
brunean01,2006,1,COL,1,0,0
sharppa01,2006,1,CHI,3,2,1
mayorma01,2010,1,CBS,2,1,1
hejdumi01,2010,1,COL,6,2,2
zajactr01,2007,1,NJD,1,0,0
hossama01,2010,1,CHI,2,0,0
brouwtr01,2010,1,CHI,1,0,0
hensitj01,2007,1,COL,2,0,0
ribeimi01,2009,1,DAL,12,1,0
lupuljo01,2005,1,ANA,2,0,0
staaler01,2005,1,CAR,4,1,1
paajama01,2010,1,EDM,2,0,0
oshietj01,2008,1,STL,6,2,2
oneilje01,2005,1,TOR,1,0,0
chimeja01,2007,1,CBS,2,0,0
vermean01,2005,1,OTT,1,0,0
huntetr01,2009,1,NYI,2,1,1
stajama01,2011,1,CAL,0,1,0
belaner01,2006,2,ATL,1,0,0
jagrja01,2005,1,NYR,8,2,1
wittbr01,2008,1,NYI,1,0,0
morribr01,2010,1,CAL,2,0,0
keslery01,2005,1,VAN,2,0,0
eberljo01,2010,1,EDM,9,4,1
filppva01,2009,1,DET,4,1,0
burmial01,2010,1,ATL,3,1,1
afinoma01,2009,1,ATL,3,0,0
tuckeda01,2008,1,COL,1,1,1
pahlssa01,2009,1,CBS,1,0,0
wilsoky01,2010,1,CBS,5,2,2
stemple01,2011,1,CAL,0,3,0
kozlovy01,2009,1,ATL,6,4,0
yipbr01,2009,1,COL,1,0,0
ruututu01,2005,1,CHI,1,1,1
modinfr01,2006,1,CBS,3,0,0
phanedi01,2005,1,CAL,1,0,0
morrobr01,2010,1,DAL,1,1,0
bourqre01,2005,1,CHI,5,1,0
bernist01,2007,1,SJS,1,0,0
steenal01,2009,1,STL,1,0,0
clowery01,2008,1,SJS,5,3,2
conrocr01,2005,1,LAK,1,0,0
zidlima01,2008,1,MIN,5,3,3
samsose01,2005,2,EDM,3,2,1
spurgja01,2011,1,MIN,0,1,0
nolanow01,2009,1,MIN,4,2,1
zubruda01,2007,1,NJD,1,0,0
demitpa01,2008,1,VAN,7,3,1
hanzama01,2007,1,PHO,1,0,0
selante01,2005,1,ANA,7,2,0
ruututu01,2009,1,CAR,6,2,1
zettehe01,2011,1,DET,1,3,1
lehtije01,2008,1,DAL,3,2,0
filppva01,2006,1,DET,2,0,0
mitchjo02,2008,1,TOR,2,1,1
seguity01,2010,1,BOS,8,4,1
repikmi01,2010,1,FLO,1,0,0
michami01,2007,1,SJS,1,0,0
eliaspa01,2009,1,NJD,5,2,2
tangual01,2009,1,TBL,4,0,0
steenal01,2010,1,STL,5,3,1
thorbch01,2007,1,ATL,1,0,0
giontbr01,2005,1,NJD,10,4,1
vyborda01,2006,1,CBS,9,5,1
bailejo01,2009,1,NYI,3,1,0
giroucl01,2010,1,PHI,9,2,0
parrima01,2005,1,NYI,2,0,0
salosa01,2008,1,VAN,1,0,0
reasoma01,2007,1,EDM,3,0,0
ovechal01,2009,1,WAS,9,2,1
kubinpa01,2008,1,TOR,1,0,0
burroal01,2007,1,VAN,1,0,0
biekske01,2006,1,VAN,1,0,0
perryco01,2010,1,AND,6,1,1
streima01,2011,1,NYI,0,1,0
bergese01,2009,1,NYI,2,0,0
voracja01,2009,1,CBS,6,2,1
maddejo01,2006,1,NJD,6,4,3
zubovse01,2005,1,DAL,12,7,4
bertuto01,2009,1,DET,8,4,2
tyutife01,2011,1,CBS,0,1,0
mitchjo02,2011,1,NYR,0,4,0
perryco01,2011,1,AND,2,9,0
huselkr01,2006,1,CAL,5,1,0
prospva01,2008,1,TBL,5,0,0
stlouma01,2010,1,TBL,5,1,1
ryanbo01,2007,1,AND,3,0,0
maddejo01,2010,1,MIN,1,1,1
holmqmi01,2005,1,CHI,5,2,1
bourqre01,2005,1,CHI,5,1,0
kunitch01,2007,1,AND,6,2,1
fraseco01,2010,1,EDM,1,0,0
hemskal01,2009,1,EDM,4,2,1
hemskal01,2007,1,EDM,16,6,4
clowery01,2006,1,SJS,4,2,1
bouchpi02,2005,1,MIN,1,0,0
staalma01,2010,1,NYR,1,0,0
tavarjo01,2010,1,NYI,4,0,0
dawesni01,2006,1,NYR,1,0,0
fleisto01,2005,1,WAS,2,0,0
czerkma01,2005,2,BOS,2,0,0
fleisto01,2011,1,FLO,0,4,0
lecavvi01,2007,1,TBL,3,1,0
ebbetan01,2009,3,MIN,2,1,0
okposky01,2009,1,NYI,4,0,0
willija01,2008,2,CBS,7,2,1
stalbvi01,2011,1,CHI,0,5,0
hemskal01,2005,1,EDM,14,5,0
hossama01,2009,1,CHI,5,2,0
nealja01,2008,1,DAL,7,5,2
eberljo01,2011,1,EDM,3,12,0
carteje01,2008,1,PHI,5,0,0
getzlry01,2008,1,AND,9,5,1
arnasty01,2005,1,CHI,3,1,0
dvorara01,2005,1,EDM,2,1,1
pahlssa01,2009,1,CBS,1,0,0
giontbr01,2005,1,NJD,10,4,1
broditj01,2011,1,CAL,0,2,0
brindro01,2006,1,CAR,2,1,0
miettan01,2010,1,MIN,4,0,0
potulry01,2009,1,EDM,5,3,0
wheelbl01,2010,1,BOS,2,1,1
burroal01,2007,1,VAN,1,0,0
weighdo01,2006,1,STL,11,6,1
frolimi01,2008,1,FLO,6,0,0
strakma01,2007,1,NYR,1,0,0
huntetr01,2009,1,NYI,2,1,1
macarcl01,2009,2,ATL,1,0,0
tikhovi01,2008,1,PHO,2,1,1
krepska01,2007,1,FLO,2,1,0
barnest01,2006,1,DAL,2,1,1
chimeja01,2009,1,CBS,1,0,0
ennisty01,2011,1,BUF,2,6,1
parisza01,2005,1,NJD,3,1,1
brunean01,2007,1,COL,1,0,0
steenal01,2007,1,TOR,3,1,0
brierda01,2007,1,PHI,7,3,2
blakeja01,2005,1,NYI,5,2,1
kanepa01,2009,1,CHI,15,4,0
vorobpa01,2005,1,CHI,3,2,0
peverri01,2011,1,BOS,1,4,0
foligni01,2009,1,OTT,1,0,0
poulima01,2009,1,EDM,2,0,0
richami02,2005,1,PHI,7,3,1
kovalil01,2006,1,ATL,4,1,0
footead01,2007,1,CBS,1,0,0
tangual01,2005,1,COL,6,2,1
spezzja01,2009,1,OTT,7,3,1
bochebr01,2009,1,TBL,1,0,0
langeja01,2006,1,NJD,5,3,1
backlmi01,2009,1,CAL,1,0,0
doansh01,2008,1,PHO,4,2,0
perryco01,2007,1,AND,7,4,3
browndu01,2007,1,LAK,8,4,1
kopecto01,2009,1,CHI,3,1,0
coutuse01,2011,1,PHI,0,1,0
savarma01,2007,1,BOS,1,0,0
datsypa01,2010,1,DET,4,2,2
tuckeda01,2008,1,COL,1,1,1
zajactr01,2007,1,NJD,1,0,0
seminal01,2006,1,WAS,10,2,1
ruututu01,2009,1,CAR,6,2,1
langro01,2005,1,DET,2,0,0
bellma01,2005,1,CHI,2,0,0
oreilca01,2011,3,PIT,0,1,0
artyuev01,2009,1,AND,1,0,0
hemskal01,2011,1,EDM,3,6,1
fishemi01,2006,1,OTT,4,1,0
dumonjp01,2008,1,NAS,2,1,0
krejcda01,2011,1,BOS,5,10,2
frolimi01,2008,1,FLO,6,0,0
jokinol01,2008,1,PHO,2,0,0
perroda01,2007,1,STL,5,0,0
sharppa01,2010,1,CHI,7,1,0
cullema01,2007,1,CAR,3,2,0
niskama01,2009,1,DAL,3,1,1
hechtjo01,2009,1,BUF,4,3,1
tavarjo01,2009,1,NYI,8,3,1
ribeimi01,2010,1,DAL,10,6,1
koltsko01,2005,1,PIT,1,0,0
koivusa01,2009,1,AND,3,1,1
nolanow01,2009,1,MIN,4,2,1
kesseph01,2007,1,BOS,13,5,5
nylanmi01,2007,1,WAS,1,0,0
willija01,2008,2,CBS,7,2,1
nagyla01,2005,1,PHO,5,1,1
rozsimi01,2006,1,NYR,1,0,0
malkiev01,2008,1,PIT,7,2,1
plihato01,2007,1,SJS,1,0,0
purcete01,2010,1,TBL,4,0,0
arnasty01,2005,1,CHI,3,1,0
oleszro01,2007,1,FLO,3,0,0
nielsfr01,2007,1,NYI,1,0,0
yandlke01,2009,1,PHO,1,0,0
coleer01,2011,1,MTL,0,3,0
burnsbr01,2008,1,MIN,3,0,0
reinpst01,2005,1,CAL,2,1,1
heatlda01,2005,1,OTT,8,2,1
eliaspa01,2011,1,NJD,6,12,2
marlepa01,2011,1,SJS,0,1,0
hudleji01,2008,1,DET,7,3,1
littlbr01,2007,1,ATL,1,1,0
downist01,2010,1,TBL,1,0,0
gaborma01,2010,1,NYR,1,0,0
hossama01,2006,1,ATL,10,5,1
royde01,2011,1,BUF,2,5,2
stevegr01,2005,1,SJS,1,0,0
kulikdm01,2011,1,FLO,2,4,1
ovechal01,2006,1,WAS,12,2,0
belaner01,2007,1,MIN,1,0,0
strakma01,2006,1,NYR,2,0,0
coglian01,2007,1,EDM,1,0,0
sykorpe01,2007,1,PIT,7,2,0
latengu01,2009,2,MIN,5,1,1
svatoma01,2009,1,COL,7,4,0
staffdr01,2006,1,BUF,3,2,1
kaneev01,2010,1,ATL,4,0,0
pruchpe01,2007,1,NYR,4,1,1
alfreda01,2006,1,OTT,2,0,0
winchbr01,2011,1,SJS,0,1,0
boedkmi01,2011,1,PHO,4,9,1
stlouma01,2005,1,TBL,3,0,0
anisiar01,2010,1,NYR,5,1,1
eberljo01,2011,1,EDM,3,12,0
kovalil01,2006,1,ATL,4,1,0
pothibr01,2006,1,WAS,1,0,0
vasicjo01,2007,1,NYI,1,0,0
gomezsc01,2009,1,MTL,8,2,1
boyleda01,2009,1,SJS,9,2,1
wheelbl01,2010,1,BOS,2,1,1
fedotru01,2006,1,TBL,2,0,0
pyattta01,2007,1,VAN,8,1,1
sillimi01,2006,1,NYI,2,0,0
ekmanni01,2005,1,SJS,6,2,1
gelinma01,2006,1,FLO,1,0,0
ritchby01,2006,1,CAL,3,2,0
miettan01,2005,1,DAL,5,2,2
umberrj01,2010,1,CBS,2,0,0
zubruda01,2007,1,NJD,1,0,0
turgepi01,2005,1,COL,1,0,0
fedorse01,2005,2,CBS,4,0,0
malonry01,2010,1,TBL,3,2,2
eratma01,2006,1,NAS,7,1,1
forsbpe01,2005,1,PHI,7,3,0
modanmi01,2010,1,DET,2,0,0
whitnry01,2007,1,PIT,1,0,0
mitchjo02,2008,1,TOR,2,1,1
maddejo01,2009,1,CHI,2,0,0
afinoma01,2009,1,ATL,3,0,0
huselkr01,2008,1,CBS,8,2,2
tangual01,2010,1,CAL,16,10,4
tenkrpe01,2006,1,BOS,3,2,1
johnsja02,2010,1,LAK,7,1,0
pruchpe01,2006,1,NYR,6,0,0
bourqre01,2011,2,MTL,2,4,0
pyattta01,2009,1,PHO,1,0,0
klepija01,2005,1,WAS,2,0,0
leinovi01,2009,1,DET,3,0,0
vanekth01,2009,1,BUF,5,2,0
whitnry01,2005,1,PIT,2,1,0
morribr01,2008,1,AND,1,0,0
weissst01,2008,1,FLO,6,1,1
kopitan01,2007,1,LAK,8,3,0
chriser01,2007,2,ATL,3,1,1
pothibr01,2006,1,WAS,1,0,0
upshasc01,2007,1,PHI,1,0,0
pennedu01,2007,1,EDM,1,0,0
ryanbo01,2010,1,AND,3,2,2
koivusa01,2010,1,AND,2,0,0
barnama01,2005,1,CHI,2,1,0
marlepa01,2008,1,SJS,2,1,0
berglpa01,2008,1,STL,1,0,0
bertuto01,2008,1,CAL,3,2,2
parisza01,2011,1,NJD,8,16,0
pohljo01,2006,1,TOR,2,1,1
stemple01,2005,1,STL,3,2,2
franzjo01,2010,1,DET,2,0,0
malonry01,2005,1,PIT,2,0,0
nasluma02,2005,1,VAN,7,2,1
giroucl01,2009,1,PHI,5,3,2
kolankr01,2008,1,MIN,1,0,0
malikma01,2005,1,NYR,1,1,1
kobasch01,2006,1,CAL,1,0,0
vrbatra01,2011,1,PHO,4,13,0
omarkli01,2011,1,EDM,0,2,0
spurgja01,2011,1,MIN,0,1,0
butlebo01,2011,1,OTT,1,2,1
datsypa01,2011,1,DET,5,11,1
heatlda01,2010,1,SJS,1,0,0
dumonjp01,2008,1,NAS,2,1,0
reinpst01,2010,1,FLO,1,0,0
whiteto02,2009,1,ATL,1,0,0
gerbena01,2011,1,BUF,2,6,2
nielsfr01,2007,1,NYI,1,0,0
ryanbo01,2011,1,AND,2,5,1
handzmi01,2009,1,LAK,8,5,1
royde01,2009,1,BUF,5,1,0
charazd01,2006,1,BOS,2,1,1
chriser01,2009,2,NYR,4,1,1
froloal01,2009,1,LAK,1,0,0
spezzja01,2009,1,OTT,7,3,1
bergepa01,2005,1,BOS,9,2,1
thompna01,2011,1,TBL,0,1,0
hensitj01,2008,1,COL,1,0,0
parrima01,2005,2,LAK,1,0,0
yandlke01,2007,1,PHO,1,0,0
kaberto01,2010,1,TOR,1,0,0
weissst01,2011,1,FLO,3,8,2
burnsbr01,2008,1,MIN,3,0,0
recchma01,2008,1,TBL,1,0,0
kolankr01,2011,1,CAL,0,1,0
kobasch01,2007,1,BOS,3,0,0
morribr01,2007,1,VAN,3,0,0
dupuipa01,2011,1,PIT,1,3,1
pacioma01,2011,1,MTL,2,13,1
stlouma01,2005,1,TBL,3,0,0
hollwry01,2006,1,NYR,1,0,0
demitpa01,2006,1,MIN,14,6,2
zajactr01,2008,1,NJD,1,1,1
holmqmi01,2005,1,CHI,5,2,1
fedorse01,2008,1,WAS,1,0,0
hechtjo01,2010,1,BUF,1,1,1
vanekth01,2005,1,BUF,6,2,1
leinovi01,2011,1,BUF,0,1,0
niedero01,2008,1,AND,1,0,0
cartery01,2008,1,AND,1,0,0
antroni01,2008,2,NYR,2,1,0
zherdni01,2007,1,CBS,8,5,1
hodgsco01,2011,1,VAN,3,7,2
hartima01,2005,1,CBS,2,1,0
leinovi01,2009,1,DET,3,0,0
tkachke01,2005,1,STL,3,1,0
stpiema01,2006,1,CHI,1,0,0
giontbr01,2010,1,MTL,6,1,1
arkhide01,2006,1,CHI,2,0,0
arnotja01,2005,1,DAL,1,0,0
horcosh01,2008,1,EDM,1,0,0
chriser01,2010,1,NYR,8,5,3
spaceja01,2005,1,CHI,1,1,0
ribeimi01,2007,1,DAL,5,1,0
jokinol01,2008,1,PHO,2,0,0
simmowa01,2008,1,LAK,2,1,0
sykorpe01,2006,1,EDM,5,1,0
rydermi01,2007,1,MTL,1,0,0
turgepi01,2005,1,COL,1,0,0
drapekr01,2009,1,DET,1,0,0
jokinol01,2009,1,CAL,9,5,1
reasoma01,2010,1,FLO,1,0,0
perezal01,2006,1,MTL,2,0,0
legwada01,2009,1,NAS,9,4,2
sullist01,2009,1,NAS,7,2,1
gueribi01,2006,1,STL,2,1,1
lecavvi01,2011,1,TBL,0,1,0
crosbsi01,2010,1,PIT,4,1,0
ritolma01,2010,1,TBL,1,0,0
carteje01,2007,1,PHI,6,3,0
satanmi01,2007,1,NYI,5,1,0
miettan01,2007,1,DAL,1,1,0
holmqmi01,2006,1,CHI,3,0,0
parrima01,2008,1,DAL,1,0,0
glenccu01,2011,1,CAL,0,3,0
landean01,2011,1,EDM,0,2,0
langeja01,2007,1,NJD,6,3,2
wolskwo01,2009,1,COL,8,1,1
wardja01,2006,1,NYR,1,0,0
laaksan01,2005,1,COL,3,1,1
koivusa01,2010,1,AND,2,0,0
walzwe01,2006,1,MIN,1,0,0
parrima01,2008,1,DAL,1,0,0
froloal01,2007,1,LAK,2,0,0
stumpjo01,2006,1,FLO,4,2,1
foligni01,2009,1,OTT,1,0,0
lupuljo01,2007,1,PHI,1,1,0
greenmi03,2009,1,WAS,2,0,0
coglian01,2007,1,EDM,1,0,0
parrima01,2005,1,NYI,2,0,0
axelspj01,2008,1,BOS,5,2,2
coleer01,2011,1,MTL,0,3,0
recchma01,2007,2,ATL,4,1,1
rydermi01,2005,1,MTL,4,0,0
niedesc01,2005,1,ANA,1,0,0
lehtije01,2006,1,DAL,3,1,1
cammami01,2008,1,CAL,5,1,0
hamilje01,2008,1,TOR,2,2,1
fowleca01,2011,1,AND,0,2,0
seminal01,2011,1,WAS,3,6,0
gordobo01,2007,1,WAS,3,1,0
ribeimi01,2006,1,DAL,9,4,2
ferribe01,2009,1,SJS,1,0,0
gonchse01,2006,1,PIT,2,0,0
jonesry01,2009,2,EDM,1,0,0
royde01,2010,1,BUF,2,1,1
huntetr01,2009,1,NYI,2,1,1
modanmi01,2007,1,DAL,6,2,1
artyuev01,2009,1,AND,1,0,0
antroni01,2008,1,TOR,1,0,0
staplti01,2010,1,ATL,1,1,1
pisanfe01,2005,1,EDM,7,3,2
hagmani01,2011,2,AND,1,1,1
nummepe01,2006,1,MIN,7,6,1
ritolma01,2010,1,TBL,1,0,0
ryanbo01,2009,1,AND,2,0,0
cammami01,2011,1,MTL,0,3,0
langeja01,2011,1,STL,0,3,0
pennedu01,2010,2,LAK,1,0,0
gagnesi01,2011,1,LAK,0,3,0
lecavvi01,2006,1,TBL,12,3,2
anisiar01,2011,1,NYR,0,2,0
koivusa01,2007,1,MTL,11,5,2
getzlry01,2008,1,AND,9,5,1
michami01,2005,1,SJS,2,1,0
hossama02,2007,1,NYR,4,1,0
glenccu01,2009,1,CAL,1,0,0
pohljo01,2007,1,TOR,1,0,0
stamkst01,2008,1,TBL,5,1,1
richabr02,2009,1,LAK,1,0,0
backsni02,2011,1,WAS,0,2,0
kopitan01,2010,1,LAK,10,3,2
demitpa01,2009,1,VAN,4,2,2
tangual01,2010,1,CAL,16,10,4
weissst01,2011,1,FLO,3,8,2
datsypa01,2009,1,DET,14,7,2
lindetr01,2006,1,VAN,3,2,1
laichbr01,2011,1,WAS,1,1,1
smythry01,2006,1,EDM,2,1,1
nilssro01,2007,1,EDM,7,4,1
mcdonan01,2006,1,AND,10,1,0
eratma01,2010,1,NAS,7,2,1
biekske01,2008,1,VAN,1,0,0
hejdaja01,2011,1,COL,6,11,3
backsni02,2010,1,WAS,9,2,0
nolanow01,2006,1,PHO,1,0,0
turriky01,2008,1,PHO,4,1,1
bonkra01,2008,1,NAS,2,0,0
reinpst01,2007,1,PHO,2,0,0
phanedi01,2007,1,CAL,3,0,0
blakeja01,2010,1,AND,1,0,0
brierda01,2007,1,PHI,7,3,2
hudleji01,2008,1,DET,7,3,1
vasicjo01,2007,1,NYI,1,0,0
clowery01,2010,1,SJS,8,3,2
cartean01,2006,1,CBS,1,1,0
malonry01,2011,1,TBL,0,3,0
clearda01,2008,1,DET,2,0,0
lundmja01,2006,2,LAK,3,2,0
rozsimi01,2007,1,NYR,1,0,0
koivumi01,2008,1,MIN,6,2,1
nasluma02,2006,1,VAN,7,2,1
stlouma01,2007,1,TBL,3,0,0
voracja01,2008,1,CBS,3,1,1
alfreda01,2005,1,OTT,8,2,1
zubruda01,2005,1,WAS,2,1,0
boothda01,2009,1,FLO,2,1,0
strakma01,2006,1,NYR,2,0,0
reinpst01,2007,1,PHO,2,0,0
sapryol01,2005,1,PHO,2,0,0
osullpa01,2007,1,LAK,5,4,3
comeabl01,2007,1,NYI,2,1,0
getzlry01,2005,1,ANA,2,0,0
getzlry01,2011,1,AND,1,5,0
halpeje01,2005,1,WAS,2,0,0
nashri01,2006,1,CBS,5,1,0
nedvepe01,2005,2,PHI,3,1,1
lupuljo01,2005,1,ANA,2,0,0
lombama01,2009,1,PHO,3,1,1
fosteku01,2011,1,AND,0,1,0
koivumi01,2010,1,MIN,6,3,1
jokinju01,2009,1,CAR,9,4,1
malkiev01,2008,1,PIT,7,2,1
kostoto01,2006,1,LAK,1,0,0
roenije01,2005,1,LAK,2,1,0
datsypa01,2008,1,DET,10,5,3
weissst01,2010,1,FLO,7,2,1
strakma01,2005,1,NYR,6,1,0
filppva01,2011,1,DET,1,3,1
tangual01,2008,1,MTL,5,2,2
tavarjo01,2009,1,NYI,8,3,1
browndu01,2010,1,LAK,7,2,1
nedvepe01,2006,1,PHI,2,0,0
malhoma01,2009,1,SJS,1,0,0
cammami01,2011,1,MTL,0,3,0
batessh01,2006,1,NYI,1,0,0
thornjo01,2005,1,BOS,2,1,0
jonesda01,2011,1,COL,0,1,0
erikslo01,2006,1,DAL,2,0,0
zidlima01,2009,1,MIN,7,2,0
verstkr01,2009,1,CHI,5,2,1
widemde01,2006,1,STL,1,0,0
kubinpa01,2008,1,TOR,1,0,0
vasicjo01,2006,1,NAS,1,0,0
brylise01,2006,1,NJD,8,1,0
tjarnda01,2005,1,MIN,1,0,0
karlser01,2010,1,OTT,3,1,1
downist01,2009,1,TBL,1,0,0
datsypa01,2009,1,DET,14,7,2
hudleji01,2007,1,DET,8,4,1
hrdinja01,2005,1,CBS,2,0,0
wilsoco01,2011,1,NAS,1,3,1
stlouma01,2010,1,TBL,5,1,1
morrobr01,2010,1,DAL,1,1,0
oshietj01,2008,1,STL,6,2,2
eberljo01,2011,1,EDM,3,12,0
spezzja01,2009,1,OTT,7,3,1
vermean01,2005,1,OTT,1,0,0
chimeja01,2007,1,CBS,2,0,0
richabr02,2009,1,LAK,1,0,0
blakeja01,2007,1,TOR,2,0,0
peverri01,2010,1,ATL,4,0,0
gordobo01,2011,1,PHO,0,1,0
lindsjo01,2007,1,CBS,1,0,0
lecavvi01,2008,1,TBL,11,3,0
langro01,2007,1,CHI,2,1,1
afanadm01,2005,1,TBL,1,0,0
bergfni01,2010,2,FLO,1,0,0
rydermi01,2006,1,MTL,4,1,1
sakicjo01,2008,1,COL,1,0,0
morrobr01,2011,1,DAL,0,1,0
staaler01,2007,1,CAR,2,1,0
koivusa01,2009,1,AND,3,1,1
russekr01,2009,1,CBS,1,0,0
nealja01,2008,1,DAL,7,5,2
wolskwo01,2011,2,FLO,3,7,1
antroni01,2006,1,TOR,2,0,0
chriser01,2011,1,NYR,1,3,0
richami02,2011,1,LAK,3,9,2
fowleca01,2010,1,AND,1,1,1
kovalal01,2010,1,OTT,4,1,0
havlama01,2005,1,OTT,1,0,0
aucoiad01,2011,1,PHO,0,2,0
timonki01,2005,1,NAS,1,0,0
shannry01,2007,1,VAN,4,1,1
turgepi01,2005,1,COL,1,0,0
johanry01,2011,1,CBS,0,2,0
zajactr01,2011,1,NJD,1,1,1
ottst01,2011,1,DAL,0,1,0
hortona01,2007,1,FLO,10,3,1
gomezsc01,2006,1,NJD,1,0,0
zubruda01,2006,1,WAS,1,0,0
zajactr01,2009,1,NJD,5,1,0
huselkr01,2007,1,CAL,5,4,2
wardja01,2006,3,TBL,1,0,0
demitpa01,2008,1,VAN,7,3,1
raymoma01,2011,1,VAN,2,9,2
petroro02,2005,1,ATL,1,0,0
kovalal01,2006,1,MTL,9,4,1
zherdni01,2008,1,NYR,14,5,3
myersty01,2009,1,BUF,3,1,1
montast01,2007,1,FLO,2,0,0
tangual01,2007,1,CAL,2,0,0
yashial01,2005,1,NYI,7,2,0
raymoma01,2008,1,VAN,1,0,0
gordobo01,2007,1,WAS,3,1,0
savarma01,2006,1,BOS,6,1,0
johnsja02,2009,1,LAK,17,6,1
kanepa01,2009,1,CHI,15,4,0
cammami01,2005,1,LAK,1,0,0
kopitan01,2008,1,LAK,7,2,0
bertuto01,2005,1,VAN,5,2,1
rucinma01,2005,1,NYR,2,0,0
lupuljo01,2006,1,EDM,2,0,0
ryanbo01,2010,1,AND,3,2,2
malkiev01,2011,1,PIT,8,11,3
stajama01,2008,1,TOR,1,0,0
dumonjp01,2008,1,NAS,2,1,0
arnasty01,2005,1,CHI,3,1,0
selante01,2007,1,AND,4,3,0
holmqmi01,2005,1,CHI,5,2,1
upshasc01,2007,1,PHI,1,0,0
kotalal01,2006,1,BUF,7,5,4
carcida01,2008,1,PHO,1,1,1
samuemi01,2006,1,DET,2,0,0
wilsoco01,2011,1,NAS,1,3,1
galiatj01,2009,1,COL,2,0,0
gueribi01,2006,1,STL,2,1,1
hrdinja01,2005,1,CBS,2,0,0
whiteto02,2008,1,ATL,2,1,1
sundima01,2008,1,VAN,2,1,1
reasoma01,2005,2,BOS,1,0,0
jonesda01,2009,1,COL,1,0,0
zettehe01,2010,1,DET,3,0,0
