name,id,award,year,lgid,note
Raymond Bourque,bourqra01,Patrick,2002,NHL,
George Gund,,Patrick,1995,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Cammi Granato,,Patrick,2006,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Ray Miron,,Patrick,2003,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Lou Vairo,,Patrick,1999,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
George Leader,,Patrick,1975,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Stan Fischler,,Patrick,2006,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Donald Clark,,Patrick,1974,NHL,
Tony Rossi,,Patrick,2010,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Brian Burke,,Patrick,2007,NHL,
Bruce McNall,,Patrick,1992,NHL,
Fred Cusick,,Patrick,1987,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Larry Pleau,pleaula01,Patrick,2001,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Jim Devellano,,Patrick,2008,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Robert Ridder,,Patrick,1993,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Gil Stein,,Patrick,1992,NHL,
John Mayasich,,Patrick,1997,NHL,
David Poile,,Patrick,2000,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Milt Schmidt,schmimi01,Patrick,1995,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Dave Andrews,,Patrick,2009,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
