year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1964,NHL,MTL,MTL,,,2,SC,70,36,23,11.0,,83,,,211,185,Montreal Canadiens,1033,,57,328,8,42,301,5
1948,NHL,DET,DET,,,1,F,60,34,19,7.0,,75,,,195,145,Detroit Red Wings,621,,,,,,,
2006,NHL,DET,DET,WC,CE,1,CF,82,50,19,,13,113,2,8,254,199,Detroit Red Wings,982,24,68,401,11,63,408,12
1992,NHL,NJD,NJD,WA,PT,4,DSF,84,40,37,7.0,,87,,,308,299,New Jersey Devils,1815,16,77,400,19,79,425,8
1959,NHL,BOS,BOS,,,5,,70,28,34,8.0,,64,,,220,241,Boston Bruins,932,,,,,,,
1992,NHL,EDM,EDM,CC,SM,5,,84,26,50,8.0,,60,,,242,337,Edmonton Oilers,2027,14,66,416,10,106,464,17
1977,NHL,CLE,CLE,WA,AD,4,,80,22,45,13.0,,57,,,230,325,Cleveland Barons,1010,10,42,275,8,61,235,3
1915,PCHA,VML,VMR,,,2,,18,9,9,0.0,,18,,,75,69,Vancouver Millionaires,,,,,,,,
2008,NHL,DAL,DAL,WC,PC,3,,82,36,35,,11,83,6,6,230,257,Dallas Stars,1144,10,54,351,4,70,327,2
1982,NHL,QUE,COL,WA,AD,4,DSF,80,34,34,12.0,,80,,,343,336,Quebec Nordiques,1648,10,61,294,6,92,348,6
1972,WHA,NRA,SDM,,EW,6,,78,33,43,2.0,,68,,,303,334,New York Raiders,900,6,60,305,12,63,268,10
1992,NHL,CHI,CHI,CC,NO,1,DSF,84,47,25,12.0,,106,,,279,230,Chicago Blackhawks,2394,12,94,510,10,81,490,14
1935,NHL,CHI,CHI,,AM,3,QF,48,21,19,8.0,,50,,,93,92,Chicago Black Hawks,409,,,,,,,
1919,NHL,OTS,STE,,,1,SC,24,19,5,0.0,,38,,,121,64,Ottawa Senators,305,,,,,,,
1980,NHL,BOS,BOS,WA,AD,2,PRE,80,37,30,13.0,,87,,,316,272,Boston Bruins,1836,26,87,342,8,82,358,13
1927,NHL,DTC,DET,,AM,4,,44,19,19,6.0,,44,,,88,79,Detroit Cougars,395,,,,,,,
1993,NHL,DET,DET,WC,CE,1,CQF,84,46,30,8.0,,100,,,356,275,Detroit Red Wings,1775,18,85,408,14,73,383,22
1924,WCHL,CAT,CAT,,,1,WF,28,17,11,0.0,,34,,,96,80,Calgary Tigers,,,,,,,,
2007,NHL,ATL,WPG,EC,SE,4,,82,34,40,,8,76,9,6,216,272,Atlanta Thrashers,1077,20,52,316,10,75,354,13
1994,NHL,WIN,PHO,WC,CE,6,,48,16,25,7.0,,39,,,157,177,Winnipeg Jets,1141,16,42,219,6,40,235,7
1997,NHL,LAK,LAK,WC,PC,2,CQF,82,38,33,11.0,,87,,,227,225,Los Angeles Kings,1763,22,52,366,12,63,399,10
2011,NHL,EDM,EDM,WC,NW,5,,82,32,40,,10,74,5,7,212,239,Edmonton Oilers,942,20,54,262,8,52,296,5
1979,NHL,WAS,WAS,CC,PT,5,,80,27,40,13.0,,67,,,261,293,Washington Capitals,1198,12,54,295,4,65,248,5
1968,NHL,MNS,DAL,,WD,6,,76,18,43,15.0,,51,,,189,270,Minnesota North Stars,854,,47,246,8,41,249,3
2006,NHL,COL,COL,WC,NW,4,,82,44,31,,7,95,5,4,272,251,Colorado Avalanche,884,20,79,374,9,70,353,7
2000,NHL,BUF,BUF,EC,NE,2,CSF,82,46,30,5.0,1,98,,,218,184,Buffalo Sabres,1249,8,60,373,5,40,334,6
2000,NHL,TBL,TBL,EC,SE,5,,82,24,47,6.0,5,59,,,201,280,Tampa Bay Lightning,1404,20,53,424,11,72,422,9
1997,NHL,CHI,CHI,WC,CE,5,,82,30,39,13.0,,73,,,192,199,Chicago Blackhawks,1546,12,47,364,5,58,381,13
1974,WHA,SDM,SDM,,WW,2,AVSF,78,43,31,4.0,,90,,,326,268,San Diego Mariners,1058,,60,218,8,53,275,11
1991,NHL,PHI,PHI,WA,PT,6,,80,32,37,11.0,,75,,,252,273,Philadelphia Flyers,1838,10,68,411,12,76,392,15
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
1998,NHL,NAS,NAS,WC,CE,4,,82,28,47,7.0,,63,,,190,261,Nashville Predators,1420,14,40,324,10,75,357,7
1923,NHL,MTL,MTL,,,2,SC,24,13,11,0.0,,26,,,59,48,Montreal Canadiens,187,,,,,,,
1948,NHL,CHI,CHI,,,5,,60,21,31,8.0,,50,,,173,211,Chicago Black Hawks,695,,,,,,,
1974,NHL,VAN,VAN,CC,SM,1,QF,80,38,32,10.0,,86,,,271,254,Vancouver Canucks,965,14,70,337,5,59,300,5
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Brooklyn Americans,427,,,,,,,
1983,NHL,CHI,CHI,CC,NO,4,DSF,80,30,42,8.0,,68,,,277,311,Chicago Black Hawks,1358,8,67,332,7,74,342,8
2003,NHL,NJD,NJD,EC,AT,2,CQF,82,43,25,12.0,2,100,,,213,164,New Jersey Devils,894,14,51,312,5,39,266,8
1919,NHL,QUB,BKN,,,4,,24,4,20,0.0,,8,,,91,177,Quebec Bulldogs,123,,,,,,,
2008,NHL,EDM,EDM,WC,NW,4,,82,38,35,,9,85,6,4,234,248,Edmonton Oilers,1247,20,60,354,8,76,338,3
2000,NHL,VAN,VAN,WC,NW,3,CQF,82,36,28,11.0,7,90,,,239,238,Vancouver Canucks,1113,22,71,416,11,74,387,12
