playerid,awardid,yearid,lgid,tie,notes
rosenal01,TSN All-Star,1953,ML,,3Б
ferrewe01,Baseball Magazine All-Star,1935,AL,,P2
cabremi01,Silver Slugger,2005,NL,,ОФ
ferrida01,TSN All-Star,1945,ML,,П
grovele01,TSN All-Star,1930,ML,,П
boonebo01,Gold Glove,1978,NL,,C
gibsobo01,Cy Young Award,1970,NL,,
polleho01,Baseball Magazine All-Star,1946,ML,,R3
newhoha01,TSN Pitcher of the Year,1945,AL,,
hubbeca01,Most Valuable Player,1936,NL,,
mathech01,Baseball Magazine All-Star,1908,NL,,P2
mayswi01,TSN All-Star,1958,ML,,ОФ
kochbi01,TSN Reliever of the Year,2002,AL,,
clemero02,Pitching Triple Crown,1997,AL,,
jacksre01,TSN Major League Player of the Year,1973,ML,,
vanceda01,Baseball Magazine All-Star,1925,ML,,P2
carewro01,TSN All-Star,1974,AL,,Две-б
cartega01,All-Star Game MVP,1984,ML,,
maddugr01,Gold Glove,1992,NL,,П
wynnea01,TSN Pitcher of the Year,1959,AL,,
griffal01,Rookie of the Year,1979,AL,Да,
rudijo01,Gold Glove,1975,AL,,ОФ
grangwa01,TSN Fireman of the Year,1969,NL,,
penaca01,Comeback Player of the Year,2007,AL,,
felscha01,Baseball Magazine All-Star,1917,AL,,ОФ
earnsge01,TSN All-Star,1931,ML,,П
deandi01,Baseball Magazine All-Star,1936,NL,,P2
ruthba01,Baseball Magazine All-Star,1930,AL,,RF
smithoz01,NLCS MVP,1985,NL,,
kinerra01,TSN Player of the Year,1950,NL,,
loberha01,Baseball Magazine All-Star,1911,NL,,3Б
aparilu01,Gold Glove,1966,AL,,SS
randowi01,TSN All-Star,1977,AL,,Две-б
musiast01,TSN All-Star,1954,ML,,ОФ
gibsobo01,Gold Glove,1968,NL,,П
willite01,Most Valuable Player,1949,AL,,
carewro01,Most Valuable Player,1977,AL,,
wellsve01,TSN All-Star,2003,AL,,ОФ
thompro01,Gold Glove,1993,NL,,Две-б
greenha01,Most Valuable Player,1940,AL,,
gwynnto01,TSN All-Star,1994,NL,,ОФ
sandbry01,Gold Glove,1987,NL,,Две-б
mantlmi01,TSN All-Star,1962,AL,,ОФ
bumbral01,Rookie of the Year,1973,AL,,
thomafr04,Most Valuable Player,1993,AL,,
maddugr01,TSN Pitcher of the Year,1993,NL,,
woodwi01,TSN All-Star,1972,AL,,ЛХП
hubbeca01,Baseball Magazine All-Star,1929,NL,,П4
glaustr01,Silver Slugger,2001,AL,,3Б
cobbty01,Baseball Magazine All-Star,1921,ML,,ОФ
roushed01,Baseball Magazine All-Star,1926,NL,,ОФ
murraed02,Gold Glove,1984,AL,,1б
gedmari01,TSN All-Star,1986,AL,,C
musiast01,TSN All-Star,1951,ML,,ОФ
vanceda01,Baseball Magazine All-Star,1923,NL,,П4
coopewa01,Baseball Magazine All-Star,1943,NL,,C
baineha01,Silver Slugger,1989,AL,,ДХ
smithle02,Rolaids Relief Man Award,1991,NL,,
johnswa01,Baseball Magazine All-Star,1924,ML,,P2
parkeda01,Silver Slugger,1986,NL,,ОФ
sandbry01,Gold Glove,1984,NL,,Две-б
uhlege01,Baseball Magazine All-Star,1926,AL,,П1
olivato01,TSN All-Star,1966,AL,,ОФ
mcgeewi01,Silver Slugger,1985,NL,,ОФ
boggswa01,Silver Slugger,1986,AL,,3Б
bergewa01,Baseball Magazine All-Star,1935,ML,,CF
greggve01,Baseball Magazine All-Star,1911,AL,,R3
kalinal01,Gold Glove,1965,AL,,ОФ
cansejo01,Most Valuable Player,1988,AL,,
carewro01,TSN All-Star,1972,AL,,Две-б
venturo01,Gold Glove,1992,AL,,3Б
daubeja01,Baseball Magazine All-Star,1916,NL,,1б
raderdo02,Gold Glove,1973,NL,,3Б
maddoga01,Roberto Clemente Award,1986,ML,,
gordosi01,Baseball Magazine All-Star,1949,NL,,3Б
richabo01,TSN All-Star,1964,AL,,Две-б
schmimi01,Gold Glove,1986,NL,,3Б
robinfr02,TSN All-Star,1967,AL,,ОФ
sandbry01,TSN All-Star,1984,NL,,Две-б
robinfr02,TSN Player of the Year,1966,AL,,
smithle02,TSN Fireman of the Year,1994,AL,,
spahnwa01,TSN All-Star,1960,ML,,П
wilsoha01,Baseball Magazine All-Star,1926,NL,,ОФ
terrybi01,Baseball Magazine All-Star,1929,NL,,1б
ripkeca01,TSN Major League Player of the Year,1983,ML,,
winfida01,Gold Glove,1983,AL,,ОФ
nehfar01,Baseball Magazine All-Star,1921,NL,,P2
archeji01,Baseball Magazine All-Star,1914,NL,,С1
bushdo01,Baseball Magazine All-Star,1911,AL,,SS
chancde01,TSN Pitcher of the Year,1964,AL,,
johnswa01,Most Valuable Player,1913,AL,,
grovele01,TSN All-Star,1928,ML,,П
pendlte01,TSN All-Star,1991,NL,,3Б
rootch01,Baseball Magazine All-Star,1927,NL,,П1
quiseda01,TSN Fireman of the Year,1982,AL,,
erstada01,Gold Glove,2000,AL,,ОФ
puckeki01,TSN All-Star,1987,AL,,ОФ
righeda01,TSN Fireman of the Year,1986,AL,,
musiast01,Baseball Magazine All-Star,1948,ML,,RF
turlebo01,TSN Major League Player of the Year,1958,ML,,
garcida01,TSN All-Star,1982,AL,,Две-б
violafr01,Cy Young Award,1988,AL,,
traynpi01,Baseball Magazine All-Star,1928,NL,,3Б
donlimi01,Baseball Magazine All-Star,1908,NL,,CF
willibe02,Silver Slugger,2002,AL,,ОФ
cuccito01,Baseball Magazine All-Star,1945,AL,,3Б
boyerke01,TSN All-Star,1961,NL,,3Б
ordonma01,TSN All-Star,2007,AL,,ОФ
hubbske01,Rookie of the Year,1962,NL,,
ortizda01,Silver Slugger,2007,AL,,ДХ
wrighda03,Silver Slugger,2007,NL,,3Б
grohhe01,Baseball Magazine All-Star,1915,NL,,3Б
coopece01,Silver Slugger,1980,AL,,1б
scottge02,Gold Glove,1972,AL,,1б
robinbr01,TSN All-Star,1972,AL,,3Б
willido03,Rookie of the Year,2003,NL,,
maysca01,Baseball Magazine All-Star,1921,AL,,P2
griffke02,Gold Glove,1999,AL,,ОФ
rodriiv01,Gold Glove,1994,AL,,C
hubbeca01,TSN All-Star,1935,ML,,П
ausmubr01,Gold Glove,2001,NL,,C
hornsro01,Baseball Magazine All-Star,1928,ML,,Две-б
kalinal01,Lou Gehrig Memorial Award,1968,ML,,
santoro01,TSN All-Star,1969,NL,,3Б
raderdo02,Gold Glove,1970,NL,,3Б
grohhe01,Baseball Magazine All-Star,1919,NL,,3Б
murraed02,TSN All-Star,1983,AL,,1б
pettiga01,Gold Glove,1988,AL,,ОФ
dickebi01,Baseball Magazine All-Star,1936,ML,,C
kalinal01,Gold Glove,1961,AL,,ОФ
musiast01,TSN All-Star,1946,ML,,1б
jurgebi01,Baseball Magazine All-Star,1941,NL,,SS
antonjo02,TSN Pitcher of the Year,1954,NL,,
camparo01,TSN All-Star,1951,ML,,C
willite01,Baseball Magazine All-Star,1942,AL,,ЛФ
clemero02,TSN All-Star,1987,AL,,Правостороннее движение
bridgto01,Baseball Magazine All-Star,1936,AL,,П1
killebi01,Baseball Magazine All-Star,1918,NL,,C
schulfr01,Baseball Magazine All-Star,1908,NL,,RF
jeterde01,Gold Glove,2006,AL,,SS
konstji01,Baseball Magazine All-Star,1950,ML,,R3
johnsra05,World Series MVP,2001,ML,Да,
larkiba01,Silver Slugger,1995,NL,,SS
hernake01,Gold Glove,1978,NL,,1б
lollash01,Gold Glove,1959,AL,,C
hartnga01,TSN All-Star,1927,ML,,C
waltebu01,Most Valuable Player,1939,NL,,
robinbr01,Roberto Clemente Award,1972,ML,,
ruelmu01,Baseball Magazine All-Star,1925,AL,,С1
eversjo01,Baseball Magazine All-Star,1914,NL,,Две-б
murphda05,TSN All-Star,1982,NL,,ОФ
clarkfr01,Baseball Magazine All-Star,1909,ML,,ЛФ
alomaro01,Gold Glove,2001,AL,,Две-б
schoere01,TSN All-Star,1953,ML,,Две-б
newhoha01,TSN All-Star,1945,ML,,П
jonesch06,TSN All-Star,1999,NL,,3Б
brownke01,TSN Pitcher of the Year,1998,NL,,
rodriiv01,Most Valuable Player,1999,AL,,
mostijo01,Baseball Magazine All-Star,1926,ML,,ОФ
dimagjo01,Baseball Magazine All-Star,1939,ML,,CF
collied01,Baseball Magazine All-Star,1926,AL,,Две-б
conceda01,TSN All-Star,1976,NL,,SS
smoltjo01,Silver Slugger,1997,NL,,П
mcwilla01,TSN All-Star,1983,NL,,ЛХП
jenseja01,Most Valuable Player,1958,AL,,
hernake01,TSN All-Star,1979,NL,,1б
robinfr02,TSN Player of the Year,1961,NL,,
greenha01,TSN All-Star,1940,ML,,ОФ
pennohe01,TSN All-Star,1926,ML,,П
zambrca01,Silver Slugger,2006,NL,,П
averiea01,Baseball Magazine All-Star,1936,AL,,CF
loftoke01,Gold Glove,1996,AL,,ОФ
manushe01,Baseball Magazine All-Star,1928,ML,,ОФ
elliobo01,Baseball Magazine All-Star,1950,NL,,3Б
buehrma01,Gold Glove,2012,NL,,П
carewro01,Roberto Clemente Award,1977,ML,,
freylo01,Baseball Magazine All-Star,1939,NL,,Две-б
davisma01,Cy Young Award,1989,NL,,
freehbi01,Gold Glove,1969,AL,,C
floodcu01,Gold Glove,1964,NL,,ОФ
peckiro01,Baseball Magazine All-Star,1919,AL,,SS
carltst01,TSN All-Star,1972,NL,,ЛХП
rodriiv01,TSN All-Star,1996,AL,,C
gehrilo01,Baseball Magazine All-Star,1931,AL,,1б
ripkeca01,Gold Glove,1991,AL,,SS
guidrro01,Gold Glove,1983,AL,,П
alomaro01,TSN All-Star,1992,AL,,Две-б
gulledo01,TSN All-Star,1974,NL,,ЛХП
sheffga01,Silver Slugger,2003,NL,,ОФ
peskyjo01,TSN All-Star,1946,ML,,SS
daubeja01,Baseball Magazine All-Star,1912,NL,,1б
roushed01,Baseball Magazine All-Star,1919,NL,,ОФ
pagnoto01,Gold Glove,1994,NL,,C
justida01,ALCS MVP,2000,AL,,
hernawi01,Cy Young Award,1984,AL,,
hunteca01,TSN Pitcher of the Year,1974,AL,,
whiteea01,Baseball Magazine All-Star,1933,AL,,P2
dimagjo01,Baseball Magazine All-Star,1947,AL,,CF
hallaro01,TSN Pitcher of the Year,2003,AL,,
crandde01,TSN All-Star,1958,ML,,C
johnsho01,Silver Slugger,1991,NL,,3Б
loretma01,Silver Slugger,2004,NL,,Две-б
collied01,Baseball Magazine All-Star,1919,AL,,Две-б
canoro01,Gold Glove,2010,AL,,Две-б
fieldce01,TSN Player of the Year,1990,AL,,
vaughar01,Baseball Magazine All-Star,1937,NL,,SS
boddimi01,TSN All-Star,1984,AL,,Правостороннее движение
schilcu01,TSN All-Star,2002,NL,,Правостороннее движение
hunteto01,Gold Glove,2005,AL,,ОФ
quiseda01,Rolaids Relief Man Award,1982,AL,,
eversjo01,Baseball Magazine All-Star,1908,NL,,Две-б
roushed01,Baseball Magazine All-Star,1924,ML,,CF
yountro01,Silver Slugger,1980,AL,,SS
palmede01,Silver Slugger,1998,AL,,3Б
grimebu01,Baseball Magazine All-Star,1928,NL,,R3
hermabi01,Baseball Magazine All-Star,1936,NL,,Две-б
holmeto01,Baseball Magazine All-Star,1945,NL,,ЛФ
wheatza01,Baseball Magazine All-Star,1915,NL,,ЛФ
rolensc01,Rookie of the Year,1997,NL,,
utleych01,TSN All-Star,2007,NL,,Две-б
speaktr01,Baseball Magazine All-Star,1910,AL,,CF
spahnwa01,TSN All-Star,1953,ML,,П
fostege01,TSN Player of the Year,1976,NL,,
gibsobo01,World Series MVP,1967,ML,,
wolffro01,Baseball Magazine All-Star,1945,AL,,П4
geronce01,Gold Glove,1974,NL,,ОФ
grovele01,Baseball Magazine All-Star,1930,ML,,П4
smithoz01,Gold Glove,1986,NL,,SS
wallati01,Gold Glove,1990,NL,,3Б
rowesc01,TSN All-Star,1934,ML,,П
schmimi01,TSN Player of the Year,1980,NL,,
thomeji01,TSN All-Star,1996,AL,,3Б
ceyro01,World Series MVP,1981,ML,Да,
erstada01,Gold Glove,2004,AL,,1б
oneilst01,Baseball Magazine All-Star,1922,AL,,C
lawve01,TSN All-Star,1960,ML,,П
jonesan01,Gold Glove,2006,NL,,ОФ
collied01,Baseball Magazine All-Star,1909,AL,,Две-б
musiast01,Baseball Magazine All-Star,1944,ML,,CF
ruffire01,TSN All-Star,1938,ML,,П
riverma01,TSN Reliever of the Year,2009,AL,,
mizejo01,TSN All-Star,1948,ML,,1б
murraed02,Silver Slugger,1984,AL,,1б
rommeed01,TSN All-Star,1925,ML,,П
boyerke01,Gold Glove,1958,NL,,3Б
mitchke01,TSN Player of the Year,1989,NL,,
lombaer01,Baseball Magazine All-Star,1942,NL,,C
pennohe01,Baseball Magazine All-Star,1925,AL,,П4
fordwh01,TSN All-Star,1956,ML,,П
jonescl01,TSN All-Star,1969,NL,,ОФ
teixema01,Silver Slugger,2004,AL,,1б
ruffire01,Baseball Magazine All-Star,1939,ML,,П4
russeje01,TSN Fireman of the Year,1989,AL,,
johnsch04,Gold Glove,1995,NL,,C
lindsfr01,TSN All-Star,1928,ML,,3Б
burnsge02,Most Valuable Player,1926,AL,,
benchjo01,Rookie of the Year,1968,NL,,
musiast01,TSN All-Star,1957,ML,,1б
cronijo01,Baseball Magazine All-Star,1932,ML,,SS
castilu01,Gold Glove,2003,NL,,Две-б
peterga01,TSN All-Star,1964,AL,,П
ramirma02,TSN All-Star,2001,AL,,ОФ
arroylu01,TSN Fireman of the Year,1961,AL,,
cuyleki01,Baseball Magazine All-Star,1926,ML,,ОФ
lajoina01,Baseball Magazine All-Star,1908,ML,,Две-б
gonzaju03,Most Valuable Player,1998,AL,,
ripkeca01,Silver Slugger,1984,AL,,SS
floodcu01,Gold Glove,1966,NL,,ОФ
kubekto01,TSN All-Star,1961,AL,,SS
snowjt01,Gold Glove,1996,AL,,1б
cordech01,TSN Reliever of the Year,2005,NL,,
munsoth01,TSN Player of the Year,1976,AL,,
smithoz01,Lou Gehrig Memorial Award,1989,ML,,
benchjo01,TSN All-Star,1973,NL,,C
eckstda01,Babe Ruth Award,2006,AL,,SS
hernake01,TSN All-Star,1980,NL,,1б
fainfe01,TSN All-Star,1952,ML,,1б
lewisda01,Gold Glove,1994,NL,,ОФ
sheffga01,TSN Major League Player of the Year,1992,ML,,
lajoina01,Triple Crown,1901,AL,,
gibsobo01,Babe Ruth Award,1964,NL,,П
allendi01,Rookie of the Year,1964,NL,,
chaveer01,Gold Glove,2002,AL,,3Б
perezto01,TSN All-Star,1973,NL,,1б
larkiba01,Roberto Clemente Award,1993,ML,,
drysddo01,TSN All-Star,1962,NL,,П
edmonji01,TSN All-Star,2004,NL,,ОФ
fingero01,Rolaids Relief Man Award,1977,NL,,
lonboji01,Cy Young Award,1967,AL,,
guerrvl01,Silver Slugger,1999,NL,,ОФ
ramirma02,TSN All-Star,2006,AL,,ОФ
musiast01,Baseball Magazine All-Star,1946,NL,,1б
bakerfr01,Baseball Magazine All-Star,1913,ML,,3Б
traynpi01,Baseball Magazine All-Star,1932,ML,,3Б
beltrca01,Silver Slugger,2006,NL,,ОФ
bakerdu01,Silver Slugger,1981,NL,,ОФ
whitalo01,Silver Slugger,1984,AL,,Две-б
teixema01,Gold Glove,2005,AL,,1б
sosasa01,Silver Slugger,1998,NL,,ОФ
wanerpa01,Baseball Magazine All-Star,1936,ML,,RF
koufasa01,TSN Major League Player of the Year,1963,ML,,
aaronha01,TSN Player of the Year,1956,NL,,
rowanaa01,Gold Glove,2007,NL,,ОФ
alomaro01,Gold Glove,1991,AL,,Две-б
justida01,TSN All-Star,1993,NL,,ОФ
ruckena01,Baseball Magazine All-Star,1911,NL,,П4
riverma01,Rolaids Relief Man Award,1999,AL,,
parkeda01,TSN All-Star,1985,NL,,ОФ
myersra01,Rolaids Relief Man Award,1997,AL,,
howarry01,Hank Aaron Award,2006,NL,,
medwijo01,Baseball Magazine All-Star,1939,ML,,ЛФ
posadjo01,Silver Slugger,2000,AL,,C
johnto01,Lou Gehrig Memorial Award,1981,ML,,
seaveto01,TSN All-Star,1969,NL,,Правостороннее движение
danniha01,Baseball Magazine All-Star,1938,NL,,С2
alomaro01,Silver Slugger,1996,AL,,Две-б
gehrich01,TSN All-Star,1933,ML,,Две-б
ferrewe01,Baseball Magazine All-Star,1935,ML,,P2
roushed01,Baseball Magazine All-Star,1923,ML,,ОФ
drewjd01,TSN All-Star,2004,NL,,ОФ
ceronri01,TSN All-Star,1980,AL,,C
polleho01,TSN Pitcher of the Year,1949,NL,,
henderi01,TSN All-Star,1981,AL,,ОФ
devliar01,Baseball Magazine All-Star,1909,NL,,3Б
bakerdu01,NLCS MVP,1977,NL,,
kleinch01,TSN Guide MVP,1931,NL,,
grichbo01,Gold Glove,1976,AL,,Две-б
gagneer01,Cy Young Award,2003,NL,,
coopewi01,Baseball Magazine All-Star,1924,NL,,R3
macfada01,Baseball Magazine All-Star,1936,NL,,П4
hoytwa01,Baseball Magazine All-Star,1927,AL,,P2
roushed01,Baseball Magazine All-Star,1920,NL,,ОФ
traynpi01,Baseball Magazine All-Star,1933,ML,,3Б
boudrlo01,TSN Major League Player of the Year,1948,ML,,
koufasa01,TSN Major League Player of the Year,1965,ML,,
wanerpa01,Baseball Magazine All-Star,1928,NL,,ОФ
aaronha01,TSN All-Star,1967,NL,,ОФ
koufasa01,Pitching Triple Crown,1966,NL,,
pettian01,TSN All-Star,1996,AL,,ЛХП
larocad01,Silver Slugger,2012,NL,,1б
daviser01,TSN All-Star,1987,NL,,ОФ
willsma01,Most Valuable Player,1962,NL,,
hunteto01,Gold Glove,2004,AL,,ОФ
hamelbo01,Rookie of the Year,1994,AL,,
kleinch01,Triple Crown,1933,NL,,
frienbo01,TSN All-Star,1958,ML,,П
higbeki01,Baseball Magazine All-Star,1941,NL,,П4
heilmha01,Baseball Magazine All-Star,1925,AL,,RF
hollima01,Silver Slugger,2007,NL,,ОФ
berryke01,Gold Glove,1970,AL,,ОФ
wagneho01,Baseball Magazine All-Star,1913,ML,,SS
shantbo01,Gold Glove,1961,NL,,П
rodriiv01,TSN All-Star,2004,AL,,C
johnswa01,Most Valuable Player,1924,AL,,
munsoth01,Gold Glove,1973,AL,,C
burksel01,Gold Glove,1990,AL,,ОФ
newsodi01,Baseball Magazine All-Star,1941,AL,,П4
cobbty01,Baseball Magazine All-Star,1916,AL,,ОФ
molinya01,Gold Glove,2009,NL,,C
gehrilo01,Most Valuable Player,1927,AL,,
jonesan01,Gold Glove,2001,NL,,ОФ
mcgwima01,Gold Glove,1990,AL,,1б
rhoderi01,Silver Slugger,1985,NL,,П
howarel01,TSN All-Star,1964,AL,,C
schulfr01,Baseball Magazine All-Star,1911,NL,,RF
griffke02,Gold Glove,1994,AL,,ОФ
polanpl01,Gold Glove,2011,NL,,3Б
sandbry01,Silver Slugger,1984,NL,,Две-б
torrejo01,TSN All-Star,1966,NL,,C
puckeki01,Gold Glove,1992,AL,,ОФ
faberre01,Baseball Magazine All-Star,1921,ML,,P2
oliveal01,Silver Slugger,1980,AL,,ОФ
johnsbo01,Baseball Magazine All-Star,1939,AL,,ЛФ
medwijo01,Baseball Magazine All-Star,1936,NL,,ЛФ
sabatcc01,TSN All-Star,2007,AL,,SP
glavito02,Silver Slugger,1995,NL,,П
dimagjo01,Baseball Magazine All-Star,1948,ML,,CF
wagneho01,Baseball Magazine All-Star,1913,NL,,SS
zambrca01,Silver Slugger,2009,NL,,П
winfida01,Gold Glove,1985,AL,,ОФ
traynpi01,Baseball Magazine All-Star,1926,ML,,3Б
reuscri01,Gold Glove,1987,NL,,П
norrimi01,Gold Glove,1980,AL,,П
mccovwi01,TSN Player of the Year,1969,NL,,
bondto01,Pitching Triple Crown,1877,NL,,
rosepe01,World Series MVP,1975,ML,,
larkiba01,TSN All-Star,1991,NL,,SS
martivi01,Silver Slugger,2004,AL,Да,C
burgesm01,TSN All-Star,1961,NL,,C
masiph01,Baseball Magazine All-Star,1948,NL,,C
gehrilo01,Baseball Magazine All-Star,1931,ML,,1б
robinja02,TSN All-Star,1951,ML,,Две-б
palmera01,Gold Glove,1998,AL,,1б
reyesjo01,Silver Slugger,2006,NL,,SS
mcmilro01,Gold Glove,1957,ML,,SS
gordojo01,Baseball Magazine All-Star,1941,AL,,Две-б
kinerra01,TSN All-Star,1947,ML,,ОФ
sosasa01,TSN All-Star,2001,NL,,ОФ
burksel01,TSN All-Star,1996,NL,,ОФ
newhoha01,Pitching Triple Crown,1945,AL,,
grimebu01,Baseball Magazine All-Star,1924,ML,,R3
roushed01,Baseball Magazine All-Star,1919,ML,,ОФ
ramirma02,Silver Slugger,2006,AL,,ОФ
gomezle01,Baseball Magazine All-Star,1934,AL,,П1
grimebu01,TSN All-Star,1929,ML,,П
richabo01,Gold Glove,1964,AL,,Две-б
brownmo01,Baseball Magazine All-Star,1909,ML,,R3
willima04,TSN All-Star,1994,NL,,3Б
maddugr01,TSN Pitcher of the Year,1995,NL,,
aparilu01,Gold Glove,1970,AL,,SS
thomeji01,Lou Gehrig Memorial Award,2004,ML,,
carltst01,TSN Pitcher of the Year,1982,NL,,
grohhe01,Baseball Magazine All-Star,1920,NL,,3Б
coopewi01,Baseball Magazine All-Star,1920,NL,,R3
alexape01,Baseball Magazine All-Star,1917,ML,,П1
speaktr01,Baseball Magazine All-Star,1918,AL,,ОФ
rodrial01,Silver Slugger,2003,AL,,SS
hendrge01,TSN All-Star,1983,NL,,1б
griffke02,Silver Slugger,1996,AL,,ОФ
cartejo01,TSN All-Star,1992,AL,,ОФ
rosebjo01,Gold Glove,1966,NL,,C
mayswi01,Gold Glove,1961,NL,,ОФ
camparo01,TSN All-Star,1949,ML,,C
guerrvl01,TSN All-Star,2000,NL,,ОФ
turneji01,Baseball Magazine All-Star,1938,NL,,Пять
meyerch01,Baseball Magazine All-Star,1912,NL,,С2
robinfr02,Rookie of the Year,1956,NL,,
gehrich01,Baseball Magazine All-Star,1935,AL,,Две-б
kleinch01,TSN All-Star,1933,ML,,ОФ
michaca01,Baseball Magazine All-Star,1949,AL,,Две-б
edmonji01,Gold Glove,1997,AL,,ОФ
clemero01,TSN All-Star,1966,NL,,ОФ
bellbu01,Gold Glove,1982,AL,,3Б
friscfr01,Baseball Magazine All-Star,1923,ML,,3Б
puckeki01,TSN All-Star,1986,AL,,ОФ
hermabi01,Baseball Magazine All-Star,1937,NL,,Две-б
wilsowi02,Gold Glove,1980,AL,,ОФ
goodedw01,Cy Young Award,1985,NL,,
carewro01,TSN All-Star,1975,AL,,Две-б
salmoti01,Hutch Award,2002,ML,,
jacksjo01,Baseball Magazine All-Star,1919,AL,,ОФ
cartega01,TSN All-Star,1986,NL,,C
nathajo01,TSN All-Star,2005,AL,Да,РП
blackew01,Baseball Magazine All-Star,1947,NL,,П1
hermabi01,TSN All-Star,1943,ML,,Две-б
hunteto01,Gold Glove,2008,AL,,ОФ
verbaem01,Baseball Magazine All-Star,1944,NL,,Две-б
guidrro01,Gold Glove,1984,AL,,П
hoytla01,Cy Young Award,1983,AL,,
alfonan01,Rolaids Relief Man Award,2000,NL,,
kressre01,Baseball Magazine All-Star,1929,AL,,SS
lucasre01,Baseball Magazine All-Star,1929,NL,,R3
yastrca01,TSN All-Star,1967,AL,,ОФ
maricju01,TSN All-Star,1963,NL,,П
greenha01,TSN Guide MVP,1935,AL,,
sherrla01,Babe Ruth Award,1959,NL,,П
riceji01,TSN All-Star,1979,AL,,ОФ
jeterde01,Roberto Clemente Award,2009,ML,,
belleal01,TSN All-Star,1993,AL,,ОФ
brettge01,Lou Gehrig Memorial Award,1986,ML,,
rolliji01,Silver Slugger,2007,NL,,SS
lucasre01,Baseball Magazine All-Star,1929,ML,,П4
speaktr01,Baseball Magazine All-Star,1920,ML,,ОФ
hartnga01,TSN All-Star,1937,ML,,C
terrybi01,Baseball Magazine All-Star,1929,ML,,1б
radboch01,Pitching Triple Crown,1884,NL,,
keefeti01,Pitching Triple Crown,1888,NL,,
clarkjo01,Pitching Triple Crown,1889,NL,,
rusieam01,Pitching Triple Crown,1894,NL,,
duffyhu01,Triple Crown,1894,NL,,
youngcy01,Pitching Triple Crown,1901,AL,,
wadderu01,Pitching Triple Crown,1905,AL,,
mathech01,Pitching Triple Crown,1905,NL,,
chaseha01,Baseball Magazine All-Star,1908,AL,,1б
