playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
cantwmi01,1919,1,PHI,NL,1,3,5,3,2,0,0,82,36,17,1,9,6,0.0,5.0,,0.0,2.0,0,119.0,2.0,19,,,
klimkro01,1970,1,NYA,AL,6,7,45,3,1,1,1,295,80,29,7,33,40,0.0,2.0,7.0,2.0,3.0,0,399.0,10.0,36,,,
frasech01,1897,1,LS3,NL,15,19,35,34,32,0,0,859,332,130,11,133,70,0.0,4.0,,22.0,24.0,0,0.0,1.0,221,,,
weberbe01,2004,1,ANA,AL,0,2,18,0,0,0,0,67,37,20,4,15,11,0.0,8.0,0.0,0.0,0.0,0,117.0,5.0,24,,,
coleed01,1938,1,SLA,AL,1,5,36,6,1,0,3,266,116,51,8,48,26,0.0,5.0,,1.0,5.0,1,432.0,21.0,69,,,
earnsge01,1933,1,PHA,AL,5,10,21,18,4,0,0,353,153,78,8,58,37,0.0,5.0,,3.0,1.0,0,559.0,2.0,93,,,
mcmicgr01,1998,1,NYN,NL,1,2,22,0,0,0,0,67,23,10,1,14,22,,4.0,2.0,2.0,1.0,0,102.0,6.0,12,,,
buddimi01,2002,1,MIL,NL,1,2,25,0,0,0,0,119,46,20,5,21,28,,4.0,7.0,3.0,1.0,0,185.0,6.0,23,,,
learyja01,1882,1,PT1,AA,1,0,3,2,1,0,0,56,28,13,0,3,5,,6.0,,0.0,,0,0.0,1.0,22,,,
zambrca01,2003,1,CHN,NL,13,11,32,32,3,1,0,642,188,74,9,94,168,0.0,3.0,12.0,6.0,10.0,1,907.0,0.0,88,,,
kleinte01,1934,1,PHI,NL,0,0,5,0,0,0,0,18,11,6,1,3,2,0.0,9.0,,0.0,0.0,0,33.0,4.0,8,,,
sherrge01,2005,1,SEA,AL,4,3,29,0,0,0,0,57,13,11,3,7,24,,5.0,2.0,0.0,1.0,0,77.0,2.0,12,,,
mintogr01,1978,1,SFN,NL,0,1,11,0,0,0,0,47,22,14,3,8,6,0.0,8.0,1.0,0.0,1.0,0,76.0,3.0,14,,,
mooreca01,1930,1,WS1,AL,0,0,4,0,0,0,0,35,9,3,0,4,2,0.0,2.0,,0.0,0.0,0,47.0,4.0,3,,,
branded01,1928,1,BSN,NL,9,21,38,31,12,1,0,676,234,127,22,109,84,0.0,5.0,,4.0,7.0,0,1001.0,2.0,141,,,
cookde01,1999,1,NYN,NL,10,5,71,0,0,0,3,189,50,27,11,27,68,0.0,3.0,1.0,0.0,1.0,0,262.0,12.0,27,,,
carpecr01,1996,1,ML4,AL,0,0,8,0,0,0,0,25,12,7,1,2,2,0.0,7.0,0.0,0.0,0.0,0,39.0,2.0,8,,,
sabatcc01,2008,1,CLE,AL,6,8,18,18,3,2,0,367,117,52,13,34,123,,3.0,1.0,1.0,3.0,2,507.0,0.0,54,,,
mossda01,2003,2,BAL,AL,1,5,10,9,0,0,0,152,63,35,12,29,22,0.0,6.0,2.0,1.0,6.0,0,244.0,0.0,40,,,
bechtge01,1874,1,PH2,NA,1,3,6,4,4,0,0,126,64,18,0,0,13,,3.0,,,,0,,,42,,,
lyonshe01,1941,1,SLN,NL,0,0,1,0,0,0,0,4,1,0,0,3,1,0.0,0.0,,0.0,0.0,0,8.0,0.0,0,,,
peraljo01,2007,1,KCA,AL,1,3,62,0,0,0,1,263,93,37,9,19,66,,3.0,5.0,2.0,2.0,0,366.0,18.0,39,,,
wynnea01,1962,1,CHA,AL,7,15,27,26,11,3,0,503,171,83,15,56,91,0.0,4.0,6.0,2.0,3.0,0,710.0,1.0,90,,,
smallaa01,1998,2,ARI,NL,3,1,23,0,0,0,0,95,32,13,5,8,14,,3.0,1.0,0.0,1.0,0,130.0,9.0,14,,,
dugglbi01,1898,1,PHI,NL,3,3,9,5,4,0,0,162,70,33,4,18,12,0.0,5.0,,2.0,7.0,1,0.0,4.0,39,,,
dagenjo01,1943,1,BSN,NL,1,0,2,1,1,0,0,33,9,0,0,4,2,0.0,0.0,,1.0,2.0,0,46.0,1.0,2,,,
agostju01,1987,1,HOU,NL,1,1,27,0,0,0,2,82,26,8,1,10,6,0.0,2.0,1.0,1.0,0.0,0,118.0,13.0,12,,,
conveji01,1993,1,SEA,AL,1,3,4,4,0,0,0,61,23,12,0,14,10,0.0,5.0,2.0,0.0,0.0,0,93.0,0.0,12,,,
ladedo01,1950,1,CHN,NL,5,6,34,12,2,0,2,353,126,62,14,50,36,0.0,4.0,,4.0,2.0,1,516.0,8.0,68,,,
almanar01,2002,1,FLO,NL,3,2,51,0,0,0,2,137,36,22,8,23,57,,4.0,1.0,2.0,0.0,1,190.0,10.0,22,,,
trachst01,1998,1,CHN,NL,15,8,33,33,1,0,0,624,204,103,27,84,149,,4.0,5.0,3.0,8.0,2,894.0,0.0,107,,,
henrydw01,1986,1,TEX,AL,1,0,19,0,0,0,0,58,14,10,1,22,17,0.0,4.0,0.0,7.0,1.0,1,93.0,4.0,11,,,
loundo01,1964,1,WS2,AL,1,1,2,2,1,1,0,39,13,3,0,3,3,0.0,2.0,0.0,0.0,0.0,0,55.0,0.0,4,,,
pricejo02,1985,1,CIN,NL,2,2,26,8,0,0,1,194,59,28,10,23,52,0.0,3.0,7.0,2.0,0.0,0,274.0,5.0,35,,,
roberna01,2006,1,DET,AL,13,13,32,32,1,0,0,626,206,89,29,67,137,,3.0,2.0,6.0,8.0,0,881.0,0.0,98,,,
mullato01,1893,2,BLN,NL,12,16,34,26,23,0,1,734,277,121,4,124,71,0.0,4.0,,21.0,0.0,1,0.0,8.0,177,,,
brechha01,1946,1,SLN,NL,15,15,36,30,14,5,3,694,212,64,8,67,117,0.0,2.0,,1.0,4.0,0,954.0,3.0,73,,,
gablefr01,1938,2,CHA,AL,1,7,18,7,3,0,0,208,101,70,12,34,17,0.0,9.0,,2.0,1.0,0,331.0,9.0,74,,,
cornute01,1977,1,SFN,NL,1,2,28,1,0,0,0,133,38,19,4,22,23,0.0,3.0,5.0,3.0,0.0,0,191.0,12.0,24,,,
mintogr01,1975,1,SFN,NL,1,1,4,2,0,0,0,51,19,13,1,11,6,0.0,6.0,3.0,2.0,1.0,1,79.0,0.0,14,,,
learyfr01,1907,1,CIN,NL,0,1,2,1,0,0,0,24,7,1,0,6,4,0.0,1.0,,0.0,0.0,0,32.0,1.0,2,,,
piercbi01,1926,1,CHN,NL,6,5,19,5,1,0,0,271,96,45,1,37,31,0.0,4.0,,4.0,6.0,0,401.0,9.0,52,,,
fischha01,1962,1,ML1,NL,2,3,29,0,0,0,4,112,43,22,4,20,29,0.0,5.0,1.0,3.0,0.0,0,173.0,18.0,27,,,
johnske02,1969,3,CHN,NL,1,2,9,1,0,0,1,57,17,6,2,13,18,0.0,2.0,3.0,1.0,0.0,0,87.0,3.0,8,,,
drewti01,2003,1,MON,NL,0,2,6,1,0,0,0,26,12,12,3,8,3,0.0,12.0,1.0,3.0,0.0,0,46.0,3.0,12,,,
moelljo01,1962,1,LAN,NL,6,5,19,15,1,0,1,257,87,50,10,58,46,0.0,5.0,1.0,9.0,0.0,0,389.0,2.0,55,,,
combspa01,1991,1,PHI,NL,2,6,14,13,1,0,0,193,64,35,7,43,41,0.0,4.0,1.0,7.0,2.0,0,300.0,0.0,41,,,
poundbi01,1903,2,BRO,NL,0,0,1,0,0,0,0,18,8,4,1,2,2,0.0,6.0,,0.0,0.0,0,25.0,1.0,5,,,
gibbojo01,1967,1,SFN,NL,6,2,28,10,3,1,1,246,65,28,4,33,63,0.0,3.0,4.0,3.0,3.0,0,339.0,3.0,31,,,
cheneto01,1966,1,WS2,AL,0,1,3,1,0,0,0,16,4,3,1,6,3,0.0,5.0,0.0,1.0,1.0,0,25.0,2.0,4,,,
adamsjo01,1902,1,SLN,NL,0,0,1,0,0,0,0,12,9,4,0,2,0,0.0,9.0,,0.0,1.0,0,0.0,1.0,6,,,
rozemda01,1979,1,DET,AL,4,4,16,16,4,1,0,292,101,38,12,30,33,0.0,3.0,2.0,2.0,6.0,0,424.0,0.0,52,,,
schenbi01,1882,1,LS2,AA,1,0,2,1,1,0,0,30,6,1,0,1,4,,0.0,,0.0,,0,0.0,1.0,2,,,
yorkmi01,1991,1,CLE,AL,1,4,14,4,0,0,0,104,45,26,2,19,19,0.0,6.0,3.0,2.0,2.0,0,163.0,3.0,29,,,
chapmbe01,1945,1,BRO,NL,3,3,10,7,2,0,0,161,64,33,3,32,23,0.0,5.0,,2.0,3.0,0,254.0,2.0,33,,,
lowdegr01,1909,1,SLN,NL,0,2,7,3,1,0,0,87,28,20,0,30,14,0.0,6.0,,1.0,3.0,0,129.0,2.0,24,,,
blackdo01,1944,1,PHA,AL,10,12,29,27,8,0,0,532,177,80,6,75,78,0.0,4.0,,2.0,4.0,0,773.0,1.0,94,,,
chandsp01,1940,1,NYA,AL,8,7,27,24,6,1,0,516,184,88,12,60,56,0.0,4.0,,1.0,6.0,0,741.0,2.0,100,,,
mcdoude01,1896,1,SLN,NL,0,1,3,1,0,0,0,30,13,9,2,4,0,0.0,8.0,,0.0,0.0,0,0.0,2.0,11,,,
aldresc01,1998,1,TBA,AL,0,0,48,0,0,0,0,94,33,13,1,12,21,,3.0,3.0,2.0,2.0,0,135.0,8.0,13,,,
coumbfr01,1914,2,CLE,AL,1,5,14,5,2,0,0,166,59,20,0,16,22,0.0,3.0,,0.0,4.0,1,225.0,5.0,31,,,
walkety01,2004,1,SFN,NL,5,1,52,0,0,0,1,191,69,30,8,24,48,0.0,4.0,1.0,1.0,1.0,0,275.0,13.0,31,,,
owensji01,1965,1,HOU,NL,6,5,50,0,0,0,8,214,64,26,4,29,53,0.0,3.0,8.0,3.0,0.0,0,306.0,26.0,28,,,
dopsojo01,1991,1,BOS,AL,0,0,1,0,0,0,0,3,2,2,0,1,0,0.0,18.0,0.0,0.0,0.0,0,6.0,1.0,2,,,
veresda01,1996,1,MON,NL,6,3,68,0,0,0,4,233,85,36,10,32,81,0.0,4.0,2.0,3.0,6.0,2,351.0,22.0,39,,,
jonesba01,1986,1,PIT,NL,3,4,26,0,0,0,3,112,29,12,3,21,29,0.0,2.0,2.0,2.0,0.0,0,159.0,10.0,16,,,
harpetr01,2003,1,TBA,AL,4,8,61,0,0,0,1,279,86,39,9,31,64,0.0,3.0,8.0,6.0,6.0,0,388.0,14.0,45,,,
ayalalu01,2012,1,BAL,AL,5,5,66,0,0,0,1,225,81,22,7,14,51,,2.0,3.0,2.0,4.0,0,320.0,15.0,27,,,
glynned01,1982,1,CLE,AL,5,2,47,0,0,0,4,149,43,23,6,30,54,0.0,4.0,5.0,7.0,0.0,0,219.0,24.0,27,,,
dockige01,1945,1,SLN,NL,8,6,31,12,5,2,0,379,132,45,4,38,33,0.0,3.0,,1.0,0.0,1,546.0,7.0,53,,,
paineph01,1951,1,BSN,NL,2,0,21,0,0,0,0,106,36,12,2,20,17,0.0,3.0,,2.0,4.0,0,158.0,9.0,15,,,
kristho01,1938,1,SLN,NL,0,0,2,0,0,0,0,4,1,0,0,0,1,0.0,0.0,,0.0,0.0,0,4.0,1.0,0,,,
beenefr01,1969,1,BAL,AL,0,0,2,0,0,0,0,8,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,11.0,0.0,0,,,
doakbi01,1918,1,SLN,NL,9,15,31,23,16,1,1,633,191,57,3,60,74,0.0,2.0,,2.0,4.0,1,865.0,7.0,76,,,
maasdu01,1957,1,DET,AL,10,14,45,26,8,2,6,658,210,80,23,65,116,0.0,3.0,7.0,1.0,4.0,0,925.0,13.0,92,,,
meinehe01,1929,1,PIT,NL,7,6,22,13,7,1,1,324,120,54,4,34,19,0.0,4.0,,4.0,7.0,0,468.0,5.0,62,,,
mccaski01,1989,1,CAL,AL,15,10,32,32,6,4,0,636,202,69,16,59,107,0.0,2.0,1.0,7.0,3.0,2,864.0,0.0,73,,,
belchti01,1996,1,KCA,AL,15,11,35,35,4,1,0,716,262,104,28,68,113,0.0,3.0,4.0,7.0,6.0,0,1021.0,0.0,117,,,
wallabo01,1895,1,CL4,NL,12,14,30,28,22,1,1,686,271,104,3,87,63,0.0,4.0,,9.0,0.0,0,0.0,2.0,166,,,
hollica01,1921,1,DET,AL,3,7,35,11,4,0,4,408,162,65,8,58,38,0.0,4.0,,1.0,4.0,1,617.0,16.0,95,,,
mossido01,1960,1,DET,AL,9,8,23,22,9,2,0,475,158,61,17,32,69,0.0,3.0,4.0,0.0,1.0,0,660.0,1.0,68,,,
gumbebi01,1890,1,PIT,NL,4,6,10,10,8,0,0,238,96,46,0,31,18,0.0,5.0,,2.0,7.0,0,367.0,0.0,71,,,
beimejo01,2010,1,COL,NL,1,2,71,0,0,0,0,135,46,17,5,15,21,,3.0,3.0,2.0,0.0,1,188.0,11.0,18,,,
browncl01,1940,1,CHA,AL,4,6,37,0,0,0,10,198,75,27,5,16,23,0.0,3.0,,1.0,2.0,0,291.0,36.0,30,,,
fanovfr01,1949,1,CIN,NL,0,2,29,1,0,0,0,130,44,26,2,28,27,0.0,5.0,,1.0,2.0,1,203.0,13.0,31,,,
lambra01,1971,1,CLE,AL,6,12,43,21,3,1,1,475,147,59,11,69,91,0.0,3.0,7.0,5.0,1.0,2,679.0,6.0,67,,,
leachte01,1987,1,NYN,NL,11,1,44,12,1,1,0,394,132,47,14,29,61,0.0,3.0,5.0,0.0,1.0,1,542.0,7.0,54,,,
sudhowi01,1901,1,SLN,NL,17,11,38,26,25,1,2,829,281,108,4,92,78,0.0,3.0,,7.0,18.0,0,0.0,11.0,142,,,
davisst03,1985,1,TOR,AL,2,1,10,5,0,0,0,84,23,11,5,13,22,0.0,3.0,0.0,0.0,0.0,0,117.0,1.0,14,,,
barclcu01,1959,1,SFN,NL,0,0,1,0,0,0,0,1,2,2,0,2,0,0.0,54.0,0.0,0.0,0.0,0,6.0,0.0,5,,,
trowbbo01,1956,1,ML1,NL,3,2,19,4,1,0,0,152,38,15,4,34,40,0.0,2.0,2.0,3.0,2.0,0,220.0,8.0,15,,,
germafr01,2003,1,DET,AL,2,4,45,0,0,0,5,134,47,30,5,45,41,0.0,6.0,3.0,8.0,2.0,1,222.0,15.0,32,,,
pilledu01,1952,1,SLA,AL,10,13,30,30,9,1,0,616,222,82,14,55,62,0.0,3.0,,2.0,7.0,0,880.0,0.0,94,,,
smithle02,1993,1,SLN,NL,2,4,55,0,0,0,43,150,49,25,11,9,49,0.0,4.0,1.0,1.0,0.0,0,206.0,48.0,25,,,
stockot01,1893,1,WAS,NL,2,8,11,11,7,0,0,207,111,63,4,32,12,0.0,8.0,,2.0,0.0,0,0.0,0.0,82,,,
shortbi01,1966,2,BOS,AL,0,0,8,0,0,0,0,25,10,4,1,2,2,0.0,4.0,0.0,0.0,0.0,0,36.0,0.0,6,,,
holloke01,1922,1,DET,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.0,0.0,,0.0,0.0,0,5.0,1.0,1,,,
carlsha01,1929,1,CHN,NL,11,5,31,14,6,2,2,335,131,64,8,31,35,0.0,5.0,,0.0,1.0,0,492.0,9.0,71,,,
pfiesja01,1909,1,CHN,NL,17,6,29,25,13,5,0,590,179,53,1,49,73,0.0,2.0,,3.0,5.0,1,800.0,4.0,67,,,
raschvi01,1952,1,NYA,AL,16,6,31,31,13,4,0,669,174,69,13,91,127,0.0,2.0,,5.0,6.0,0,912.0,0.0,78,,,
shumaha01,1942,1,PIT,NL,0,0,1,0,0,0,0,6,0,0,0,1,1,0.0,0.0,,0.0,0.0,0,6.0,1.0,0,,,
willima03,1983,1,TOR,AL,1,1,4,3,0,0,0,24,13,13,5,7,5,0.0,14.0,0.0,0.0,1.0,0,45.0,1.0,13,,,
shirlbo01,1982,1,CIN,NL,8,13,41,20,1,0,0,458,138,61,17,73,89,0.0,3.0,13.0,1.0,3.0,1,647.0,6.0,74,,,
keegabo01,1955,1,CHA,AL,2,5,18,11,1,0,0,176,83,38,4,28,29,0.0,5.0,1.0,0.0,1.0,0,283.0,1.0,39,,,
havenbr01,1981,1,MIN,AL,3,6,14,12,1,1,0,234,76,31,6,24,43,0.0,3.0,4.0,1.0,1.0,2,323.0,1.0,33,,,
pineijo01,2010,1,LAA,AL,10,7,23,23,3,1,0,457,155,65,15,34,92,,3.0,6.0,4.0,1.0,0,634.0,0.0,66,,,
jossad01,1903,1,CLE,AL,18,13,32,31,31,3,0,851,232,69,3,37,120,0.0,2.0,,5.0,10.0,0,1132.0,1.0,104,,,
martijo05,1983,2,DET,AL,0,0,15,0,0,0,1,40,15,11,2,4,11,0.0,7.0,1.0,0.0,0.0,0,56.0,5.0,11,,,
klinest01,1977,1,ATL,NL,0,0,16,0,0,0,1,61,21,15,4,12,10,0.0,6.0,3.0,1.0,0.0,3,93.0,7.0,15,,,
zinnji01,1920,1,PIT,NL,1,1,6,3,2,0,0,93,32,12,2,5,18,0.0,3.0,,1.0,1.0,0,130.0,3.0,14,,,
santaer01,2009,1,LAA,AL,8,8,24,23,2,2,0,419,159,78,24,47,107,,5.0,4.0,4.0,10.0,0,614.0,0.0,83,,,
sheast01,1968,1,HOU,NL,4,4,30,0,0,0,6,104,27,13,0,11,15,0.0,3.0,0.0,2.0,3.0,0,139.0,21.0,14,,,
katzbo01,1944,1,CIN,NL,0,1,6,2,0,0,0,55,17,8,0,7,4,0.0,3.0,,0.0,0.0,0,75.0,1.0,9,,,
perisma01,2001,1,DET,AL,2,3,30,4,0,0,0,118,54,25,5,14,19,,5.0,1.0,0.0,4.0,0,186.0,5.0,29,,,
groombo01,1914,1,SLF,FL,13,20,42,34,23,1,1,842,281,101,9,75,167,9.0,3.0,,9.0,4.0,0,1153.0,4.0,141,,,
downssc01,2006,1,TOR,AL,6,2,59,5,0,0,1,231,73,35,9,30,61,,4.0,6.0,7.0,2.0,0,327.0,13.0,38,,,
rogovsa01,1952,1,CHA,AL,14,9,33,30,12,3,1,695,224,99,14,79,121,0.0,3.0,,2.0,3.0,0,980.0,1.0,104,,,
broacjo01,1939,1,CLE,AL,4,2,22,2,0,0,0,138,53,24,5,28,13,0.0,4.0,,1.0,0.0,0,216.0,9.0,39,,,
jacksro03,1979,1,NYN,NL,1,0,8,0,0,0,0,49,11,4,1,5,10,0.0,2.0,0.0,1.0,1.0,0,61.0,0.0,4,,,
walkelu01,1966,1,PIT,NL,0,1,10,1,0,0,0,30,8,5,0,15,7,0.0,4.0,2.0,2.0,1.0,0,55.0,2.0,9,,,
stoveha01,1880,1,WOR,NL,0,0,2,0,0,0,0,18,8,3,0,3,3,0.0,4.0,,0.0,,0,32.0,2.0,4,,,
laryfr01,1964,1,DET,AL,0,2,6,4,0,0,0,54,24,14,3,10,6,0.0,7.0,1.0,1.0,3.0,0,90.0,1.0,15,,,
fasseje01,2001,1,CHN,NL,4,4,82,0,0,0,12,221,66,28,6,23,79,,3.0,5.0,3.0,1.0,0,308.0,30.0,31,,,
muldema01,2006,1,SLN,NL,6,7,17,17,0,0,0,280,124,74,19,35,50,,7.0,1.0,3.0,5.0,0,430.0,0.0,77,,,
sabatcc01,2004,1,CLE,AL,11,10,30,30,1,1,0,564,176,86,20,72,139,0.0,4.0,3.0,1.0,7.0,1,787.0,0.0,90,,,
dinnebi01,1899,1,WAS,NL,14,20,37,35,30,0,0,873,350,127,6,106,91,0.0,3.0,,8.0,11.0,1,0.0,2.0,191,,,
ewingbo01,1904,1,CIN,NL,11,13,26,24,22,0,0,636,198,58,3,58,99,0.0,2.0,,9.0,4.0,1,845.0,2.0,85,,,
cheneto01,1957,1,SLN,NL,0,1,4,3,0,0,0,27,6,5,0,15,10,0.0,5.0,0.0,0.0,0.0,0,44.0,0.0,6,,,
moyerja01,1994,1,BAL,AL,5,7,23,23,0,0,0,447,158,79,23,38,87,0.0,4.0,3.0,1.0,2.0,0,631.0,0.0,81,,,
scheica01,1954,2,SLN,NL,0,1,3,1,0,0,0,14,6,6,3,5,5,0.0,11.0,,1.0,0.0,0,25.0,1.0,6,,,
barrere01,1940,1,CIN,NL,1,0,3,0,0,0,0,8,5,2,0,1,0,0.0,6.0,,0.0,0.0,0,12.0,0.0,2,,,
floribr01,1997,1,ML4,AL,4,4,32,8,0,0,0,225,74,36,4,42,53,0.0,4.0,2.0,4.0,3.0,1,332.0,6.0,43,,,
clarkri01,1968,1,CAL,AL,1,11,21,17,0,0,0,283,74,37,4,54,60,0.0,3.0,1.0,13.0,1.0,0,407.0,2.0,51,,,
eastoja01,1891,3,CL6,AA,0,2,2,2,2,0,0,45,15,6,2,4,13,,3.0,,2.0,0.0,0,,,8,,,
bairdo01,1989,1,PIT,NL,2,3,44,0,0,0,1,202,52,17,4,28,56,0.0,2.0,10.0,7.0,0.0,0,276.0,17.0,19,,,
gardnji01,1895,1,PIT,NL,8,2,11,10,8,0,0,256,99,25,1,27,31,0.0,2.0,,1.0,0.0,0,0.0,0.0,53,,,
dreifda01,2001,1,LAN,NL,4,7,16,16,0,0,0,284,89,54,11,47,91,,5.0,0.0,10.0,6.0,0,416.0,0.0,62,,,
benjami01,1997,1,BOS,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0,,,
wrighha01,1874,1,BS1,NA,0,2,6,2,0,0,3,50,24,5,0,4,15,,2.0,,,,0,,,13,,,
wightbi01,1955,1,CLE,AL,0,0,17,0,0,0,1,72,24,7,0,9,9,0.0,2.0,1.0,1.0,0.0,0,102.0,8.0,8,,,
dierkla01,1966,1,HOU,NL,10,8,29,28,8,2,0,561,173,66,17,45,108,0.0,3.0,0.0,4.0,1.0,0,776.0,0.0,73,,,
sherrla01,1967,2,HOU,NL,1,2,29,0,0,0,6,122,53,22,4,13,32,0.0,4.0,2.0,3.0,1.0,0,187.0,17.0,26,,,
hendrma01,2003,1,TOR,AL,9,9,30,30,1,1,0,475,207,97,24,40,76,0.0,5.0,3.0,4.0,0.0,0,703.0,0.0,111,,,
cerutjo01,1990,1,TOR,AL,9,9,30,23,0,0,0,420,162,74,23,49,49,0.0,4.0,3.0,4.0,4.0,1,609.0,1.0,77,,,
fikacje01,2003,1,OAK,AL,0,1,14,0,0,0,0,48,14,8,4,11,9,0.0,4.0,1.0,0.0,3.0,0,71.0,1.0,8,,,
jamiech01,1919,1,CLE,AL,0,0,4,1,0,0,0,39,12,8,0,8,0,0.0,5.0,,0.0,0.0,0,56.0,2.0,9,,,
kindeel01,1946,1,SLA,AL,3,3,33,7,1,0,1,260,78,32,8,36,59,0.0,3.0,,1.0,0.0,0,366.0,12.0,35,,,
zettlge01,1872,2,BR1,NA,1,8,9,9,8,0,0,226,105,25,1,6,8,,2.0,,,,0,,,62,,,
lindavi01,1906,1,BSN,NL,12,23,39,37,32,2,0,922,303,83,4,90,115,0.0,2.0,,7.0,11.0,0,1248.0,3.0,132,,,
cheneto01,1961,1,PIT,NL,0,0,1,0,0,0,0,0,1,4,1,4,0,0.0,,0.0,1.0,0.0,0,6.0,0.0,5,,,
langfri01,1980,1,OAK,AL,19,12,35,33,28,2,0,870,276,105,29,64,102,0.0,3.0,6.0,7.0,1.0,1,1166.0,2.0,119,,,
mercejo02,1995,1,ML4,AL,0,1,5,0,0,0,0,22,12,8,1,8,6,0.0,9.0,0.0,1.0,0.0,0,42.0,0.0,9,,,
pearcge01,1915,1,CHN,NL,13,9,36,20,8,2,0,528,158,65,1,77,96,0.0,3.0,,10.0,4.0,0,751.0,13.0,83,,,
millejo03,1965,1,BAL,AL,6,4,16,16,1,0,0,280,75,33,4,58,71,0.0,3.0,0.0,6.0,1.0,0,404.0,0.0,38,,,
hogsech01,1936,1,DET,AL,0,1,3,0,0,0,0,12,8,4,1,1,1,0.0,9.0,,0.0,0.0,0,22.0,2.0,7,,,
saberbr01,1995,2,COL,NL,2,1,9,9,0,0,0,129,60,30,8,13,29,0.0,6.0,1.0,1.0,5.0,0,206.0,0.0,33,,,
fingero01,1982,1,ML4,AL,5,6,50,0,0,0,29,239,63,23,5,20,71,0.0,2.0,5.0,4.0,1.0,0,318.0,45.0,23,,,
redditi01,2005,2,NYA,AL,0,1,1,1,0,0,0,3,4,6,0,4,2,,54.0,0.0,0.0,0.0,0,11.0,0.0,6,,,
